rocket_id,current_regime,target_regime,improvement_rank,limiting_factor,current_value,easy_median_value,required_change_pct,prob_lift_to_target_regime
R0517,FRAGILE,EASY,4,wind_strength,0.073041,0.245771,236.48,0.1006
R0517,FRAGILE,EASY,5,static_margin,0.188637,0.130246,-30.95,0.0968
R0519,INFEASIBLE,FRAGILE,1,static_margin,0.2254,0.130246,-42.22,0.0556
R0519,INFEASIBLE,FRAGILE,2,p_unstable,1.970694,1.152109,-41.54,0.0472
R0519,INFEASIBLE,FRAGILE,3,backlash,0.206196,0.046223,-77.58,0.0324
R0519,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,27.36722,74.855953,173.52,0.0172
R0519,INFEASIBLE,FRAGILE,5,Cm_alpha,-52.94541,-48.954533,7.54,0.0114
R0520,FRAGILE,EASY,1,backlash,0.114836,0.046223,-59.75,0.5146
R0520,FRAGILE,EASY,2,p_unstable,0.354355,1.152109,225.13,0.0943
R0520,FRAGILE,EASY,3,static_margin,0.047403,0.130246,174.76,0.0858
R0520,FRAGILE,EASY,4,max_gimbal_deg,12.028004,11.163395,-7.19,0.0503
R0520,FRAGILE,EASY,5,Cm_alpha,-34.290587,-48.954533,-42.76,0.046
R0521,FRAGILE,EASY,1,backlash,0.11337,0.046223,-59.23,0.6709
R0521,FRAGILE,EASY,2,control_effectiveness,12.812566,8.881821,-30.68,0.2279
R0521,FRAGILE,EASY,3,servo_slew_deg_s,49.0819,74.855953,52.51,0.0905
R0521,FRAGILE,EASY,4,Iyy,0.032262,0.027866,-13.63,0.0177
R0521,FRAGILE,EASY,5,p_unstable,1.184482,1.152109,-2.73,0.0127
R0523,INFEASIBLE,FRAGILE,1,Cm_alpha,-67.68648,-48.954533,27.67,0.0389
R0523,INFEASIBLE,FRAGILE,2,servo_slew_deg_s,37.282525,74.855953,100.78,0.0354
R0523,INFEASIBLE,FRAGILE,3,p_unstable,1.755165,1.152109,-34.36,0.028
R0523,INFEASIBLE,FRAGILE,4,control_effectiveness,12.295179,8.881821,-27.76,0.0163
R0523,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.617786,0.744226,20.47,0.0111
R0524,INFEASIBLE,FRAGILE,1,static_margin,0.170084,0.130246,-23.42,0.0365
R0524,INFEASIBLE,FRAGILE,2,p_unstable,1.548174,1.152109,-25.58,0.0264
R0524,INFEASIBLE,FRAGILE,3,backlash,0.190923,0.046223,-75.79,0.024
R0524,INFEASIBLE,FRAGILE,4,mass,2.093712,1.544939,-26.21,0.0211
R0524,INFEASIBLE,FRAGILE,5,servo_slew_deg_s,24.724145,74.855953,202.76,0.0146
R0525,INFEASIBLE,FRAGILE,1,static_margin,0.180514,0.130246,-27.85,0.0501
R0525,INFEASIBLE,FRAGILE,2,Cm_alpha,-36.126373,-48.954533,-35.51,0.037
R0525,INFEASIBLE,FRAGILE,3,servo_slew_deg_s,36.740157,74.855953,103.74,0.0308
R0525,INFEASIBLE,FRAGILE,4,control_effectiveness,12.790148,8.881821,-30.56,0.0288
R0525,INFEASIBLE,FRAGILE,5,mass,1.485022,1.544939,4.03,0.0177
R0526,FRAGILE,EASY,1,backlash,0.198054,0.046223,-76.66,0.8306
R0526,FRAGILE,EASY,2,thrust,41.06222,35.274838,-14.09,0.0718
R0526,FRAGILE,EASY,3,wind_strength,0.169509,0.245771,44.99,0.0089
R0526,FRAGILE,EASY,4,control_effectiveness,9.545812,8.881821,-6.96,0.0061
R0526,FRAGILE,EASY,5,deadband,0.057993,0.079617,37.29,0.0009
R0531,FRAGILE,EASY,1,Iyy,0.014964,0.027866,86.23,0.4219
R0531,FRAGILE,EASY,2,static_margin,0.207468,0.130246,-37.22,0.1932
R0531,FRAGILE,EASY,3,backlash,0.055459,0.046223,-16.65,0.1617
R0531,FRAGILE,EASY,4,thrust,37.203194,35.274838,-5.18,0.0649
R0531,FRAGILE,EASY,5,latency_steps,3.0,4.0,33.33,0.0622
R0532,INFEASIBLE,FRAGILE,1,static_margin,0.175441,0.130246,-25.76,0.0519
R0532,INFEASIBLE,FRAGILE,2,control_effectiveness,9.995893,8.881821,-11.15,0.0276
R0532,INFEASIBLE,FRAGILE,3,deadband,0.143828,0.079617,-44.64,0.0248
R0532,INFEASIBLE,FRAGILE,4,wind_strength,0.370552,0.245771,-33.67,0.0241
R0532,INFEASIBLE,FRAGILE,5,Cm_alpha,-33.90326,-48.954533,-44.39,0.0236
R0533,INFEASIBLE,FRAGILE,1,backlash,0.18298,0.046223,-74.74,0.1535
R0533,INFEASIBLE,FRAGILE,2,p_unstable,2.746527,1.152109,-58.05,0.049
R0533,INFEASIBLE,FRAGILE,3,static_margin,0.20982,0.130246,-37.93,0.0292
R0533,INFEASIBLE,FRAGILE,4,Cm_alpha,-66.50116,-48.954533,26.39,0.0081
R0533,INFEASIBLE,FRAGILE,5,max_gimbal_deg,14.245993,11.163395,-21.64,0.0025
R0535,FRAGILE,EASY,1,thrust,49.246009,35.274838,-28.37,0.1964
R0535,FRAGILE,EASY,2,backlash,0.064138,0.046223,-27.93,0.1701
R0535,FRAGILE,EASY,3,control_effectiveness,10.885387,8.881821,-18.41,0.1555
R0535,FRAGILE,EASY,4,Iyy,0.02155,0.027866,29.31,0.1502
R0535,FRAGILE,EASY,5,deadband,0.149888,0.079617,-46.88,0.0664
R0536,INFEASIBLE,FRAGILE,1,control_effectiveness,11.814132,8.881821,-24.82,0.0816
R0536,INFEASIBLE,FRAGILE,2,thrust,49.129614,35.274838,-28.2,0.0525
R0536,INFEASIBLE,FRAGILE,3,deadband,0.098239,0.079617,-18.96,0.0289
R0536,INFEASIBLE,FRAGILE,4,Iyy,0.033631,0.027866,-17.14,0.0185
R0536,INFEASIBLE,FRAGILE,5,max_gimbal_deg,11.415112,11.163395,-2.21,0.0117
R0537,INFEASIBLE,FRAGILE,1,backlash,0.233792,0.046223,-80.23,0.1539
R0537,INFEASIBLE,FRAGILE,2,static_margin,0.210541,0.130246,-38.14,0.0117
R0537,INFEASIBLE,FRAGILE,3,p_unstable,2.028086,1.152109,-43.19,0.0097
R0537,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,66.585429,74.855953,12.42,0.005
R0537,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.757373,0.744226,-1.74,0.0047
R0538,FRAGILE,EASY,1,backlash,0.22567,0.046223,-79.52,0.7537
R0538,FRAGILE,EASY,2,thrust,39.340843,35.274838,-10.34,0.0874
R0538,FRAGILE,EASY,3,control_effectiveness,6.502962,8.881821,36.58,0.046
R0538,FRAGILE,EASY,4,p_unstable,0.605634,1.152109,90.23,0.0159
R0538,FRAGILE,EASY,5,deadband,0.107822,0.079617,-26.16,0.0139
R0541,INFEASIBLE,FRAGILE,1,Iyy,0.019914,0.027866,39.94,0.0635
R0541,INFEASIBLE,FRAGILE,2,thrust,27.267638,35.274838,29.37,0.0281
R0541,INFEASIBLE,FRAGILE,3,static_margin,0.225822,0.130246,-42.32,0.0277
R0541,INFEASIBLE,FRAGILE,4,backlash,0.235351,0.046223,-80.36,0.0178
R0541,INFEASIBLE,FRAGILE,5,mass,1.841721,1.544939,-16.11,0.0067
R0542,FRAGILE,EASY,1,mass,0.911603,1.544939,69.48,0.1938
R0542,FRAGILE,EASY,2,thrust,40.643114,35.274838,-13.21,0.1223
R0542,FRAGILE,EASY,3,static_margin,0.198938,0.130246,-34.53,0.1218
R0542,FRAGILE,EASY,4,backlash,0.06064,0.046223,-23.77,0.1216
R0542,FRAGILE,EASY,5,max_gimbal_deg,13.898212,11.163395,-19.68,0.1052
R0543,INFEASIBLE,FRAGILE,1,control_effectiveness,11.342484,8.881821,-21.69,0.0441
R0543,INFEASIBLE,FRAGILE,2,thrust,48.369713,35.274838,-27.07,0.039
R0543,INFEASIBLE,FRAGILE,3,Cm_alpha,-35.816751,-48.954533,-36.68,0.0256
R0543,INFEASIBLE,FRAGILE,4,Iyy,0.029543,0.027866,-5.67,0.0122
R0543,INFEASIBLE,FRAGILE,5,deadband,0.014439,0.079617,451.38,0.0107
R0544,INFEASIBLE,FRAGILE,1,p_unstable,2.295347,1.152109,-49.81,0.0314
R0544,INFEASIBLE,FRAGILE,2,backlash,0.247728,0.046223,-81.34,0.027
R0544,INFEASIBLE,FRAGILE,3,static_margin,0.17599,0.130246,-25.99,0.0116
R0544,INFEASIBLE,FRAGILE,4,max_gimbal_deg,11.730537,11.163395,-4.83,0.0103
R0544,INFEASIBLE,FRAGILE,5,Cm_alpha,-64.04761,-48.954533,23.57,0.0081
R0545,INFEASIBLE,FRAGILE,1,static_margin,0.197755,0.130246,-34.14,0.0894
R0545,INFEASIBLE,FRAGILE,2,p_unstable,1.794238,1.152109,-35.79,0.0204
R0545,INFEASIBLE,FRAGILE,3,backlash,0.193575,0.046223,-76.12,0.0169
R0545,INFEASIBLE,FRAGILE,4,max_gimbal_deg,12.214242,11.163395,-8.6,0.0094
R0545,INFEASIBLE,FRAGILE,5,control_effectiveness,9.334285,8.881821,-4.85,0.0094
R0546,INFEASIBLE,FRAGILE,1,p_unstable,2.194688,1.152109,-47.5,0.0627
R0546,INFEASIBLE,FRAGILE,2,backlash,0.157046,0.046223,-70.57,0.0279
R0546,INFEASIBLE,FRAGILE,3,Iyy,0.025259,0.027866,10.32,0.0271
R0546,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,52.343624,74.855953,43.01,0.0217
R0546,INFEASIBLE,FRAGILE,5,static_margin,0.166101,0.130246,-21.59,0.0197
R0550,FRAGILE,EASY,1,backlash,0.141879,0.046223,-67.42,0.7133
R0550,FRAGILE,EASY,2,control_effectiveness,11.277385,8.881821,-21.24,0.1088
R0550,FRAGILE,EASY,3,latency_steps,1.0,4.0,300.0,0.051
R0550,FRAGILE,EASY,4,Cm_alpha,-52.138672,-48.954533,6.11,0.0311
R0550,FRAGILE,EASY,5,best_u_max_frac,0.629414,0.744226,18.24,0.0256
R0552,INFEASIBLE,FRAGILE,1,servo_slew_deg_s,49.863304,74.855953,50.12,0.0479
R0552,INFEASIBLE,FRAGILE,2,static_margin,0.183433,0.130246,-29.0,0.04
R0552,INFEASIBLE,FRAGILE,3,thrust,49.62691,35.274838,-28.92,0.0219
R0552,INFEASIBLE,FRAGILE,4,mass,2.007655,1.544939,-23.05,0.0138
R0552,INFEASIBLE,FRAGILE,5,Iyy,0.026149,0.027866,6.57,0.0133
R0554,FRAGILE,EASY,1,Iyy,0.016263,0.027866,71.35,0.3381
R0554,FRAGILE,EASY,2,backlash,0.068356,0.046223,-32.38,0.1804
R0554,FRAGILE,EASY,3,control_effectiveness,13.385445,8.881821,-33.65,0.1318
R0554,FRAGILE,EASY,4,thrust,39.027661,35.274838,-9.62,0.1082
R0554,FRAGILE,EASY,5,servo_slew_deg_s,119.895054,74.855953,-37.57,0.0883
R0555,INFEASIBLE,FRAGILE,1,Iyy,0.010615,0.027866,162.53,0.1207
R0555,INFEASIBLE,FRAGILE,2,backlash,0.203105,0.046223,-77.24,0.0892
R0555,INFEASIBLE,FRAGILE,3,thrust,31.669738,35.274838,11.38,0.0092
R0555,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,100.179085,74.855953,-25.28,0.006
R0555,INFEASIBLE,FRAGILE,5,Cm_alpha,-32.081939,-48.954533,-52.59,0.0044
R0556,INFEASIBLE,FRAGILE,1,mass,1.909477,1.544939,-19.09,0.0159
R0556,INFEASIBLE,FRAGILE,2,servo_slew_deg_s,66.924831,74.855953,11.85,0.0088
R0556,INFEASIBLE,FRAGILE,3,max_gimbal_deg,12.5818,11.163395,-11.27,0.0087
R0556,INFEASIBLE,FRAGILE,4,static_margin,0.144001,0.130246,-9.55,0.0081
R0556,INFEASIBLE,FRAGILE,5,control_effectiveness,9.751053,8.881821,-8.91,0.0061
R0557,FRAGILE,EASY,1,backlash,0.13616,0.046223,-66.05,0.6774
R0557,FRAGILE,EASY,2,thrust,45.966199,35.274838,-23.26,0.1277
R0557,FRAGILE,EASY,3,Cm_alpha,-59.02562,-48.954533,17.06,0.0926
R0557,FRAGILE,EASY,4,p_unstable,1.621976,1.152109,-28.97,0.0498
R0557,FRAGILE,EASY,5,mass,1.257333,1.544939,22.87,0.0206
R0561,INFEASIBLE,FRAGILE,1,backlash,0.193835,0.046223,-76.15,0.0526
R0561,INFEASIBLE,FRAGILE,2,Iyy,0.017917,0.027866,55.53,0.0226
R0561,INFEASIBLE,FRAGILE,3,control_effectiveness,10.702741,8.881821,-17.01,0.0109
R0561,INFEASIBLE,FRAGILE,4,wind_strength,0.384564,0.245771,-36.09,0.0067
R0561,INFEASIBLE,FRAGILE,5,mass,1.680953,1.544939,-8.09,0.0056
R0562,INFEASIBLE,FRAGILE,1,backlash,0.142059,0.046223,-67.46,0.2032
R0562,INFEASIBLE,FRAGILE,2,Iyy,0.015566,0.027866,79.02,0.043
R0562,INFEASIBLE,FRAGILE,3,servo_slew_deg_s,50.453787,74.855953,48.37,0.0142
R0562,INFEASIBLE,FRAGILE,4,thrust,46.842062,35.274838,-24.69,0.01
R0562,INFEASIBLE,FRAGILE,5,Cm_alpha,-51.131292,-48.954533,4.26,0.0064
R0563,INFEASIBLE,FRAGILE,1,backlash,0.071785,0.046223,-35.61,0.0519
R0563,INFEASIBLE,FRAGILE,2,best_u_max_frac,0.970581,0.744226,-23.32,0.036
R0563,INFEASIBLE,FRAGILE,3,Iyy,0.013357,0.027866,108.62,0.0314
R0563,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,56.204386,74.855953,33.19,0.0135
R0563,INFEASIBLE,FRAGILE,5,wind_strength,0.419027,0.245771,-41.35,0.0105
R0565,INFEASIBLE,FRAGILE,1,Iyy,0.02049,0.027866,36.0,0.0569
R0565,INFEASIBLE,FRAGILE,2,backlash,0.223555,0.046223,-79.32,0.0504
R0565,INFEASIBLE,FRAGILE,3,static_margin,0.196692,0.130246,-33.78,0.0278
R0565,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,59.091962,74.855953,26.68,0.0151
R0565,INFEASIBLE,FRAGILE,5,thrust,32.727931,35.274838,7.78,0.0106
R0567,INFEASIBLE,FRAGILE,1,thrust,38.31043,35.274838,-7.92,0.025
R0567,INFEASIBLE,FRAGILE,2,mass,1.413793,1.544939,9.28,0.0189
R0567,INFEASIBLE,FRAGILE,3,latency_steps,6.0,4.0,-33.33,0.0161
R0567,INFEASIBLE,FRAGILE,4,Cm_alpha,-69.995991,-48.954533,30.06,0.0147
R0567,INFEASIBLE,FRAGILE,5,static_margin,0.087635,0.130246,48.62,0.0113
R0568,FRAGILE,EASY,1,backlash,0.111856,0.046223,-58.68,0.6545
R0568,FRAGILE,EASY,2,servo_slew_deg_s,25.914552,74.855953,188.86,0.2049
R0568,FRAGILE,EASY,3,thrust,46.655241,35.274838,-24.39,0.1215
R0568,FRAGILE,EASY,4,max_gimbal_deg,13.075163,11.163395,-14.62,0.0461
R0568,FRAGILE,EASY,5,best_u_max_frac,0.871678,0.744226,-14.62,0.0326
R0569,INFEASIBLE,FRAGILE,1,backlash,0.207204,0.046223,-77.69,0.052
R0569,INFEASIBLE,FRAGILE,2,Iyy,0.022645,0.027866,23.06,0.0472
R0569,INFEASIBLE,FRAGILE,3,control_effectiveness,12.109459,8.881821,-26.65,0.0242
R0569,INFEASIBLE,FRAGILE,4,max_gimbal_deg,12.537281,11.163395,-10.96,0.0165
R0569,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.835819,0.744226,-10.96,0.0164
R0572,INFEASIBLE,FRAGILE,1,servo_slew_deg_s,30.395101,74.855953,146.28,0.0527
R0572,INFEASIBLE,FRAGILE,2,control_effectiveness,12.678005,8.881821,-29.94,0.0443
R0572,INFEASIBLE,FRAGILE,3,thrust,49.75906,35.274838,-29.11,0.0249
R0572,INFEASIBLE,FRAGILE,4,static_margin,0.16364,0.130246,-20.41,0.022
R0572,INFEASIBLE,FRAGILE,5,deadband,0.144255,0.079617,-44.81,0.0117
R0574,INFEASIBLE,FRAGILE,1,Iyy,0.017434,0.027866,59.84,0.0564
R0574,INFEASIBLE,FRAGILE,2,backlash,0.19775,0.046223,-76.63,0.0452
R0574,INFEASIBLE,FRAGILE,3,control_effectiveness,12.420007,8.881821,-28.49,0.0338
R0574,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,46.891991,74.855953,59.63,0.0294
R0574,INFEASIBLE,FRAGILE,5,static_margin,0.141572,0.130246,-8.0,0.0162
R0575,FRAGILE,EASY,1,control_effectiveness,13.790194,8.881821,-35.59,0.1564
R0575,FRAGILE,EASY,2,mass,0.998618,1.544939,54.71,0.1112
R0575,FRAGILE,EASY,3,latency_steps,1.0,4.0,300.0,0.1026
R0575,FRAGILE,EASY,4,backlash,0.056162,0.046223,-17.7,0.1015
R0575,FRAGILE,EASY,5,best_u_max_frac,0.540298,0.744226,37.74,0.0938
R0576,FRAGILE,EASY,1,backlash,0.057937,0.046223,-20.22,0.1654
R0576,FRAGILE,EASY,2,max_gimbal_deg,14.784375,11.163395,-24.49,0.1645
R0576,FRAGILE,EASY,3,static_margin,0.238696,0.130246,-45.43,0.1513
R0576,FRAGILE,EASY,4,Iyy,0.019106,0.027866,45.85,0.1385
R0576,FRAGILE,EASY,5,mass,1.029188,1.544939,50.11,0.118
R0577,INFEASIBLE,FRAGILE,1,backlash,0.179969,0.046223,-74.32,0.1758
R0577,INFEASIBLE,FRAGILE,2,best_u_max_frac,0.915001,0.744226,-18.66,0.0171
R0577,INFEASIBLE,FRAGILE,3,p_unstable,2.872236,1.152109,-59.89,0.0108
R0577,INFEASIBLE,FRAGILE,4,max_gimbal_deg,13.725009,11.163395,-18.66,0.0106
R0577,INFEASIBLE,FRAGILE,5,static_margin,0.232712,0.130246,-44.03,0.0092
R0578,INFEASIBLE,FRAGILE,1,backlash,0.168624,0.046223,-72.59,0.1137
R0578,INFEASIBLE,FRAGILE,2,p_unstable,1.599533,1.152109,-27.97,0.0172
R0578,INFEASIBLE,FRAGILE,3,best_u_max_frac,0.778784,0.744226,-4.44,0.0146
R0578,INFEASIBLE,FRAGILE,4,static_margin,0.172963,0.130246,-24.7,0.0108
R0578,INFEASIBLE,FRAGILE,5,thrust,49.349845,35.274838,-28.52,0.0054
R0580,INFEASIBLE,FRAGILE,1,p_unstable,1.58509,1.152109,-27.32,0.0244
R0580,INFEASIBLE,FRAGILE,2,thrust,45.784385,35.274838,-22.95,0.0205
R0580,INFEASIBLE,FRAGILE,3,Cm_alpha,-66.448346,-48.954533,26.33,0.0192
R0580,INFEASIBLE,FRAGILE,4,backlash,0.170618,0.046223,-72.91,0.0142
R0580,INFEASIBLE,FRAGILE,5,static_margin,0.141872,0.130246,-8.2,0.0119
R0581,INFEASIBLE,FRAGILE,1,backlash,0.125046,0.046223,-63.04,0.1652
R0581,INFEASIBLE,FRAGILE,2,Iyy,0.010406,0.027866,167.8,0.1273
R0581,INFEASIBLE,FRAGILE,3,control_effectiveness,11.682015,8.881821,-23.97,0.0385
R0581,INFEASIBLE,FRAGILE,4,thrust,48.045959,35.274838,-26.58,0.0183
R0581,INFEASIBLE,FRAGILE,5,max_gimbal_deg,14.508811,11.163395,-23.06,0.0119
R0582,FRAGILE,EASY,1,backlash,0.127511,0.046223,-63.75,0.5078
R0582,FRAGILE,EASY,2,mass,0.98343,1.544939,57.1,0.0702
R0582,FRAGILE,EASY,3,latency_steps,1.0,4.0,300.0,0.0646
R0582,FRAGILE,EASY,4,control_effectiveness,10.201043,8.881821,-12.93,0.0518
R0582,FRAGILE,EASY,5,thrust,40.388155,35.274838,-12.66,0.0473
R0584,INFEASIBLE,FRAGILE,1,Iyy,0.013457,0.027866,107.08,0.141
R0584,INFEASIBLE,FRAGILE,2,backlash,0.139888,0.046223,-66.96,0.1228
R0584,INFEASIBLE,FRAGILE,3,thrust,47.551019,35.274838,-25.82,0.0164
R0584,INFEASIBLE,FRAGILE,4,control_effectiveness,13.134639,8.881821,-32.38,0.0081
R0584,INFEASIBLE,FRAGILE,5,mass,1.417758,1.544939,8.97,0.0025
R0585,INFEASIBLE,FRAGILE,1,backlash,0.146245,0.046223,-68.39,0.0772
R0585,INFEASIBLE,FRAGILE,2,Iyy,0.017169,0.027866,62.3,0.0564
R0585,INFEASIBLE,FRAGILE,3,servo_slew_deg_s,36.122076,74.855953,107.23,0.0194
R0585,INFEASIBLE,FRAGILE,4,control_effectiveness,11.210988,8.881821,-20.78,0.0194
R0585,INFEASIBLE,FRAGILE,5,Cm_alpha,-60.304035,-48.954533,18.82,0.0183
R0586,INFEASIBLE,FRAGILE,1,servo_slew_deg_s,61.189827,74.855953,22.33,0.0372
R0586,INFEASIBLE,FRAGILE,2,deadband,0.057804,0.079617,37.74,0.0113
R0586,INFEASIBLE,FRAGILE,3,Cm_alpha,-60.891806,-48.954533,19.6,0.0109
R0586,INFEASIBLE,FRAGILE,4,best_u_max_frac,0.670895,0.744226,10.93,0.0106
R0586,INFEASIBLE,FRAGILE,5,thrust,41.271491,35.274838,-14.53,0.0072
R0590,INFEASIBLE,FRAGILE,1,Iyy,0.01748,0.027866,59.42,0.0434
R0590,INFEASIBLE,FRAGILE,2,servo_slew_deg_s,32.996094,74.855953,126.86,0.0088
R0590,INFEASIBLE,FRAGILE,3,max_gimbal_deg,11.579311,11.163395,-3.59,0.0054
R0590,INFEASIBLE,FRAGILE,4,mass,1.984144,1.544939,-22.14,0.0052
R0590,INFEASIBLE,FRAGILE,5,thrust,30.510961,35.274838,15.61,0.0017
R0591,INFEASIBLE,FRAGILE,1,max_gimbal_deg,13.198461,11.163395,-15.42,0.0289
R0591,INFEASIBLE,FRAGILE,2,servo_slew_deg_s,40.386585,74.855953,85.35,0.0254
R0591,INFEASIBLE,FRAGILE,3,best_u_max_frac,0.879897,0.744226,-15.42,0.0217
R0591,INFEASIBLE,FRAGILE,4,latency_steps,6.0,4.0,-33.33,0.0102
R0591,INFEASIBLE,FRAGILE,5,Cm_alpha,-57.820662,-48.954533,15.33,0.0066
R0593,INFEASIBLE,FRAGILE,1,static_margin,0.209622,0.130246,-37.87,0.0759
R0593,INFEASIBLE,FRAGILE,2,p_unstable,2.568487,1.152109,-55.14,0.0607
R0593,INFEASIBLE,FRAGILE,3,backlash,0.196525,0.046223,-76.48,0.0602
R0593,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,33.975483,74.855953,120.32,0.0181
R0593,INFEASIBLE,FRAGILE,5,Cm_alpha,-55.320443,-48.954533,11.51,0.018
R0594,INFEASIBLE,FRAGILE,1,p_unstable,2.013721,1.152109,-42.79,0.094
R0594,INFEASIBLE,FRAGILE,2,Iyy,0.019682,0.027866,41.58,0.0704
R0594,INFEASIBLE,FRAGILE,3,static_margin,0.165532,0.130246,-21.32,0.0378
R0594,INFEASIBLE,FRAGILE,4,backlash,0.13943,0.046223,-66.85,0.0298
R0594,INFEASIBLE,FRAGILE,5,thrust,28.126559,35.274838,25.41,0.0178
R0595,INFEASIBLE,FRAGILE,1,servo_slew_deg_s,33.251383,74.855953,125.12,0.0489
R0595,INFEASIBLE,FRAGILE,2,mass,1.926501,1.544939,-19.81,0.0136
R0595,INFEASIBLE,FRAGILE,3,control_effectiveness,9.27915,8.881821,-4.28,0.0118
R0595,INFEASIBLE,FRAGILE,4,static_margin,0.162449,0.130246,-19.82,0.0112
R0595,INFEASIBLE,FRAGILE,5,backlash,0.149052,0.046223,-68.99,0.0094
R0601,FRAGILE,EASY,1,Iyy,0.014091,0.027866,97.76,0.3817
R0601,FRAGILE,EASY,2,backlash,0.083913,0.046223,-44.92,0.3259
R0601,FRAGILE,EASY,3,servo_slew_deg_s,31.259337,74.855953,139.47,0.0819
R0601,FRAGILE,EASY,4,Cm_alpha,-61.627386,-48.954533,20.56,0.0614
R0601,FRAGILE,EASY,5,max_gimbal_deg,13.480319,11.163395,-17.19,0.0406
R0602,INFEASIBLE,FRAGILE,1,servo_slew_deg_s,50.776169,74.855953,47.42,0.0391
R0602,INFEASIBLE,FRAGILE,2,deadband,0.140951,0.079617,-43.51,0.0183
R0602,INFEASIBLE,FRAGILE,3,Cm_alpha,-33.324704,-48.954533,-46.9,0.0136
R0602,INFEASIBLE,FRAGILE,4,max_gimbal_deg,9.123537,11.163395,22.36,0.0119
R0602,INFEASIBLE,FRAGILE,5,control_effectiveness,12.687606,8.881821,-30.0,0.0107
R0603,INFEASIBLE,FRAGILE,1,backlash,0.24254,0.046223,-80.94,0.0963
R0603,INFEASIBLE,FRAGILE,2,p_unstable,2.650761,1.152109,-56.54,0.0306
R0603,INFEASIBLE,FRAGILE,3,Iyy,0.02135,0.027866,30.52,0.0146
R0603,INFEASIBLE,FRAGILE,4,max_gimbal_deg,13.802736,11.163395,-19.12,0.0096
R0603,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.920182,0.744226,-19.12,0.0089
R0605,FRAGILE,EASY,1,backlash,0.164868,0.046223,-71.96,0.6261
R0605,FRAGILE,EASY,2,thrust,48.899779,35.274838,-27.86,0.043
R0605,FRAGILE,EASY,3,max_gimbal_deg,14.988695,11.163395,-25.52,0.0303
R0605,FRAGILE,EASY,4,servo_slew_deg_s,61.473079,74.855953,21.77,0.0159
R0605,FRAGILE,EASY,5,best_u_max_frac,0.999246,0.744226,-25.52,0.0122
R0606,INFEASIBLE,FRAGILE,1,backlash,0.182762,0.046223,-74.71,0.0403
R0606,INFEASIBLE,FRAGILE,2,Iyy,0.025326,0.027866,10.03,0.0346
R0606,INFEASIBLE,FRAGILE,3,thrust,45.091359,35.274838,-21.77,0.0233
R0606,INFEASIBLE,FRAGILE,4,max_gimbal_deg,13.090295,11.163395,-14.72,0.0063
R0606,INFEASIBLE,FRAGILE,5,servo_slew_deg_s,105.434235,74.855953,-29.0,0.0058
R0607,INFEASIBLE,FRAGILE,1,backlash,0.220701,0.046223,-79.06,0.1297
R0607,INFEASIBLE,FRAGILE,2,Iyy,0.011905,0.027866,134.07,0.0199
R0607,INFEASIBLE,FRAGILE,3,servo_slew_deg_s,25.944977,74.855953,188.52,0.0086
R0607,INFEASIBLE,FRAGILE,4,static_margin,0.235271,0.130246,-44.64,0.0075
R0607,INFEASIBLE,FRAGILE,5,wind_strength,0.198566,0.245771,23.77,0.0038
R0609,FRAGILE,EASY,1,backlash,0.157507,0.046223,-70.65,0.5938
R0609,FRAGILE,EASY,2,Iyy,0.025298,0.027866,10.15,0.0529
R0609,FRAGILE,EASY,3,deadband,0.008984,0.079617,786.19,0.0481
R0609,FRAGILE,EASY,4,best_u_max_frac,0.909344,0.744226,-18.16,0.0314
R0609,FRAGILE,EASY,5,latency_steps,1.0,4.0,300.0,0.0292
R0610,INFEASIBLE,FRAGILE,1,backlash,0.185115,0.046223,-75.03,0.0566
R0610,INFEASIBLE,FRAGILE,2,Iyy,0.025924,0.027866,7.49,0.0283
R0610,INFEASIBLE,FRAGILE,3,control_effectiveness,13.670101,8.881821,-35.03,0.0258
R0610,INFEASIBLE,FRAGILE,4,best_u_max_frac,0.972922,0.744226,-23.51,0.0253
R0610,INFEASIBLE,FRAGILE,5,Cm_alpha,-61.539152,-48.954533,20.45,0.0173
R0611,INFEASIBLE,FRAGILE,1,backlash,0.179249,0.046223,-74.21,0.1147
R0611,INFEASIBLE,FRAGILE,2,Iyy,0.023184,0.027866,20.2,0.0407
R0611,INFEASIBLE,FRAGILE,3,control_effectiveness,10.514381,8.881821,-15.53,0.0231
R0611,INFEASIBLE,FRAGILE,4,thrust,39.673818,35.274838,-11.09,0.0149
R0611,INFEASIBLE,FRAGILE,5,wind_strength,0.14317,0.245771,71.66,0.0072
R0612,FRAGILE,EASY,1,backlash,0.12342,0.046223,-62.55,0.6453
R0612,FRAGILE,EASY,2,thrust,38.277641,35.274838,-7.84,0.1201
R0612,FRAGILE,EASY,3,Cm_alpha,-66.785393,-48.954533,26.7,0.1079
