rocket_id,current_regime,target_regime,improvement_rank,limiting_factor,current_value,easy_median_value,required_change_pct,prob_lift_to_target_regime
R0246,INFEASIBLE,FRAGILE,2,Iyy,0.015117,0.027866,84.34,0.019
R0246,INFEASIBLE,FRAGILE,3,static_margin,0.168572,0.130246,-22.74,0.0083
R0246,INFEASIBLE,FRAGILE,4,best_u_max_frac,0.835311,0.744226,-10.9,0.0053
R0246,INFEASIBLE,FRAGILE,5,servo_slew_deg_s,64.560875,74.855953,15.95,0.0044
R0249,INFEASIBLE,FRAGILE,1,backlash,0.189484,0.046223,-75.61,0.2665
R0249,INFEASIBLE,FRAGILE,2,Iyy,0.012339,0.027866,125.85,0.0309
R0249,INFEASIBLE,FRAGILE,3,max_gimbal_deg,14.578685,11.163395,-23.43,0.0044
R0249,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,23.275463,74.855953,221.61,0.0022
R0249,INFEASIBLE,FRAGILE,5,control_effectiveness,9.81219,8.881821,-9.48,0.002
R0250,INFEASIBLE,FRAGILE,1,backlash,0.170238,0.046223,-72.85,0.1
R0250,INFEASIBLE,FRAGILE,2,Iyy,0.012312,0.027866,126.33,0.0482
R0250,INFEASIBLE,FRAGILE,3,control_effectiveness,11.878708,8.881821,-25.23,0.0331
R0250,INFEASIBLE,FRAGILE,4,p_unstable,1.930621,1.152109,-40.32,0.0172
R0250,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.772884,0.744226,-3.71,0.008
R0251,INFEASIBLE,FRAGILE,1,backlash,0.178938,0.046223,-74.17,0.0779
R0251,INFEASIBLE,FRAGILE,2,Iyy,0.010459,0.027866,166.44,0.0561
R0251,INFEASIBLE,FRAGILE,3,control_effectiveness,12.487314,8.881821,-28.87,0.0239
R0251,INFEASIBLE,FRAGILE,4,p_unstable,1.384143,1.152109,-16.76,0.0071
R0251,INFEASIBLE,FRAGILE,5,static_margin,0.160261,0.130246,-18.73,0.0064
R0252,FRAGILE,EASY,1,backlash,0.127479,0.046223,-63.74,0.5655
R0252,FRAGILE,EASY,2,thrust,46.48939,35.274838,-24.12,0.0992
R0252,FRAGILE,EASY,3,servo_slew_deg_s,42.856609,74.855953,74.67,0.0642
R0252,FRAGILE,EASY,4,Iyy,0.023377,0.027866,19.21,0.0576
R0252,FRAGILE,EASY,5,max_gimbal_deg,13.879091,11.163395,-19.57,0.0377
R0256,INFEASIBLE,FRAGILE,1,Iyy,0.016366,0.027866,70.27,0.1107
R0256,INFEASIBLE,FRAGILE,2,backlash,0.211374,0.046223,-78.13,0.0234
R0256,INFEASIBLE,FRAGILE,3,max_gimbal_deg,14.357011,11.163395,-22.24,0.0178
R0256,INFEASIBLE,FRAGILE,4,Cm_alpha,-36.863443,-48.954533,-32.8,0.0076
R0256,INFEASIBLE,FRAGILE,5,wind_strength,0.200668,0.245771,22.48,0.0025
R0257,INFEASIBLE,FRAGILE,1,p_unstable,1.741195,1.152109,-33.83,0.0339
R0257,INFEASIBLE,FRAGILE,2,static_margin,0.236976,0.130246,-45.04,0.0337
R0257,INFEASIBLE,FRAGILE,3,backlash,0.152036,0.046223,-69.6,0.0319
R0257,INFEASIBLE,FRAGILE,4,thrust,47.411254,35.274838,-25.6,0.0292
R0257,INFEASIBLE,FRAGILE,5,Iyy,0.03314,0.027866,-15.91,0.0143
R0258,INFEASIBLE,FRAGILE,1,backlash,0.174938,0.046223,-73.58,0.0372
R0258,INFEASIBLE,FRAGILE,2,servo_slew_deg_s,61.528427,74.855953,21.66,0.0197
R0258,INFEASIBLE,FRAGILE,3,Cm_alpha,-66.982005,-48.954533,26.91,0.0183
R0258,INFEASIBLE,FRAGILE,4,p_unstable,1.461037,1.152109,-21.14,0.0153
R0258,INFEASIBLE,FRAGILE,5,thrust,43.528083,35.274838,-18.96,0.0088
R0260,INFEASIBLE,FRAGILE,1,control_effectiveness,12.544463,8.881821,-29.2,0.0605
R0260,INFEASIBLE,FRAGILE,2,Cm_alpha,-59.938485,-48.954533,18.33,0.0511
R0260,INFEASIBLE,FRAGILE,3,servo_slew_deg_s,47.931695,74.855953,56.17,0.0366
R0260,INFEASIBLE,FRAGILE,4,deadband,0.069638,0.079617,14.33,0.0023
R0260,INFEASIBLE,FRAGILE,5,mass,1.376871,1.544939,12.21,0.001
R0261,INFEASIBLE,FRAGILE,1,Iyy,0.012735,0.027866,118.83,0.132
R0261,INFEASIBLE,FRAGILE,2,backlash,0.113915,0.046223,-59.42,0.1089
R0261,INFEASIBLE,FRAGILE,3,mass,1.152549,1.544939,34.05,0.0318
R0261,INFEASIBLE,FRAGILE,4,max_gimbal_deg,13.67254,11.163395,-18.35,0.0233
R0261,INFEASIBLE,FRAGILE,5,control_effectiveness,9.618971,8.881821,-7.66,0.0192
R0262,INFEASIBLE,FRAGILE,1,p_unstable,1.978881,1.152109,-41.78,0.1039
R0262,INFEASIBLE,FRAGILE,2,static_margin,0.175596,0.130246,-25.83,0.0628
R0262,INFEASIBLE,FRAGILE,3,backlash,0.180878,0.046223,-74.45,0.0277
R0262,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,31.072916,74.855953,140.9,0.0276
R0262,INFEASIBLE,FRAGILE,5,Cm_alpha,-61.467051,-48.954533,20.36,0.0271
R0263,INFEASIBLE,FRAGILE,1,backlash,0.199933,0.046223,-76.88,0.0589
R0263,INFEASIBLE,FRAGILE,2,thrust,48.953383,35.274838,-27.94,0.0377
R0263,INFEASIBLE,FRAGILE,3,Iyy,0.025698,0.027866,8.44,0.03
R0263,INFEASIBLE,FRAGILE,4,Cm_alpha,-32.978891,-48.954533,-48.44,0.02
R0263,INFEASIBLE,FRAGILE,5,servo_slew_deg_s,96.032754,74.855953,-22.05,0.0098
R0264,FRAGILE,EASY,1,backlash,0.116227,0.046223,-60.23,0.6537
R0264,FRAGILE,EASY,2,thrust,42.840861,35.274838,-17.66,0.1344
R0264,FRAGILE,EASY,3,best_u_max_frac,0.951147,0.744226,-21.75,0.0681
R0264,FRAGILE,EASY,4,max_gimbal_deg,14.267198,11.163395,-21.75,0.058
R0264,FRAGILE,EASY,5,Iyy,0.025166,0.027866,10.73,0.0554
R0267,INFEASIBLE,FRAGILE,1,backlash,0.224532,0.046223,-79.41,0.207
R0267,INFEASIBLE,FRAGILE,2,Iyy,0.011203,0.027866,148.74,0.0304
R0267,INFEASIBLE,FRAGILE,3,control_effectiveness,13.264945,8.881821,-33.04,0.0083
R0267,INFEASIBLE,FRAGILE,4,thrust,42.589497,35.274838,-17.17,0.0083
R0267,INFEASIBLE,FRAGILE,5,wind_strength,0.340536,0.245771,-27.83,0.0067
R0269,INFEASIBLE,FRAGILE,1,thrust,49.299724,35.274838,-28.45,0.0464
R0269,INFEASIBLE,FRAGILE,2,Cm_alpha,-69.704051,-48.954533,29.77,0.0386
R0269,INFEASIBLE,FRAGILE,3,static_margin,0.082532,0.130246,57.81,0.0193
R0269,INFEASIBLE,FRAGILE,4,p_unstable,0.932154,1.152109,23.6,0.0131
R0269,INFEASIBLE,FRAGILE,5,latency_steps,6.0,4.0,-33.33,0.0103
R0272,INFEASIBLE,FRAGILE,1,thrust,46.416163,35.274838,-24.0,0.0352
R0272,INFEASIBLE,FRAGILE,2,wind_strength,0.367273,0.245771,-33.08,0.0256
R0272,INFEASIBLE,FRAGILE,3,max_gimbal_deg,9.916164,11.163395,12.58,0.0104
R0272,INFEASIBLE,FRAGILE,4,deadband,0.130675,0.079617,-39.07,0.01
R0272,INFEASIBLE,FRAGILE,5,control_effectiveness,12.633393,8.881821,-29.7,0.0028
R0273,INFEASIBLE,FRAGILE,1,backlash,0.220592,0.046223,-79.05,0.0853
R0273,INFEASIBLE,FRAGILE,2,Iyy,0.017999,0.027866,54.82,0.0563
R0273,INFEASIBLE,FRAGILE,3,Cm_alpha,-31.863658,-48.954533,-53.64,0.0225
R0273,INFEASIBLE,FRAGILE,4,control_effectiveness,12.670264,8.881821,-29.9,0.0131
R0273,INFEASIBLE,FRAGILE,5,static_margin,0.209006,0.130246,-37.68,0.0113
R0274,INFEASIBLE,FRAGILE,1,backlash,0.219419,0.046223,-78.93,0.0562
R0274,INFEASIBLE,FRAGILE,2,p_unstable,2.284728,1.152109,-49.57,0.0425
R0274,INFEASIBLE,FRAGILE,3,static_margin,0.227018,0.130246,-42.63,0.0372
R0274,INFEASIBLE,FRAGILE,4,best_u_max_frac,0.92365,0.744226,-19.43,0.0135
R0274,INFEASIBLE,FRAGILE,5,mass,1.822989,1.544939,-15.25,0.0111
R0275,INFEASIBLE,FRAGILE,1,Iyy,0.019616,0.027866,42.06,0.0867
R0275,INFEASIBLE,FRAGILE,2,thrust,31.073297,35.274838,13.52,0.0342
R0275,INFEASIBLE,FRAGILE,3,control_effectiveness,9.648115,8.881821,-7.94,0.0325
R0275,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,36.380061,74.855953,105.76,0.022
R0275,INFEASIBLE,FRAGILE,5,mass,1.6998,1.544939,-9.11,0.0106
R0276,INFEASIBLE,FRAGILE,1,p_unstable,1.983351,1.152109,-41.91,0.116
R0276,INFEASIBLE,FRAGILE,2,servo_slew_deg_s,60.846442,74.855953,23.02,0.0344
R0276,INFEASIBLE,FRAGILE,3,Cm_alpha,-69.321751,-48.954533,29.38,0.0267
R0276,INFEASIBLE,FRAGILE,4,static_margin,0.156219,0.130246,-16.63,0.0114
R0276,INFEASIBLE,FRAGILE,5,backlash,0.112663,0.046223,-58.97,0.0108
R0277,FRAGILE,EASY,1,backlash,0.203712,0.046223,-77.31,0.6925
R0277,FRAGILE,EASY,2,Iyy,0.019572,0.027866,42.38,0.0999
R0277,FRAGILE,EASY,3,mass,1.006582,1.544939,53.48,0.0455
R0277,FRAGILE,EASY,4,Cm_alpha,-60.669345,-48.954533,19.31,0.0384
R0277,FRAGILE,EASY,5,deadband,0.029859,0.079617,166.64,0.0162
R0278,INFEASIBLE,FRAGILE,1,backlash,0.245667,0.046223,-81.18,0.1158
R0278,INFEASIBLE,FRAGILE,2,Iyy,0.024111,0.027866,15.57,0.0611
R0278,INFEASIBLE,FRAGILE,3,thrust,41.139258,35.274838,-14.26,0.029
R0278,INFEASIBLE,FRAGILE,4,control_effectiveness,10.923806,8.881821,-18.69,0.0253
R0278,INFEASIBLE,FRAGILE,5,latency_steps,2.0,4.0,100.0,0.0078
R0279,INFEASIBLE,FRAGILE,1,Iyy,0.021999,0.027866,26.67,0.0444
R0279,INFEASIBLE,FRAGILE,2,servo_slew_deg_s,37.541163,74.855953,99.4,0.0426
R0279,INFEASIBLE,FRAGILE,3,backlash,0.147515,0.046223,-68.67,0.0299
R0279,INFEASIBLE,FRAGILE,4,latency_steps,2.0,4.0,100.0,0.0112
R0279,INFEASIBLE,FRAGILE,5,Cm_alpha,-57.398394,-48.954533,14.71,0.0087
R0280,INFEASIBLE,FRAGILE,1,Iyy,0.013563,0.027866,105.47,0.1058
R0280,INFEASIBLE,FRAGILE,2,backlash,0.208447,0.046223,-77.83,0.0619
R0280,INFEASIBLE,FRAGILE,3,servo_slew_deg_s,29.709077,74.855953,151.96,0.0193
R0280,INFEASIBLE,FRAGILE,4,thrust,33.846745,35.274838,4.22,0.0078
R0280,INFEASIBLE,FRAGILE,5,deadband,0.091922,0.079617,-13.39,0.0033
R0281,FRAGILE,EASY,1,max_gimbal_deg,14.244069,11.163395,-21.63,0.1982
R0281,FRAGILE,EASY,2,static_margin,0.227396,0.130246,-42.72,0.1699
R0281,FRAGILE,EASY,3,backlash,0.059632,0.046223,-22.49,0.1691
R0281,FRAGILE,EASY,4,best_u_max_frac,0.949605,0.744226,-21.63,0.1011
R0281,FRAGILE,EASY,5,thrust,41.302757,35.274838,-14.59,0.0968
R0283,INFEASIBLE,FRAGILE,1,Iyy,0.018032,0.027866,54.54,0.1553
R0283,INFEASIBLE,FRAGILE,2,backlash,0.126159,0.046223,-63.36,0.0978
R0283,INFEASIBLE,FRAGILE,3,max_gimbal_deg,14.063676,11.163395,-20.62,0.0243
R0283,INFEASIBLE,FRAGILE,4,static_margin,0.177049,0.130246,-26.44,0.0219
R0283,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.937578,0.744226,-20.62,0.0214
R0284,INFEASIBLE,FRAGILE,1,Iyy,0.012466,0.027866,123.54,0.0963
R0284,INFEASIBLE,FRAGILE,2,backlash,0.144879,0.046223,-68.1,0.0575
R0284,INFEASIBLE,FRAGILE,3,control_effectiveness,11.717171,8.881821,-24.2,0.0561
R0284,INFEASIBLE,FRAGILE,4,mass,1.125355,1.544939,37.28,0.0175
R0284,INFEASIBLE,FRAGILE,5,deadband,0.120169,0.079617,-33.75,0.0103
R0285,INFEASIBLE,FRAGILE,1,backlash,0.234488,0.046223,-80.29,0.1158
R0285,INFEASIBLE,FRAGILE,2,thrust,46.73979,35.274838,-24.53,0.0276
R0285,INFEASIBLE,FRAGILE,3,Iyy,0.016402,0.027866,69.9,0.0274
R0285,INFEASIBLE,FRAGILE,4,control_effectiveness,10.748394,8.881821,-17.37,0.013
R0285,INFEASIBLE,FRAGILE,5,p_unstable,0.630172,1.152109,82.82,0.0116
R0286,INFEASIBLE,FRAGILE,1,backlash,0.178459,0.046223,-74.1,0.1107
R0286,INFEASIBLE,FRAGILE,2,static_margin,0.210872,0.130246,-38.23,0.0077
R0286,INFEASIBLE,FRAGILE,3,Iyy,0.016631,0.027866,67.56,0.0061
R0286,INFEASIBLE,FRAGILE,4,thrust,40.49411,35.274838,-12.89,0.0058
R0286,INFEASIBLE,FRAGILE,5,p_unstable,1.979013,1.152109,-41.78,0.0047
R0287,INFEASIBLE,FRAGILE,1,control_effectiveness,10.786566,8.881821,-17.66,0.0686
R0287,INFEASIBLE,FRAGILE,2,thrust,38.349128,35.274838,-8.02,0.0282
R0287,INFEASIBLE,FRAGILE,3,latency_steps,6.0,4.0,-33.33,0.0093
R0287,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,20.455759,74.855953,265.94,0.0089
R0287,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.657879,0.744226,13.13,0.0061
R0288,INFEASIBLE,FRAGILE,1,servo_slew_deg_s,36.426897,74.855953,105.5,0.0819
R0288,INFEASIBLE,FRAGILE,2,backlash,0.063441,0.046223,-27.14,0.0358
R0288,INFEASIBLE,FRAGILE,3,thrust,42.958807,35.274838,-17.89,0.0241
R0288,INFEASIBLE,FRAGILE,4,static_margin,0.216392,0.130246,-39.81,0.0156
R0288,INFEASIBLE,FRAGILE,5,p_unstable,2.588658,1.152109,-55.49,0.0099
R0289,INFEASIBLE,FRAGILE,1,Iyy,0.025137,0.027866,10.86,0.0426
R0289,INFEASIBLE,FRAGILE,2,backlash,0.247524,0.046223,-81.33,0.0268
R0289,INFEASIBLE,FRAGILE,3,max_gimbal_deg,13.776513,11.163395,-18.97,0.0189
R0289,INFEASIBLE,FRAGILE,4,control_effectiveness,10.644807,8.881821,-16.56,0.0181
R0289,INFEASIBLE,FRAGILE,5,wind_strength,0.0616,0.245771,298.98,0.0167
R0293,INFEASIBLE,FRAGILE,1,Iyy,0.015816,0.027866,76.19,0.1626
R0293,INFEASIBLE,FRAGILE,2,backlash,0.165745,0.046223,-72.11,0.0198
R0293,INFEASIBLE,FRAGILE,3,thrust,33.666106,35.274838,4.78,0.0114
R0293,INFEASIBLE,FRAGILE,4,max_gimbal_deg,12.267459,11.163395,-9.0,0.0054
R0293,INFEASIBLE,FRAGILE,5,deadband,0.123221,0.079617,-35.39,0.0042
R0297,INFEASIBLE,FRAGILE,1,backlash,0.218743,0.046223,-78.87,0.1427
R0297,INFEASIBLE,FRAGILE,2,best_u_max_frac,0.831273,0.744226,-10.47,0.0328
R0297,INFEASIBLE,FRAGILE,3,thrust,44.96462,35.274838,-21.55,0.0314
R0297,INFEASIBLE,FRAGILE,4,Iyy,0.015867,0.027866,75.62,0.0187
R0297,INFEASIBLE,FRAGILE,5,control_effectiveness,13.313896,8.881821,-33.29,0.0079
R0298,INFEASIBLE,FRAGILE,1,backlash,0.248427,0.046223,-81.39,0.0461
R0298,INFEASIBLE,FRAGILE,2,p_unstable,2.043709,1.152109,-43.63,0.041
R0298,INFEASIBLE,FRAGILE,3,Iyy,0.024616,0.027866,13.2,0.0161
R0298,INFEASIBLE,FRAGILE,4,thrust,28.993838,35.274838,21.66,0.0115
R0298,INFEASIBLE,FRAGILE,5,static_margin,0.141977,0.130246,-8.26,0.006
R0300,INFEASIBLE,FRAGILE,1,backlash,0.227332,0.046223,-79.67,0.1655
R0300,INFEASIBLE,FRAGILE,2,Iyy,0.011068,0.027866,151.77,0.0704
R0300,INFEASIBLE,FRAGILE,3,servo_slew_deg_s,42.743373,74.855953,75.13,0.005
R0300,INFEASIBLE,FRAGILE,4,control_effectiveness,7.943509,8.881821,11.81,0.0041
R0300,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.780703,0.744226,-4.67,0.0037
R0301,INFEASIBLE,FRAGILE,1,Iyy,0.014353,0.027866,94.15,0.1019
R0301,INFEASIBLE,FRAGILE,2,backlash,0.130251,0.046223,-64.51,0.0617
R0301,INFEASIBLE,FRAGILE,3,servo_slew_deg_s,24.91752,74.855953,200.41,0.0237
R0301,INFEASIBLE,FRAGILE,4,thrust,47.29518,35.274838,-25.42,0.0077
R0301,INFEASIBLE,FRAGILE,5,mass,1.357383,1.544939,13.82,0.0072
R0304,FRAGILE,EASY,1,backlash,0.095849,0.046223,-51.77,0.5135
R0304,FRAGILE,EASY,2,thrust,40.636108,35.274838,-13.19,0.1539
R0304,FRAGILE,EASY,3,Iyy,0.022308,0.027866,24.92,0.0741
R0304,FRAGILE,EASY,4,max_gimbal_deg,14.318659,11.163395,-22.04,0.0629
R0304,FRAGILE,EASY,5,best_u_max_frac,0.954577,0.744226,-22.04,0.0539
R0305,INFEASIBLE,FRAGILE,1,Iyy,0.019548,0.027866,42.56,0.143
R0305,INFEASIBLE,FRAGILE,2,thrust,48.758749,35.274838,-27.65,0.0156
R0305,INFEASIBLE,FRAGILE,3,wind_strength,0.174075,0.245771,41.19,0.0103
R0305,INFEASIBLE,FRAGILE,4,max_gimbal_deg,11.636889,11.163395,-4.07,0.0075
R0305,INFEASIBLE,FRAGILE,5,latency_steps,2.0,4.0,100.0,0.0074
R0307,INFEASIBLE,FRAGILE,1,static_margin,0.220996,0.130246,-41.06,0.0501
R0307,INFEASIBLE,FRAGILE,2,backlash,0.225238,0.046223,-79.48,0.0378
R0307,INFEASIBLE,FRAGILE,3,deadband,0.123554,0.079617,-35.56,0.0123
R0307,INFEASIBLE,FRAGILE,4,mass,1.164956,1.544939,32.62,0.0111
R0307,INFEASIBLE,FRAGILE,5,Cm_alpha,-31.824355,-48.954533,-53.83,0.0101
R0308,INFEASIBLE,FRAGILE,1,control_effectiveness,12.76494,8.881821,-30.42,0.0552
R0308,INFEASIBLE,FRAGILE,2,thrust,48.625963,35.274838,-27.46,0.0439
R0308,INFEASIBLE,FRAGILE,3,backlash,0.151248,0.046223,-69.44,0.0289
R0308,INFEASIBLE,FRAGILE,4,max_gimbal_deg,13.131569,11.163395,-14.99,0.0283
R0308,INFEASIBLE,FRAGILE,5,p_unstable,0.333217,1.152109,245.75,0.0218
R0309,INFEASIBLE,FRAGILE,1,backlash,0.214922,0.046223,-78.49,0.0391
R0309,INFEASIBLE,FRAGILE,2,p_unstable,2.669985,1.152109,-56.85,0.0372
R0309,INFEASIBLE,FRAGILE,3,static_margin,0.230199,0.130246,-43.42,0.0366
R0309,INFEASIBLE,FRAGILE,4,wind_strength,0.339355,0.245771,-27.58,0.0064
R0309,INFEASIBLE,FRAGILE,5,mass,1.821426,1.544939,-15.18,0.0045
R0310,INFEASIBLE,FRAGILE,1,backlash,0.220376,0.046223,-79.03,0.1109
R0310,INFEASIBLE,FRAGILE,2,Iyy,0.021555,0.027866,29.28,0.0484
R0310,INFEASIBLE,FRAGILE,3,thrust,44.836873,35.274838,-21.33,0.0359
R0310,INFEASIBLE,FRAGILE,4,Cm_alpha,-52.023455,-48.954533,5.9,0.0089
R0310,INFEASIBLE,FRAGILE,5,servo_slew_deg_s,52.90418,74.855953,41.49,0.0053
R0311,INFEASIBLE,FRAGILE,1,servo_slew_deg_s,20.254556,74.855953,269.58,0.0523
R0311,INFEASIBLE,FRAGILE,2,control_effectiveness,12.769743,8.881821,-30.45,0.0206
R0311,INFEASIBLE,FRAGILE,3,mass,1.809222,1.544939,-14.61,0.0133
R0311,INFEASIBLE,FRAGILE,4,Cm_alpha,-53.122868,-48.954533,7.85,0.0101
R0311,INFEASIBLE,FRAGILE,5,p_unstable,1.027228,1.152109,12.16,0.0031
R0312,FRAGILE,EASY,1,control_effectiveness,13.368249,8.881821,-33.56,0.1554
R0312,FRAGILE,EASY,2,Iyy,0.018296,0.027866,52.31,0.1479
R0312,FRAGILE,EASY,3,backlash,0.05651,0.046223,-18.2,0.1029
R0312,FRAGILE,EASY,4,mass,0.926483,1.544939,66.75,0.0886
R0312,FRAGILE,EASY,5,best_u_max_frac,0.551951,0.744226,34.84,0.0866
R0314,INFEASIBLE,FRAGILE,1,p_unstable,2.363016,1.152109,-51.24,0.0565
R0314,INFEASIBLE,FRAGILE,2,static_margin,0.214356,0.130246,-39.24,0.0481
R0314,INFEASIBLE,FRAGILE,3,backlash,0.167741,0.046223,-72.44,0.0422
R0314,INFEASIBLE,FRAGILE,4,best_u_max_frac,0.854009,0.744226,-12.85,0.0108
R0314,INFEASIBLE,FRAGILE,5,Iyy,0.030716,0.027866,-9.28,0.007
R0316,FRAGILE,EASY,1,backlash,0.132301,0.046223,-65.06,0.5289
R0316,FRAGILE,EASY,2,servo_slew_deg_s,22.874351,74.855953,227.25,0.1567
R0316,FRAGILE,EASY,3,max_gimbal_deg,14.025732,11.163395,-20.41,0.055
R0316,FRAGILE,EASY,4,thrust,37.310688,35.274838,-5.46,0.0468
R0316,FRAGILE,EASY,5,best_u_max_frac,0.935049,0.744226,-20.41,0.0335
R0317,INFEASIBLE,FRAGILE,1,backlash,0.201946,0.046223,-77.11,0.061
R0317,INFEASIBLE,FRAGILE,2,thrust,49.865207,35.274838,-29.26,0.0292
R0317,INFEASIBLE,FRAGILE,3,max_gimbal_deg,12.220874,11.163395,-8.65,0.0089
R0317,INFEASIBLE,FRAGILE,4,Iyy,0.026077,0.027866,6.86,0.0072
R0317,INFEASIBLE,FRAGILE,5,deadband,0.097481,0.079617,-18.33,0.0033
R0318,INFEASIBLE,FRAGILE,1,deadband,0.109056,0.079617,-26.99,0.0492
R0318,INFEASIBLE,FRAGILE,2,p_unstable,1.565777,1.152109,-26.42,0.0327
R0318,INFEASIBLE,FRAGILE,3,Cm_alpha,-60.036339,-48.954533,18.46,0.0259
R0318,INFEASIBLE,FRAGILE,4,best_u_max_frac,0.705038,0.744226,5.56,0.0253
R0318,INFEASIBLE,FRAGILE,5,mass,0.96274,1.544939,60.47,0.0219
R0319,INFEASIBLE,FRAGILE,1,p_unstable,2.853204,1.152109,-59.62,0.0783
R0319,INFEASIBLE,FRAGILE,2,static_margin,0.200927,0.130246,-35.18,0.0463
R0319,INFEASIBLE,FRAGILE,3,backlash,0.13065,0.046223,-64.62,0.0376
R0319,INFEASIBLE,FRAGILE,4,control_effectiveness,11.977623,8.881821,-25.85,0.0332
R0319,INFEASIBLE,FRAGILE,5,mass,1.278352,1.544939,20.85,0.0163
R0320,INFEASIBLE,FRAGILE,1,backlash,0.191558,0.046223,-75.87,0.0667
R0320,INFEASIBLE,FRAGILE,2,p_unstable,2.720073,1.152109,-57.64,0.0622
R0320,INFEASIBLE,FRAGILE,3,static_margin,0.233667,0.130246,-44.26,0.0264
R0320,INFEASIBLE,FRAGILE,4,mass,1.915248,1.544939,-19.33,0.0106
R0320,INFEASIBLE,FRAGILE,5,control_effectiveness,13.879622,8.881821,-36.01,0.0101
R0322,INFEASIBLE,FRAGILE,1,backlash,0.079457,0.046223,-41.83,0.0487
R0322,INFEASIBLE,FRAGILE,2,p_unstable,1.873231,1.152109,-38.5,0.0396
R0322,INFEASIBLE,FRAGILE,3,static_margin,0.172496,0.130246,-24.49,0.0238
R0322,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,53.792285,74.855953,39.16,0.0125
R0322,INFEASIBLE,FRAGILE,5,Iyy,0.01255,0.027866,122.04,0.0057
R0323,INFEASIBLE,FRAGILE,1,max_gimbal_deg,13.314087,11.163395,-16.15,0.0312
R0323,INFEASIBLE,FRAGILE,2,best_u_max_frac,0.887606,0.744226,-16.15,0.0239
R0323,INFEASIBLE,FRAGILE,3,Iyy,0.020418,0.027866,36.48,0.0206
R0323,INFEASIBLE,FRAGILE,4,backlash,0.199049,0.046223,-76.78,0.0194
R0323,INFEASIBLE,FRAGILE,5,deadband,0.036335,0.079617,119.12,0.0067
R0324,INFEASIBLE,FRAGILE,1,backlash,0.207639,0.046223,-77.74,0.1288
R0324,INFEASIBLE,FRAGILE,2,Iyy,0.02634,0.027866,5.8,0.01
R0324,INFEASIBLE,FRAGILE,3,p_unstable,1.770088,1.152109,-34.91,0.0066
R0324,INFEASIBLE,FRAGILE,4,static_margin,0.237227,0.130246,-45.1,0.0049
R0324,INFEASIBLE,FRAGILE,5,thrust,46.297909,35.274838,-23.81,0.0044
R0326,INFEASIBLE,FRAGILE,1,backlash,0.210628,0.046223,-78.05,0.1976
R0326,INFEASIBLE,FRAGILE,2,Iyy,0.012484,0.027866,123.22,0.0288
R0326,INFEASIBLE,FRAGILE,3,p_unstable,2.136608,1.152109,-46.08,0.0147
R0326,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,65.304905,74.855953,14.63,0.0092
R0326,INFEASIBLE,FRAGILE,5,mass,1.157565,1.544939,33.46,0.0054
R0328,FRAGILE,EASY,1,backlash,0.127273,0.046223,-63.68,0.5624
R0328,FRAGILE,EASY,2,p_unstable,2.184961,1.152109,-47.27,0.1782
R0328,FRAGILE,EASY,3,static_margin,0.22449,0.130246,-41.98,0.1661
R0328,FRAGILE,EASY,4,servo_slew_deg_s,49.509857,74.855953,51.19,0.0516
R0328,FRAGILE,EASY,5,Iyy,0.034454,0.027866,-19.12,0.0339
R0329,FRAGILE,EASY,1,backlash,0.114131,0.046223,-59.5,0.4825
R0329,FRAGILE,EASY,2,servo_slew_deg_s,31.585272,74.855953,137.0,0.104
R0329,FRAGILE,EASY,3,Iyy,0.024231,0.027866,15.01,0.0482
R0329,FRAGILE,EASY,4,static_margin,0.053391,0.130246,143.95,0.0426
R0329,FRAGILE,EASY,5,p_unstable,0.366558,1.152109,214.3,0.0389
R0330,INFEASIBLE,FRAGILE,1,backlash,0.102415,0.046223,-54.87,0.0968
R0330,INFEASIBLE,FRAGILE,2,static_margin,0.206203,0.130246,-36.84,0.0564
R0330,INFEASIBLE,FRAGILE,3,p_unstable,2.541302,1.152109,-54.66,0.0547
R0330,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,32.272834,74.855953,131.95,0.0243
R0330,INFEASIBLE,FRAGILE,5,control_effectiveness,11.776005,8.881821,-24.58,0.0151
R0331,INFEASIBLE,FRAGILE,1,backlash,0.083178,0.046223,-44.43,0.0664
R0331,INFEASIBLE,FRAGILE,2,control_effectiveness,11.56984,8.881821,-23.23,0.0464
R0331,INFEASIBLE,FRAGILE,3,servo_slew_deg_s,48.779824,74.855953,53.46,0.0325
R0331,INFEASIBLE,FRAGILE,4,p_unstable,1.545594,1.152109,-25.46,0.0303
R0331,INFEASIBLE,FRAGILE,5,mass,2.094091,1.544939,-26.22,0.0271
R0332,INFEASIBLE,FRAGILE,1,servo_slew_deg_s,41.948536,74.855953,78.45,0.0352
R0332,INFEASIBLE,FRAGILE,2,p_unstable,1.455367,1.152109,-20.84,0.0294
