rocket_id,keff,latency_steps,kp_floor,kp_ceiling,window_ratio,log_Pi,ceil_theory_pred,floor_theory_pred,ceil_resid_frac,floor_resid_frac
R0049,9.821145129103911,3,0.760926835001139,447.9997067987973,588.7552997104206,4.481762304828994,126.66666666666664,1.767806123238704,2.536839790516821,-0.5695643176034002
R0093,30.700856807441465,2,5.790096482248505,598.6649859805054,103.39464770853388,4.810584924360773,190.0,3.684102816892976,2.1508683472658188,0.5716435642617701
R0213,24.03264450228268,5,7.737344415111075,44.05839790588585,5.694253162601831,6.398288918594089,76.0,7.209793350684802,-0.42028423808044935,0.07317145426590699
R0234,5.245894664664795,1,0.1336306646846475,250.87967161476035,1877.4109386255504,1.6574458020713037,380.00000000000006,0.31475367987988767,-0.33979033785589374,-0.5754436779400262
R0266,11.644412544545062,5,5.790096482248505,78.67576203691237,13.587988089338316,5.673702279919994,76.0,3.493323763363519,0.03520739522253136,0.6574749077003836
R0606,36.38709683579572,5,7.737344415111075,58.87552997104207,7.609268350011387,6.813090054134026,76.0,10.916129050738713,-0.22532197406523558,-0.2912007196738411
R0890,18.04336350594461,4,4.332910036713837,105.13494375563756,24.264280325417037,5.665366666609602,95.0,4.330407241426706,0.10668361848039543,0.0005779584107443725
R1143,11.860211022771509,5,2.4264280325417045,140.49252415648894,57.90096482248509,5.692065011093277,76.0,3.558063306831453,0.8485858441643275,-0.3180480999641062
R1345,32.588304965558144,2,2.4264280325417045,447.9997067987973,184.633420316,4.870247841740962,190.0,3.910596595866977,1.3578931936778802,-0.37952484408487897
R1569,36.38646136537409,4,13.816695498126338,598.6649859805054,43.3291003671384,6.366785487183747,95.0,8.732750727689778,5.301736694531638,0.5821699174712966
R1687,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,5.78915986370075,126.66666666666664,6.534768084783818,0.48216653049385694,0.18402739236109267
R1809,16.946830246477106,4,7.737344415111075,105.13494375563756,13.587988089338308,5.602669532470872,95.0,4.067239259154506,0.10668361848039543,0.9023578211426657
R2068,6.530168311779696,6,1.3587988089338316,78.67576203691237,57.90096482248505,5.459951656569963,63.333333333333314,2.35086059224069,0.24224887426703812,-0.4219994101654869
R2070,28.4834850801614,4,5.790096482248505,105.13494375563756,18.157718801053527,6.121913170684723,95.0,6.836036419238735,0.10668361848039543,-0.15300385674462325
R2200,2.989525954000008,1,0.2386263431099305,335.2521727374652,1404.925241564889,1.09511483102049,380.00000000000006,0.17937155724000048,-0.11775744016456546,0.3303466100294079
R2208,19.60808855057857,4,7.737344415111075,105.13494375563756,13.587988089338308,5.748530884498774,95.0,4.705941252138856,0.10668361848039543,0.644165109709868
R2362,4.916643540852401,1,0.760926835001139,335.2521727374652,440.5839790588584,1.5926260905512135,380.00000000000006,0.29499861245114406,-0.11775744016456546,1.579425132472985
R2449,12.13237466192751,4,1.8157718801053533,140.49252415648894,77.37344415111075,5.268466193713202,95.0,2.911769918862602,0.47886867533146193,-0.37640269296599105
R2557,8.377831681307478,4,0.3188779684104678,250.87967161476035,786.757620369124,4.898177854005093,95.0,2.010679603513794,1.6408386485764255,-0.8414078663486676
R2611,8.552719887363091,2,0.760926835001139,447.9997067987973,588.7552997104206,3.5325437089616214,190.0,1.0263263864835708,1.3578931936778802,-0.2585917647423559
R2792,13.10158267304766,2,1.3587988089338316,598.6649859805054,440.5839790588587,3.959027398765947,190.0,1.5721899207657193,2.1508683472658188,-0.13572858406823873
R2836,0.956295627363065,4,1.3587988089338316,187.74109386255512,138.16695498126344,2.72790054214955,95.0,0.22951095056713555,0.9762220406584756,4.920409486240883
R2866,25.640616518724965,3,3.242451907980094,140.49252415648894,43.3291003671384,5.441402254291689,126.66666666666664,4.615310973370494,0.10915150649859662,-0.2974575436653233
R2871,21.0016330459664,4,5.790096482248505,140.49252415648894,24.26428032541706,5.817188921033372,95.0,5.0403919310319365,0.47886867533146193,0.1487393364394738
R2939,3.5283207332847795,1,0.178571545440607,250.87967161476035,1404.925241564889,1.2608220448074146,380.00000000000006,0.21169924399708678,-0.33979033785589374,-0.15648472772503463
R2965,18.468441541442413,4,10.33946477085338,105.13494375563756,10.168315873758727,5.688652135058891,95.0,4.432425969946179,0.10668361848039543,1.3326875261898459
R3022,15.508487265962064,6,3.242451907980094,58.87552997104207,18.157718801053534,6.32490637806794,63.333333333333314,5.583055415746342,-0.07038636887828242,-0.4192334364378427
R3095,12.121640639258544,4,4.332910036713837,140.49252415648894,32.42451907980097,5.267581059995219,95.0,2.9091937534220498,0.47886867533146193,0.4893851712754047
R3316,18.008013909747095,4,1.016831587375873,140.49252415648894,138.16695498126344,5.663405598264344,95.0,4.321923338339302,0.47886867533146193,-0.7647270652962137
R3332,22.64229052354827,6,58.87552997104207,250.87967161476035,4.261187487198086,6.703338358208415,63.333333333333314,8.151224588477374,2.961257972864639,6.2229061206666945
R3429,2.737771319869597,3,0.4261187487198085,187.74109386255512,440.5839790588585,3.2043687798486724,126.66666666666664,0.4927988375765275,0.48216653049385694,-0.13530894103694824
R3515,44.69590347142803,4,32.9702752058133,58.87552997104207,1.7857154544060696,6.572470574725155,95.0,10.727016833142724,-0.3802575792521884,2.073573549726025
R3686,9.619540736303277,4,1.8157718801053533,250.87967161476035,138.1669549812634,5.036385245268767,95.0,2.3086897767127867,1.6408386485764255,-0.21350547032320266
R3724,7.8221661868943935,1,0.760926835001139,447.9997067987973,588.7552997104206,2.0569615221948676,380.00000000000006,0.46932997121366354,0.17894659683893988,0.6213045866928566
R3761,23.227957389869054,2,4.332910036713837,598.6649859805054,138.16695498126347,4.531650974198403,190.0,2.787354886784287,2.1508683472658188,0.5544881124601342
R3898,34.675735267602015,4,250.87967161476035,250.87967161476035,1.0,6.318628892760983,95.0,8.322176464224484,1.6408386485764255,29.145920684720675
R4018,29.56095556512956,4,44.05839790588585,140.49252415648894,3.1887796841046794,6.159043144087203,95.0,7.094629335631092,0.47886867533146193,5.210105675938982
R4075,17.959792551040692,5,24.672686679826995,105.13494375563756,4.2611874871980815,6.107011337065339,76.0,5.3879377653122065,0.38335452310049445,3.5792449271910494
R4215,3.874267554740951,5,0.3188779684104678,187.74109386255512,588.7552997104209,4.573232451675965,76.0,1.162280266422285,1.4702775508230945,-0.7256445130983481
R4332,32.949792818448024,5,24.672686679826995,58.87552997104207,2.3862634310993043,6.713860798041199,76.0,9.884937845534408,-0.22532197406523558,1.4959880441709665
R4780,16.78685382582116,5,5.790096482248505,140.49252415648894,24.26428032541706,6.039471894588578,76.0,5.036056147746349,0.8485858441643275,0.1497283414601307
R4812,1.436026222916032,5,0.760926835001139,58.87552997104207,77.37344415111072,3.5807555564110896,76.0,0.4308078668748095,-0.22532197406523558,0.7662788762914126
R4935,10.747982580783878,4,1.8157718801053533,250.87967161476035,138.1669549812634,5.147306792297991,95.0,2.5795158193881305,1.6408386485764255,-0.29608034714977616
R4987,4.945154207269621,3,0.2386263431099305,335.2521727374652,1404.925241564889,3.795632726407909,126.66666666666664,0.8901277573085318,1.6467276795063044,-0.7319189957276897
R5026,9.285742857988671,2,1.016831587375873,447.9997067987973,440.58397905885823,3.614774558969645,190.0,1.1142891429586408,1.3578931936778802,-0.0874616397356256
R5227,22.089549263870538,5,4.332910036713837,140.49252415648894,32.42451907980097,6.313980437559255,76.0,6.62686477916116,0.8485858441643275,-0.346159883880669
R5585,28.01746350162252,5,44.05839790588585,44.05839790588585,1.0,6.551703837112104,76.0,8.405239050486754,-0.42028423808044935,4.241778091169744
R5654,20.49535595136254,5,10.33946477085338,78.67576203691237,7.609268350011388,6.239074146390813,76.0,6.14860678540876,0.03520739522253136,0.68159473059652
R5852,10.835513808566809,5,4.332910036713837,105.13494375563756,24.264280325417037,5.601704879919697,76.0,3.250654142570043,0.38335452310049445,0.33293480225125927
R5897,30.685848953832885,4,7.737344415111075,105.13494375563756,13.587988089338308,6.196390324435386,95.0,7.36460374891989,0.10668361848039543,0.050612453690512815
R6078,26.96839792639544,1,1.8157718801053533,598.6649859805054,329.70275205813306,3.294665733325547,380.00000000000006,1.618103875583726,0.5754341736329094,0.1221602688828114
R6086,2.813746463031553,2,1.016831587375873,105.13494375563756,103.39464770853374,2.4208112173278042,190.0,0.33764957556378644,-0.4466581907598023,2.011499675893359
R6119,28.763431212013614,5,18.463342031599996,58.87552997104207,3.1887796841046794,6.577980655612198,76.0,8.629029363604081,-0.22532197406523558,1.1396777382025758
R6149,30.72001518930482,2,2.4264280325417045,598.6649859805054,246.72686679827,4.811208763842756,190.0,3.686401822716579,2.1508683472658188,-0.3417895961342532
R6154,8.93399741371011,5,1.8157718801053533,105.13494375563756,57.90096482248502,5.408739758309627,76.0,2.6801992241130326,0.38335452310049445,-0.32252354087362556
R6425,32.11457571911433,4,7.737344415111075,105.13494375563756,13.587988089338308,6.2418987215626975,95.0,7.707498172587436,0.10668361848039543,0.0038723645280631658
R6456,25.57715896270712,5,7.737344415111075,105.13494375563756,13.587988089338308,6.460575550062128,76.0,7.673147688812135,0.38335452310049445,0.008366413485373592
R6700,4.184945615799983,4,1.3587988089338316,140.49252415648894,103.39464770853388,4.204082431066912,95.0,1.004386947791996,0.47886867533146193,0.3528638657849552
R6715,6.368597687972353,4,0.760926835001139,335.2521727374652,440.5839790588584,4.623968024413332,95.0,1.5284634451133645,2.528970239341739,-0.5021622287180694
R6774,1.5471422690416885,2,0.3188779684104678,447.9997067987973,1404.9252415648882,1.822703892956612,190.0,0.18565707228500267,1.3578931936778802,0.7175643485369485
R6883,8.18587443372066,1,1.016831587375873,250.87967161476035,246.7268667982698,2.102410038802878,380.00000000000006,0.49115246602323964,-0.33979033785589374,1.070297224829082
R7019,8.962559787785517,2,1.3587988089338316,447.9997067987973,329.70275205813283,3.579350237906003,190.0,1.075507174534262,1.3578931936778802,0.2634028308758112
R7102,43.259635473998415,2,5.790096482248505,598.6649859805054,103.39464770853388,5.153514355210744,190.0,5.191156256879809,2.1508683472658188,0.11537703658504284
R7136,15.742776509062583,1,1.3587988089338316,335.2521727374652,246.72686679826984,2.7563816257215095,380.00000000000006,0.9445665905437548,-0.11775744016456546,0.43854210231130186
R7309,37.37955890267901,2,5.790096482248505,447.9997067987973,77.37344415111072,5.007418362721316,190.0,4.485547068321481,1.3578931936778802,0.2908339593937632
R7647,35.39950437348753,2,4.332910036713837,598.6649859805054,138.16695498126347,4.952992180412668,190.0,4.247940524818504,2.1508683472658188,0.020002519196985036
R7720,6.462201326800688,4,1.016831587375873,140.49252415648894,138.16695498126344,4.638558744650527,95.0,1.550928318432165,0.47886867533146193,-0.3443722863969695
R7735,11.723609831956248,4,1.8157718801053533,250.87967161476035,138.1669549812634,5.234193465104106,95.0,2.8136663596694986,1.6408386485764255,-0.3546598466213886
R7792,14.390161265655516,3,4.332910036713837,335.2521727374652,77.37344415111072,4.863769304959046,126.66666666666664,2.5902290278179936,1.6467276795063044,0.6727903170646945
R7835,31.818395807032903,4,10.33946477085338,105.13494375563756,10.168315873758727,6.232633329266146,95.0,7.636414993687899,0.10668361848039543,0.35396842358616776
R7900,6.801190570243423,2,0.4261187487198085,447.9997067987973,1051.3494375563755,3.3033920418358886,190.0,0.8161428684292107,1.3578931936778802,-0.47788706462639574
R8015,12.149701351540616,5,2.4264280325417045,78.67576203691237,32.42451907980095,5.716180414232548,76.0,3.6449104054621837,0.03520739522253136,-0.33429693390940085
R8162,16.237805571512183,6,4.332910036713837,58.87552997104207,13.587988089338316,6.370861139152564,63.333333333333314,5.845610005744385,-0.07038636887828242,-0.25877538315830906
R8333,17.141966303414087,3,4.332910036713837,250.87967161476035,57.900964822485065,5.038754204078513,126.66666666666664,3.0855539346145355,0.9806289864323192,0.40425678128848785
R8400,4.350727668718048,6,1.016831587375873,140.49252415648894,138.16695498126344,5.053862049732005,63.333333333333314,1.566261960738497,1.2183030129971937,-0.35079085563922263
R8769,2.094458996547181,1,0.3188779684104678,447.9997067987973,1404.9252415648882,0.7392952844872248,380.00000000000006,0.12566753979283085,0.17894659683893988,1.537472834561366
R8909,7.706380767058687,2,0.760926835001139,447.9997067987973,588.7552997104206,3.4283430178678236,190.0,0.9247656920470422,1.3578931936778802,-0.177167966388581
R8922,8.664746237406142,4,0.1336306646846475,187.74109386255512,1404.925241564889,4.931851359047308,95.0,2.079539096977474,0.9762220406584756,-0.9357402489432037
R8959,11.897967175472928,4,2.4264280325417045,250.87967161476035,103.3946477085338,5.248956282174402,95.0,2.855512122113502,1.6408386485764255,-0.15026519630188495
R9127,12.30579546930998,6,1.8157718801053533,78.67576203691237,43.32910036713835,6.093589266232418,63.333333333333314,4.430086368951593,0.24224887426703812,-0.5901272054578324
R9699,8.934699477774997,3,0.760926835001139,447.9997067987973,588.7552997104206,4.387167091109442,126.66666666666664,1.6082459059994996,2.536839790516821,-0.526859149982891
R9812,4.194965412404011,1,1.3587988089338316,250.87967161476035,184.63342031600004,1.433885094927852,380.00000000000006,0.25169792474424063,-0.33979033785589374,4.398530044753274
