rocket_id,keff_full,theta_ddot_max,wind,Iyy,slew,pid2_sr,pidbest_sr,adrc5_sr,adrc5_slew,adrc10_sr,adrc10_slew,adrc20_sr,adrc20_slew,adrc5_rms,adrc10_rms
R0283,5.997636288419396,61.19540615264246,0.2870100466253295,0.0372181146041871,182.37990327162697,1.0,1.0,1.0,0.0,0.42857142857142855,0.0,0.0,0.10357142857142858,0.559715619518084,3.2695212231047863
R0363,11.771860778923852,69.36687744399713,0.2634333291673693,0.0175586717554882,199.70175822946425,0.8571428571428571,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7865053784663105,0.9770419797620804
R0420,11.17233430727679,74.13930790235851,0.4213788248919719,0.0172457881533553,152.52361982861447,0.5714285714285714,0.8571428571428571,1.0,0.0,0.7142857142857143,0.0,0.0,0.05452380952380952,1.1908479081821393,4.867950100113119
R0439,11.610801391476992,95.8126457315676,0.2712798866232529,0.0137139558558797,96.52797046612147,0.7142857142857143,1.0,1.0,0.0,1.0,0.0,0.14285714285714285,0.1542857142857143,0.8579819868698595,1.0695784849733607
R0828,14.292975861039244,111.04913402271639,0.4109761962309339,0.0150674129191748,80.05306520389321,0.7142857142857143,0.8571428571428571,1.0,0.0,0.42857142857142855,0.0,0.0,0.19976190476190475,1.6707101873280412,5.924366118515153
R0848,16.688186808061143,186.5131631650488,0.2973986456708947,0.0105769463231449,132.09128742709072,0.14285714285714285,0.7142857142857143,1.0,0.0,1.0,0.0,0.0,0.11476190476190477,1.1766990035408595,1.3140252355831845
