rocket_id,regime_label,theta_ddot_max,nom_sr,under_sr,over_sr,rise_time_best,tracking_rms_best,overshoot_best,rise_time_kp2,tracking_rms_kp2,overshoot_kp2,best_Kp,best_Kd,Iyy,motor_scale,max_gimbal_deg,wind_strength,servo_slew_deg_s,static_margin
R0076,EASY,191.12288553409252,1.0,1.0,1.0,0.23500000000000001,26.388135533803165,14.680707302246269,1.0933333333333335,11.301203493212933,18.287671995056236,40.0,1.0,0.0107355809309743,2.593749459641494,12.693720787309667,0.0744719998585703,153.54121486151783,-0.0463834600033185
R0077,EASY,32.60266981979756,1.0,1.0,1.0,0.20166666666666666,30.636957636310353,45.37537457286822,1.2550000000000001,14.684560383540287,26.84141323954256,80.0,1.0,0.0375767399878297,2.072820045752682,9.449336929904424,0.1362082890020086,83.66032191145358,-0.1994557811524875
R0078,EASY,118.0382941377933,1.0,1.0,1.0,0.17666666666666667,20.013637265196348,23.829657558029293,1.205,13.209915618166315,20.355642167893496,80.0,1.0,0.0145204011957472,2.1780011350541315,12.626545088439464,0.1815016019237732,96.2199843629102,-0.2283047973041196
R0079,EASY,16.682458987077993,1.0,1.0,1.0,0.22833333333333342,59.845635785088895,41.08949591930717,1.3716666666666668,14.148776685064808,27.689389749773266,80.0,1.0,0.0389043307521788,1.1521087545355957,9.002708371321894,0.1557108791448699,137.24074989407148,0.0978878176231996
R0080,EASY,31.703295446828392,1.0,1.0,1.0,0.20166666666666666,54.38896925456734,147.84717169136806,1.2550000000000001,15.119681666022112,28.711840924835638,80.0,1.0,0.0323806136403938,1.5864068133988063,10.355283126257046,0.101195564752557,121.3899090902734,0.2432928632687902
R0081,EASY,80.19294663479806,1.0,1.0,1.0,0.4233333333333334,11.202352810635233,15.349169865981333,1.2850000000000001,15.216838397531156,25.85275594450106,15.0,1.0,0.0192076828814892,1.812954067565576,13.650892070940854,0.2018922848727952,74.7188619443536,0.1494323258096262
R0082,EASY,13.584930058307014,1.0,1.0,1.0,0.24000000000000007,48.42166805594212,27.90981488491534,1.3549999999999998,10.897222526793966,15.63141911948839,80.0,1.0,0.0376388717004772,2.317646368028976,3.513493738655412,0.2683168071715668,129.05411460064664,-0.1291174889850718
R0083,EASY,60.46827147737074,1.0,1.0,1.0,0.25500000000000006,44.91550256367822,22.987932687799116,1.2133333333333334,11.406160247878278,16.418596835920393,40.0,1.0,0.0374508791672385,2.4441462820246764,14.914132929111211,0.4335005537980801,70.60955181042111,-0.2887749577642942
R0084,EASY,161.4246455147321,1.0,1.0,1.0,0.26166666666666666,74.60396452874495,30.372601950246963,1.1466666666666665,18.92396669593269,29.039469561347335,40.0,1.0,0.0167574841879476,2.9897852177443283,14.555949065053872,0.1226032112731304,181.6150634303699,0.0944190158327655
R0085,EASY,16.77241495230968,1.0,1.0,1.0,0.2233333333333333,63.87425812469417,24.963548348127798,1.2700000000000002,14.418549018241587,27.280468275149786,80.0,1.0,0.0350801905912149,2.174892413042597,4.309724456183476,0.1745611418029758,119.68280823129736,0.0724679868473631
R0086,EASY,67.1477904532412,1.0,1.0,1.0,0.26,47.92257278331609,23.72675765597229,1.3733333333333333,13.374383280944166,19.7144358342873,40.0,1.0,0.0272258402547542,2.9004500685099703,10.083515085696826,0.2222702345354067,189.9980606218321,-0.1943478729948826
R0087,EASY,57.94321469249588,1.0,1.0,1.0,0.2416666666666667,42.21875316247765,16.315473300372325,1.4983333333333333,16.108853412307273,25.254423307554188,40.0,1.0,0.0137479242170948,1.9514972162389848,6.510688962203963,0.2152218420568347,79.38092686002238,-0.0909307784505363
R0088,EASY,25.272314630043724,1.0,1.0,1.0,0.21000000000000005,40.74015884793454,26.908511081178332,1.3383333333333336,13.663157373704403,26.08013834316962,80.0,1.0,0.0380756810013622,1.3416618554178714,11.491731064802622,0.2740246424438218,132.79775171670616,0.0756518788164337
R0089,EASY,46.14362218708693,1.0,1.0,1.0,0.43500000000000005,12.588825887837672,15.89275856422136,1.29,15.375670507749097,25.684399717189752,15.0,1.0,0.0250691780319955,2.05637628789606,8.989855827984083,0.2057505682535256,68.90323813239245,0.1514986317227913
R0090,EASY,105.7391779600614,1.0,1.0,1.0,0.17166666666666663,24.32927795976695,17.94605499575096,1.1266666666666667,11.203006066418189,15.29769705658979,80.0,1.0,0.0121129323005814,1.883755965943436,10.886721653677569,0.0535726012199401,184.60710806689508,-0.2617408949780555
R0091,FRAGILE,115.84425338734634,1.0,1.0,0.0,0.25000000000000006,85.70201092540651,35.27095953260332,2.105,16.8819692557729,15.893138388369643,40.0,1.0,0.0151299098571188,2.067585000955022,13.61962903368482,0.1134960049407453,174.053639550759,0.2758937551535834
R0092,EASY,37.037555865466224,1.0,1.0,1.0,0.7816666666666666,11.237869645011076,16.71812607062148,1.2500000000000002,14.505454531523787,26.859062116278334,5.0,1.0,0.0355206982365242,1.5418656566640556,13.710396017233318,0.3692618289797738,82.80982566781864,-0.0747742025373262
R0093,EASY,33.17545414763099,1.0,1.0,1.0,0.18833333333333332,76.53141164044514,202.87559389943783,1.1583333333333334,18.871721821737037,35.60158941833509,80.0,1.0,0.0290620512639249,1.859332917469956,8.281698773638725,0.135193754042702,182.22549517478828,-0.1683836501878223
R0094,EASY,38.4966232862036,1.0,1.0,1.0,0.25000000000000006,49.98445927289149,22.065119025763526,1.2233333333333334,15.078018096268599,27.1660797513714,40.0,1.0,0.0218492521957835,1.731337765773043,7.755764986283689,0.3032815576358197,64.4002321933763,-0.0127086769160817
R0095,EASY,90.13158225285513,1.0,1.0,1.0,0.16333333333333333,45.27506614309015,84.10951786534719,0.9083333333333332,15.574386617302423,25.021803308391004,80.0,1.0,0.0138839244087269,1.526345995943332,13.163880554989674,0.3212007019058055,133.39324888121573,0.1145089067012771
R0096,EASY,9.71916735288224,1.0,1.0,1.0,0.26833333333333337,61.54342354959177,131.3290044043755,1.406666666666667,12.79738052829204,23.88166414872084,80.0,1.0,0.0351557063050615,1.3172052725109669,4.132073983773374,0.3789870939857899,180.0233764416224,-0.2212247303940801
