rocket_id,regime,theta_ddot,Iyy,keff_full,best_Kd,Kp,sr,rms_deg,slew_sat
R0504,FRAGILE,138.23414811429814,0.0171936037228453,11.851012200678332,2.0,51,0.7142857142857143,6.169949913789102,0.8652380952380953
R0504,FRAGILE,138.23414811429814,0.0171936037228453,11.851012200678332,2.0,64,0.7142857142857143,7.2930630271225505,0.8571428571428571
R0504,FRAGILE,138.23414811429814,0.0171936037228453,11.851012200678332,2.0,80,0.42857142857142855,8.394351130794714,0.8497619047619047
R0504,FRAGILE,138.23414811429814,0.0171936037228453,11.851012200678332,2.0,101,0.14285714285714285,8.429231402522452,0.8478571428571428
R0504,FRAGILE,138.23414811429814,0.0171936037228453,11.851012200678332,2.0,127,0.7142857142857143,7.893861674540472,0.8392857142857143
R0504,FRAGILE,138.23414811429814,0.0171936037228453,11.851012200678332,2.0,160,0.14285714285714285,9.967468104743272,0.8147619047619049
R0504,FRAGILE,138.23414811429814,0.0171936037228453,11.851012200678332,2.0,202,0.2857142857142857,9.874459131661116,0.8054761904761906
R0504,FRAGILE,138.23414811429814,0.0171936037228453,11.851012200678332,2.0,254,0.0,18.756577241030786,0.7561904761904763
R0504,FRAGILE,138.23414811429814,0.0171936037228453,11.851012200678332,2.0,320,0.0,74.24812287815213,0.6128571428571429
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,1,0.2857142857142857,18.293860382254486,0.7440476190476192
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,2,0.14285714285714285,15.904035487288228,0.7447619047619047
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,3,0.42857142857142855,12.989033505872118,0.7404761904761905
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,4,0.14285714285714285,13.648123601395302,0.7369047619047618
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,5,0.7142857142857143,9.427687554478942,0.7421428571428572
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,6,0.7142857142857143,9.03469415961025,0.7464285714285713
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,8,0.7142857142857143,6.76706743160202,0.7438095238095238
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,10,0.7142857142857143,6.9669131740978445,0.7440476190476192
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,13,1.0,5.497350184895197,0.7395238095238096
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,16,1.0,5.279533173041236,0.7435714285714284
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,20,0.8571428571428571,5.256609670014768,0.745952380952381
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,25,1.0,3.2857266033909838,0.7426190476190476
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,32,1.0,4.054964489697105,0.7366666666666666
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,40,1.0,3.7058395812010025,0.7369047619047618
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,51,1.0,3.7617838296504327,0.7378571428571428
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,64,1.0,4.116876509994993,0.7423809523809524
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,80,0.8571428571428571,4.4339476735415095,0.7476190476190476
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,101,0.7142857142857143,5.191315048039846,0.7409523809523809
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,127,0.42857142857142855,5.736685867297401,0.7252380952380951
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,160,0.7142857142857143,6.944218858760215,0.7269047619047618
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,202,0.7142857142857143,6.53557307632541,0.7333333333333334
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,254,0.42857142857142855,10.622005811887556,0.6988095238095237
R0759,FRAGILE,212.58949415522002,0.0117237357226526,19.413738246539506,1.0,320,0.0,62.09304853510407,0.6526190476190477
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,1,0.8571428571428571,6.164573284492199,0.4209523809523809
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,2,1.0,3.742610611223258,0.4204761904761905
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,3,1.0,3.215284614039707,0.42023809523809524
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,4,1.0,2.92494351267237,0.4195238095238095
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,5,1.0,2.992685405729105,0.4183333333333334
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,6,1.0,2.8067398451132752,0.420952380952381
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,8,1.0,2.647940232103913,0.4216666666666666
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,10,1.0,2.3165838007464776,0.4207142857142857
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,13,1.0,2.3209987691307603,0.4202380952380952
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,16,1.0,2.2304413842571895,0.42
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,20,1.0,2.067971361269938,0.4188095238095238
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,25,1.0,1.7822567446220325,0.4216666666666667
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,32,1.0,1.4595938426531507,0.42333333333333334
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,40,1.0,1.242466698672862,0.42357142857142854
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,51,1.0,1.0790387336092102,0.42309523809523814
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,64,1.0,0.9538963956364582,0.419047619047619
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,80,1.0,0.7869971501501156,0.4204761904761905
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,101,1.0,0.8224979581568768,0.42190476190476195
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,127,1.0,0.798073892755066,0.42
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,160,1.0,0.8034918210647922,0.4188095238095238
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,202,1.0,0.677834366911589,0.41833333333333333
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,254,1.0,0.6667874571838256,0.42333333333333334
R0255,EASY,230.45720118691662,0.0102468153446987,19.836483694832708,1.0,320,1.0,0.6271470121243502,0.4219047619047619
