rocket_id,pi_bin,keff,lat,Pi,Kp,Kd,Kd_Kp_ratio,sr
R1374,Pi50-100,18.81514140825259,2,75.26056563301036,294.70280349864026,32.0,0.1085839687308833,0.8666666666666667
R1374,Pi50-100,18.81514140825259,2,75.26056563301036,420.5017028493272,0.57,0.001355523642681277,1.0
R1374,Pi50-100,18.81514140825259,2,75.26056563301036,420.5017028493272,32.0,0.07609957292245767,0.8666666666666667
R1374,Pi50-100,18.81514140825259,2,75.26056563301036,600.0,0.57,0.0009499999999999999,1.0
R1374,Pi50-100,18.81514140825259,2,75.26056563301036,600.0,32.0,0.05333333333333334,0.9333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.02,0.01,0.5,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.02,0.02,1.0,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.02,0.0632,3.16,0.4666666666666667
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.02,0.57,28.499999999999996,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.028537339845921612,0.01,0.35041808570777283,0.26666666666666666
