rocket_id,design_id,p_unstable,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,motor_scale,servo_slew_deg_s,max_gimbal_deg,latency_steps,deadband,backlash,wind_strength,best_Kp,best_Kd,nominal_success_rate,under_success_rate,over_success_rate,robustness,n_success_gain_sets,nominal_diverge_rate,nominal_band_30_rate,nominal_band_20_rate,nominal_band_10_rate,under_diverge_rate,over_diverge_rate,rms_error_deg,peak_error_deg,end_error_deg,max_theta_deg,u_cmd_sat_frac,slew_sat_frac,settling_time_s,oscillation_score,under_u_sat_frac,over_u_sat_frac,regime_label,regime_code,td,new_label,corrected_label
R0021,21,0.6066330374090436,0.7984546400380306,0.0958388448419832,0.0417204172046252,-75.23040647312881,8.11096893356858,2.4061951676667426,72.3938920333388,8.709640075493994,2,0.0471929792440482,0.1496192534023998,0.2965713440055857,12.98,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.7813092573536522,5.610623211491875,3.562907816683025,5.610623211491875,0.0,0.1172222222222222,2.5866666666666664,3.6666666666666665,0.0,0.0,EASY,2,13.739450266806193,,EASY
R0022,22,1.578835277957701,1.0464490251394287,0.0223342238513208,0.1790894099897077,-37.83052520929988,11.821033456130628,1.6551973187414912,68.6025509672327,7.529943679349549,2,0.0257315267557465,0.1826207961183958,0.4257171974619306,46.78,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.9494688001751,3.0879090898197075,1.2453997807411183,3.0879090898197075,0.0,0.135,0.9866666666666668,5.666666666666667,0.0,0.0,EASY,2,35.063115775923826,,EASY
R0023,23,2.8787928166045487,0.5203702929650278,0.0273348062515589,0.1907656243822206,-60.4664239316691,13.658668484258726,1.4431346362450015,140.4347616079261,7.803282908648788,6,0.1348619917991967,0.0944766013479204,0.1373855321551284,36.68,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.694285338422533,1.8824420535498907,0.7675097930287951,1.8824420535498907,0.0,0.0766666666666666,0.0,5.333333333333333,0.0,0.0,EASY,2,25.884994149360605,,EASY
R0024,24,0.0,0.688777786028312,0.0051563210769216,-0.0247291823192236,-16.141436904163513,9.80389092149559,1.1838025452387604,100.19622906391174,10.832138647735196,4,0.0622561866912414,0.1823031522114181,0.2154464597270003,36.97,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,2.665126568670563,8.08243473634911,2.6154308664756294,8.08243473634911,0.0,0.5977777777777777,2.75,7.0,0.0,0.0,EASY,2,156.25481013841963,EASY,EASY
R0025,25,0.0,1.0795738963649573,0.0502212953208751,-0.0784420085044934,-89.96115973234673,13.824017052229769,2.8961131253304204,119.22626822303042,3.8968095161404,4,0.0786206322371576,0.2194021938919779,0.2697985925526171,69.63,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.6274389894737696,2.306483739617834,0.8140356388967845,2.306483739617834,0.0,0.0,0.9566666666666668,6.333333333333333,0.0,0.0,EASY,2,14.11941350881511,,EASY
R0026,26,1.7908577823416825,1.1936054182620537,0.006392292542218,0.2457744510215065,-39.46144878556352,6.982563279445123,2.63630825228428,94.10356561609927,14.200493487560284,5,0.0694731025291148,0.0577535363105572,0.1831154683549548,22.73,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,4.635642684070433,11.93864130835694,4.244626588665228,11.93864130835694,0.0,0.755,2.935,8.0,0.0,0.0,EASY,2,367.97884529976704,FRAGILE,FRAGILE
R0027,27,3.4016453124477226,0.6340069652033831,0.0194335535448571,0.187614438347647,-46.9052490597297,11.63911736013118,0.601583916538589,107.25580754486418,12.644850444571237,4,0.0652564026612817,0.0967736444238115,0.3423122180538467,88.81,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.8095787111319503,2.408991526588437,0.7977202746924089,2.408991526588437,0.0,0.0744444444444444,0.95,7.666666666666667,0.0,0.0,EASY,2,24.594475259598614,,EASY
R0028,28,0.0,0.7088931139319269,0.0060272854846315,-0.130077020712503,-42.70580142662645,13.13831571760349,2.833556025773941,191.00307543303805,13.94233453894132,3,0.047693773602609,0.2001306170200221,0.0956167005465397,113.27,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,3.733880889116069,14.711329649033198,5.736091853930788,14.711329649033198,0.0,0.6627777777777778,2.985,12.0,0.0,0.0,EASY,2,411.8370450147294,FRAGILE,FRAGILE
R0029,29,0.0,0.9805308613822952,0.0206330469393942,-0.2983896379457375,-41.923245453311104,8.401891506340549,2.9909278081766715,64.3815822920292,4.60901541492229,3,0.1184719260453949,0.1693873681173401,0.1681441220882575,70.18,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.203162862440193,4.308573422816308,2.6112706203887472,4.308573422816308,0.0,0.2088888888888889,2.938333333333333,7.666666666666667,0.0,0.0,EASY,2,41.97885545226906,,EASY
R0030,30,1.4614371588660315,0.6476760553307416,0.0833291933753918,0.1311052985439219,-55.18980911519597,7.06449476100617,2.203417758313959,99.655486505169,13.259273767872331,5,0.0936582456254113,0.2270426926305255,0.1377933858696562,8.72,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.3374366662116728,3.9238549805341383,2.122694483718561,3.9238549805341383,0.0,0.0499999999999999,1.8183333333333331,3.0,0.0,0.0,EASY,2,22.029227777038418,,EASY
R0031,31,0.0,0.7029451142434507,0.0314815145840067,-0.1117147200295004,-45.09298741656256,11.534152852667717,1.7464320137087548,102.24391867838358,5.466336462121175,2,0.0147598094885904,0.1722910259017766,0.1662121401698465,24.65,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.004677552539596,4.197788863547578,2.220219222506401,4.197788863547578,0.0,0.0838888888888888,1.855,5.666666666666667,0.0,0.0,EASY,2,19.053391607070907,,EASY
