rocket_id,keff,Pi,latency_steps,Kp_ceiling,kp_simple,kp_full,overtuned,false_rejection_v2,sr_simple_in_full,sr_full_in_full,wind_strength,label
R0654,2.561313804651402,10.245255218605609,2,190.0,5.36,14.08,0,1,0.3333333333333333,1.0,0.1084650497208918,EASY
R0655,0.8950016258520049,22.375040646300125,5,76.0,22.73,46.78,0,0,1.0,1.0,0.4226494646436189,EASY
R0656,2.2733848218499237,81.84185358659725,6,63.333333333333336,69.63,6.84,1,0,1.0,1.0,0.2116379354886737,EASY
R0657,10.213307435206572,91.91976691685915,3,126.66666666666667,295.07,31.43,1,0,1.0,1.0,0.1171091659381112,EASY
R0658,5.543098953819903,138.57747384549756,5,76.0,2.4,81.89,0,0,0.6666666666666666,1.0,0.2835400709511179,EASY
R0659,0.704160687724171,25.349784758070154,6,63.333333333333336,6.84,11.97,0,0,1.0,1.0,0.1173887461057229,EASY
R0660,1.4642568465018588,36.60642116254647,5,76.0,295.07,88.81,1,0,1.0,1.0,0.240515669389826,EASY
R0661,2.433723345957617,9.734893383830467,2,190.0,1.0,69.63,0,1,0.3333333333333333,1.0,0.4027325984221429,EASY
R0662,5.947664531716183,148.69161329290458,5,76.0,36.68,69.63,0,0,1.0,1.0,0.2091362877626033,EASY
R0663,5.449836284037531,87.19738054460049,4,95.0,320.0,88.81,1,0,1.0,1.0,0.4128999588206303,EASY
R0664,3.468513522717087,86.71283806792718,5,76.0,295.07,8.72,1,0,1.0,1.0,0.074900449299933,EASY
R0665,2.275557311322555,36.40891698116088,4,95.0,59.67,96.31,0,0,1.0,1.0,0.1042232133222512,EASY
R0666,4.6915300859599025,117.28825214899756,5,76.0,11.97,88.81,0,0,1.0,1.0,0.3726709058194936,EASY
R0667,2.832126366354513,11.328505465418052,2,190.0,295.07,69.63,1,0,1.0,1.0,0.0642946660946554,EASY
R0668,1.130412380241418,1.130412380241418,1,380.0,6.84,133.21,0,0,1.0,1.0,0.3707877290071627,EASY
R0669,2.2426520774361376,20.183868696925238,3,126.66666666666667,26.73,31.43,0,0,0.6666666666666666,1.0,0.4492026649681306,EASY
R0670,2.2401048134553387,8.960419253821355,2,190.0,155.45,81.89,0,0,1.0,1.0,0.1136764464679793,EASY
R0671,0.6660455485283459,16.651138713208645,5,76.0,24.65,81.89,0,0,1.0,1.0,0.145385592347837,EASY
R0672,1.021776532837098,16.34842452539357,4,95.0,24.65,81.89,0,0,1.0,1.0,0.2661186293316899,EASY
R0673,1.090131634105119,4.360526536420476,2,190.0,168.58,96.31,0,0,1.0,1.0,0.2354514390869432,EASY
R0674,0.9801410039556355,8.82126903560072,3,126.66666666666667,3.6,50.74,0,0,1.0,1.0,0.4428749864761457,EASY
R0675,1.694376023885866,15.249384214972794,3,126.66666666666667,3.6,96.31,0,0,1.0,1.0,0.2988361088129914,EASY
R0676,1.8674923973878053,46.68730993469513,5,76.0,1.0,36.68,0,1,0.3333333333333333,1.0,0.3278513319999202,EASY
R0677,2.6053061073787123,65.1326526844678,5,76.0,88.81,81.89,1,0,1.0,1.0,0.1740266626958692,EASY
R0678,8.242134655298273,8.242134655298273,1,380.0,320.0,320.0,0,0,1.0,1.0,0.3983707140893927,EASY
R0679,2.1652812143612783,19.487530929251506,3,126.66666666666667,295.07,24.65,1,0,1.0,1.0,0.1083498440055947,EASY
R0680,2.4924970756513862,39.87995321042218,4,95.0,59.21,31.43,0,0,1.0,1.0,0.1312874456893616,EASY
R0681,1.4307325629966738,51.50637226788026,6,63.333333333333336,5.36,10.26,0,0,0.6666666666666666,1.0,0.2105394376711216,EASY
R0682,0.4173382897236814,6.677412635578903,4,95.0,24.65,19.48,0,0,1.0,1.0,0.1483133117711675,EASY
R0683,3.2019739333424937,3.2019739333424937,1,380.0,132.17,69.63,0,1,0.3333333333333333,1.0,0.4079911939233032,EASY
R0684,2.261848930742176,9.047395722968703,2,190.0,70.18,88.81,0,0,1.0,1.0,0.1347468316773995,EASY
R0685,3.3428028165624615,53.484845064999384,4,95.0,46.78,81.89,0,0,1.0,1.0,0.3830021517607001,EASY
R0686,1.7257797593167794,43.144493982919485,5,76.0,12.98,59.67,0,0,1.0,1.0,0.3439878668634764,EASY
R0687,1.5392565296268454,24.628104474029527,4,95.0,2.4,88.81,0,0,1.0,1.0,0.2466287303551426,EASY
R0688,3.5598370419529934,14.239348167811974,2,190.0,295.07,69.63,1,0,1.0,1.0,0.1731535987581396,EASY
R0689,16.585687126397893,149.27118413758103,3,126.66666666666667,2.42,132.17,0,1,0.0,1.0,0.403329706368161,EASY
R0690,1.6774064710009942,1.6774064710009942,1,380.0,7.42,88.81,0,0,1.0,1.0,0.2384176754855365,EASY
R0691,3.4644100346085356,55.43056055373657,4,95.0,50.74,59.67,0,0,1.0,1.0,0.1465305127610539,EASY
R0692,1.2482300397579946,11.234070357821953,3,126.66666666666667,22.73,6.84,0,0,1.0,1.0,0.1886745345748374,EASY
R0693,23.733801571165053,213.60421414048548,3,126.66666666666667,36.97,113.27,0,1,0.3333333333333333,1.0,0.2427542689516247,EASY
R0694,6.235023043659964,99.76036869855942,4,95.0,182.82,155.45,1,0,1.0,1.0,0.2213396935521674,EASY
R0695,5.613730515680313,89.81968825088501,4,95.0,31.43,168.58,0,1,0.3333333333333333,1.0,0.1398559189994999,EASY
R0696,3.2597988046855066,29.33818924216956,3,126.66666666666667,295.07,24.65,1,0,1.0,1.0,0.298728620971247,EASY
R0697,1.0338148753470864,1.0338148753470864,1,380.0,8.72,46.78,0,0,1.0,1.0,0.3479072598705683,EASY
R0698,2.5843976043034993,64.60994010758748,5,76.0,6.84,81.89,0,0,0.6666666666666666,1.0,0.0601557287251059,EASY
R0699,20.707914017394614,186.37122615655153,3,126.66666666666667,320.0,133.21,1,0,1.0,1.0,0.0576874414540886,EASY
R0700,1.1897313583870062,10.707582225483055,3,126.66666666666667,19.32,69.63,0,0,1.0,1.0,0.1959771649187882,EASY
R0701,2.3546072317819515,21.191465086037564,3,126.66666666666667,2.42,4.6,0,1,0.3333333333333333,1.0,0.3427619505595109,EASY
R0702,0.9197674677182921,22.994186692957303,5,76.0,46.78,50.74,0,0,1.0,1.0,0.4494839138990458,EASY
R0703,3.802400847498739,3.802400847498739,1,380.0,182.82,59.67,0,0,1.0,1.0,0.1394192916064975,EASY
R0704,1.0352177273891463,9.316959546502316,3,126.66666666666667,24.65,43.14,0,0,1.0,1.0,0.341645649642584,EASY
R0705,5.928190035958562,53.35371032362706,3,126.66666666666667,295.07,31.19,1,0,1.0,1.0,0.2140339476396257,EASY
R0706,1.1783025685465973,18.852841096745557,4,95.0,3.6,43.14,0,0,1.0,1.0,0.4056009562930165,EASY
R0707,2.8677428070084297,2.8677428070084297,1,380.0,88.81,81.89,0,0,1.0,1.0,0.351258643269059,EASY
R0708,1.6875005157695147,1.6875005157695147,1,380.0,215.01,81.89,0,0,1.0,1.0,0.143370364843234,EASY
R0709,22.80576925138233,570.1442312845583,5,76.0,320.0,88.81,1,1,0.3333333333333333,1.0,0.1444500767942538,FRAGILE
R0710,4.940260350886212,44.46234315797591,3,126.66666666666667,168.58,19.32,1,0,1.0,1.0,0.0524846470517881,EASY
R0711,0.5180115200977949,4.662103680880154,3,126.66666666666667,46.78,69.63,0,0,1.0,1.0,0.442549482157166,EASY
R0712,1.2207607471781194,4.883042988712478,2,190.0,2.4,133.21,0,0,1.0,1.0,0.2744591012879906,EASY
R0713,2.6217848609605454,10.487139443842182,2,190.0,3.32,69.63,0,0,0.6666666666666666,1.0,0.2235244676766823,EASY
R0714,15.53178260536731,62.12713042146924,2,190.0,320.0,215.01,1,0,1.0,1.0,0.2623879601913757,EASY
R0715,1.7934925881544737,1.7934925881544737,1,380.0,168.58,69.63,0,0,1.0,1.0,0.2633946713655998,EASY
R0716,4.661153670951556,167.80153215425602,6,63.333333333333336,59.67,50.74,0,0,0.6666666666666666,1.0,0.1494197660477031,EASY
R0717,3.3403629560364485,3.3403629560364485,1,380.0,2.42,69.63,0,0,0.6666666666666666,1.0,0.1082555325864173,EASY
R0718,5.520780693447042,138.01951733617605,5,76.0,133.21,12.98,1,0,1.0,1.0,0.0644582377633389,EASY
R0719,2.385930724539451,59.64826811348628,5,76.0,24.65,88.81,0,0,1.0,1.0,0.3123702178149158,EASY
R0720,1.6028111185159108,40.07027796289777,5,76.0,4.6,11.97,0,0,1.0,1.0,0.0978268186722462,EASY
R0721,4.396768145928279,158.28365325341804,6,63.333333333333336,320.0,81.89,1,0,1.0,1.0,0.2550852698551819,EASY
R0722,4.302159089870916,4.302159089870916,1,380.0,46.78,69.63,0,0,1.0,1.0,0.07036314346632,EASY
R0723,4.934988013100838,44.41489211790754,3,126.66666666666667,12.98,19.32,0,0,1.0,1.0,0.3316096540052511,EASY
R0724,3.325158954820171,13.300635819280684,2,190.0,295.07,69.63,1,0,1.0,1.0,0.4152095415466381,EASY
R0725,12.540496112093654,451.45786003537154,6,63.333333333333336,320.0,69.63,1,1,0.3333333333333333,1.0,0.315642595589974,EASY
R0726,5.749928593188014,91.99885749100822,4,95.0,295.07,168.58,1,0,1.0,1.0,0.324632609862425,EASY
R0727,1.6669625667070318,6.667850266828127,2,190.0,26.73,96.31,0,0,1.0,1.0,0.1672637633603214,EASY
R0728,9.378674994338272,37.51469997735309,2,190.0,4.56,168.58,0,0,0.6666666666666666,1.0,0.2052231926742617,EASY
R0729,1.7018692818156982,61.267294145365135,6,63.333333333333336,59.67,113.27,0,0,1.0,1.0,0.1916493878096246,EASY
R0730,4.655729784909197,116.39324462272992,5,76.0,7.42,88.81,0,0,1.0,1.0,0.1077833372906156,EASY
R0731,12.761537749686676,51.046150998746704,2,190.0,3.6,182.82,0,0,0.6666666666666666,1.0,0.2986292422386365,EASY
R0732,2.365236879657851,37.843790074525614,4,95.0,1.0,88.81,0,0,1.0,1.0,0.2601790648909942,EASY
R0733,1.01340200382108,16.21443206113728,4,95.0,168.58,59.67,1,0,1.0,1.0,0.3083554843315109,EASY
R0734,1.5738166847097026,14.164350162387324,3,126.66666666666667,3.6,133.21,0,0,1.0,1.0,0.3501936800823303,EASY
R0735,7.193649687726113,64.74284718953501,3,126.66666666666667,36.68,70.18,0,0,1.0,1.0,0.2695904644870306,EASY
R0736,3.1110718909752246,49.777150255603594,4,95.0,5.36,81.89,0,1,0.3333333333333333,1.0,0.3797396160695462,EASY
R0737,8.969928731606188,80.7293585844557,3,126.66666666666667,6.84,155.45,0,1,0.0,1.0,0.2759969842018649,EASY
R0738,3.752440797532956,15.009763190131824,2,190.0,295.07,59.67,1,0,1.0,1.0,0.1442256211388329,EASY
R0739,4.811567921195828,120.2891980298957,5,76.0,50.74,81.89,0,0,1.0,1.0,0.4070539767308644,EASY
R0740,2.384723052200461,38.155568835207376,4,95.0,4.6,96.31,0,0,1.0,1.0,0.2315213370466023,EASY
R0741,0.9458146283556459,3.7832585134225836,2,190.0,182.82,50.74,0,0,1.0,1.0,0.2238520775184925,EASY
R0742,1.4397612376789901,51.831404556443644,6,63.333333333333336,2.83,168.58,0,0,1.0,1.0,0.1211699149659513,EASY
R0743,4.491944471966639,17.967777887866557,2,190.0,320.0,69.63,1,0,1.0,1.0,0.362554760343395,EASY
R0744,2.2430265845778408,8.972106338311363,2,190.0,50.74,88.81,0,0,1.0,1.0,0.4400958179894133,EASY
R0745,0.7405427130688718,11.848683409101948,4,95.0,6.31,50.74,0,0,1.0,1.0,0.4085795828843835,EASY
R0746,5.416818071382525,135.4204517845631,5,76.0,88.81,88.81,1,0,1.0,1.0,0.1747866218972277,EASY
R0747,1.8367152572431502,1.8367152572431502,1,380.0,43.14,81.89,0,0,0.6666666666666666,1.0,0.440825431416558,EASY
R0748,3.221366251484535,80.53415628711338,5,76.0,69.63,70.18,0,0,1.0,1.0,0.2836101507318413,EASY
R0749,2.5555644798089383,23.000080318280446,3,126.66666666666667,2.4,22.73,0,0,1.0,1.0,0.4457643103533936,EASY
R0750,2.1677141698596047,78.03771011494577,6,63.333333333333336,26.73,70.18,0,0,0.6666666666666666,1.0,0.2013472088909416,EASY
R0751,2.8718838829705953,11.487535531882381,2,190.0,3.6,81.89,0,0,0.6666666666666666,1.0,0.1853275099697098,EASY
R0752,1.8088447132509882,7.235378853003953,2,190.0,3.6,113.27,0,0,1.0,1.0,0.4442429851214599,EASY
R0753,8.905847287994845,222.64618219987113,5,76.0,12.98,70.18,0,0,1.0,1.0,0.0640060013833287,EASY
R0754,0.8232590801138027,0.8232590801138027,1,380.0,5.4,50.74,0,0,1.0,1.0,0.3789061115538407,EASY
R0755,12.171402380971783,194.74243809554852,4,95.0,16.43,88.81,0,1,0.0,1.0,0.3945853457471737,EASY
R0756,5.035740885143391,45.32166796629052,3,126.66666666666667,11.97,19.32,0,0,1.0,1.0,0.4116494872010911,EASY
R0757,4.680361362722088,74.88578180355341,4,95.0,46.78,81.89,0,0,1.0,1.0,0.3158917663865451,EASY
R0758,1.9384331206658403,1.9384331206658403,1,380.0,43.14,81.89,0,0,1.0,1.0,0.3629052070942112,EASY
R0759,0.9963964572749004,8.967568115474105,3,126.66666666666667,168.58,46.78,1,0,1.0,1.0,0.3022815937255348,EASY
R0760,1.159039888217739,41.72543597583861,6,63.333333333333336,252.87,43.14,1,0,1.0,1.0,0.390356721744543,EASY
R0761,2.5466983208792935,10.186793283517174,2,190.0,26.73,69.63,0,0,0.6666666666666666,1.0,0.1333377608540384,EASY
R0762,2.1597412596285204,8.638965038514081,2,190.0,2.42,69.63,0,0,1.0,1.0,0.3927327746667003,EASY
R0763,1.7210641973041227,43.02660493260307,5,76.0,1.0,36.68,0,0,1.0,1.0,0.1324222515200085,EASY
R0764,2.412275137104066,2.412275137104066,1,380.0,7.42,81.89,0,0,1.0,1.0,0.2938264294962081,EASY
R0765,1.3875840333582534,49.95302520089712,6,63.333333333333336,10.18,36.68,0,0,1.0,1.0,0.1289926156671871,EASY
R0766,2.218815793529015,19.969342141761135,3,126.66666666666667,3.6,96.31,0,0,1.0,1.0,0.1501570795764712,EASY
R0767,3.6685327390278704,91.71331847569675,5,76.0,320.0,59.67,1,1,0.3333333333333333,1.0,0.1581978868216304,EASY
R0768,4.295968962363161,107.39922405907902,5,76.0,3.6,69.63,0,0,1.0,1.0,0.4092870764176266,EASY
R0769,14.991824988788828,374.7956247197207,5,76.0,12.98,8.66,0,0,0.6666666666666666,1.0,0.3799559959976041,FRAGILE
R0770,2.3467989064627695,58.66997266156923,5,76.0,155.45,8.66,1,0,0.6666666666666666,1.0,0.0953715880315954,EASY
R0771,1.3317834761458733,21.308535618333973,4,95.0,88.81,36.68,0,0,1.0,1.0,0.4293587562199054,EASY
R0772,5.506610431833783,22.026441727335133,2,190.0,24.65,59.67,0,1,0.3333333333333333,1.0,0.1631047353266061,EASY
R0773,5.479052424094167,136.97631060235418,5,76.0,22.73,88.81,0,1,0.3333333333333333,1.0,0.1045813035438513,EASY
R0774,2.1483339389114526,19.335005450203074,3,126.66666666666667,4.56,12.98,0,0,1.0,1.0,0.058041611519952,EASY
R0775,4.491131582787884,40.42018424509096,3,126.66666666666667,295.07,24.65,1,0,1.0,1.0,0.3145503429070126,EASY
R0776,2.234158724040008,35.746539584640125,4,95.0,88.81,81.89,0,0,1.0,1.0,0.2163361126364475,EASY
R0777,0.88771326479137,14.20341223666192,4,95.0,4.6,46.78,0,0,1.0,1.0,0.2000591745244086,EASY
R0778,2.012863739620079,32.20581983392126,4,95.0,3.32,81.89,0,0,1.0,1.0,0.1408014340362405,EASY
R0779,3.2517982475767138,13.007192990306855,2,190.0,295.07,26.73,1,0,1.0,1.0,0.2370896547658177,EASY
R0780,1.7384943776277537,6.953977510511015,2,190.0,4.6,81.89,0,0,1.0,1.0,0.2240826708596416,EASY
R0781,24.548345794906172,98.19338317962469,2,190.0,320.0,182.82,1,0,1.0,1.0,0.3045519371113976,EASY
R0782,0.7051590605816607,25.385726180939784,6,63.333333333333336,19.32,59.67,0,0,1.0,1.0,0.0981301318685944,EASY
R0783,2.6242679242335654,23.618411318102087,3,126.66666666666667,81.89,26.73,0,0,1.0,1.0,0.2691123366297502,EASY
R0784,0.9583777391228818,15.33404382596611,4,95.0,4.6,46.78,0,0,1.0,1.0,0.3424321227620565,EASY
R0785,2.260489206163032,9.041956824652129,2,190.0,3.6,88.81,0,0,0.6666666666666666,1.0,0.2049065971145012,EASY
R0786,2.2989163600580014,2.2989163600580014,1,380.0,31.43,113.27,0,0,1.0,1.0,0.237855721870863,EASY
R0787,6.0181577795752474,216.6536800647089,6,63.333333333333336,295.07,96.31,1,0,1.0,1.0,0.3285687932491158,EASY
R0788,2.4504514988326047,88.21625395797378,6,63.333333333333336,2.83,96.31,0,0,1.0,1.0,0.3613753186589762,EASY
R0789,4.28909822804646,38.60188405241814,3,126.66666666666667,168.58,22.73,1,0,1.0,1.0,0.2031695735948643,EASY
R0790,5.061449540737265,45.55304586663539,3,126.66666666666667,36.68,36.97,0,0,1.0,1.0,0.2751084840450317,EASY
R0791,0.7203141837141921,2.8812567348567684,2,190.0,1.0,182.82,0,0,1.0,1.0,0.1027561784617831,EASY
R0792,2.3052057599653857,20.74685183968847,3,126.66666666666667,2.4,81.89,0,1,0.0,1.0,0.3398035268388852,EASY
R0793,2.063724773136116,2.063724773136116,1,380.0,2.42,88.81,0,0,1.0,1.0,0.292102186570942,EASY
R0794,0.4858707716986608,7.773932347178572,4,95.0,26.73,132.17,0,0,1.0,1.0,0.4158399196748054,EASY
R0795,0.484876344834062,4.363887103506558,3,126.66666666666667,16.43,8.72,0,0,1.0,1.0,0.0805799373463627,EASY
R0796,15.035013591980986,541.2604893113155,6,63.333333333333336,320.0,50.74,1,1,0.0,1.0,0.3528923850118083,EASY
R0797,33.97117331899934,543.5387731039895,4,95.0,295.07,81.89,1,1,0.0,1.0,0.0909799107190405,EASY
R0798,2.2800521774863736,57.00130443715934,5,76.0,295.07,10.26,1,0,0.6666666666666666,1.0,0.0813887052352439,EASY
R0799,4.28745805877791,107.18645146944775,5,76.0,46.78,81.89,0,0,1.0,1.0,0.0628254949492466,EASY
R0800,8.20944537910379,295.54003364773644,6,63.333333333333336,46.78,213.33,0,0,0.6666666666666666,1.0,0.3922001346604206,EASY
R0801,6.398583042506111,159.96457606265278,5,76.0,31.43,70.18,0,0,1.0,1.0,0.3013794377470629,EASY
R0802,5.371906766579646,21.487627066318584,2,190.0,11.97,50.74,0,0,1.0,1.0,0.1767729101664051,EASY
R0803,2.0720889449989417,74.5952020199619,6,63.333333333333336,36.68,88.81,0,0,1.0,1.0,0.3089373884407044,EASY
R0804,2.1013032100763134,52.53258025190783,5,76.0,2.42,36.68,0,0,0.6666666666666666,1.0,0.4101951078159354,EASY
R0805,1.224212780040452,4.896851120161808,2,190.0,1.0,155.45,0,0,1.0,1.0,0.1400689153825428,EASY
R0806,0.7777328008224043,27.998380829606553,6,63.333333333333336,231.35,5.36,1,0,0.6666666666666666,1.0,0.1888366582808614,EASY
R0807,6.863889343651529,109.82222949842446,4,95.0,14.08,88.81,0,0,1.0,1.0,0.4236071869905453,EASY
R0808,4.186043736292877,37.67439362663589,3,126.66666666666667,2.4,6.84,0,0,0.6666666666666666,1.0,0.119824717508342,EASY
R0809,4.115742449706066,65.85187919529706,4,95.0,36.68,81.89,0,1,0.3333333333333333,1.0,0.3115994483589326,EASY
R0810,2.7275900669150417,24.548310602235375,3,126.66666666666667,46.78,59.67,0,0,1.0,1.0,0.2417136622815742,EASY
R0811,1.5865458685944338,25.38473389751094,4,95.0,7.42,43.14,0,0,1.0,1.0,0.1125041546762005,EASY
R0812,7.944269457275918,127.10831131641469,4,95.0,24.65,112.39,0,0,1.0,1.0,0.2671628087365349,EASY
R0813,0.7971536316391891,19.928840790979727,5,76.0,5.36,50.74,0,0,1.0,1.0,0.4180085376301278,EASY
R0814,13.43676559926835,214.9882495882936,4,95.0,24.65,88.81,0,0,1.0,1.0,0.4165383990998088,EASY
R0815,15.774281412289193,567.874130842411,6,63.333333333333336,3.6,59.67,0,1,0.3333333333333333,1.0,0.1476927737953037,EASY
R0816,0.5855322552667065,9.368516084267304,4,95.0,1.0,14.08,0,0,1.0,1.0,0.1188043151788299,EASY
R0817,1.331465804185249,5.325863216740996,2,190.0,12.98,155.45,0,0,1.0,1.0,0.1495159113454079,EASY
R0818,0.7008843150904698,11.214149041447516,4,95.0,46.78,59.67,0,0,1.0,1.0,0.3732985530458683,EASY
R0819,0.4750196456654232,1.9000785826616928,2,190.0,6.31,215.01,0,0,1.0,1.0,0.434357718111349,EASY
R0820,2.132081656644242,2.132081656644242,1,380.0,88.81,81.89,0,0,1.0,1.0,0.0563958885957121,EASY
R0821,4.100570940170352,4.100570940170352,1,380.0,2.42,69.63,0,1,0.3333333333333333,1.0,0.3928009209416954,EASY
R0822,6.266258974837249,56.39633077353524,3,126.66666666666667,6.31,26.73,0,0,1.0,1.0,0.2585071609379806,EASY
R0823,0.7769765873074059,3.1079063492296237,2,190.0,5.36,50.74,0,0,1.0,1.0,0.345179019307034,EASY
R0824,3.710694066138687,33.396246595248186,3,126.66666666666667,3.6,24.65,0,0,1.0,1.0,0.2741703801149326,EASY
R0825,2.0335176680465232,8.134070672186093,2,190.0,2.83,81.89,0,1,0.3333333333333333,1.0,0.4276945227765356,EASY
R0826,2.9046141768135674,72.61535442033919,5,76.0,96.31,81.89,1,0,1.0,1.0,0.3234064154144449,EASY
R0827,2.6209956449356855,10.483982579742742,2,190.0,4.6,59.67,0,0,0.6666666666666666,1.0,0.0892152176206547,EASY
R0828,3.4446170800597478,124.00621488215091,6,63.333333333333336,2.83,59.67,0,0,0.6666666666666666,1.0,0.2160129010310424,EASY
R0829,1.3841755596649563,5.536702238659825,2,190.0,46.78,88.81,0,0,1.0,1.0,0.1929206468987397,EASY
R0830,3.4035926655452236,85.0898166386306,5,76.0,36.97,69.63,0,0,1.0,1.0,0.2196099764250967,EASY
R0831,13.567305029148502,217.07688046637602,4,95.0,22.73,59.21,0,0,0.6666666666666666,1.0,0.3070470774879725,EASY
R0832,3.4912692476723204,13.965076990689282,2,190.0,88.81,81.89,0,0,1.0,1.0,0.2073320868703388,EASY
R0833,5.127966687046379,20.511866748185515,2,190.0,11.97,50.74,0,0,0.6666666666666666,1.0,0.2157555373628108,EASY
R0834,1.1342779701044654,40.834006923760754,6,63.333333333333336,12.98,88.81,0,0,1.0,1.0,0.2305346059870989,EASY
R0835,14.417124092803073,360.42810232007685,5,76.0,320.0,70.18,1,1,0.0,1.0,0.0982679382626742,EASY
R0836,4.363341164688448,69.81345863501517,4,95.0,24.65,69.63,0,0,0.6666666666666666,1.0,0.1551315832789221,EASY
R0837,1.9087833094827797,47.719582737069494,5,76.0,88.81,31.43,1,0,1.0,1.0,0.1274253925866663,EASY
R0838,8.36506630927008,75.28559678343072,3,126.66666666666667,1.0,155.45,0,0,1.0,1.0,0.3350245826436139,EASY
R0839,1.3321336925764438,21.3141390812231,4,95.0,8.72,46.78,0,0,1.0,1.0,0.4154110996863669,EASY
R0840,30.05582151863792,751.395537965948,5,76.0,5.4,88.81,0,0,0.6666666666666666,1.0,0.1226608827909752,FRAGILE
R0841,4.588607319588464,41.29746587629617,3,126.66666666666667,36.68,22.73,0,0,1.0,1.0,0.4260190656774484,EASY
R0842,5.391605262184191,194.09778943863088,6,63.333333333333336,36.68,70.18,0,0,0.6666666666666666,1.0,0.3078514406581057,EASY
R0843,1.6784934384679655,26.855895015487448,4,95.0,320.0,70.18,1,1,0.3333333333333333,1.0,0.4216266344192995,EASY
R0844,6.000681738301989,54.0061356447179,3,126.66666666666667,46.78,132.17,0,0,1.0,1.0,0.1390543050084774,EASY
R0845,3.2236296423137225,12.89451856925489,2,190.0,168.58,24.65,0,0,1.0,1.0,0.3369671589161335,EASY
R0846,3.957703769346835,3.957703769346835,1,380.0,112.39,69.63,0,0,1.0,1.0,0.2836797612620256,EASY
R0847,0.5855850210677171,21.08106075843782,6,63.333333333333336,16.43,8.72,0,0,1.0,1.0,0.1660404575015512,EASY
R0848,8.139395678316726,73.25456110485054,3,126.66666666666667,1.0,182.82,0,0,0.6666666666666666,1.0,0.2852108880637335,EASY
R0849,0.9221207646834919,3.6884830587339676,2,190.0,46.78,46.78,0,0,1.0,1.0,0.3230454164492923,EASY
R0850,4.970432270426418,124.26080676066044,5,76.0,88.81,50.74,1,0,1.0,1.0,0.1314351971884799,EASY
R0851,1.2348542283865125,19.7576676541842,4,95.0,12.98,46.78,0,0,1.0,1.0,0.3454751626727916,EASY
R0852,7.786564773031012,194.6641193257753,5,76.0,295.07,69.63,1,0,0.6666666666666666,1.0,0.2123352460523293,EASY
R0853,2.850947717408309,25.65852945667478,3,126.66666666666667,295.07,1.9,1,0,0.6666666666666666,1.0,0.2864776583411175,EASY
R0854,1.941161004529283,17.470449040763548,3,126.66666666666667,6.84,81.89,0,0,1.0,1.0,0.2385808186205903,EASY
R0855,2.665262428957296,42.64419886331674,4,95.0,320.0,81.89,1,0,1.0,1.0,0.0957976489927096,EASY
R0856,15.510113749770182,62.04045499908073,2,190.0,5.36,250.9,0,1,0.0,1.0,0.1698741275278815,EASY
R0857,2.742488146981573,24.682393322834155,3,126.66666666666667,320.0,24.65,1,0,0.6666666666666666,1.0,0.1807775292242035,EASY
R0858,4.223346067856428,67.57353708570285,4,95.0,88.81,59.67,0,0,1.0,1.0,0.3210586868328063,EASY
R0859,19.99261619858915,319.8818591774264,4,95.0,6.31,59.21,0,0,1.0,1.0,0.1621156785954357,EASY
R0860,7.259042305739626,65.33138075165662,3,126.66666666666667,3.6,155.45,0,0,0.6666666666666666,1.0,0.1889684663008536,EASY
R0861,7.872531998424054,7.872531998424054,1,380.0,31.43,59.67,0,0,0.6666666666666666,1.0,0.2227278997997202,EASY
R0862,5.953663288118408,95.25861260989453,4,95.0,19.32,168.58,0,0,1.0,1.0,0.1915147246411474,EASY
R0863,7.9959238627566265,199.89809656891566,5,76.0,12.98,88.81,0,0,1.0,1.0,0.3764052379550787,EASY
R0864,29.84215200118187,477.4744320189099,4,95.0,1.0,70.18,0,0,0.6666666666666666,1.0,0.1422609767902876,FRAGILE
R0865,0.6149500787276225,15.373751968190563,5,76.0,50.74,16.56,0,0,1.0,1.0,0.0955345609114071,EASY
R0866,1.8833978043914854,7.533591217565942,2,190.0,96.31,96.31,0,0,1.0,1.0,0.1247454400061127,EASY
R0867,0.6988093311635456,17.47023327908864,5,76.0,50.74,132.17,0,0,1.0,1.0,0.1761255832793514,EASY
R0868,2.9862781616522858,47.78045058643657,4,95.0,320.0,88.81,1,0,1.0,1.0,0.4405948863496748,EASY
R0869,1.5424244164150995,24.678790662641592,4,95.0,320.0,43.14,1,0,1.0,1.0,0.414336490070859,EASY
R0870,8.558879387155143,213.97198467887856,5,76.0,231.35,81.89,1,0,1.0,1.0,0.4414146948872054,EASY
R0871,1.5360016203249123,6.144006481299649,2,190.0,2.4,24.65,0,0,1.0,1.0,0.3152499134869023,EASY
R0872,1.0324592207221253,16.519347531554004,4,95.0,16.56,43.14,0,0,1.0,1.0,0.2365176005147774,EASY
R0873,3.833049537109838,15.332198148439351,2,190.0,88.81,70.18,0,0,0.6666666666666666,1.0,0.2646287818479946,EASY
R0874,1.1101334026198368,4.440533610479347,2,190.0,22.73,16.43,0,0,1.0,1.0,0.0710858006530932,EASY
R0875,2.3709018065603065,37.9344289049649,4,95.0,12.98,96.31,0,0,1.0,1.0,0.1419213149038732,EASY
R0876,3.8892548560188622,35.003293704169764,3,126.66666666666667,2.42,19.32,0,0,0.6666666666666666,1.0,0.2569518133220863,EASY
R0877,5.3145567505873625,132.86391876468406,5,76.0,295.07,70.18,1,0,0.6666666666666666,1.0,0.3976904108194327,EASY
