rocket_id,regime_label,Kp_sweep,Kd,best_Kp_exp1,sr,rms_deg,peak_deg,Iyy,authority_inertia_ratio,static_margin,motor_scale,max_gimbal_deg,wind_strength,servo_slew_deg_s
R0146,FRAGILE,1,1.0,5.0,0.8,6.855140330936955,12.46564709737558,0.018251632977164,1563.4313267755094,-0.2366572370042907,2.118914109373487,13.46688600310672,0.4078919337191328,112.27430519580052
R0146,FRAGILE,2,1.0,5.0,1.0,4.137691451649334,7.815539079696163,0.018251632977164,1563.4313267755094,-0.2366572370042907,2.118914109373487,13.46688600310672,0.4078919337191328,112.27430519580052
R0146,FRAGILE,3,1.0,5.0,1.0,3.6097058703516334,7.694681349764712,0.018251632977164,1563.4313267755094,-0.2366572370042907,2.118914109373487,13.46688600310672,0.4078919337191328,112.27430519580052
R0146,FRAGILE,5,1.0,5.0,1.0,2.440105701951958,5.163616039644595,0.018251632977164,1563.4313267755094,-0.2366572370042907,2.118914109373487,13.46688600310672,0.4078919337191328,112.27430519580052
R0146,FRAGILE,8,1.0,5.0,1.0,2.1184889837693346,4.805627759935415,0.018251632977164,1563.4313267755094,-0.2366572370042907,2.118914109373487,13.46688600310672,0.4078919337191328,112.27430519580052
R0146,FRAGILE,12,1.0,5.0,1.0,2.3229734932168715,5.1530476486892605,0.018251632977164,1563.4313267755094,-0.2366572370042907,2.118914109373487,13.46688600310672,0.4078919337191328,112.27430519580052
R0146,FRAGILE,20,1.0,5.0,1.0,2.637082811846668,6.11549613332824,0.018251632977164,1563.4313267755094,-0.2366572370042907,2.118914109373487,13.46688600310672,0.4078919337191328,112.27430519580052
R0146,FRAGILE,30,1.0,5.0,1.0,2.555642574344378,5.48421807555061,0.018251632977164,1563.4313267755094,-0.2366572370042907,2.118914109373487,13.46688600310672,0.4078919337191328,112.27430519580052
R0146,FRAGILE,40,1.0,5.0,1.0,2.4180588323753716,6.0227936928886745,0.018251632977164,1563.4313267755094,-0.2366572370042907,2.118914109373487,13.46688600310672,0.4078919337191328,112.27430519580052
R0146,FRAGILE,60,1.0,5.0,1.0,2.550570463853907,6.622162670932954,0.018251632977164,1563.4313267755094,-0.2366572370042907,2.118914109373487,13.46688600310672,0.4078919337191328,112.27430519580052
R0146,FRAGILE,80,1.0,5.0,0.8,3.3456107061446105,9.633007104241408,0.018251632977164,1563.4313267755094,-0.2366572370042907,2.118914109373487,13.46688600310672,0.4078919337191328,112.27430519580052
R0146,FRAGILE,120,1.0,5.0,0.8,3.207868554643226,10.034035108685327,0.018251632977164,1563.4313267755094,-0.2366572370042907,2.118914109373487,13.46688600310672,0.4078919337191328,112.27430519580052
R0146,FRAGILE,160,1.0,5.0,0.8,3.0593571291144244,10.916681161264153,0.018251632977164,1563.4313267755094,-0.2366572370042907,2.118914109373487,13.46688600310672,0.4078919337191328,112.27430519580052
R0146,FRAGILE,240,1.0,5.0,0.2,19.29261761102031,78.53535427094796,0.018251632977164,1563.4313267755094,-0.2366572370042907,2.118914109373487,13.46688600310672,0.4078919337191328,112.27430519580052
R0146,FRAGILE,320,1.0,5.0,0.0,39.74091375144006,144.92412710006812,0.018251632977164,1563.4313267755094,-0.2366572370042907,2.118914109373487,13.46688600310672,0.4078919337191328,112.27430519580052
R0267,FRAGILE,1,1.0,80.0,0.0,14.12249503175649,26.876797417218768,0.0131592525219296,2866.227518459043,-0.1688103724015912,2.9127942504867965,12.948876047253496,0.286858390466259,160.5112731558308
R0267,FRAGILE,2,1.0,80.0,0.8,7.89360131315901,14.44307501415775,0.0131592525219296,2866.227518459043,-0.1688103724015912,2.9127942504867965,12.948876047253496,0.286858390466259,160.5112731558308
R0267,FRAGILE,3,1.0,80.0,0.6,9.341233894424079,19.932322153813654,0.0131592525219296,2866.227518459043,-0.1688103724015912,2.9127942504867965,12.948876047253496,0.286858390466259,160.5112731558308
R0267,FRAGILE,5,1.0,80.0,0.6,6.862031796017655,14.910452150616276,0.0131592525219296,2866.227518459043,-0.1688103724015912,2.9127942504867965,12.948876047253496,0.286858390466259,160.5112731558308
R0267,FRAGILE,8,1.0,80.0,0.8,5.616600566783844,12.112152545065303,0.0131592525219296,2866.227518459043,-0.1688103724015912,2.9127942504867965,12.948876047253496,0.286858390466259,160.5112731558308
R0267,FRAGILE,12,1.0,80.0,0.8,5.2707546275384525,11.143328437321873,0.0131592525219296,2866.227518459043,-0.1688103724015912,2.9127942504867965,12.948876047253496,0.286858390466259,160.5112731558308
R0267,FRAGILE,20,1.0,80.0,1.0,3.636180091101207,8.54162477417221,0.0131592525219296,2866.227518459043,-0.1688103724015912,2.9127942504867965,12.948876047253496,0.286858390466259,160.5112731558308
R0267,FRAGILE,30,1.0,80.0,1.0,3.5166044926031916,8.569183612993264,0.0131592525219296,2866.227518459043,-0.1688103724015912,2.9127942504867965,12.948876047253496,0.286858390466259,160.5112731558308
R0267,FRAGILE,40,1.0,80.0,1.0,3.3350843767870977,8.131670638907183,0.0131592525219296,2866.227518459043,-0.1688103724015912,2.9127942504867965,12.948876047253496,0.286858390466259,160.5112731558308
R0267,FRAGILE,60,1.0,80.0,1.0,2.3880848957157554,5.955532212334225,0.0131592525219296,2866.227518459043,-0.1688103724015912,2.9127942504867965,12.948876047253496,0.286858390466259,160.5112731558308
R0267,FRAGILE,80,1.0,80.0,1.0,2.533393859023474,6.559290571603799,0.0131592525219296,2866.227518459043,-0.1688103724015912,2.9127942504867965,12.948876047253496,0.286858390466259,160.5112731558308
R0267,FRAGILE,120,1.0,80.0,1.0,3.0632110688858805,8.417525790817985,0.0131592525219296,2866.227518459043,-0.1688103724015912,2.9127942504867965,12.948876047253496,0.286858390466259,160.5112731558308
R0267,FRAGILE,160,1.0,80.0,0.6,4.654028671293624,14.91870714923424,0.0131592525219296,2866.227518459043,-0.1688103724015912,2.9127942504867965,12.948876047253496,0.286858390466259,160.5112731558308
R0267,FRAGILE,240,1.0,80.0,0.2,8.184222578834962,32.96065488788254,0.0131592525219296,2866.227518459043,-0.1688103724015912,2.9127942504867965,12.948876047253496,0.286858390466259,160.5112731558308
R0267,FRAGILE,320,1.0,80.0,0.2,23.07404018350919,116.39108504486535,0.0131592525219296,2866.227518459043,-0.1688103724015912,2.9127942504867965,12.948876047253496,0.286858390466259,160.5112731558308
