rocket_id,regime_label,Kp_sweep,Kd,best_Kp_exp1,sr,rms_deg,peak_deg,Iyy,authority_inertia_ratio,static_margin,motor_scale,max_gimbal_deg,wind_strength,servo_slew_deg_s
R0373,FRAGILE,1,1.0,80.0,0.8,10.506120055760807,17.0746699059401,0.0134520545842618,3210.9300236068757,-0.2826513979108986,2.927800238063773,14.75292111198465,0.1357052116612664,100.91257066873015
R0373,FRAGILE,2,1.0,80.0,0.6,10.767248425420783,19.9673112648269,0.0134520545842618,3210.9300236068757,-0.2826513979108986,2.927800238063773,14.75292111198465,0.1357052116612664,100.91257066873015
R0373,FRAGILE,3,1.0,80.0,1.0,8.66292296528361,16.20547086659861,0.0134520545842618,3210.9300236068757,-0.2826513979108986,2.927800238063773,14.75292111198465,0.1357052116612664,100.91257066873015
R0373,FRAGILE,5,1.0,80.0,0.8,6.800745818406736,14.371733561132043,0.0134520545842618,3210.9300236068757,-0.2826513979108986,2.927800238063773,14.75292111198465,0.1357052116612664,100.91257066873015
R0373,FRAGILE,8,1.0,80.0,0.8,5.2703491019279145,11.96457602798198,0.0134520545842618,3210.9300236068757,-0.2826513979108986,2.927800238063773,14.75292111198465,0.1357052116612664,100.91257066873015
R0373,FRAGILE,12,1.0,80.0,1.0,4.6529569599409895,10.035958763262677,0.0134520545842618,3210.9300236068757,-0.2826513979108986,2.927800238063773,14.75292111198465,0.1357052116612664,100.91257066873015
R0373,FRAGILE,20,1.0,80.0,1.0,4.498215530159177,10.141934493986325,0.0134520545842618,3210.9300236068757,-0.2826513979108986,2.927800238063773,14.75292111198465,0.1357052116612664,100.91257066873015
R0373,FRAGILE,30,1.0,80.0,1.0,3.378197363036702,7.512383134042939,0.0134520545842618,3210.9300236068757,-0.2826513979108986,2.927800238063773,14.75292111198465,0.1357052116612664,100.91257066873015
R0373,FRAGILE,40,1.0,80.0,1.0,3.0482840232181276,6.800032923110909,0.0134520545842618,3210.9300236068757,-0.2826513979108986,2.927800238063773,14.75292111198465,0.1357052116612664,100.91257066873015
R0373,FRAGILE,60,1.0,80.0,1.0,2.820005321735001,6.553609748055971,0.0134520545842618,3210.9300236068757,-0.2826513979108986,2.927800238063773,14.75292111198465,0.1357052116612664,100.91257066873015
R0373,FRAGILE,80,1.0,80.0,1.0,3.2140796277233763,8.417932337049386,0.0134520545842618,3210.9300236068757,-0.2826513979108986,2.927800238063773,14.75292111198465,0.1357052116612664,100.91257066873015
R0373,FRAGILE,120,1.0,80.0,0.8,3.0465603928622507,9.560953762899079,0.0134520545842618,3210.9300236068757,-0.2826513979108986,2.927800238063773,14.75292111198465,0.1357052116612664,100.91257066873015
R0373,FRAGILE,160,1.0,80.0,1.0,3.0352289378414765,9.196355139630757,0.0134520545842618,3210.9300236068757,-0.2826513979108986,2.927800238063773,14.75292111198465,0.1357052116612664,100.91257066873015
R0373,FRAGILE,240,1.0,80.0,0.0,8.879082154949698,42.01221075114091,0.0134520545842618,3210.9300236068757,-0.2826513979108986,2.927800238063773,14.75292111198465,0.1357052116612664,100.91257066873015
R0373,FRAGILE,320,1.0,80.0,0.2,68.48133837047808,201.16470054961042,0.0134520545842618,3210.9300236068757,-0.2826513979108986,2.927800238063773,14.75292111198465,0.1357052116612664,100.91257066873015
R0430,FRAGILE,1,2.0,80.0,0.2,9.03703413557146,19.852756661985094,0.0141494908341899,1199.4659419169727,0.2555143023089681,2.995234006645505,5.666279266802485,0.1752550924788223,195.5791272365424
R0430,FRAGILE,2,2.0,80.0,0.4,9.048298484061714,16.404232222986437,0.0141494908341899,1199.4659419169727,0.2555143023089681,2.995234006645505,5.666279266802485,0.1752550924788223,195.5791272365424
R0430,FRAGILE,3,2.0,80.0,0.6,11.043726825771492,17.697914432813754,0.0141494908341899,1199.4659419169727,0.2555143023089681,2.995234006645505,5.666279266802485,0.1752550924788223,195.5791272365424
R0430,FRAGILE,5,2.0,80.0,0.6,6.556300635562884,12.789741630757309,0.0141494908341899,1199.4659419169727,0.2555143023089681,2.995234006645505,5.666279266802485,0.1752550924788223,195.5791272365424
R0430,FRAGILE,8,2.0,80.0,0.8,7.529937127524818,15.018662900945262,0.0141494908341899,1199.4659419169727,0.2555143023089681,2.995234006645505,5.666279266802485,0.1752550924788223,195.5791272365424
R0430,FRAGILE,12,2.0,80.0,0.8,5.657497049760525,11.135742036786825,0.0141494908341899,1199.4659419169727,0.2555143023089681,2.995234006645505,5.666279266802485,0.1752550924788223,195.5791272365424
R0430,FRAGILE,20,2.0,80.0,1.0,4.23119128324094,8.1886804720038,0.0141494908341899,1199.4659419169727,0.2555143023089681,2.995234006645505,5.666279266802485,0.1752550924788223,195.5791272365424
R0430,FRAGILE,30,2.0,80.0,1.0,5.3913922844714,11.776181627325393,0.0141494908341899,1199.4659419169727,0.2555143023089681,2.995234006645505,5.666279266802485,0.1752550924788223,195.5791272365424
R0430,FRAGILE,40,2.0,80.0,1.0,4.352236951703576,8.65099609738454,0.0141494908341899,1199.4659419169727,0.2555143023089681,2.995234006645505,5.666279266802485,0.1752550924788223,195.5791272365424
R0430,FRAGILE,60,2.0,80.0,1.0,2.7479705710956455,5.379380785036166,0.0141494908341899,1199.4659419169727,0.2555143023089681,2.995234006645505,5.666279266802485,0.1752550924788223,195.5791272365424
R0430,FRAGILE,80,2.0,80.0,1.0,2.1655978581572115,4.598994024163797,0.0141494908341899,1199.4659419169727,0.2555143023089681,2.995234006645505,5.666279266802485,0.1752550924788223,195.5791272365424
R0430,FRAGILE,120,2.0,80.0,1.0,1.8494745087382185,4.248350630313835,0.0141494908341899,1199.4659419169727,0.2555143023089681,2.995234006645505,5.666279266802485,0.1752550924788223,195.5791272365424
R0430,FRAGILE,160,2.0,80.0,1.0,2.058901475912734,5.201734456706502,0.0141494908341899,1199.4659419169727,0.2555143023089681,2.995234006645505,5.666279266802485,0.1752550924788223,195.5791272365424
R0430,FRAGILE,240,2.0,80.0,1.0,2.5636182594500387,5.666773558227995,0.0141494908341899,1199.4659419169727,0.2555143023089681,2.995234006645505,5.666279266802485,0.1752550924788223,195.5791272365424
R0430,FRAGILE,320,2.0,80.0,1.0,3.2298351755134136,11.151240223121594,0.0141494908341899,1199.4659419169727,0.2555143023089681,2.995234006645505,5.666279266802485,0.1752550924788223,195.5791272365424
R0491,FRAGILE,1,2.0,40.0,0.0,29.689171227917065,56.9818761570879,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752
R0491,FRAGILE,2,2.0,40.0,0.2,23.862723925044186,46.55531312223751,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752
R0491,FRAGILE,3,2.0,40.0,0.2,18.73230444700106,37.590236357334405,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752
R0491,FRAGILE,5,2.0,40.0,0.2,18.925652603156443,38.55058782642206,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752
R0491,FRAGILE,8,2.0,40.0,0.4,13.899370886009716,26.365355148041324,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752
R0491,FRAGILE,12,2.0,40.0,0.4,13.931117504422634,28.579816686339292,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752
R0491,FRAGILE,20,2.0,40.0,0.6,8.80089873557554,18.806869753668938,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752
R0491,FRAGILE,30,2.0,40.0,0.6,9.386934092199366,19.218647589061,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752
R0491,FRAGILE,40,2.0,40.0,1.0,6.942196420902026,14.777882566683056,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752
R0491,FRAGILE,60,2.0,40.0,0.6,6.65651056513275,16.22131236679401,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752
R0491,FRAGILE,80,2.0,40.0,0.6,6.157917318113643,14.204931681977428,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752
R0491,FRAGILE,120,2.0,40.0,0.4,12.653635808572492,40.00371412567519,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752
R0491,FRAGILE,160,2.0,40.0,0.2,9.846709425965859,32.028285778700976,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752
R0491,FRAGILE,240,2.0,40.0,0.0,23.132506129688796,80.43269820395975,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752
R0491,FRAGILE,320,2.0,40.0,0.0,80.78112483189656,256.0198358844001,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752
R0503,FRAGILE,1,1.0,40.0,0.0,17.556533409850562,28.95991514030494,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827
R0503,FRAGILE,2,1.0,40.0,0.4,13.03894101584197,23.17835120382195,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827
R0503,FRAGILE,3,1.0,40.0,0.6,10.588273815623339,20.380949489724152,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827
R0503,FRAGILE,5,1.0,40.0,0.6,9.642080914086037,18.806813058277257,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827
R0503,FRAGILE,8,1.0,40.0,0.6,8.508378486377906,19.91699025434131,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827
R0503,FRAGILE,12,1.0,40.0,0.6,7.671239575538918,17.454760928228,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827
R0503,FRAGILE,20,1.0,40.0,0.6,6.013484338814165,14.082815661182769,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827
R0503,FRAGILE,30,1.0,40.0,0.8,5.111799451173471,12.138335080498845,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827
R0503,FRAGILE,40,1.0,40.0,1.0,5.407802300650804,13.110642994975915,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827
R0503,FRAGILE,60,1.0,40.0,0.6,5.876606422782463,16.529279045708172,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827
R0503,FRAGILE,80,1.0,40.0,0.4,6.179258315849342,18.70173550965591,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827
R0503,FRAGILE,120,1.0,40.0,0.2,11.639028644688176,46.69870457934849,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827
R0503,FRAGILE,160,1.0,40.0,0.2,18.859949830456486,62.68969099852821,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827
R0503,FRAGILE,240,1.0,40.0,0.0,77.74375820204222,287.07382418562406,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827
R0503,FRAGILE,320,1.0,40.0,0.0,264.0680907838067,737.4177145867119,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827
R0504,FRAGILE,1,2.0,80.0,0.2,19.59183442900454,37.54087898372163,0.0171936037228453,2224.530033701332,0.1885020176476954,2.594373363589788,14.742553406463346,0.1876711824832981,184.92270041029468
R0504,FRAGILE,2,2.0,80.0,0.2,16.854879655172518,27.712499336925966,0.0171936037228453,2224.530033701332,0.1885020176476954,2.594373363589788,14.742553406463346,0.1876711824832981,184.92270041029468
R0504,FRAGILE,3,2.0,80.0,0.4,17.35600273574716,32.23603401019059,0.0171936037228453,2224.530033701332,0.1885020176476954,2.594373363589788,14.742553406463346,0.1876711824832981,184.92270041029468
R0504,FRAGILE,5,2.0,80.0,0.8,10.97289952859267,20.83770568565735,0.0171936037228453,2224.530033701332,0.1885020176476954,2.594373363589788,14.742553406463346,0.1876711824832981,184.92270041029468
R0504,FRAGILE,8,2.0,80.0,0.8,7.974270848989495,15.817342768859879,0.0171936037228453,2224.530033701332,0.1885020176476954,2.594373363589788,14.742553406463346,0.1876711824832981,184.92270041029468
R0504,FRAGILE,12,2.0,80.0,0.6,10.697262447754053,18.062686119450213,0.0171936037228453,2224.530033701332,0.1885020176476954,2.594373363589788,14.742553406463346,0.1876711824832981,184.92270041029468
R0504,FRAGILE,20,2.0,80.0,0.4,11.468046388166531,23.11632392350713,0.0171936037228453,2224.530033701332,0.1885020176476954,2.594373363589788,14.742553406463346,0.1876711824832981,184.92270041029468
R0504,FRAGILE,30,2.0,80.0,0.8,9.337847817330859,18.523006272792607,0.0171936037228453,2224.530033701332,0.1885020176476954,2.594373363589788,14.742553406463346,0.1876711824832981,184.92270041029468
R0504,FRAGILE,40,2.0,80.0,0.8,6.474170612817528,13.044711142539466,0.0171936037228453,2224.530033701332,0.1885020176476954,2.594373363589788,14.742553406463346,0.1876711824832981,184.92270041029468
R0504,FRAGILE,60,2.0,80.0,0.8,6.243146037162536,12.82928022094516,0.0171936037228453,2224.530033701332,0.1885020176476954,2.594373363589788,14.742553406463346,0.1876711824832981,184.92270041029468
R0504,FRAGILE,80,2.0,80.0,0.8,6.461866136896918,14.688301042723301,0.0171936037228453,2224.530033701332,0.1885020176476954,2.594373363589788,14.742553406463346,0.1876711824832981,184.92270041029468
R0504,FRAGILE,120,2.0,80.0,0.4,11.944229953262738,33.86438126873588,0.0171936037228453,2224.530033701332,0.1885020176476954,2.594373363589788,14.742553406463346,0.1876711824832981,184.92270041029468
R0504,FRAGILE,160,2.0,80.0,0.2,13.233660582688398,45.25871518298386,0.0171936037228453,2224.530033701332,0.1885020176476954,2.594373363589788,14.742553406463346,0.1876711824832981,184.92270041029468
R0504,FRAGILE,240,2.0,80.0,0.0,25.429104694240703,75.72732775928307,0.0171936037228453,2224.530033701332,0.1885020176476954,2.594373363589788,14.742553406463346,0.1876711824832981,184.92270041029468
R0504,FRAGILE,320,2.0,80.0,0.0,69.54369716983322,217.5893439971663,0.0171936037228453,2224.530033701332,0.1885020176476954,2.594373363589788,14.742553406463346,0.1876711824832981,184.92270041029468
R0523,FRAGILE,1,1.0,80.0,0.8,4.173396024306407,7.959811091523166,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377
R0523,FRAGILE,2,1.0,80.0,1.0,3.5596980726456864,6.19187117348108,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377
R0523,FRAGILE,3,1.0,80.0,1.0,2.879035883707433,4.947522995347034,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377
R0523,FRAGILE,5,1.0,80.0,1.0,2.153142953084653,4.044997306716086,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377
R0523,FRAGILE,8,1.0,80.0,1.0,1.7452165612905866,3.5272422555483542,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377
R0523,FRAGILE,12,1.0,80.0,1.0,1.5780818975230244,3.1956721656764886,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377
R0523,FRAGILE,20,1.0,80.0,1.0,1.3329689643433775,2.728777267151221,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377
R0523,FRAGILE,30,1.0,80.0,1.0,1.4637278286076356,3.5334229340288004,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377
R0523,FRAGILE,40,1.0,80.0,1.0,1.3398634573063046,3.324323390661319,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377
R0523,FRAGILE,60,1.0,80.0,1.0,1.256167137551909,3.1972120714415917,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377
R0523,FRAGILE,80,1.0,80.0,1.0,1.1734011827003554,3.4002906302617637,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377
R0523,FRAGILE,120,1.0,80.0,0.8,2.8715403987626544,10.074912264196826,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377
R0523,FRAGILE,160,1.0,80.0,0.2,6.065212265598373,22.70206270370063,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377
R0523,FRAGILE,240,1.0,80.0,0.0,17.44188100738571,51.718041912473325,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377
R0523,FRAGILE,320,1.0,80.0,0.0,23.248656241688973,74.98866066137006,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377
R0641,FRAGILE,1,1.0,80.0,0.4,7.840624420874059,16.325970840284167,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666
R0641,FRAGILE,2,1.0,80.0,0.8,6.932924075694776,14.508145619271037,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666
R0641,FRAGILE,3,1.0,80.0,0.8,6.825101753836873,13.937616922249351,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666
R0641,FRAGILE,5,1.0,80.0,1.0,4.792981792640816,9.292189243817836,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666
R0641,FRAGILE,8,1.0,80.0,1.0,4.680168903884445,10.001685577215108,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666
R0641,FRAGILE,12,1.0,80.0,1.0,4.708710143506021,10.826746261522397,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666
R0641,FRAGILE,20,1.0,80.0,1.0,3.7418423637842153,8.472806693338134,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666
R0641,FRAGILE,30,1.0,80.0,0.8,3.2386231462668085,8.150297550333999,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666
R0641,FRAGILE,40,1.0,80.0,1.0,2.892365914885766,7.040418437809494,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666
R0641,FRAGILE,60,1.0,80.0,1.0,2.4178228196750124,6.6753461194067985,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666
R0641,FRAGILE,80,1.0,80.0,1.0,1.9239536391888041,5.6056209956154675,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666
R0641,FRAGILE,120,1.0,80.0,1.0,2.5562029249574736,7.9760683559127274,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666
R0641,FRAGILE,160,1.0,80.0,0.8,5.395813754346234,16.77665811782908,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666
R0641,FRAGILE,240,1.0,80.0,0.0,14.705785854642878,62.72107117573175,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666
R0641,FRAGILE,320,1.0,80.0,0.0,89.72799097184125,328.66694655802183,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666
R0671,FRAGILE,1,1.0,5.0,0.6,12.668635039679538,22.03360123114992,0.0119608486579813,1929.8833040356665,-0.111006642473341,1.916667652019402,12.043320135765432,0.1092637685746428,140.4584476036568
R0671,FRAGILE,2,1.0,5.0,0.4,9.22193850662621,18.483666081613677,0.0119608486579813,1929.8833040356665,-0.111006642473341,1.916667652019402,12.043320135765432,0.1092637685746428,140.4584476036568
R0671,FRAGILE,3,1.0,5.0,0.6,7.60612124774452,14.008072868834924,0.0119608486579813,1929.8833040356665,-0.111006642473341,1.916667652019402,12.043320135765432,0.1092637685746428,140.4584476036568
R0671,FRAGILE,5,1.0,5.0,1.0,5.372670864749116,10.57765097340184,0.0119608486579813,1929.8833040356665,-0.111006642473341,1.916667652019402,12.043320135765432,0.1092637685746428,140.4584476036568
R0671,FRAGILE,8,1.0,5.0,1.0,4.749737491484172,10.305897840976245,0.0119608486579813,1929.8833040356665,-0.111006642473341,1.916667652019402,12.043320135765432,0.1092637685746428,140.4584476036568
R0671,FRAGILE,12,1.0,5.0,1.0,4.531940845648925,9.128427203966051,0.0119608486579813,1929.8833040356665,-0.111006642473341,1.916667652019402,12.043320135765432,0.1092637685746428,140.4584476036568
R0671,FRAGILE,20,1.0,5.0,1.0,3.222484508577356,7.104083202505635,0.0119608486579813,1929.8833040356665,-0.111006642473341,1.916667652019402,12.043320135765432,0.1092637685746428,140.4584476036568
R0671,FRAGILE,30,1.0,5.0,0.8,3.4022276679885115,8.165818143619186,0.0119608486579813,1929.8833040356665,-0.111006642473341,1.916667652019402,12.043320135765432,0.1092637685746428,140.4584476036568
R0671,FRAGILE,40,1.0,5.0,1.0,3.716526575729282,8.014649117755143,0.0119608486579813,1929.8833040356665,-0.111006642473341,1.916667652019402,12.043320135765432,0.1092637685746428,140.4584476036568
R0671,FRAGILE,60,1.0,5.0,1.0,4.0882750795490725,10.579188264084348,0.0119608486579813,1929.8833040356665,-0.111006642473341,1.916667652019402,12.043320135765432,0.1092637685746428,140.4584476036568
R0671,FRAGILE,80,1.0,5.0,1.0,4.060094263988868,11.21660770954156,0.0119608486579813,1929.8833040356665,-0.111006642473341,1.916667652019402,12.043320135765432,0.1092637685746428,140.4584476036568
R0671,FRAGILE,120,1.0,5.0,0.6,6.907382437726677,21.358155726053717,0.0119608486579813,1929.8833040356665,-0.111006642473341,1.916667652019402,12.043320135765432,0.1092637685746428,140.4584476036568
R0671,FRAGILE,160,1.0,5.0,0.2,9.874943219802383,34.28011801292416,0.0119608486579813,1929.8833040356665,-0.111006642473341,1.916667652019402,12.043320135765432,0.1092637685746428,140.4584476036568
R0671,FRAGILE,240,1.0,5.0,0.0,24.583937880524907,101.95038207449072,0.0119608486579813,1929.8833040356665,-0.111006642473341,1.916667652019402,12.043320135765432,0.1092637685746428,140.4584476036568
R0671,FRAGILE,320,1.0,5.0,0.0,103.10686796151064,299.73854795061663,0.0119608486579813,1929.8833040356665,-0.111006642473341,1.916667652019402,12.043320135765432,0.1092637685746428,140.4584476036568
R0680,FRAGILE,1,1.0,80.0,1.0,6.434428842933296,12.196838701237153,0.0265798645710051,991.5033640622933,0.2017490144168668,2.222401697142489,11.858353587633188,0.0992631665578442,183.35763296477708
R0680,FRAGILE,2,1.0,80.0,0.8,5.83298757543057,12.333797377483569,0.0265798645710051,991.5033640622933,0.2017490144168668,2.222401697142489,11.858353587633188,0.0992631665578442,183.35763296477708
R0680,FRAGILE,3,1.0,80.0,0.8,5.50614241860357,12.256385959858605,0.0265798645710051,991.5033640622933,0.2017490144168668,2.222401697142489,11.858353587633188,0.0992631665578442,183.35763296477708
R0680,FRAGILE,5,1.0,80.0,0.8,4.813329165294926,10.100427197936433,0.0265798645710051,991.5033640622933,0.2017490144168668,2.222401697142489,11.858353587633188,0.0992631665578442,183.35763296477708
R0680,FRAGILE,8,1.0,80.0,1.0,3.624668044425303,7.2845128935437575,0.0265798645710051,991.5033640622933,0.2017490144168668,2.222401697142489,11.858353587633188,0.0992631665578442,183.35763296477708
R0680,FRAGILE,12,1.0,80.0,1.0,2.8993914590585774,5.753184364458656,0.0265798645710051,991.5033640622933,0.2017490144168668,2.222401697142489,11.858353587633188,0.0992631665578442,183.35763296477708
R0680,FRAGILE,20,1.0,80.0,1.0,2.0640855261613966,4.520376534889537,0.0265798645710051,991.5033640622933,0.2017490144168668,2.222401697142489,11.858353587633188,0.0992631665578442,183.35763296477708
R0680,FRAGILE,30,1.0,80.0,1.0,2.1952799973090693,5.360306863688915,0.0265798645710051,991.5033640622933,0.2017490144168668,2.222401697142489,11.858353587633188,0.0992631665578442,183.35763296477708
R0680,FRAGILE,40,1.0,80.0,1.0,1.6828439576023846,4.192456647793604,0.0265798645710051,991.5033640622933,0.2017490144168668,2.222401697142489,11.858353587633188,0.0992631665578442,183.35763296477708
R0680,FRAGILE,60,1.0,80.0,1.0,2.0408649541136734,5.221477323749185,0.0265798645710051,991.5033640622933,0.2017490144168668,2.222401697142489,11.858353587633188,0.0992631665578442,183.35763296477708
R0680,FRAGILE,80,1.0,80.0,1.0,3.231824577118963,8.755632483374317,0.0265798645710051,991.5033640622933,0.2017490144168668,2.222401697142489,11.858353587633188,0.0992631665578442,183.35763296477708
R0680,FRAGILE,120,1.0,80.0,0.6,4.581906753519096,15.213230494129615,0.0265798645710051,991.5033640622933,0.2017490144168668,2.222401697142489,11.858353587633188,0.0992631665578442,183.35763296477708
R0680,FRAGILE,160,1.0,80.0,0.2,6.069307472698759,21.981939546670816,0.0265798645710051,991.5033640622933,0.2017490144168668,2.222401697142489,11.858353587633188,0.0992631665578442,183.35763296477708
R0680,FRAGILE,240,1.0,80.0,0.2,15.02429706085736,54.03067291600928,0.0265798645710051,991.5033640622933,0.2017490144168668,2.222401697142489,11.858353587633188,0.0992631665578442,183.35763296477708
R0680,FRAGILE,320,1.0,80.0,0.0,43.25189661402402,135.9776367097401,0.0265798645710051,991.5033640622933,0.2017490144168668,2.222401697142489,11.858353587633188,0.0992631665578442,183.35763296477708
R0688,FRAGILE,1,1.0,80.0,0.2,19.38613341021724,35.192472241279454,0.0134933398903942,2062.0477461117725,0.255268816788525,2.9364256864151463,9.475435130958644,0.359026189190718,102.71346314191057
R0688,FRAGILE,2,1.0,80.0,0.2,14.94376621716292,29.087034650061845,0.0134933398903942,2062.0477461117725,0.255268816788525,2.9364256864151463,9.475435130958644,0.359026189190718,102.71346314191057
