rocket_id,keff,latency,Pi,fsat_floor,frozen_floor,frozen_ceil,opt_Kd,Kp,Kd,sr,kd_mult
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,2.709,0.125,1.0,0.125
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,2.709,0.25,1.0,0.25
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,2.709,0.5,0.9333333333333333,0.5
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,2.709,0.707,0.8,0.707
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,2.709,1.0,0.6,1.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,2.709,1.414,0.13333333333333333,1.414
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,2.709,2.0,0.13333333333333333,2.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,2.709,4.0,0.06666666666666667,4.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,2.709,8.0,0.2,8.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,4.257000000000001,0.125,1.0,0.125
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,4.257000000000001,0.25,1.0,0.25
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,4.257000000000001,0.5,0.9333333333333333,0.5
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,4.257000000000001,0.707,1.0,0.707
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,4.257000000000001,1.0,0.5333333333333333,1.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,4.257000000000001,1.414,0.6666666666666666,1.414
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,4.257000000000001,2.0,0.06666666666666667,2.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,4.257000000000001,4.0,0.26666666666666666,4.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,4.257000000000001,8.0,0.13333333333333333,8.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,7.74,0.125,1.0,0.125
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,7.74,0.25,1.0,0.25
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,7.74,0.5,1.0,0.5
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,7.74,0.707,0.9333333333333333,0.707
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,7.74,1.0,1.0,1.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,7.74,1.414,0.4666666666666667,1.414
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,7.74,2.0,0.26666666666666666,2.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,7.74,4.0,0.3333333333333333,4.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,7.74,8.0,0.13333333333333333,8.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,12.384,0.125,1.0,0.125
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,12.384,0.25,1.0,0.25
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,12.384,0.5,1.0,0.5
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,12.384,0.707,1.0,0.707
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,12.384,1.0,0.7333333333333333,1.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,12.384,1.414,0.8,1.414
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,12.384,2.0,0.4,2.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,12.384,4.0,0.4,4.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,12.384,8.0,0.13333333333333333,8.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,19.35,0.125,1.0,0.125
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,19.35,0.25,1.0,0.25
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,19.35,0.5,1.0,0.5
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,19.35,0.707,1.0,0.707
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,19.35,1.0,0.8666666666666667,1.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,19.35,1.414,0.7333333333333333,1.414
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,19.35,2.0,0.6,2.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,19.35,4.0,0.7333333333333333,4.0
R1687,36.3,3,326.7,0.63,7.74,187.74,1.0,19.35,8.0,0.13333333333333333,8.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,1.5154999999999998,0.125,0.8,0.125
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,1.5154999999999998,0.25,1.0,0.25
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,1.5154999999999998,0.5,0.8,0.5
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,1.5154999999999998,0.707,0.5333333333333333,0.707
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,1.5154999999999998,1.0,0.4,1.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,1.5154999999999998,1.414,0.4,1.414
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,1.5154999999999998,2.0,0.5333333333333333,2.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,1.5154999999999998,4.0,0.26666666666666666,4.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,1.5154999999999998,8.0,0.06666666666666667,8.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,2.3815000000000004,0.125,1.0,0.125
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,2.3815000000000004,0.25,1.0,0.25
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,2.3815000000000004,0.5,0.8,0.5
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,2.3815000000000004,0.707,0.6,0.707
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,2.3815000000000004,1.0,0.6,1.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,2.3815000000000004,1.414,0.5333333333333333,1.414
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,2.3815000000000004,2.0,0.13333333333333333,2.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,2.3815000000000004,4.0,0.26666666666666666,4.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,2.3815000000000004,8.0,0.3333333333333333,8.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,4.33,0.125,0.8666666666666667,0.125
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,4.33,0.25,1.0,0.25
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,4.33,0.5,0.9333333333333333,0.5
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,4.33,0.707,0.8,0.707
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,4.33,1.0,0.6666666666666666,1.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,4.33,1.414,0.5333333333333333,1.414
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,4.33,2.0,0.5333333333333333,2.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,4.33,4.0,0.4,4.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,4.33,8.0,0.3333333333333333,8.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,6.928000000000001,0.125,0.8666666666666667,0.125
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,6.928000000000001,0.25,1.0,0.25
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,6.928000000000001,0.5,0.9333333333333333,0.5
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,6.928000000000001,0.707,0.8666666666666667,0.707
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,6.928000000000001,1.0,0.8666666666666667,1.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,6.928000000000001,1.414,0.8,1.414
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,6.928000000000001,2.0,0.6666666666666666,2.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,6.928000000000001,4.0,0.4,4.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,6.928000000000001,8.0,0.06666666666666667,8.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,10.825,0.125,0.6,0.125
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,10.825,0.25,1.0,0.25
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,10.825,0.5,1.0,0.5
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,10.825,0.707,0.8,0.707
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,10.825,1.0,0.9333333333333333,1.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,10.825,1.414,0.9333333333333333,1.414
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,10.825,2.0,0.6,2.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,10.825,4.0,0.2,4.0
R8162,16.24,6,584.6,0.63,4.33,58.88,1.0,10.825,8.0,0.4666666666666667,8.0
