rocket_id,keff,lat,Pi_keff,td,kp,adrc,pd,h1,h2,h3,h4,h5
R1794,11.781,2,36.1,88.1,105.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R1794,11.781,2,36.1,88.1,204.7,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R1794,11.781,2,36.1,88.1,398.11,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R0386,21.102,4,319.7,77.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R0386,21.102,4,319.7,77.2,1.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R0386,21.102,4,319.7,77.2,3.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R0386,21.102,4,319.7,77.2,7.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R0386,21.102,4,319.7,77.2,14.31,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R0386,21.102,4,319.7,77.2,27.83,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R0386,21.102,4,319.7,77.2,54.12,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R0386,21.102,4,319.7,77.2,105.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R0386,21.102,4,319.7,77.2,204.7,1.0,0.75,0.0,1.0,1.0,1.0,1.0
R0386,21.102,4,319.7,77.2,398.11,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R0269,8.461,5,182.4,67.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R0269,8.461,5,182.4,67.5,1.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R0269,8.461,5,182.4,67.5,3.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R0269,8.461,5,182.4,67.5,7.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R0269,8.461,5,182.4,67.5,14.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R0269,8.461,5,182.4,67.5,27.83,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R0269,8.461,5,182.4,67.5,54.12,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R0269,8.461,5,182.4,67.5,105.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R0269,8.461,5,182.4,67.5,204.7,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R0269,8.461,5,182.4,67.5,398.11,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R2093,7.211,4,122.7,89.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R2093,7.211,4,122.7,89.4,1.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R2093,7.211,4,122.7,89.4,3.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R2093,7.211,4,122.7,89.4,7.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R2093,7.211,4,122.7,89.4,14.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R2093,7.211,4,122.7,89.4,27.83,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R2093,7.211,4,122.7,89.4,54.12,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R2093,7.211,4,122.7,89.4,105.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R2093,7.211,4,122.7,89.4,204.7,1.0,0.125,0.0,1.0,1.0,1.0,1.0
R2093,7.211,4,122.7,89.4,398.11,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R0024,16.669,4,288.5,156.3,1.0,1.0,0.875,1.0,0.0,0.25,0.25,0.5
R0024,16.669,4,288.5,156.3,1.94,1.0,1.0,1.0,0.0,0.25,0.25,0.5
R0024,16.669,4,288.5,156.3,3.78,1.0,1.0,1.0,0.0,0.25,0.25,0.625
R0024,16.669,4,288.5,156.3,7.36,1.0,1.0,1.0,0.0,0.25,0.25,0.625
R0024,16.669,4,288.5,156.3,14.31,1.0,1.0,0.0,0.0,0.25,0.5,0.625
R0024,16.669,4,288.5,156.3,27.83,1.0,1.0,0.0,0.0,0.25,0.625,1.0
R0024,16.669,4,288.5,156.3,54.12,1.0,1.0,0.0,0.0,0.375,1.0,1.0
R0024,16.669,4,288.5,156.3,105.25,1.0,1.0,0.0,0.0,0.625,1.0,1.0
R0024,16.669,4,288.5,156.3,204.7,1.0,0.125,0.0,0.375,1.0,1.0,1.0
R0024,16.669,4,288.5,156.3,398.11,1.0,0.0,0.0,0.875,1.0,1.0,1.0
R0333,17.651,4,298.8,150.7,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0
R0333,17.651,4,298.8,150.7,1.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R0333,17.651,4,298.8,150.7,3.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R0333,17.651,4,298.8,150.7,7.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R0333,17.651,4,298.8,150.7,14.31,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R0333,17.651,4,298.8,150.7,27.83,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R0333,17.651,4,298.8,150.7,54.12,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R0333,17.651,4,298.8,150.7,105.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R0333,17.651,4,298.8,150.7,204.7,1.0,0.375,0.0,1.0,1.0,1.0,1.0
R0333,17.651,4,298.8,150.7,398.11,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R1673,22.991,4,281.7,183.9,1.0,1.0,0.625,1.0,0.0,0.0,0.0,0.125
R1673,22.991,4,281.7,183.9,1.94,1.0,0.875,1.0,0.0,0.0,0.0,0.125
R1673,22.991,4,281.7,183.9,3.78,1.0,0.875,1.0,0.0,0.0,0.0,0.0
R1673,22.991,4,281.7,183.9,7.36,1.0,1.0,1.0,0.0,0.0,0.0,0.125
R1673,22.991,4,281.7,183.9,14.31,1.0,1.0,0.0,0.0,0.0,0.125,0.125
R1673,22.991,4,281.7,183.9,27.83,1.0,1.0,0.0,0.0,0.0,0.125,0.625
R1673,22.991,4,281.7,183.9,54.12,1.0,1.0,0.0,0.0,0.0,0.75,1.0
R1673,22.991,4,281.7,183.9,105.25,1.0,0.625,0.0,0.0,0.625,1.0,1.0
R1673,22.991,4,281.7,183.9,204.7,1.0,0.0,0.0,0.0,1.0,1.0,1.0
R1673,22.991,4,281.7,183.9,398.11,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R2055,16.293,5,395.1,160.4,1.0,1.0,0.875,1.0,0.75,0.75,0.75,0.75
R2055,16.293,5,395.1,160.4,1.94,1.0,1.0,1.0,0.75,0.75,0.75,0.75
R2055,16.293,5,395.1,160.4,3.78,1.0,1.0,1.0,0.75,0.75,0.75,0.75
R2055,16.293,5,395.1,160.4,7.36,1.0,1.0,1.0,0.75,0.75,0.75,0.75
R2055,16.293,5,395.1,160.4,14.31,1.0,1.0,0.0,0.75,0.75,0.75,0.75
R2055,16.293,5,395.1,160.4,27.83,1.0,1.0,0.0,0.75,0.75,0.75,0.75
R2055,16.293,5,395.1,160.4,54.12,1.0,1.0,0.0,0.75,0.75,0.75,1.0
R2055,16.293,5,395.1,160.4,105.25,1.0,0.375,0.0,0.75,0.75,1.0,1.0
R2055,16.293,5,395.1,160.4,204.7,1.0,0.0,0.0,0.75,1.0,1.0,1.0
R2055,16.293,5,395.1,160.4,398.11,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R0689,18.752,3,149.3,176.0,1.0,1.0,0.625,1.0,0.0,0.0,0.125,0.25
R0689,18.752,3,149.3,176.0,1.94,1.0,1.0,1.0,0.0,0.0,0.125,0.25
R0689,18.752,3,149.3,176.0,3.78,1.0,1.0,1.0,0.0,0.0,0.125,0.25
R0689,18.752,3,149.3,176.0,7.36,1.0,1.0,1.0,0.0,0.0,0.125,0.25
R0689,18.752,3,149.3,176.0,14.31,1.0,1.0,0.0,0.0,0.0,0.25,0.375
R0689,18.752,3,149.3,176.0,27.83,1.0,1.0,0.0,0.0,0.125,0.25,0.625
R0689,18.752,3,149.3,176.0,54.12,1.0,1.0,0.0,0.0,0.25,0.625,1.0
R0689,18.752,3,149.3,176.0,105.25,1.0,1.0,0.0,0.0,0.25,1.0,1.0
R0689,18.752,3,149.3,176.0,204.7,1.0,1.0,0.0,0.0,1.0,1.0,1.0
R0689,18.752,3,149.3,176.0,398.11,1.0,0.0,0.0,0.75,1.0,1.0,1.0
R2246,8.427,3,156.7,137.7,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
R2246,8.427,3,156.7,137.7,1.94,1.0,1.0,1.0,0.25,0.25,0.25,0.25
R2246,8.427,3,156.7,137.7,3.78,1.0,1.0,1.0,0.25,0.25,0.25,0.25
R2246,8.427,3,156.7,137.7,7.36,1.0,1.0,1.0,0.25,0.25,0.25,0.25
R2246,8.427,3,156.7,137.7,14.31,1.0,1.0,1.0,0.25,0.25,0.25,0.25
R2246,8.427,3,156.7,137.7,27.83,1.0,1.0,0.0,0.25,0.25,0.25,0.25
R2246,8.427,3,156.7,137.7,54.12,1.0,1.0,0.0,0.25,0.25,0.25,0.25
R2246,8.427,3,156.7,137.7,105.25,1.0,1.0,0.0,0.25,0.25,0.25,0.375
R2246,8.427,3,156.7,137.7,204.7,1.0,1.0,0.0,0.25,0.25,0.375,1.0
R2246,8.427,3,156.7,137.7,398.11,1.0,0.125,0.0,0.25,0.25,1.0,1.0
R1441,23.138,3,168.6,168.8,1.0,1.0,0.375,1.0,0.0,0.625,0.75,1.0
R1441,23.138,3,168.6,168.8,1.94,1.0,0.75,1.0,0.0,0.625,0.75,1.0
R1441,23.138,3,168.6,168.8,3.78,1.0,1.0,1.0,0.0,0.625,0.75,1.0
R1441,23.138,3,168.6,168.8,7.36,1.0,1.0,1.0,0.125,0.625,0.875,1.0
R1441,23.138,3,168.6,168.8,14.31,1.0,1.0,0.25,0.125,0.625,1.0,1.0
R1441,23.138,3,168.6,168.8,27.83,1.0,1.0,0.0,0.125,0.75,1.0,1.0
R1441,23.138,3,168.6,168.8,54.12,1.0,1.0,0.0,0.25,1.0,1.0,1.0
R1441,23.138,3,168.6,168.8,105.25,1.0,1.0,0.0,0.75,1.0,1.0,1.0
R1441,23.138,3,168.6,168.8,204.7,1.0,0.75,0.0,1.0,1.0,1.0,1.0
R1441,23.138,3,168.6,168.8,398.11,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,1.0,1.0,0.5,1.0,0.375,0.875,1.0,1.0
R2106,23.502,6,1146.9,144.8,1.94,1.0,0.625,1.0,0.375,0.875,1.0,1.0
R2106,23.502,6,1146.9,144.8,3.78,1.0,0.75,1.0,0.375,0.875,1.0,1.0
R2106,23.502,6,1146.9,144.8,7.36,1.0,1.0,1.0,0.375,1.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,14.31,1.0,1.0,0.0,0.375,1.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,27.83,1.0,1.0,0.0,0.5,1.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,54.12,1.0,1.0,0.0,0.625,1.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,105.25,1.0,0.25,0.0,1.0,1.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,204.7,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,398.11,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R0592,16.203,2,56.7,151.4,1.0,1.0,1.0,1.0,0.25,0.25,0.375,0.5
R0592,16.203,2,56.7,151.4,1.94,1.0,1.0,1.0,0.25,0.25,0.375,0.5
R0592,16.203,2,56.7,151.4,3.78,1.0,1.0,1.0,0.25,0.25,0.375,0.5
R0592,16.203,2,56.7,151.4,7.36,1.0,1.0,1.0,0.25,0.25,0.375,0.5
R0592,16.203,2,56.7,151.4,14.31,1.0,1.0,0.5,0.25,0.25,0.375,0.5
R0592,16.203,2,56.7,151.4,27.83,1.0,1.0,0.0,0.25,0.25,0.5,0.875
R0592,16.203,2,56.7,151.4,54.12,1.0,1.0,0.0,0.25,0.25,0.625,1.0
R0592,16.203,2,56.7,151.4,105.25,1.0,1.0,0.0,0.25,0.5,1.0,1.0
R0592,16.203,2,56.7,151.4,204.7,1.0,1.0,0.0,0.25,1.0,1.0,1.0
R0592,16.203,2,56.7,151.4,398.11,1.0,1.0,0.0,0.875,1.0,1.0,1.0
R2287,17.398,4,576.3,148.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R2287,17.398,4,576.3,148.8,1.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R2287,17.398,4,576.3,148.8,3.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R2287,17.398,4,576.3,148.8,7.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R2287,17.398,4,576.3,148.8,14.31,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R2287,17.398,4,576.3,148.8,27.83,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R2287,17.398,4,576.3,148.8,54.12,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R2287,17.398,4,576.3,148.8,105.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R2287,17.398,4,576.3,148.8,204.7,1.0,0.375,0.0,1.0,1.0,1.0,1.0
R2287,17.398,4,576.3,148.8,398.11,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R1203,39.6,2,125.0,317.8,1.0,1.0,0.875,1.0,0.5,1.0,1.0,1.0
R1203,39.6,2,125.0,317.8,1.94,1.0,0.875,1.0,0.5,1.0,1.0,1.0
R1203,39.6,2,125.0,317.8,3.78,1.0,1.0,1.0,0.5,1.0,1.0,1.0
R1203,39.6,2,125.0,317.8,7.36,1.0,1.0,1.0,0.5,1.0,1.0,1.0
R1203,39.6,2,125.0,317.8,14.31,1.0,1.0,0.0,0.5,1.0,1.0,1.0
R1203,39.6,2,125.0,317.8,27.83,1.0,1.0,0.0,0.625,1.0,1.0,1.0
R1203,39.6,2,125.0,317.8,54.12,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R1203,39.6,2,125.0,317.8,105.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R1203,39.6,2,125.0,317.8,204.7,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R1203,39.6,2,125.0,317.8,398.11,1.0,0.75,0.0,1.0,1.0,1.0,1.0
R1290,41.373,3,302.4,255.1,1.0,1.0,0.375,1.0,0.5,1.0,1.0,1.0
R1290,41.373,3,302.4,255.1,1.94,1.0,0.875,1.0,0.5,1.0,1.0,1.0
R1290,41.373,3,302.4,255.1,3.78,1.0,0.5,1.0,0.5,1.0,1.0,1.0
R1290,41.373,3,302.4,255.1,7.36,1.0,1.0,1.0,0.625,1.0,1.0,1.0
R1290,41.373,3,302.4,255.1,14.31,1.0,1.0,0.0,0.5,1.0,1.0,1.0
R1290,41.373,3,302.4,255.1,27.83,1.0,1.0,0.0,0.75,1.0,1.0,1.0
R1290,41.373,3,302.4,255.1,54.12,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R1290,41.373,3,302.4,255.1,105.25,1.0,0.875,0.0,1.0,1.0,1.0,1.0
R1290,41.373,3,302.4,255.1,204.7,1.0,0.25,0.0,1.0,1.0,1.0,1.0
R1290,41.373,3,302.4,255.1,398.11,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R1884,32.906,2,122.2,310.7,1.0,1.0,0.375,1.0,0.5,1.0,1.0,1.0
R1884,32.906,2,122.2,310.7,1.94,1.0,0.875,1.0,0.5,1.0,1.0,1.0
R1884,32.906,2,122.2,310.7,3.78,1.0,1.0,1.0,0.5,1.0,1.0,1.0
R1884,32.906,2,122.2,310.7,7.36,1.0,1.0,1.0,0.5,1.0,1.0,1.0
R1884,32.906,2,122.2,310.7,14.31,1.0,1.0,0.0,0.625,1.0,1.0,1.0
R1884,32.906,2,122.2,310.7,27.83,1.0,1.0,0.0,0.75,1.0,1.0,1.0
R1884,32.906,2,122.2,310.7,54.12,1.0,1.0,0.0,0.875,1.0,1.0,1.0
R1884,32.906,2,122.2,310.7,105.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R1884,32.906,2,122.2,310.7,204.7,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R1884,32.906,2,122.2,310.7,398.11,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R1808,39.034,3,309.4,376.6,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
R1808,39.034,3,309.4,376.6,1.94,1.0,0.25,1.0,1.0,1.0,1.0,1.0
R1808,39.034,3,309.4,376.6,3.78,1.0,0.875,1.0,1.0,1.0,1.0,1.0
R1808,39.034,3,309.4,376.6,7.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R1808,39.034,3,309.4,376.6,14.31,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R1808,39.034,3,309.4,376.6,27.83,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R1808,39.034,3,309.4,376.6,54.12,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R1808,39.034,3,309.4,376.6,105.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R1808,39.034,3,309.4,376.6,204.7,1.0,0.5,0.0,1.0,1.0,1.0,1.0
R1808,39.034,3,309.4,376.6,398.11,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R0487,19.16,4,278.9,204.4,1.0,1.0,0.75,1.0,0.25,0.375,0.75,1.0
R0487,19.16,4,278.9,204.4,1.94,1.0,1.0,1.0,0.25,0.375,0.875,1.0
R0487,19.16,4,278.9,204.4,3.78,1.0,1.0,1.0,0.25,0.375,0.875,1.0
R0487,19.16,4,278.9,204.4,7.36,1.0,1.0,1.0,0.25,0.5,0.875,1.0
R0487,19.16,4,278.9,204.4,14.31,1.0,1.0,0.0,0.25,0.625,1.0,1.0
R0487,19.16,4,278.9,204.4,27.83,1.0,1.0,0.0,0.25,0.625,1.0,1.0
R0487,19.16,4,278.9,204.4,54.12,1.0,1.0,0.0,0.25,1.0,1.0,1.0
R0487,19.16,4,278.9,204.4,105.25,1.0,0.875,0.0,0.375,1.0,1.0,1.0
R0487,19.16,4,278.9,204.4,204.7,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R0487,19.16,4,278.9,204.4,398.11,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R1679,23.533,4,403.3,240.0,1.0,1.0,0.75,1.0,0.25,0.625,1.0,1.0
R1679,23.533,4,403.3,240.0,1.94,1.0,1.0,1.0,0.25,0.625,1.0,1.0
R1679,23.533,4,403.3,240.0,3.78,1.0,1.0,1.0,0.25,0.75,1.0,1.0
R1679,23.533,4,403.3,240.0,7.36,1.0,1.0,1.0,0.25,0.75,1.0,1.0
R1679,23.533,4,403.3,240.0,14.31,1.0,1.0,0.0,0.25,0.875,1.0,1.0
R1679,23.533,4,403.3,240.0,27.83,1.0,1.0,0.0,0.25,0.875,1.0,1.0
R1679,23.533,4,403.3,240.0,54.12,1.0,1.0,0.0,0.375,1.0,1.0,1.0
R1679,23.533,4,403.3,240.0,105.25,1.0,1.0,0.0,0.625,1.0,1.0,1.0
R1679,23.533,4,403.3,240.0,204.7,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R1679,23.533,4,403.3,240.0,398.11,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R1513,12.234,6,866.7,283.5,1.0,1.0,0.625,1.0,0.0,0.0,0.0,0.0
R1513,12.234,6,866.7,283.5,1.94,1.0,0.875,1.0,0.0,0.0,0.0,0.0
R1513,12.234,6,866.7,283.5,3.78,1.0,1.0,1.0,0.0,0.0,0.0,0.0
R1513,12.234,6,866.7,283.5,7.36,1.0,1.0,1.0,0.0,0.0,0.0,0.0
R1513,12.234,6,866.7,283.5,14.31,1.0,1.0,0.0,0.0,0.0,0.0,0.125
R1513,12.234,6,866.7,283.5,27.83,1.0,1.0,0.0,0.0,0.0,0.0,0.125
R1513,12.234,6,866.7,283.5,54.12,1.0,1.0,0.0,0.0,0.0,0.125,0.5
R1513,12.234,6,866.7,283.5,105.25,1.0,0.375,0.0,0.0,0.0,0.625,1.0
R1513,12.234,6,866.7,283.5,204.7,1.0,0.0,0.0,0.0,0.5,1.0,1.0
R1513,12.234,6,866.7,283.5,398.11,1.0,0.0,0.0,0.125,1.0,1.0,1.0
R0864,14.151,4,477.5,297.6,1.0,1.0,1.0,1.0,0.125,0.25,0.625,0.75
R0864,14.151,4,477.5,297.6,1.94,1.0,1.0,1.0,0.125,0.25,0.5,0.75
R0864,14.151,4,477.5,297.6,3.78,1.0,1.0,1.0,0.125,0.25,0.625,0.75
R0864,14.151,4,477.5,297.6,7.36,1.0,1.0,1.0,0.125,0.25,0.625,1.0
R0864,14.151,4,477.5,297.6,14.31,1.0,1.0,0.0,0.125,0.25,0.625,1.0
R0864,14.151,4,477.5,297.6,27.83,1.0,1.0,0.0,0.25,0.5,1.0,1.0
R0864,14.151,4,477.5,297.6,54.12,1.0,1.0,0.0,0.25,0.625,1.0,1.0
R0864,14.151,4,477.5,297.6,105.25,1.0,1.0,0.0,0.25,1.0,1.0,1.0
R0864,14.151,4,477.5,297.6,204.7,1.0,0.375,0.0,0.625,1.0,1.0,1.0
R0864,14.151,4,477.5,297.6,398.11,1.0,0.0,0.0,1.0,1.0,1.0,1.0
R2282,19.955,1,20.0,223.2,1.0,1.0,1.0,1.0,0.75,0.75,0.875,1.0
R2282,19.955,1,20.0,223.2,1.94,1.0,1.0,1.0,0.75,0.75,0.875,1.0
R2282,19.955,1,20.0,223.2,3.78,1.0,1.0,1.0,0.75,0.75,0.875,1.0
R2282,19.955,1,20.0,223.2,7.36,1.0,1.0,1.0,0.75,0.75,1.0,1.0
R2282,19.955,1,20.0,223.2,14.31,1.0,1.0,1.0,0.75,0.75,1.0,1.0
R2282,19.955,1,20.0,223.2,27.83,1.0,1.0,0.0,0.75,1.0,1.0,1.0
R2282,19.955,1,20.0,223.2,54.12,1.0,1.0,0.0,0.75,1.0,1.0,1.0
R2282,19.955,1,20.0,223.2,105.25,1.0,1.0,0.0,0.875,1.0,1.0,1.0
R2282,19.955,1,20.0,223.2,204.7,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R2282,19.955,1,20.0,223.2,398.11,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R0522,32.826,1,41.4,216.9,1.0,1.0,1.0,1.0,0.125,0.5,1.0,1.0
R0522,32.826,1,41.4,216.9,1.94,1.0,1.0,1.0,0.125,0.5,1.0,1.0
R0522,32.826,1,41.4,216.9,3.78,1.0,1.0,1.0,0.125,0.625,1.0,1.0
R0522,32.826,1,41.4,216.9,7.36,1.0,1.0,1.0,0.25,0.625,1.0,1.0
R0522,32.826,1,41.4,216.9,14.31,1.0,1.0,0.875,0.125,0.75,1.0,1.0
R0522,32.826,1,41.4,216.9,27.83,1.0,1.0,0.0,0.125,0.875,1.0,1.0
R0522,32.826,1,41.4,216.9,54.12,1.0,1.0,0.0,0.25,1.0,1.0,1.0
R0522,32.826,1,41.4,216.9,105.25,1.0,1.0,0.0,0.75,1.0,1.0,1.0
R0522,32.826,1,41.4,216.9,204.7,1.0,1.0,0.0,1.0,1.0,1.0,1.0
R0522,32.826,1,41.4,216.9,398.11,1.0,1.0,0.0,1.0,1.0,1.0,1.0
