rocket_id,regime,wind_mult,sr,rms
R0533,EASY,1.5x,1.0,3.789568355627633
R0534,EASY,1.5x,1.0,4.502186658504832
R0535,EASY,1.5x,1.0,2.172040694194448
R0536,EASY,1.5x,1.0,2.475626133274164
R0537,EASY,1.5x,1.0,4.41149613248635
R0538,EASY,1.5x,1.0,5.041087420426169
R0539,EASY,1.5x,1.0,2.0182344224823994
R0540,EASY,1.5x,1.0,3.0491770182862363
R0541,EASY,1.5x,1.0,7.902089249576754
R0542,EASY,1.5x,1.0,2.64852305492702
R0543,EASY,1.5x,1.0,2.9780206090419186
R0544,EASY,1.5x,0.6666666666666666,5.131096048974295
R0545,EASY,1.5x,1.0,3.5566508374672705
R0546,EASY,1.5x,1.0,2.2235854276908005
R0547,EASY,1.5x,1.0,2.9516106201588266
R0548,EASY,1.5x,0.3333333333333333,13.067700864088286
R0549,EASY,1.5x,1.0,1.76408833116171
R0550,EASY,1.5x,1.0,2.1196722480323595
R0551,EASY,1.5x,1.0,3.9410617857969865
R0552,EASY,1.5x,1.0,4.345103745808806
R0553,EASY,1.5x,1.0,2.3976453533209625
R0554,EASY,1.5x,0.6666666666666666,7.201065021076819
R0555,EASY,1.5x,1.0,1.066886991225492
R0556,EASY,1.5x,1.0,5.511613193955331
R0557,EASY,1.5x,1.0,2.0855591459932126
R0558,EASY,1.5x,0.6666666666666666,5.92059201406837
R0559,EASY,1.5x,1.0,3.3886937538068502
R0560,EASY,1.5x,1.0,2.4135591374574656
R0561,EASY,1.5x,1.0,2.256005691050277
R0562,EASY,1.5x,1.0,2.5176046114408153
R0563,EASY,1.5x,1.0,4.274051122622287
R0564,EASY,1.5x,1.0,3.9907086827200255
R0565,EASY,1.5x,1.0,4.591002947557446
R0566,EASY,1.5x,1.0,3.8433481191263597
R0567,EASY,1.5x,1.0,3.6417107307177243
R0568,EASY,1.5x,1.0,5.0256119038655145
R0569,EASY,1.5x,0.3333333333333333,7.956330695606127
R0570,EASY,1.5x,1.0,1.0173936425642254
R0571,EASY,1.5x,0.6666666666666666,8.9827961670147
R0572,EASY,1.5x,1.0,2.6270681530648723
R0573,EASY,1.5x,1.0,5.493328530586534
R0574,EASY,1.5x,1.0,2.5715445069578284
R0575,EASY,1.5x,1.0,3.416206029483453
R0576,EASY,1.5x,1.0,2.290509706999178
R0577,EASY,1.5x,1.0,2.1065089344723416
R0578,EASY,1.5x,1.0,4.429791120238245
R0579,EASY,1.5x,1.0,3.046735220446967
R0580,EASY,1.5x,1.0,2.436239418943393
R0581,EASY,1.5x,1.0,2.724766385349735
R0582,EASY,1.5x,1.0,6.633116958624053
R0583,EASY,1.5x,1.0,7.607638405536768
R0584,EASY,1.5x,1.0,5.573030189184063
R0585,EASY,1.5x,1.0,4.152365539711447
R0586,EASY,1.5x,1.0,3.5022757466193184
R0587,EASY,1.5x,1.0,4.335514655853989
R0588,EASY,1.5x,1.0,2.024791595402529
R0589,EASY,1.5x,1.0,2.9206850276620853
R0590,EASY,1.5x,1.0,3.7696706586000936
R0591,EASY,1.5x,1.0,3.1351397605547144
R0592,EASY,1.5x,1.0,6.485005775873485
R0593,EASY,1.5x,0.6666666666666666,10.094753785420727
R0594,EASY,1.5x,1.0,2.917718797578164
R0595,EASY,1.5x,1.0,3.606944936535118
R0596,EASY,1.5x,1.0,2.53616231733385
R0597,EASY,1.5x,1.0,5.7557695975804
R0598,EASY,1.5x,1.0,4.971207192045637
R0599,EASY,1.5x,1.0,2.1189635358286045
R0600,EASY,1.5x,1.0,2.9147637543561196
R0601,EASY,1.5x,1.0,5.409968664243867
R0602,EASY,1.5x,1.0,3.2483872702721484
R0603,EASY,1.5x,1.0,3.9086330837720062
R0604,EASY,1.5x,1.0,4.797644097847164
R0605,EASY,1.5x,1.0,2.770631742973368
R0606,EASY,1.5x,1.0,2.721675053669056
R0607,EASY,1.5x,1.0,2.106233740518213
R0608,EASY,1.5x,1.0,3.467124366070673
R0609,EASY,1.5x,1.0,2.419655310945818
R0610,EASY,1.5x,1.0,2.890621786385837
R0611,EASY,1.5x,1.0,2.765520071012458
R0612,EASY,1.5x,1.0,6.97560223322423
R0613,EASY,1.5x,1.0,5.031850921061424
R0614,EASY,1.5x,1.0,3.785086938658433
R0615,EASY,1.5x,0.0,10.924117167861269
R0616,EASY,1.5x,1.0,4.115897731127358
R0617,EASY,1.5x,1.0,3.24562665612754
R0618,EASY,1.5x,1.0,1.901175696462369
R0619,EASY,1.5x,1.0,3.1425130130641232
R0620,EASY,1.5x,1.0,6.104476145026883
R0621,EASY,1.5x,1.0,5.404639387420211
R0622,EASY,1.5x,1.0,3.470446916242727
R0623,EASY,1.5x,1.0,5.660123785314053
R0624,EASY,1.5x,1.0,4.990000665780539
R0625,EASY,1.5x,1.0,6.480982797617962
R0626,EASY,1.5x,1.0,3.6005006087947624
R0627,EASY,1.5x,0.6666666666666666,8.351253788713548
R0628,EASY,1.5x,1.0,3.4671878609806988
R0629,EASY,1.5x,1.0,3.9718394217780215
R0630,EASY,1.5x,1.0,1.8582168717843022
R0631,EASY,1.5x,1.0,4.578376373875355
R0632,EASY,1.5x,1.0,3.202922892292611
R0633,EASY,1.5x,1.0,6.979321587287312
R0634,EASY,1.5x,1.0,2.1615567233694226
R0635,EASY,1.5x,1.0,2.9278475372992623
R0636,EASY,1.5x,1.0,7.288404933266801
R0637,EASY,1.5x,1.0,1.4082536541521735
R0638,EASY,1.5x,1.0,4.109957700499733
R0639,EASY,1.5x,1.0,1.7775129550559974
R0640,EASY,1.5x,1.0,2.6970475731548196
R0641,FRAGILE,1.5x,0.6666666666666666,10.00546099239485
R0642,EASY,1.5x,1.0,2.461119683670135
R0643,EASY,1.5x,1.0,6.944966923736517
R0644,EASY,1.5x,0.6666666666666666,6.933399858002275
R0645,EASY,1.5x,1.0,2.713096057442359
R0646,EASY,1.5x,1.0,4.559441058387719
R0647,EASY,1.5x,0.3333333333333333,9.390022656493437
R0648,EASY,1.5x,1.0,4.2285003696119
R0649,EASY,1.5x,1.0,3.763647107649312
R0650,EASY,1.5x,1.0,2.539256610121338
R0651,EASY,1.5x,1.0,2.578589671837481
R0652,EASY,1.5x,1.0,2.774967719867044
R0653,EASY,1.5x,1.0,1.207663699549576
R0654,EASY,1.5x,1.0,8.858393259470386
R0655,EASY,1.5x,1.0,2.512226426027509
R0656,EASY,1.5x,1.0,1.2101786338881688
R0657,EASY,1.5x,1.0,2.3477345625635553
R0658,EASY,1.5x,1.0,3.477749350769179
R0659,EASY,1.5x,1.0,3.4029443924051836
R0660,EASY,1.5x,1.0,4.507497467001847
R0661,EASY,1.5x,1.0,2.7927053558400856
R0662,EASY,1.5x,1.0,5.795237864826163
R0663,EASY,1.5x,1.0,2.8841151212658906
R0664,EASY,1.5x,1.0,5.960085512060967
R0665,EASY,1.5x,1.0,3.789433032502862
R0666,EASY,1.5x,1.0,0.6478978718359125
R0667,EASY,1.5x,0.6666666666666666,8.535737072519872
R0668,EASY,1.5x,1.0,4.914159016473476
R0669,EASY,1.5x,1.0,2.315152496878456
R0670,EASY,1.5x,1.0,3.96690776809567
R0671,FRAGILE,1.5x,0.0,11.944540615586675
R0672,EASY,1.5x,1.0,1.778622927922216
R0673,EASY,1.5x,1.0,3.1853248359220387
R0674,EASY,1.5x,1.0,5.874414601209913
R0675,EASY,1.5x,1.0,4.20291913686566
R0676,EASY,1.5x,1.0,5.119099962779309
R0677,EASY,1.5x,1.0,4.648820809277992
R0678,EASY,1.5x,1.0,2.800328781426271
R0679,EASY,1.5x,1.0,2.8306337177707506
R0680,FRAGILE,1.5x,0.6666666666666666,7.825595412325515
R0681,EASY,1.5x,1.0,2.760031119692721
R0682,EASY,1.5x,1.0,3.7332641520597263
R0683,EASY,1.5x,1.0,2.832354301277619
R0684,EASY,1.5x,1.0,3.1910940884896153
R0685,EASY,1.5x,1.0,2.7853019530613685
R0686,EASY,1.5x,1.0,1.605281429936704
R0687,EASY,1.5x,1.0,3.9195817957855925
R0688,FRAGILE,1.5x,0.6666666666666666,12.515174168097907
R0689,EASY,1.5x,1.0,3.2861519684588987
R0690,EASY,1.5x,1.0,2.883427211720525
R0691,EASY,1.5x,1.0,1.8067462959171217
R0692,EASY,1.5x,0.0,14.91741437252715
R0693,EASY,1.5x,1.0,2.675057766252676
R0694,EASY,1.5x,1.0,3.506399126545434
R0695,EASY,1.5x,1.0,1.7294724074416514
R0696,EASY,1.5x,0.6666666666666666,6.497697074880034
R0697,EASY,1.5x,1.0,2.6778921915665266
R0698,EASY,1.5x,1.0,2.4463658423496812
R0699,EASY,1.5x,1.0,1.7822611349539823
R0700,EASY,1.5x,0.3333333333333333,12.453890466997393
R0701,EASY,1.5x,0.6666666666666666,6.773529279320684
R0702,EASY,1.5x,1.0,1.8280892457203042
R0703,EASY,1.5x,1.0,4.091900397932304
R0704,EASY,1.5x,0.6666666666666666,4.917095709866801
R0705,EASY,1.5x,1.0,5.644741138061977
R0706,EASY,1.5x,0.6666666666666666,8.782247380470196
R0707,EASY,1.5x,1.0,4.756617437986166
R0708,EASY,1.5x,1.0,4.200395197929325
R0709,EASY,1.5x,1.0,3.1857027743673956
R0710,EASY,1.5x,0.6666666666666666,7.153113352548317
R0711,EASY,1.5x,1.0,4.893510279255011
R0712,EASY,1.5x,1.0,4.050788252187128
R0713,EASY,1.5x,1.0,3.0660262978613013
R0714,EASY,1.5x,1.0,3.129237951118538
R0715,EASY,1.5x,1.0,2.0064572308622837
R0716,EASY,1.5x,1.0,3.619987434587466
R0717,EASY,1.5x,1.0,3.9072970771533533
R0718,EASY,1.5x,1.0,3.649567613705182
R0719,EASY,1.5x,1.0,3.7822013915100476
R0720,EASY,1.5x,0.6666666666666666,5.1363001482383135
R0721,EASY,1.5x,1.0,1.993240387251892
R0722,EASY,1.5x,1.0,1.794879959426919
R0723,EASY,1.5x,1.0,2.528078049935539
R0724,EASY,1.5x,1.0,3.6717786612100283
R0725,EASY,1.5x,1.0,8.28090498206255
R0726,EASY,1.5x,1.0,3.850837782096066
R0727,EASY,1.5x,1.0,3.2786567968072995
R0728,EASY,1.5x,1.0,2.304812192920406
R0729,EASY,1.5x,0.6666666666666666,6.5188503337495165
R0730,EASY,1.5x,1.0,2.739152671014704
R0731,EASY,1.5x,1.0,1.8672231918608382
R0732,EASY,1.5x,1.0,2.063127024470496
R0733,EASY,1.5x,1.0,4.236411476447867
R0734,EASY,1.5x,1.0,4.4946467607608955
R0735,EASY,1.5x,1.0,2.4995789586461474
R0736,EASY,1.5x,1.0,8.965257918991504
R0737,EASY,1.5x,1.0,5.6441419382161095
R0738,EASY,1.5x,1.0,4.184659253226983
R0739,EASY,1.5x,1.0,2.5840046843954485
R0740,EASY,1.5x,0.6666666666666666,7.564604807979921
R0741,EASY,1.5x,1.0,2.5814040608669755
R0742,EASY,1.5x,1.0,3.0838833966756205
R0743,EASY,1.5x,1.0,4.30742240650775
R0744,EASY,1.5x,1.0,2.628807218403094
R0745,EASY,1.5x,1.0,2.6566862328740366
R0746,EASY,1.5x,1.0,3.1373704011975376
R0747,EASY,1.5x,1.0,3.3548192639295973
R0748,FRAGILE,1.5x,0.0,16.03110763611708
R0749,EASY,1.5x,1.0,2.993325353661305
R0750,EASY,1.5x,1.0,3.0985357646935774
R0751,EASY,1.5x,1.0,4.003297661559809
R0752,EASY,1.5x,1.0,2.3124120921703635
R0753,EASY,1.5x,1.0,3.1385662084001162
R0754,EASY,1.5x,1.0,7.684972208652319
R0755,EASY,1.5x,1.0,2.442384542547851
R0756,EASY,1.5x,1.0,7.392891876285457
R0757,EASY,1.5x,1.0,4.709531936306637
R0758,EASY,1.5x,1.0,4.298641019055002
R0759,FRAGILE,1.5x,0.3333333333333333,13.962332426954026
R0760,EASY,1.5x,1.0,4.831033534980491
R0761,EASY,1.5x,1.0,3.70233884759042
R0762,EASY,1.5x,0.3333333333333333,10.851364592302644
R0763,EASY,1.5x,1.0,2.1838087459189635
R0764,EASY,1.5x,1.0,2.5567346169574097
R0765,EASY,1.5x,1.0,1.4528251069513543
R0766,EASY,1.5x,1.0,2.4074382510996117
R0767,EASY,1.5x,1.0,0.9109189344496067
R0768,EASY,1.5x,1.0,5.362620429295725
R0769,EASY,1.5x,0.0,10.307530734351516
R0770,EASY,1.5x,1.0,1.939954434686415
R0771,EASY,1.5x,1.0,7.18713748558991
R0772,EASY,1.5x,1.0,6.336941254231294
R0773,EASY,1.5x,1.0,1.303062033005706
R0774,EASY,1.5x,1.0,4.110973065505605
R0775,EASY,1.5x,1.0,4.341512601409312
R0776,EASY,1.5x,1.0,3.1178461554401196
R0777,EASY,1.5x,1.0,3.1159520831879255
R0778,EASY,1.5x,1.0,2.910177437261119
R0779,EASY,1.5x,1.0,1.6499314942617012
R0780,EASY,1.5x,1.0,4.370437565739995
R0781,EASY,1.5x,1.0,4.2695261716983035
R0782,EASY,1.5x,1.0,2.7708945160462
R0783,EASY,1.5x,0.6666666666666666,4.5746457217570375
R0784,EASY,1.5x,1.0,4.287313507316774
R0785,EASY,1.5x,1.0,4.149824444203175
R0786,EASY,1.5x,1.0,2.818917790531376
R0787,EASY,1.5x,1.0,3.113267408163116
R0788,EASY,1.5x,0.6666666666666666,7.05000045654747
R0789,EASY,1.5x,1.0,4.215112606289113
R0790,EASY,1.5x,1.0,1.8114825935260164
R0791,EASY,1.5x,1.0,4.869851964489131
R0792,EASY,1.5x,1.0,7.100527477049205
R0793,EASY,1.5x,1.0,4.271292592474073
R0794,EASY,1.5x,1.0,2.7458724036358966
R0795,EASY,1.5x,1.0,1.7795366157642858
R0796,EASY,1.5x,1.0,3.1698062273414607
R0797,EASY,1.5x,1.0,4.934661678325269
R0798,EASY,1.5x,1.0,6.489479735095073
R0799,EASY,1.5x,1.0,3.3686693162080785
R0800,EASY,1.5x,1.0,2.5534371892586947
R0801,EASY,1.5x,1.0,1.283326261575558
R0802,EASY,1.5x,1.0,3.0162484403648775
R0803,EASY,1.5x,1.0,5.218988376205214
R0804,EASY,1.5x,0.6666666666666666,5.4421264769222475
R0805,EASY,1.5x,1.0,1.2940440361164016
R0806,EASY,1.5x,1.0,3.8561566923363984
R0807,EASY,1.5x,1.0,4.5125556701210625
R0808,EASY,1.5x,1.0,4.62737076918942
R0809,EASY,1.5x,1.0,3.2595370757418856
R0810,EASY,1.5x,1.0,2.3003336236506406
R0811,EASY,1.5x,1.0,5.798964893170603
R0812,EASY,1.5x,1.0,3.9345095919347166
R0813,EASY,1.5x,1.0,3.720398225898917
R0814,EASY,1.5x,0.3333333333333333,9.996034641869192
R0815,EASY,1.5x,1.0,3.8107449046894337
R0816,EASY,1.5x,1.0,4.095438917524658
R0817,EASY,1.5x,1.0,4.362871881347467
R0818,EASY,1.5x,1.0,3.1836998538326817
R0819,EASY,1.5x,1.0,8.803848624066825
R0820,EASY,1.5x,0.6666666666666666,5.6033009082870535
R0821,EASY,1.5x,1.0,3.987213654317221
R0822,EASY,1.5x,1.0,2.3296098508453187
R0823,EASY,1.5x,1.0,1.6887767513041723
R0824,EASY,1.5x,1.0,6.768711769833563
R0825,EASY,1.5x,1.0,3.630831934783328
R0826,EASY,1.5x,1.0,6.946775441960495
R0827,EASY,1.5x,1.0,2.2469647793108476
R0828,MARGINAL,1.5x,0.6666666666666666,10.42872876278248
R0829,EASY,1.5x,1.0,2.6395224632235434
R0830,EASY,1.5x,0.6666666666666666,5.917406596291408
R0831,EASY,1.5x,1.0,2.7659992448676056
R0832,EASY,1.5x,1.0,3.8154251910456836
R0833,EASY,1.5x,1.0,3.0670001998660426
R0834,EASY,1.5x,1.0,4.006342818750031
R0835,EASY,1.5x,0.0,15.349089382797581
R0836,EASY,1.5x,1.0,4.335436965368799
R0837,EASY,1.5x,1.0,3.0766140484754048
R0838,EASY,1.5x,1.0,5.526026425742583
R0839,EASY,1.5x,1.0,2.612402713704702
R0840,EASY,1.5x,1.0,3.8232600464250375
R0841,EASY,1.5x,1.0,1.0631444312652547
R0842,EASY,1.5x,1.0,6.478957396754624
R0843,EASY,1.5x,1.0,5.8293467077412275
R0844,EASY,1.5x,1.0,5.247934145503883
R0845,EASY,1.5x,1.0,3.831630111398434
R0846,EASY,1.5x,1.0,3.1022939380750074
R0847,EASY,1.5x,1.0,2.7416363645616806
R0848,MARGINAL,1.5x,1.0,8.516235446518676
R0849,EASY,1.5x,1.0,5.247725206230889
R0850,EASY,1.5x,1.0,2.671734887605794
R0851,EASY,1.5x,1.0,3.0429438298247913
R0852,EASY,1.5x,0.6666666666666666,6.3920983870359755
R0853,EASY,1.5x,1.0,3.0617453453700976
R0854,EASY,1.5x,1.0,4.784944481361388
R0855,EASY,1.5x,1.0,5.307560985523786
R0856,EASY,1.5x,1.0,3.8992932341307505
R0857,EASY,1.5x,1.0,1.6993127855927301
R0858,EASY,1.5x,1.0,4.113069066758071
R0859,EASY,1.5x,1.0,1.9785919405425332
R0860,EASY,1.5x,1.0,3.0276601907076888
R0861,EASY,1.5x,1.0,3.9984611074711984
R0862,EASY,1.5x,1.0,1.9500874290874954
R0863,EASY,1.5x,1.0,3.3044937806710735
R0864,EASY,1.5x,1.0,4.058404275100415
R0865,EASY,1.5x,1.0,3.2337060344707513
R0866,FRAGILE,1.5x,0.0,14.517399356159638
R0867,EASY,1.5x,1.0,2.557002363537365
R0868,EASY,1.5x,1.0,4.378521388038518
R0869,EASY,1.5x,1.0,1.504644887333967
R0870,EASY,1.5x,1.0,5.039554478345061
R0871,EASY,1.5x,1.0,2.613011267050765
R0872,EASY,1.5x,1.0,3.6920054527305806
R0873,EASY,1.5x,1.0,4.569003662666683
R0874,EASY,1.5x,1.0,5.313185134984096
R0875,EASY,1.5x,1.0,4.256216755516735
R0876,EASY,1.5x,1.0,1.9302465475859545
R0877,EASY,1.5x,1.0,3.1146482367528456
R0878,EASY,1.5x,1.0,2.648131320650403
R0879,EASY,1.5x,1.0,1.792014546411431
R0880,EASY,1.5x,1.0,3.5140240942777154
R0881,EASY,1.5x,1.0,1.4923310020754836
R0882,EASY,1.5x,1.0,4.318457613877957
R0883,EASY,1.5x,1.0,4.512654998445485
R0884,EASY,1.5x,1.0,2.2966734708748637
R0885,EASY,1.5x,1.0,1.0158506541697288
R0886,EASY,1.5x,1.0,5.510035640001155
R0887,EASY,1.5x,1.0,4.404110941552944
R0888,EASY,1.5x,0.6666666666666666,6.915424611473935
R0889,EASY,1.5x,1.0,2.9821023160496103
R0890,EASY,1.5x,1.0,2.723320315003028
R0891,EASY,1.5x,1.0,3.4276318102878762
R0892,EASY,1.5x,1.0,2.6565029943418073
R0893,EASY,1.5x,1.0,3.987045920538096
R0894,EASY,1.5x,1.0,2.785021051067323
R0895,EASY,1.5x,1.0,4.121767308339954
R0896,EASY,1.5x,1.0,5.193089381993617
R0897,EASY,1.5x,1.0,2.096825881791039
R0898,EASY,1.5x,1.0,3.6919407574487515
R0899,EASY,1.5x,1.0,4.683323714216313
R0900,EASY,1.5x,1.0,3.7957114719551757
R0901,EASY,1.5x,0.6666666666666666,6.551736862970908
R0902,EASY,1.5x,1.0,2.972956554934649
R0903,EASY,1.5x,1.0,2.9172179127779185
R0904,EASY,1.5x,1.0,5.101521486427541
R0905,EASY,1.5x,1.0,4.300636972781057
R0906,EASY,1.5x,1.0,3.6451831169586626
R0907,EASY,1.5x,1.0,3.5886070837026254
R0908,EASY,1.5x,1.0,3.093043320093182
R0909,EASY,1.5x,0.6666666666666666,8.626955062756016
R0910,EASY,1.5x,1.0,3.153743075810928
R0911,EASY,1.5x,1.0,2.25677039061473
R0912,EASY,1.5x,1.0,2.5772602287736874
R0913,EASY,1.5x,1.0,2.2202059431479007
R0914,EASY,1.5x,1.0,2.6924345541364505
R0915,EASY,1.5x,1.0,5.123156364122855
R0916,EASY,1.5x,1.0,4.112584888211217
R0917,EASY,1.5x,1.0,4.42757977133812
R0918,EASY,1.5x,1.0,7.596688295450641
R0919,EASY,1.5x,1.0,5.647071436998769
R0920,EASY,1.5x,0.6666666666666666,6.594276330728353
R0921,EASY,1.5x,1.0,3.466715570041455
R0922,EASY,1.5x,1.0,3.549052899728386
R0923,EASY,1.5x,1.0,1.5832240672014004
R0924,EASY,1.5x,1.0,4.5633549115336685
R0925,EASY,1.5x,1.0,1.6476232799746082
R0926,EASY,1.5x,1.0,4.47819335694827
R0927,EASY,1.5x,1.0,4.749565366503378
R0928,EASY,1.5x,1.0,1.447179746861569
R0929,EASY,1.5x,1.0,2.0334359852480772
R0930,EASY,1.5x,1.0,3.8862972727187652
R0931,EASY,1.5x,1.0,5.479349938382081
R0932,EASY,1.5x,0.6666666666666666,7.998753345983165
R0933,EASY,1.5x,1.0,7.562035680376688
R0934,EASY,1.5x,1.0,4.508482650372452
R0935,EASY,1.5x,1.0,2.7369839396483933
R0936,EASY,1.5x,1.0,5.7740825370593525
R0937,EASY,1.5x,1.0,6.875302145659998
R0938,EASY,1.5x,0.6666666666666666,4.708045148568448
R0939,EASY,1.5x,1.0,5.044206763520778
R0940,EASY,1.5x,1.0,0.9479580652424661
R0941,EASY,1.5x,0.6666666666666666,6.571164526662161
R0942,EASY,1.5x,1.0,2.7483799384584393
R0943,EASY,1.5x,1.0,3.1918932312950776
R0944,EASY,1.5x,1.0,11.010891026746629
R0945,EASY,1.5x,1.0,3.1708312865863237
R0946,EASY,1.5x,1.0,3.2357615486879077
R0947,EASY,1.5x,1.0,1.8585115225666045
R0948,EASY,1.5x,1.0,2.6703279442721564
R0949,EASY,1.5x,1.0,5.460565993702704
R0950,EASY,1.5x,1.0,2.2149860450028047
R0951,EASY,1.5x,1.0,4.157848579731621
R0952,EASY,1.5x,1.0,4.83330138814251
R0953,EASY,1.5x,0.6666666666666666,8.920722861603789
R0954,FRAGILE,1.5x,1.0,10.824122632905572
R0955,EASY,1.5x,1.0,4.170404352573011
R0956,EASY,1.5x,1.0,4.43002267308826
R0957,EASY,1.5x,1.0,1.451477682061358
R0958,FRAGILE,1.5x,0.3333333333333333,16.384269281452877
R0959,EASY,1.5x,1.0,3.1062333528290296
R0960,EASY,1.5x,1.0,1.85444190684422
R0961,EASY,1.5x,0.6666666666666666,4.98946387155333
R0962,EASY,1.5x,1.0,2.211410006201985
R0963,EASY,1.5x,1.0,3.041354611136194
R0964,EASY,1.5x,1.0,2.9486515582157984
R0965,EASY,1.5x,1.0,2.5660634764528374
R0966,EASY,1.5x,1.0,6.215099190581328
R0967,EASY,1.5x,1.0,4.665160480374348
R0968,EASY,1.5x,1.0,6.331321908337642
R0969,EASY,1.5x,1.0,5.257894135632483
R0970,EASY,1.5x,1.0,3.374260759657688
R0971,EASY,1.5x,1.0,6.026668298027693
R0972,EASY,1.5x,1.0,5.501309597834898
R0973,EASY,1.5x,0.6666666666666666,5.548021714060009
R0974,EASY,1.5x,1.0,3.708149999954152
R0975,EASY,1.5x,0.6666666666666666,5.778314547676213
R0976,EASY,1.5x,1.0,2.6300913823758374
R0977,EASY,1.5x,1.0,3.2529720798156436
R0978,EASY,1.5x,1.0,2.688486864978334
R0979,EASY,1.5x,1.0,1.055179862247629
R0980,EASY,1.5x,1.0,2.876874673287155
R0981,EASY,1.5x,1.0,1.331673156844627
R0982,FRAGILE,1.5x,0.6666666666666666,10.491987314800147
R0983,EASY,1.5x,1.0,2.992697363495722
R0984,EASY,1.5x,1.0,2.973844782768447
R0985,EASY,1.5x,1.0,6.514917065306865
R0986,EASY,1.5x,1.0,3.879215786557505
R0987,EASY,1.5x,1.0,1.7799284572646838
R0988,EASY,1.5x,0.3333333333333333,13.001499738056637
R0989,EASY,1.5x,1.0,3.0814814723751724
R0990,EASY,1.5x,0.6666666666666666,7.290880925244058
R0991,EASY,1.5x,1.0,4.356151823086941
R0992,EASY,1.5x,1.0,3.0277209315316145
R0993,EASY,1.5x,1.0,3.346307655047935
R0994,EASY,1.5x,1.0,3.7992624748446246
R0995,EASY,1.5x,1.0,3.859142315123586
R0996,EASY,1.5x,1.0,4.017595143726492
R0997,EASY,1.5x,1.0,1.3658227037983306
R0998,EASY,1.5x,1.0,4.263894119417517
R0999,EASY,1.5x,1.0,3.702204515315907
R1000,EASY,1.5x,1.0,3.594963135072709
R1001,EASY,1.5x,1.0,2.961978059640041
R1002,EASY,1.5x,1.0,3.9312333297313202
R1003,EASY,1.5x,1.0,2.0034597543122836
R1004,EASY,1.5x,1.0,6.947687222023742
R1005,EASY,1.5x,1.0,4.093463300909608
R1006,EASY,1.5x,1.0,4.233554738227892
R1007,EASY,1.5x,1.0,7.681783591989141
R1008,EASY,1.5x,1.0,2.6009724744657317
R1009,EASY,1.5x,1.0,3.3868641913023754
R1010,EASY,1.5x,0.6666666666666666,7.246926416333054
R1011,EASY,1.5x,1.0,2.6563513290463674
R1012,EASY,1.5x,1.0,6.4844984977003834
R1013,EASY,1.5x,1.0,5.686588339164893
R1014,EASY,1.5x,1.0,4.522175746785409
R1015,EASY,1.5x,1.0,2.986378285848348
R1016,EASY,1.5x,1.0,1.8817249699391532
R1017,EASY,1.5x,1.0,2.1695410059333398
R1018,EASY,1.5x,1.0,3.412412574438132
R1019,EASY,1.5x,1.0,4.995461121266793
R1020,EASY,1.5x,1.0,2.676668311475121
R1021,FRAGILE,1.5x,0.0,18.091806521701
R1022,EASY,1.5x,1.0,3.34259026204017
R1023,EASY,1.5x,1.0,3.4010780292486253
R1024,EASY,1.5x,1.0,4.292414229784253
R1025,EASY,1.5x,1.0,1.371999957063874
R1026,EASY,1.5x,1.0,4.964016669165822
R1027,EASY,1.5x,1.0,3.0350819508045377
R1028,EASY,1.5x,1.0,4.324471197599159
R1029,EASY,1.5x,1.0,4.923059644801611
R1030,EASY,1.5x,1.0,2.008932746679054
R1031,EASY,1.5x,1.0,2.982608289652345
R1032,EASY,1.5x,1.0,5.648534590753017
R1033,EASY,1.5x,1.0,7.873884390686526
R1034,EASY,1.5x,1.0,2.2194765132921095
R1035,EASY,1.5x,1.0,3.5384973143908716
R1036,EASY,1.5x,1.0,5.377279199060062
R1037,EASY,1.5x,1.0,2.8712851383047706
R1038,EASY,1.5x,0.6666666666666666,5.394974108259365
R1039,EASY,1.5x,1.0,2.0805745625121057
R1040,EASY,1.5x,1.0,4.486719564731817
R1041,EASY,1.5x,1.0,1.7025265076295202
R1042,EASY,1.5x,0.6666666666666666,6.1577920478059225
R1043,EASY,1.5x,1.0,7.006810869662606
R1044,EASY,1.5x,1.0,2.41057486029581
R1045,EASY,1.5x,1.0,3.6948202540942425
R1046,EASY,1.5x,1.0,3.4175271498634303
R1047,EASY,1.5x,1.0,2.818203309266074
R1048,EASY,1.5x,1.0,3.4724737698783152
R1049,EASY,1.5x,1.0,3.951505014246809
R1050,EASY,1.5x,1.0,2.6765339116753957
R1051,EASY,1.5x,1.0,2.5277066493526084
R1052,EASY,1.5x,1.0,5.82029163657495
R1053,EASY,1.5x,1.0,2.666222360085287
R1054,EASY,1.5x,1.0,3.511340336287764
R1055,EASY,1.5x,1.0,3.5261245263505905
R1056,EASY,1.5x,1.0,4.856276200824101
R1057,EASY,1.5x,1.0,2.779340156048446
R1058,EASY,1.5x,1.0,2.5048957590244636
R1059,EASY,1.5x,0.6666666666666666,5.277833526634875
R1060,EASY,1.5x,1.0,3.990445603236765
R1061,EASY,1.5x,1.0,3.4708725162373977
R1062,EASY,1.5x,1.0,5.994565728719785
R1063,EASY,1.5x,1.0,1.457425311183085
R1064,EASY,1.5x,1.0,3.9642780401617266
R1065,EASY,1.5x,1.0,3.325300755523068
R1066,EASY,1.5x,1.0,3.665877637911928
R1067,EASY,1.5x,1.0,3.291423907718427
R1068,EASY,1.5x,1.0,2.3147215425895156
R1069,EASY,1.5x,1.0,3.4863634993369796
R1070,FRAGILE,1.5x,0.3333333333333333,16.869852528647808
