rocket_id,regime,wind_mult,sr,rms
R1071,EASY,1.5x,1.0,4.193224818806846
R1072,EASY,1.5x,1.0,4.496136326748917
R1073,EASY,1.5x,1.0,4.328883928236627
R1074,EASY,1.5x,1.0,2.996342815280647
R1075,EASY,1.5x,1.0,3.250540825918483
R1076,EASY,1.5x,1.0,2.4657288981563017
R1077,EASY,1.5x,1.0,3.66156133004351
R1078,EASY,1.5x,1.0,3.2937261500090584
R1079,EASY,1.5x,0.6666666666666666,8.041564818916166
R1080,EASY,1.5x,1.0,4.512620009022822
R1081,EASY,1.5x,0.6666666666666666,4.884987343284102
R1082,FRAGILE,1.5x,0.6666666666666666,13.55307223594439
R1083,EASY,1.5x,1.0,1.7008142497900358
R1084,EASY,1.5x,0.6666666666666666,6.755164292863021
R1085,EASY,1.5x,1.0,5.0415519780371305
R1086,EASY,1.5x,1.0,1.8935146548541217
R1087,EASY,1.5x,1.0,2.150114259632682
R1088,EASY,1.5x,1.0,4.892841935073945
R1089,EASY,1.5x,1.0,3.382798891045603
R1090,EASY,1.5x,1.0,3.9469401019988886
R1091,EASY,1.5x,1.0,2.34085338423492
R1092,EASY,1.5x,1.0,5.352477637657629
R1093,EASY,1.5x,1.0,3.089608426826764
R1094,FRAGILE,1.5x,0.3333333333333333,11.852295185582848
R1095,EASY,1.5x,1.0,1.5306424503814091
R1096,EASY,1.5x,1.0,4.786914052015692
R1097,EASY,1.5x,0.6666666666666666,8.100069384900236
R1098,EASY,1.5x,1.0,2.8895678220061094
R1099,EASY,1.5x,1.0,5.9341784914872475
R1100,EASY,1.5x,1.0,3.7944095508204874
R1101,EASY,1.5x,1.0,3.4902963763694252
R1102,EASY,1.5x,0.6666666666666666,8.888942645659974
R1103,EASY,1.5x,1.0,3.6201354541616624
R1104,EASY,1.5x,1.0,3.087292966536834
R1105,EASY,1.5x,1.0,4.533533648572899
R1106,EASY,1.5x,1.0,3.8977691208196252
R1107,EASY,1.5x,1.0,3.718464309491748
R1108,EASY,1.5x,1.0,2.8148118810932714
R1109,EASY,1.5x,1.0,2.9979732252760463
R1110,EASY,1.5x,1.0,3.418421142378287
R1111,EASY,1.5x,1.0,3.2242155287775316
R1112,EASY,1.5x,1.0,4.01111628363893
R1113,EASY,1.5x,1.0,2.984094722143086
R1114,EASY,1.5x,1.0,2.3712068270082636
R1115,EASY,1.5x,0.6666666666666666,10.447186998527897
R1116,EASY,1.5x,1.0,4.763074012529515
R1117,EASY,1.5x,1.0,2.4409531331981165
R1118,EASY,1.5x,1.0,2.4012331785338685
R1119,EASY,1.5x,1.0,3.7481035332814567
R1120,EASY,1.5x,1.0,6.2706597375379785
R1121,EASY,1.5x,1.0,4.990641227787168
R1122,EASY,1.5x,1.0,3.640804310483695
R1123,EASY,1.5x,0.6666666666666666,6.134564050167962
R1124,EASY,1.5x,1.0,2.368696875465571
R1125,EASY,1.5x,1.0,2.0628400629450576
R1126,EASY,1.5x,1.0,5.392940571666524
R1127,EASY,1.5x,1.0,1.6497345886251094
R1128,EASY,1.5x,1.0,4.060853842518327
R1129,EASY,1.5x,1.0,3.4456249212026253
R1130,EASY,1.5x,1.0,4.048019185080507
R1131,EASY,1.5x,0.6666666666666666,6.432066391803303
R1132,EASY,1.5x,1.0,3.811461726570064
R1133,EASY,1.5x,1.0,4.876422664521406
R1134,EASY,1.5x,1.0,4.625709112127063
R1135,EASY,1.5x,1.0,8.017031087431342
R1136,EASY,1.5x,1.0,5.742174317874524
R1137,EASY,1.5x,1.0,2.603871882947583
R1138,EASY,1.5x,0.6666666666666666,9.566726952738014
R1139,EASY,1.5x,1.0,2.1770266578331126
R1140,EASY,1.5x,1.0,7.4631148809224905
R1141,EASY,1.5x,1.0,2.9188832784871366
R1142,EASY,1.5x,1.0,4.792301110052691
R1143,EASY,1.5x,1.0,5.256710098490195
R1144,EASY,1.5x,1.0,6.946590648538272
R1145,EASY,1.5x,0.6666666666666666,8.591994765592355
R1146,EASY,1.5x,1.0,1.5381058484959083
R1147,EASY,1.5x,1.0,3.4808432392255297
R1148,EASY,1.5x,1.0,3.297087571379095
R1149,EASY,1.5x,1.0,2.5346129068944987
R1150,EASY,1.5x,1.0,3.7008046051993304
R1151,EASY,1.5x,1.0,1.9381826654910836
R1152,EASY,1.5x,0.6666666666666666,8.000622827366916
R1153,EASY,1.5x,1.0,4.3853640929864275
R1154,EASY,1.5x,1.0,4.235793833180693
R1155,EASY,1.5x,1.0,1.1558222707985557
R1156,EASY,1.5x,1.0,4.6038744993621865
R1157,EASY,1.5x,1.0,6.714552472903992
R1158,EASY,1.5x,1.0,1.3847252182002767
R1159,EASY,1.5x,1.0,2.0917984032673878
R1160,EASY,1.5x,0.6666666666666666,4.904220952877374
R1161,EASY,1.5x,1.0,1.9163593085104964
R1162,EASY,1.5x,1.0,4.077222078270505
R1163,EASY,1.5x,1.0,3.369012085510947
R1164,EASY,1.5x,1.0,4.0966234373596855
R1165,FRAGILE,1.5x,1.0,7.758620638836878
R1166,EASY,1.5x,1.0,3.1996848423717097
R1167,EASY,1.5x,1.0,1.7159679889357096
R1168,EASY,1.5x,1.0,2.8942004819977902
R1169,EASY,1.5x,1.0,3.6058195138546005
R1170,EASY,1.5x,1.0,2.4567998741536496
R1171,FRAGILE,1.5x,1.0,7.333781845298664
R1172,EASY,1.5x,1.0,2.1191953120825957
R1173,EASY,1.5x,1.0,4.038801716047677
R1174,EASY,1.5x,1.0,2.2675664856066664
R1175,EASY,1.5x,1.0,3.459360454330523
R1176,EASY,1.5x,1.0,5.139404779946204
R1177,EASY,1.5x,1.0,2.3033695495999034
R1178,EASY,1.5x,0.6666666666666666,12.135365620106677
R1179,EASY,1.5x,1.0,2.949812142696647
R1180,EASY,1.5x,1.0,4.951386561025113
R1181,EASY,1.5x,1.0,4.730384006433671
R1182,EASY,1.5x,1.0,3.2086934167169345
R1183,EASY,1.5x,1.0,8.606048809730241
R1184,EASY,1.5x,1.0,3.5995281871863853
R1185,EASY,1.5x,1.0,3.9597860156694
R1186,EASY,1.5x,1.0,3.9355986203509907
R1187,EASY,1.5x,1.0,3.423391574567992
R1188,EASY,1.5x,1.0,3.148593486177647
R1189,EASY,1.5x,1.0,2.723397021941341
R1190,EASY,1.5x,1.0,4.982767758867265
R1191,EASY,1.5x,1.0,3.223088382659746
R1192,EASY,1.5x,1.0,3.5256275274956366
R1193,EASY,1.5x,1.0,4.786081423776534
R1194,EASY,1.5x,1.0,3.806458821222497
R1195,EASY,1.5x,1.0,1.7871882261382128
R1196,EASY,1.5x,1.0,2.57968487641652
R1197,EASY,1.5x,1.0,5.418542777960553
R1198,EASY,1.5x,1.0,3.9827414181623975
R1199,EASY,1.5x,1.0,3.8895547602491622
R1200,EASY,1.5x,1.0,3.2701246712599903
R0001,EASY,2x,1.0,7.083412434059497
R0002,EASY,2x,1.0,3.5362221280369415
R0003,EASY,2x,1.0,3.931354354086505
R0004,EASY,2x,0.6666666666666666,7.287277721154402
R0005,EASY,2x,1.0,4.74894005745312
R0006,EASY,2x,1.0,5.00079439068048
R0007,EASY,2x,1.0,4.734524883912877
R0008,EASY,2x,1.0,3.8321293728993946
R0009,EASY,2x,1.0,3.002677729436673
R0010,EASY,2x,1.0,4.767553574401663
R0011,EASY,2x,1.0,4.759083699284157
R0012,EASY,2x,1.0,3.716365066267162
R0013,EASY,2x,1.0,3.9968159913479497
R0014,EASY,2x,1.0,3.6328366554093177
R0015,EASY,2x,1.0,3.7376886515699383
R0016,EASY,2x,0.6666666666666666,3.817407063725111
R0017,EASY,2x,1.0,2.2394146835090027
R0018,EASY,2x,0.6666666666666666,6.3229480633068755
R0019,EASY,2x,1.0,3.122117481037117
R0020,EASY,2x,1.0,5.090415179229681
R0021,EASY,2x,1.0,3.5602487397471
R0022,EASY,2x,1.0,2.469292827039616
R0023,EASY,2x,1.0,2.9913762243894317
R0024,EASY,2x,1.0,4.691538714038502
R0025,EASY,2x,1.0,2.7896208187147575
R0026,EASY,2x,0.6666666666666666,8.807147992916136
R0027,EASY,2x,1.0,1.9995520482276128
R0028,EASY,2x,0.6666666666666666,5.51724798506364
R0029,EASY,2x,0.3333333333333333,13.273954778846862
R0030,EASY,2x,1.0,3.0392977340129406
R0031,EASY,2x,1.0,3.0058227625853813
R0032,EASY,2x,1.0,1.9063155934617162
R0033,EASY,2x,1.0,1.6310545345399496
R0034,EASY,2x,1.0,3.3683552671646404
R0035,EASY,2x,1.0,2.670456413067093
R0036,EASY,2x,1.0,5.004844023428045
R0037,EASY,2x,1.0,1.864239498572709
R0038,EASY,2x,1.0,5.255180672837884
R0039,EASY,2x,1.0,3.151056470877473
R0040,EASY,2x,1.0,3.0005579575242627
R0041,EASY,2x,1.0,5.028680789305731
R0042,EASY,2x,1.0,2.971266013807932
R0043,EASY,2x,1.0,1.9939320946939987
R0044,EASY,2x,1.0,4.24791095595632
R0045,EASY,2x,1.0,6.193203410198483
R0046,EASY,2x,1.0,4.120664153811945
R0047,EASY,2x,1.0,7.269215780781845
R0048,EASY,2x,1.0,6.603286001939151
R0049,EASY,2x,1.0,3.622649945013214
R0050,EASY,2x,1.0,4.245111479548327
R0051,EASY,2x,1.0,4.439458680568516
R0052,EASY,2x,1.0,3.715055343450428
R0053,EASY,2x,1.0,3.7761365285488715
R0054,EASY,2x,1.0,3.2688548383562535
R0055,EASY,2x,1.0,2.117498337032277
R0056,EASY,2x,1.0,2.6062282297268666
R0057,EASY,2x,1.0,1.4720095521868473
R0058,EASY,2x,1.0,2.957220734540307
R0059,EASY,2x,1.0,6.092750866145118
R0060,EASY,2x,1.0,3.053925875980131
R0061,EASY,2x,1.0,4.1271091658181644
R0062,EASY,2x,1.0,3.64688615628786
R0063,EASY,2x,1.0,1.6123867500736733
R0064,EASY,2x,1.0,3.531861768305067
R0065,EASY,2x,1.0,0.7595226476639607
R0066,EASY,2x,1.0,10.01614962841983
R0067,EASY,2x,1.0,3.8289394840878104
R0068,EASY,2x,1.0,3.109240422570396
R0069,EASY,2x,1.0,1.9876924689154738
R0070,EASY,2x,0.6666666666666666,4.523641987212031
R0071,EASY,2x,1.0,3.3749793448595042
R0072,EASY,2x,1.0,4.838453533690523
R0073,EASY,2x,0.6666666666666666,6.998965668880764
R0074,EASY,2x,1.0,5.4172801896319855
R0075,EASY,2x,1.0,8.268026618040516
R0076,EASY,2x,1.0,3.8845067473056702
R0077,EASY,2x,1.0,3.3608035018699938
R0078,EASY,2x,1.0,5.011320462405119
R0079,EASY,2x,1.0,1.950045711590394
R0080,EASY,2x,1.0,2.22468093990109
R0081,EASY,2x,1.0,5.751838914052212
R0082,EASY,2x,1.0,3.3961670290597383
R0083,EASY,2x,1.0,3.7369403739358
R0084,EASY,2x,1.0,10.419405921034091
R0085,EASY,2x,1.0,2.8257403207064233
R0086,EASY,2x,1.0,7.42283619873924
R0087,EASY,2x,0.3333333333333333,9.60103978912421
R0088,EASY,2x,1.0,1.767305992509204
R0089,EASY,2x,1.0,5.753329297638668
R0090,EASY,2x,1.0,2.4051887040770517
R0091,FRAGILE,2x,0.6666666666666666,9.850407357586496
R0092,EASY,2x,1.0,3.0324300825159405
R0093,EASY,2x,1.0,3.0737980686626827
R0094,EASY,2x,1.0,4.243359426520324
R0095,EASY,2x,0.6666666666666666,7.21508465249526
R0096,EASY,2x,1.0,3.50170133441356
R0097,EASY,2x,1.0,0.9098312238149479
R0098,EASY,2x,1.0,1.8465103676703967
R0099,EASY,2x,1.0,2.314526081895879
R0100,EASY,2x,1.0,4.748620090531753
R0101,EASY,2x,1.0,2.2257870149463717
R0102,EASY,2x,1.0,6.14554591260054
R0103,EASY,2x,1.0,3.17364019592865
R0104,EASY,2x,1.0,1.0327020252350076
R0105,EASY,2x,1.0,3.618271130885653
R0106,EASY,2x,1.0,2.371233096050508
R0107,EASY,2x,1.0,4.935988050175999
R0108,EASY,2x,1.0,2.1317424392374167
R0109,EASY,2x,1.0,2.068590002654837
R0110,EASY,2x,1.0,2.4169482268584335
R0111,EASY,2x,1.0,5.3585860553356
R0112,EASY,2x,1.0,1.8250908161749866
R0113,EASY,2x,0.3333333333333333,6.204963548475251
R0114,EASY,2x,1.0,3.6528263668456873
R0115,EASY,2x,1.0,3.984018145294828
R0116,EASY,2x,1.0,2.1103419657165268
R0117,EASY,2x,1.0,5.661133342146502
R0118,EASY,2x,1.0,1.4357555136037055
R0119,EASY,2x,1.0,2.4226646343835516
R0120,EASY,2x,0.3333333333333333,8.70663157582467
R0121,EASY,2x,1.0,3.1887125801692533
R0122,EASY,2x,1.0,4.232714000681766
R0123,EASY,2x,1.0,8.117344721876577
R0124,EASY,2x,1.0,2.7232741112068006
R0125,EASY,2x,1.0,3.4373029234329393
R0126,EASY,2x,1.0,2.75203695756686
R0127,EASY,2x,1.0,5.8639486382596955
R0128,EASY,2x,1.0,7.71255322300176
R0129,EASY,2x,1.0,4.150537694814876
R0130,EASY,2x,1.0,5.393977294087044
R0131,EASY,2x,1.0,3.8232216665861443
R0132,EASY,2x,1.0,3.808293510344972
R0133,EASY,2x,1.0,4.058022254906226
R0134,EASY,2x,1.0,2.6491888703551436
R0135,EASY,2x,1.0,4.156819624467276
R0136,EASY,2x,1.0,4.793242743775802
R0137,EASY,2x,1.0,1.6706878660887137
R0138,EASY,2x,1.0,4.145576468084308
R0139,EASY,2x,1.0,2.7792646791894935
R0140,EASY,2x,1.0,1.1809747609208963
R0141,EASY,2x,1.0,3.575291652173867
R0142,EASY,2x,1.0,3.282350196231358
R0143,EASY,2x,0.6666666666666666,6.1709549315667696
R0144,EASY,2x,1.0,3.0774831887862635
R0145,EASY,2x,1.0,2.602657886530908
R0146,FRAGILE,2x,1.0,6.934092939191096
R0147,EASY,2x,1.0,3.5693163980781257
R0148,EASY,2x,1.0,3.9047154098345005
R0149,EASY,2x,1.0,5.333390143010804
R0150,EASY,2x,1.0,3.717300959577454
R0151,EASY,2x,1.0,2.7366382115464503
R0152,EASY,2x,1.0,3.229932887541439
R0153,EASY,2x,1.0,3.13948059050424
R0154,EASY,2x,1.0,6.090634023607983
R0155,EASY,2x,1.0,6.253035676185713
R0156,EASY,2x,0.0,15.080971797443338
R0157,EASY,2x,1.0,4.1988218346622785
R0158,EASY,2x,1.0,6.0348967633526085
R0159,EASY,2x,1.0,2.9370046156752827
R0160,EASY,2x,1.0,4.142608449930752
R0161,EASY,2x,1.0,3.4217309905132267
R0162,EASY,2x,1.0,3.230715651960241
R0163,EASY,2x,1.0,1.76480851744682
R0164,EASY,2x,0.6666666666666666,6.756901610307924
R0165,EASY,2x,1.0,4.096725494922135
R0166,EASY,2x,1.0,2.001475301880321
R0167,EASY,2x,0.3333333333333333,7.953185329955584
R0168,EASY,2x,1.0,1.6959063274327317
R0169,EASY,2x,1.0,3.9129746247577675
R0170,EASY,2x,1.0,4.732238563508206
R0171,EASY,2x,0.6666666666666666,7.065275006066842
R0172,EASY,2x,1.0,2.2651719872991785
R0173,EASY,2x,1.0,2.276879254998113
R0174,EASY,2x,1.0,5.638695655300887
R0175,EASY,2x,1.0,2.5173293244513246
R0176,EASY,2x,1.0,5.314314899927827
R0177,EASY,2x,1.0,1.2017454529887954
R0178,EASY,2x,1.0,3.667925904532108
R0179,EASY,2x,1.0,1.8779340648077154
R0180,EASY,2x,1.0,10.3997712540047
R0181,EASY,2x,1.0,3.3253710182759875
R0182,EASY,2x,1.0,3.7159230913169243
R0183,EASY,2x,0.6666666666666666,12.143613895809898
R0184,EASY,2x,1.0,3.735001356093623
R0185,EASY,2x,1.0,4.321923480146404
R0186,EASY,2x,1.0,3.3914041607605934
R0187,EASY,2x,1.0,7.390504521852281
R0188,EASY,2x,1.0,3.479121393191395
R0189,EASY,2x,1.0,3.4020983619000913
R0190,EASY,2x,1.0,3.3623504897307552
R0191,EASY,2x,1.0,3.9879259598486883
R0192,EASY,2x,1.0,2.127387395146401
R0193,EASY,2x,1.0,2.2181979147363458
R0194,EASY,2x,1.0,3.9055953047734135
R0195,EASY,2x,0.6666666666666666,7.3780171844404485
R0196,EASY,2x,1.0,6.6676716929055075
R0197,EASY,2x,0.6666666666666666,3.75859232797071
R0198,EASY,2x,1.0,4.764371690380374
R0199,EASY,2x,0.6666666666666666,7.513684085389411
R0200,EASY,2x,1.0,3.358146402366858
R0201,EASY,2x,1.0,3.505007971834701
R0202,EASY,2x,1.0,4.246844015919328
R0203,EASY,2x,0.6666666666666666,8.022853313585586
R0204,EASY,2x,1.0,1.8579403014627938
R0205,EASY,2x,0.6666666666666666,5.0164761729483525
R0206,EASY,2x,0.6666666666666666,8.054836141039681
R0207,EASY,2x,0.6666666666666666,7.820934528516229
R0208,EASY,2x,1.0,3.7018806854667274
R0209,EASY,2x,1.0,3.6975670045095366
R0210,EASY,2x,1.0,5.189324008489666
R0211,EASY,2x,1.0,2.2248149188873954
R0212,EASY,2x,1.0,2.589165515728143
R0213,EASY,2x,1.0,5.6733200053648325
R0214,EASY,2x,1.0,3.9156379078463277
R0215,EASY,2x,1.0,2.483961665735666
R0216,EASY,2x,1.0,4.752266805410826
R0217,EASY,2x,1.0,7.019394686855647
R0218,EASY,2x,1.0,2.138197433885622
R0219,EASY,2x,0.6666666666666666,5.173175490638864
R0220,EASY,2x,1.0,2.4914049233651068
R0221,EASY,2x,1.0,4.079142859139
R0222,EASY,2x,0.6666666666666666,6.002051079642842
R0223,EASY,2x,1.0,1.8873361671421742
R0224,EASY,2x,1.0,2.742824975830166
R0225,EASY,2x,1.0,2.9502443798254205
R0226,EASY,2x,1.0,2.2948191093324186
R0227,EASY,2x,1.0,1.7622122437996144
R0228,EASY,2x,1.0,1.2562289208082857
R0229,EASY,2x,1.0,3.2103133732092104
R0230,EASY,2x,1.0,3.544455769472375
R0231,EASY,2x,1.0,3.5834542059354466
R0232,EASY,2x,1.0,6.3011514730900915
R0233,EASY,2x,0.6666666666666666,6.430891024528304
R0234,EASY,2x,1.0,2.6126580894047966
R0235,EASY,2x,1.0,3.363550164810032
R0236,EASY,2x,1.0,4.849435567903416
R0237,EASY,2x,1.0,1.9292908245092508
R0238,EASY,2x,1.0,3.6668488348660326
R0239,EASY,2x,1.0,3.7847411626737397
R0240,EASY,2x,1.0,6.259157775944831
R0241,EASY,2x,1.0,3.5206784725455744
R0242,EASY,2x,1.0,4.352076128263803
R0243,EASY,2x,1.0,2.9807502781802557
R0244,EASY,2x,1.0,4.638159977666898
R0245,EASY,2x,0.6666666666666666,3.8120824790357104
R0246,EASY,2x,1.0,4.07970712578271
R0247,EASY,2x,1.0,2.4128085215968382
R0248,EASY,2x,1.0,4.869688826169365
R0249,EASY,2x,1.0,5.552699660548039
R0250,EASY,2x,1.0,6.789003672355247
R0251,EASY,2x,1.0,3.1316389687919037
R0252,EASY,2x,1.0,3.737141601765521
R0253,EASY,2x,1.0,4.336935603472882
R0254,EASY,2x,1.0,4.361370609030651
R0255,EASY,2x,1.0,4.8164769099128115
R0256,EASY,2x,1.0,5.116584444750627
R0257,EASY,2x,1.0,6.627008729907083
R0258,EASY,2x,1.0,3.470811513097239
R0259,EASY,2x,1.0,1.9376345297009767
R0260,EASY,2x,0.6666666666666666,5.52567919474128
R0261,EASY,2x,1.0,3.8770402776834696
R0262,EASY,2x,1.0,6.029708737056981
R0263,EASY,2x,0.6666666666666666,9.562479882827246
R0264,EASY,2x,1.0,1.108808513582582
R0265,EASY,2x,1.0,4.095079801288729
R0266,EASY,2x,1.0,4.946736226449216
R0267,FRAGILE,2x,0.6666666666666666,8.643598360476664
R0268,EASY,2x,1.0,2.986045287876289
R0269,EASY,2x,1.0,2.748651066025257
R0270,EASY,2x,1.0,3.8888777284954794
R0271,EASY,2x,1.0,7.431034948495616
R0272,EASY,2x,1.0,2.263006720124353
R0273,EASY,2x,0.6666666666666666,5.494246688665761
R0274,EASY,2x,1.0,1.1227759617856037
R0275,EASY,2x,1.0,3.6221132017035047
R0276,EASY,2x,1.0,2.4916554349224835
R0277,EASY,2x,1.0,3.08566329891382
R0278,EASY,2x,1.0,0.5897118656185106
R0279,EASY,2x,1.0,4.299057793130001
R0280,EASY,2x,1.0,4.126923155094466
R0281,EASY,2x,1.0,3.9015326886532278
R0282,EASY,2x,1.0,5.324663500980549
R0283,MARGINAL,2x,1.0,5.804667972441016
R0284,EASY,2x,1.0,4.441919833245264
R0285,EASY,2x,1.0,2.6733665657573655
R0286,EASY,2x,1.0,3.236942306966501
R0287,EASY,2x,0.3333333333333333,12.174198237706497
R0288,EASY,2x,0.6666666666666666,9.655751483643762
R0289,EASY,2x,1.0,3.634613998129341
R0290,EASY,2x,1.0,2.7635726720852496
R0291,EASY,2x,1.0,0.8881636615325731
R0292,EASY,2x,1.0,2.1310633650430693
R0293,EASY,2x,0.6666666666666666,9.420075055170797
R0294,EASY,2x,1.0,1.8217072949759736
R0295,EASY,2x,1.0,5.043697556641938
R0296,EASY,2x,0.6666666666666666,9.330575154855412
R0297,EASY,2x,1.0,5.137690673792554
R0298,EASY,2x,1.0,4.136978101951484
R0299,EASY,2x,1.0,2.934611823411935
R0300,EASY,2x,1.0,4.143430714063752
R0301,EASY,2x,1.0,3.4373167181825495
R0302,EASY,2x,1.0,3.0868869879490095
R0303,EASY,2x,1.0,1.6119828643299285
R0304,EASY,2x,1.0,3.2437651652120874
R0305,EASY,2x,1.0,3.111832606746926
R0306,EASY,2x,1.0,1.9867218554143573
R0307,EASY,2x,1.0,2.313178259006948
R0308,EASY,2x,0.6666666666666666,6.043080546491865
R0309,EASY,2x,1.0,4.1999533843376655
R0310,EASY,2x,1.0,3.8592441162975266
R0311,EASY,2x,1.0,4.7128247021282705
R0312,EASY,2x,1.0,2.855321312226293
R0313,EASY,2x,1.0,1.7349369182025398
R0314,EASY,2x,1.0,1.637325861764916
R0315,EASY,2x,1.0,3.0525120845392926
R0316,EASY,2x,1.0,4.2651659035325755
R0317,EASY,2x,1.0,2.111460458288303
R0318,EASY,2x,1.0,3.1350727400285407
R0319,EASY,2x,1.0,1.8599009306467689
R0320,EASY,2x,1.0,2.0311452103808225
R0321,EASY,2x,1.0,1.5494812296209224
R0322,EASY,2x,1.0,3.857847955263569
R0323,EASY,2x,0.6666666666666666,6.220595686049781
R0324,EASY,2x,1.0,2.9623046010858993
R0325,EASY,2x,1.0,2.9233636385202026
R0326,EASY,2x,1.0,1.609415544992035
R0327,EASY,2x,1.0,4.472021534691694
R0328,EASY,2x,1.0,2.9076415461332115
R0329,EASY,2x,1.0,3.2726596452102505
R0330,EASY,2x,1.0,4.360467425962555
R0331,EASY,2x,1.0,3.231129975765242
R0332,EASY,2x,1.0,4.202734282663145
R0333,EASY,2x,1.0,4.377948523768077
R0334,EASY,2x,0.6666666666666666,8.439362485738402
R0335,EASY,2x,1.0,3.865625869598991
R0336,EASY,2x,0.6666666666666666,6.605491362704867
R0337,EASY,2x,1.0,4.960029960908572
R0338,EASY,2x,1.0,2.487484877848028
R0339,EASY,2x,1.0,3.418656918123553
R0340,EASY,2x,1.0,4.159092662284855
R0341,EASY,2x,1.0,5.900645008831119
R0342,EASY,2x,1.0,6.141782943102981
R0343,EASY,2x,0.3333333333333333,6.613542432780648
R0344,EASY,2x,1.0,4.267254771130085
R0345,EASY,2x,1.0,3.858170193572279
R0346,EASY,2x,1.0,2.6617518264264333
R0347,EASY,2x,1.0,2.384209106126814
R0348,EASY,2x,1.0,2.0522095597617267
R0349,EASY,2x,1.0,5.453828772687711
R0350,EASY,2x,1.0,6.182030793998511
R0351,EASY,2x,1.0,1.9580248687148967
R0352,EASY,2x,1.0,2.783033777672312
R0353,EASY,2x,1.0,3.793186596198494
R0354,EASY,2x,0.6666666666666666,5.4131852494828765
R0355,EASY,2x,1.0,2.6922666015133845
R0356,EASY,2x,1.0,7.412788814297254
R0357,EASY,2x,1.0,6.5057323897894515
R0358,EASY,2x,1.0,2.4588949628983015
R0359,EASY,2x,1.0,5.8765459699582
R0360,EASY,2x,0.6666666666666666,6.005632611575699
R0361,EASY,2x,0.6666666666666666,12.471067838322476
R0362,EASY,2x,1.0,3.6048173298989368
R0363,MARGINAL,2x,1.0,6.321480915933418
R0364,EASY,2x,0.6666666666666666,8.899934855963712
R0365,EASY,2x,1.0,2.0897605316693855
R0366,EASY,2x,1.0,3.6475624425629456
R0367,EASY,2x,1.0,2.2661170250208373
R0368,EASY,2x,1.0,1.1108588606693586
R0369,EASY,2x,1.0,2.492976364282724
R0370,EASY,2x,1.0,5.536600172911986
R0371,EASY,2x,1.0,3.5862342241885137
R0372,EASY,2x,1.0,4.0601476133398196
R0373,FRAGILE,2x,0.3333333333333333,7.201218312899923
R0374,EASY,2x,1.0,5.619246464837171
R0375,EASY,2x,1.0,2.3126200909860226
R0376,EASY,2x,1.0,4.970798954400955
R0377,EASY,2x,1.0,5.536498107595197
R0378,EASY,2x,1.0,4.154657371311953
R0379,EASY,2x,1.0,1.2164598107528317
R0380,EASY,2x,1.0,3.47867196392585
R0381,EASY,2x,1.0,3.7451716738266754
R0382,EASY,2x,1.0,5.6895445618454055
R0383,EASY,2x,1.0,3.3786814006129333
R0384,EASY,2x,1.0,3.951158703850466
R0385,EASY,2x,1.0,3.810381339801809
R0386,EASY,2x,0.3333333333333333,10.865955950970294
R0387,EASY,2x,1.0,2.9813468630815527
R0388,EASY,2x,1.0,2.504482111499392
R0389,EASY,2x,1.0,4.051723577987844
R0390,EASY,2x,1.0,1.971995685211384
R0391,EASY,2x,1.0,3.089528948351118
R0392,EASY,2x,1.0,3.7105963308862635
R0393,EASY,2x,1.0,7.187172310685931
R0394,EASY,2x,1.0,3.1841294544125387
R0395,EASY,2x,1.0,3.769736780231096
R0396,EASY,2x,1.0,4.830126292668665
R0397,EASY,2x,0.6666666666666666,7.808354327756935
R0398,EASY,2x,1.0,5.410842038746517
R0399,EASY,2x,1.0,2.8812073129741873
R0400,EASY,2x,1.0,3.750200132706059
R0401,EASY,2x,1.0,1.9964057896697713
R0402,EASY,2x,1.0,3.8847039715524203
R0403,EASY,2x,1.0,3.0221703027397737
R0404,EASY,2x,0.6666666666666666,10.892718914685682
R0405,EASY,2x,0.6666666666666666,12.044774699845881
R0406,EASY,2x,1.0,4.022437052932767
R0407,EASY,2x,1.0,1.9125132666978857
R0408,EASY,2x,1.0,3.49087455700695
R0409,EASY,2x,1.0,3.0380889100168766
R0410,EASY,2x,1.0,3.939143793431884
R0411,EASY,2x,1.0,6.085351594134333
R0412,EASY,2x,1.0,3.4300489134691188
R0413,EASY,2x,1.0,5.025179268681388
R0414,EASY,2x,1.0,3.442739296713938
R0415,EASY,2x,1.0,10.540092871826372
R0416,EASY,2x,1.0,1.9495876306438742
R0417,EASY,2x,1.0,5.672019251345687
R0418,EASY,2x,1.0,2.9634598907294034
R0419,EASY,2x,1.0,8.873558601731048
R0420,MARGINAL,2x,0.6666666666666666,7.6645125468299655
R0421,EASY,2x,1.0,2.134966745385949
R0422,EASY,2x,1.0,5.823435767350962
R0423,EASY,2x,1.0,3.8007625558445874
R0424,EASY,2x,1.0,2.9295168210184293
R0425,EASY,2x,1.0,1.7026127577097936
R0426,EASY,2x,1.0,3.5145869468189104
R0427,EASY,2x,1.0,1.857125950697306
R0428,EASY,2x,1.0,3.9396873881940078
R0429,EASY,2x,1.0,3.7733128668712523
R0430,FRAGILE,2x,1.0,7.113241598426275
R0431,EASY,2x,1.0,2.978356594411222
R0432,EASY,2x,1.0,4.7492092085355315
R0433,EASY,2x,1.0,5.862503035302516
R0434,EASY,2x,1.0,2.753357742277417
R0435,EASY,2x,1.0,4.302448126890188
R0436,EASY,2x,1.0,2.4143215265588487
R0437,EASY,2x,1.0,4.618930838119661
R0438,EASY,2x,1.0,3.2525725385647077
R0439,MARGINAL,2x,0.3333333333333333,12.724326197610011
