Iyy,td,Kp,sr,rms
0.017166756138789728,54.90133304493853,98.12987883298509,1.0,1.5513739491740737
0.017166756138789728,54.90133304493853,117.88900795649232,1.0,1.3494892223224866
0.017166756138789728,54.90133304493853,141.6267742531272,1.0,1.2617867425733713
0.017166756138789728,54.90133304493853,170.14430380777196,1.0,1.217442660033062
0.017166756138789728,54.90133304493853,204.40403497781534,1.0,1.1419046813141445
0.017166756138789728,54.90133304493853,245.56219973379717,1.0,1.3253107601602208
0.017166756138789728,54.90133304493853,295.00784534241706,1.0,1.3716303176147968
0.017166756138789728,54.90133304493853,354.4097133350338,1.0,1.0814843082634746
0.017166756138789728,54.90133304493853,425.77255788038127,1.0,1.6319462981303772
0.017166756138789728,54.90133304493853,511.50480425075546,0.9,2.122878294359214
0.017166756138789728,54.90133304493853,614.4998307878476,0.5,5.494762954275028
0.017166756138789728,54.90133304493853,738.2336175540148,0.3,16.705087449609948
0.017166756138789728,54.90133304493853,886.8820572141738,0.2,38.85345452793818
0.017166756138789728,54.90133304493853,1065.461887274313,0.0,65.67330510710032
0.017166756138789728,54.90133304493853,1280.0,0.0,85.5600368978385
0.020474788017697025,46.03113816183707,1.0,0.3,10.229496816448014
0.020474788017697025,46.03113816183707,1.201356909419371,0.4,8.84896050572469
0.020474788017697025,46.03113816183707,1.4432584238096626,0.4,9.606068218724443
0.020474788017697025,46.03113816183707,1.733868479521449,0.4,8.711597744559825
0.020474788017697025,46.03113816183707,2.0829948778975518,0.5,8.555836368351487
0.020474788017697025,46.03113816183707,2.502420288847383,0.7,7.706028372072867
0.020474788017697025,46.03113816183707,3.0062999042780216,0.7,7.473174156325479
0.020474788017697025,46.03113816183707,3.6116391617911954,0.8,6.319329235116882
0.020474788017697025,46.03113816183707,4.338867661347438,0.9,5.949829855525419
0.020474788017697025,46.03113816183707,5.212528644016011,0.9,5.143360635787674
0.020474788017697025,46.03113816183707,6.26210730203502,1.0,4.724526203737654
0.020474788017697025,46.03113816183707,7.523025874825267,1.0,4.2687397552372435
0.020474788017697025,46.03113816183707,9.037839114462042,1.0,4.122685225809022
0.020474788017697025,46.03113816183707,10.857670466379624,1.0,3.856265963209777
0.020474788017697025,46.03113816183707,13.043937434983807,1.0,3.627621079235509
0.020474788017697025,46.03113816183707,15.67042436355178,1.0,3.2721016469549964
0.020474788017697025,46.03113816183707,18.825772582686582,1.0,2.875543715826713
0.020474788017697025,46.03113816183707,22.616471967368284,1.0,2.820431107261726
0.020474788017697025,46.03113816183707,27.170454864687393,1.0,2.68298649330631
0.020474788017697025,46.03113816183707,32.64141368375937,1.0,2.5708865304064576
0.020474788017697025,46.03113816183707,39.21398786220032,1.0,2.3714153463467644
0.020474788017697025,46.03113816183707,47.10999526414169,1.0,2.1990773443984866
0.020474788017697025,46.03113816183707,56.59591831329047,1.0,1.99370850143955
0.020474788017697025,46.03113816183707,67.99189751060582,1.0,1.696593698391031
0.020474788017697025,46.03113816183707,81.68253585890001,1.0,1.4861230893592976
0.020474788017697025,46.03113816183707,98.12987883298509,1.0,1.2947793203189157
0.020474788017697025,46.03113816183707,117.88900795649232,1.0,1.2453722270055305
0.020474788017697025,46.03113816183707,141.6267742531272,1.0,1.3053231388182085
0.020474788017697025,46.03113816183707,170.14430380777196,1.0,1.338034052750543
0.020474788017697025,46.03113816183707,204.40403497781534,1.0,1.2403846092907855
0.020474788017697025,46.03113816183707,245.56219973379717,1.0,1.3377584979498598
0.020474788017697025,46.03113816183707,295.00784534241706,1.0,1.360618438832845
0.020474788017697025,46.03113816183707,354.4097133350338,1.0,1.2792069601847404
0.020474788017697025,46.03113816183707,425.77255788038127,1.0,1.3582188866944638
0.020474788017697025,46.03113816183707,511.50480425075546,0.7,2.5385383933023666
0.020474788017697025,46.03113816183707,614.4998307878476,0.4,7.58846525677766
0.020474788017697025,46.03113816183707,738.2336175540148,0.3,30.192451393944772
0.020474788017697025,46.03113816183707,886.8820572141738,0.2,41.773714149798145
0.020474788017697025,46.03113816183707,1065.461887274313,0.0,65.99284901521271
0.020474788017697025,46.03113816183707,1280.0,0.0,96.06577878743818
0.024420277248674502,38.59406617212318,1.0,0.4,8.603894021379382
0.024420277248674502,38.59406617212318,1.201356909419371,0.4,8.946566025333421
0.024420277248674502,38.59406617212318,1.4432584238096626,0.5,8.248881813862045
0.024420277248674502,38.59406617212318,1.733868479521449,0.4,8.168071678150508
0.024420277248674502,38.59406617212318,2.0829948778975518,0.6,7.910996052741121
0.024420277248674502,38.59406617212318,2.502420288847383,0.8,6.972162955429735
0.024420277248674502,38.59406617212318,3.0062999042780216,0.9,6.459466867084805
0.024420277248674502,38.59406617212318,3.6116391617911954,0.9,5.777138684093336
0.024420277248674502,38.59406617212318,4.338867661347438,0.9,5.25418981301666
0.024420277248674502,38.59406617212318,5.212528644016011,0.9,4.495740612904717
0.024420277248674502,38.59406617212318,6.26210730203502,1.0,4.255863687864538
0.024420277248674502,38.59406617212318,7.523025874825267,1.0,3.7850633468451136
0.024420277248674502,38.59406617212318,9.037839114462042,1.0,3.5620347692846197
0.024420277248674502,38.59406617212318,10.857670466379624,1.0,2.9838825576884593
0.024420277248674502,38.59406617212318,13.043937434983807,1.0,2.922151531477186
0.024420277248674502,38.59406617212318,15.67042436355178,1.0,2.837552665962991
0.024420277248674502,38.59406617212318,18.825772582686582,1.0,2.587786077667615
0.024420277248674502,38.59406617212318,22.616471967368284,1.0,2.417817267984103
0.024420277248674502,38.59406617212318,27.170454864687393,1.0,2.4061717721166715
