lambda_s,Kp,Kd,sr,rocket_id,td,keff,latency,final_label
2.0,291.81624545362695,145.90812272681347,0.8,R1077,18.881205143659184,2.700559646677496,3,EASY
2.0,400.0000000000001,200.00000000000006,0.7,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,1.0,0.2,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,1.3707256063767186,0.27414512127534374,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,1.8788886879768232,0.37577773759536465,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,2.575440836141388,0.5150881672282777,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,3.5302227018072676,0.7060445403614535,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,4.838966653579624,0.9677933307159249,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,6.632895500464652,1.3265791000929306,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,9.091879706907822,1.8183759413815643,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,12.462472324355405,2.492494464871081,0.9,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,17.082629933755133,3.4165259867510267,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,23.41559827445559,4.683119654891118,0.9,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,32.09636014342679,6.419272028685358,0.9,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,43.99530272008423,8.799060544016847,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,60.30548799871475,12.06109759974295,0.9,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,82.66227660488225,16.53245532097645,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,113.30729922370725,22.66145984474145,0.9,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,155.3132164353244,31.06264328706488,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,212.89180277662857,42.578360555325716,0.9,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,291.81624545362695,58.36324909072539,0.9,R1077,18.881205143659184,2.700559646677496,3,EASY
5.0,400.0000000000001,80.00000000000003,0.7,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,1.0,0.1,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,1.3707256063767186,0.13707256063767187,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,1.8788886879768232,0.18788886879768232,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,2.575440836141388,0.25754408361413883,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,3.5302227018072676,0.35302227018072674,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,4.838966653579624,0.48389666535796244,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,6.632895500464652,0.6632895500464653,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,9.091879706907822,0.9091879706907822,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,12.462472324355405,1.2462472324355405,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,17.082629933755133,1.7082629933755134,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,23.41559827445559,2.341559827445559,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,32.09636014342679,3.209636014342679,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,43.99530272008423,4.399530272008423,0.9,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,60.30548799871475,6.030548799871475,0.9,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,82.66227660488225,8.266227660488225,0.9,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,113.30729922370725,11.330729922370725,0.9,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,155.3132164353244,15.53132164353244,0.9,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,212.89180277662857,21.289180277662858,0.9,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,291.81624545362695,29.181624545362695,0.9,R1077,18.881205143659184,2.700559646677496,3,EASY
10.0,400.0000000000001,40.000000000000014,1.0,R1077,18.881205143659184,2.700559646677496,3,EASY
0.2,1.0,5.0,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,1.3707256063767186,6.853628031883592,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,1.8788886879768232,9.394443439884116,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,2.575440836141388,12.87720418070694,0.3,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,3.5302227018072676,17.651113509036335,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,4.838966653579624,24.19483326789812,0.5,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,6.632895500464652,33.16447750232326,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,9.091879706907822,45.459398534539105,0.5,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,12.462472324355405,62.31236162177702,0.5,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,17.082629933755133,85.41314966877566,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,23.41559827445559,117.07799137227795,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,32.09636014342679,160.48180071713395,0.5,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,43.99530272008423,219.97651360042116,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,60.30548799871475,301.52743999357375,0.7,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,82.66227660488225,413.3113830244112,0.3,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,113.30729922370725,566.5364961185362,0.2,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,155.3132164353244,776.5660821766219,0.6,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,212.89180277662857,1064.4590138831427,0.5,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,291.81624545362695,1459.0812272681346,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.2,400.0000000000001,2000.0000000000005,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,1.0,2.0,0.7,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,1.3707256063767186,2.741451212753437,0.7,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,1.8788886879768232,3.7577773759536464,0.6,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,2.575440836141388,5.150881672282776,0.5,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,3.5302227018072676,7.060445403614535,0.5,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,4.838966653579624,9.677933307159249,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,6.632895500464652,13.265791000929305,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,9.091879706907822,18.183759413815643,0.5,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,12.462472324355405,24.92494464871081,0.5,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,17.082629933755133,34.165259867510265,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,23.41559827445559,46.83119654891118,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,32.09636014342679,64.19272028685359,0.5,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,43.99530272008423,87.99060544016847,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,60.30548799871475,120.6109759974295,0.7,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,82.66227660488225,165.3245532097645,0.3,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,113.30729922370725,226.6145984474145,0.2,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,155.3132164353244,310.6264328706488,0.6,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,212.89180277662857,425.78360555325713,0.5,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,291.81624545362695,583.6324909072539,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
0.5,400.0000000000001,800.0000000000002,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,1.0,1.0,1.0,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,1.3707256063767186,1.3707256063767186,0.8,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,1.8788886879768232,1.8788886879768232,0.8,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,2.575440836141388,2.575440836141388,0.8,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,3.5302227018072676,3.5302227018072676,0.8,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,4.838966653579624,4.838966653579624,0.8,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,6.632895500464652,6.632895500464652,0.8,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,9.091879706907822,9.091879706907822,0.6,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,12.462472324355405,12.462472324355405,0.7,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,17.082629933755133,17.082629933755133,0.5,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,23.41559827445559,23.41559827445559,0.6,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,32.09636014342679,32.09636014342679,0.5,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,43.99530272008423,43.99530272008423,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,60.30548799871475,60.30548799871475,0.7,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,82.66227660488225,82.66227660488225,0.3,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,113.30729922370725,113.30729922370725,0.3,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,155.3132164353244,155.3132164353244,0.6,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,212.89180277662857,212.89180277662857,0.5,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,291.81624545362695,291.81624545362695,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
1.0,400.0000000000001,400.0000000000001,0.4,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,1.0,0.5,1.0,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,1.3707256063767186,0.6853628031883593,1.0,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,1.8788886879768232,0.9394443439884116,1.0,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,2.575440836141388,1.287720418070694,1.0,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,3.5302227018072676,1.7651113509036338,1.0,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,4.838966653579624,2.419483326789812,0.9,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,6.632895500464652,3.316447750232326,0.9,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,9.091879706907822,4.545939853453911,0.8,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,12.462472324355405,6.231236162177702,0.7,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,17.082629933755133,8.541314966877566,0.7,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,23.41559827445559,11.707799137227795,0.8,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,32.09636014342679,16.048180071713396,0.7,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,43.99530272008423,21.997651360042116,0.7,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,60.30548799871475,30.152743999357376,0.6,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,82.66227660488225,41.331138302441126,0.7,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,113.30729922370725,56.65364961185362,0.6,R2160,17.562420881770112,2.1321669358272404,2,EASY
2.0,155.3132164353244,77.6566082176622,0.6,R2160,17.562420881770112,2.1321669358272404,2,EASY
