rocket_id,design_id,p_unstable,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,motor_scale,servo_slew_deg_s,max_gimbal_deg,latency_steps,deadband,backlash,wind_strength,best_Kp,best_Kd,nominal_success_rate,under_success_rate,over_success_rate,robustness,n_success_gain_sets,nominal_diverge_rate,nominal_band_30_rate,nominal_band_20_rate,nominal_band_10_rate,under_diverge_rate,over_diverge_rate,rms_error_deg,peak_error_deg,end_error_deg,max_theta_deg,u_cmd_sat_frac,slew_sat_frac,settling_time_s,oscillation_score,under_u_sat_frac,over_u_sat_frac,regime_label,regime_code
R0011,11,0.4719554714148701,0.9158414305535888,0.0247630887575616,0.0356772705404649,-59.26609553528849,13.46279013091037,1.8042332879478655,27.80044587540753,12.638090067478291,4,0.0924379765272465,0.1574071169514317,0.2510418986634238,15.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,2.896782539012282,11.6483828591206,3.914375664534879,11.6483828591206,0.0,0.1022222222222222,2.6,3.333333333333333,0.0,0.0,EASY,2
R0012,12,0.0,1.8480546037545609,0.0253013319170037,-0.1318797145900966,-68.6973727828697,6.062104953379584,1.7691024361842,23.669595567158137,3.3861549722146664,4,0.1164210962177548,0.2457357486301527,0.141459838237499,15.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,3.34722951768012,10.944632574250786,5.355795526156174,10.944632574250786,0.0,0.0672222222222222,2.905,3.0,0.0,0.0,EASY,2
R0013,13,0.0,1.3419386210337945,0.0170146110915984,-0.1632883210791561,-46.97435213462993,7.829002314531797,1.6876306645407944,85.5864208389345,14.055819080105124,4,0.1001892608483711,0.1534895061264372,0.4016426837495748,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.145305799253777,4.2246945916587855,3.4445572618792006,4.2246945916587855,0.0,0.1755555555555555,3.0,10.333333333333334,0.0,0.0,EASY,2
R0014,14,1.6272057643369282,1.877493031856146,0.027034629299625,0.1074670444455533,-65.9586768335504,5.892043128107643,1.705722572987895,74.1104832582921,4.1960189517000535,4,0.0011997422171136,0.0564879784239983,0.142043502666014,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.3058583458500534,7.153982318072982,4.001288018600255,7.153982318072982,0.0,0.1383333333333333,2.0,7.0,0.0,0.0,EASY,2
R0015,15,0.0,1.086434471124221,0.0254359530774543,-0.0914818906377516,-83.23117431855702,7.181371442405822,1.2703243916194256,31.561987756471744,10.276907040690997,6,0.1385046994731679,0.0014557438029805,0.4219074669929455,15.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,3.344484202218428,12.310226228960309,2.823185237844265,12.310226228960309,0.0,0.7677777777777778,2.93,3.0,0.0,0.0,EASY,2
R0016,16,0.0,1.7036830124441595,0.0233486762824531,-0.0310350848992659,-71.82559732247864,8.615126630329463,2.437920789007048,57.04070930396499,3.75064304504043,6,0.0405759522844217,0.1673939753350024,0.3389818093338724,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.1812114030065002,6.805310126313126,4.037474765099351,6.805310126313126,0.0,0.2577777777777778,2.0,8.666666666666666,0.0,0.0,EASY,2
R0017,17,0.0,1.7800852856925586,0.0354275397863959,-0.1473081601854916,-42.26658654970621,7.161477440672375,1.50013777192315,86.23776778204419,7.750265237333101,4,0.0014108823696016,0.0833695905181687,0.2420220848947079,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.9490205948026376,5.378434434927003,1.9811709750117612,5.378434434927003,0.0,0.1127777777777778,1.9516666666666669,7.666666666666667,0.0,0.0,EASY,2
R0018,18,0.0,1.613773051558962,0.0138969020054631,-0.1073091655907493,-24.710812946257604,13.35568786713716,1.982182002000152,12.136394054770898,6.8067801509879855,3,0.0712609584880964,0.1074676734714662,0.1333093546778381,15.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,3.773295317150625,14.320713682367472,7.237089404475474,14.320713682367472,0.0,0.0949999999999999,3.0,3.6666666666666665,0.0,0.0,EASY,2
R0019,19,0.0,1.3545395147637564,0.0167229308534658,-0.1565711800205844,-74.19230041859976,10.538316912261257,1.5926863041496495,37.38901230331088,4.636970692032431,1,0.005275553511493,0.0753457589034583,0.1639343949238613,40.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.5657282562422914,5.74553782097452,2.6747218839760234,5.74553782097452,0.0,0.21,2.7783333333333338,5.666666666666667,0.0,0.0,EASY,2
R0020,20,0.0,1.279841004451524,0.0353936934220372,-0.0294687512355586,-74.3703478633382,10.516086968517453,2.5821026058233367,8.246989308259582,10.77364915063091,3,0.0455364835983935,0.1821823693625075,0.1334377309769234,80.0,8.0,0.6666666666666666,1.0,1.0,1.0,3,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,7.309772773336879,44.02902836963376,18.204552027328635,44.02902836963376,0.0,0.0966666666666666,2.9916666666666667,2.333333333333333,0.0,0.0,MARGINAL,3
R0021,21,0.0,1.876110501822711,0.0363233180973948,-0.1423840170089869,-28.07856946469345,5.57053410445954,2.780767917327507,74.70029779497852,13.913202365614133,4,0.0451162644743153,0.1016168877839558,0.0802638517719008,40.0,2.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.230096042313494,6.817641840334964,2.6848484068603446,6.817641840334964,0.0,0.295,1.0,6.333333333333333,0.0,0.0,EASY,2
R0022,22,1.250275037011099,1.4998837150297355,0.0321329061023735,0.1541584018875434,-35.916484236387895,9.524827009701024,1.7628273506818168,88.31285800226013,5.819027019563625,3,0.0004074430982312,0.1904866290411453,0.417244094201695,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.045216577371067,4.627053314077974,2.743329409416308,4.627053314077974,0.0,0.0833333333333333,2.0,8.0,0.0,0.0,EASY,2
R0023,23,0.5310743628943791,1.234952452125885,0.0294784285546466,0.1059788766952941,-21.5917481194594,6.049484720262358,1.6687928330771782,49.715790966562594,10.853034222475808,5,0.1217003053225635,0.1004222888476232,0.1164577694410268,15.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,2.037724255771089,7.17261981177686,3.204567365086779,7.17261981177686,0.0,0.1694444444444444,2.6016666666666666,4.0,0.0,0.0,EASY,2
R0024,24,2.164213774323993,1.433704962052321,0.0176238118850304,0.081845958574994,-89.1303528532529,9.651631435206978,1.021278718214548,12.596421544752982,5.171335744549304,2,0.0007625472052179,0.1507820673733775,0.2539000677597462,15.0,1.0,0.6666666666666666,1.0,1.0,1.0,3,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,5.829416831866259,25.34767265051985,10.04030590359413,25.34767265051985,0.0,0.1033333333333333,3.0,2.333333333333333,0.0,0.0,MARGINAL,3
R0025,25,0.0,0.916317903991114,0.0113085695002474,-0.1232894029121562,-85.91086823039194,5.453989522012341,1.3682938499612511,78.96496592515858,14.232297535744664,3,0.0855664912508226,0.240335385261051,0.0604201050726459,40.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.127573893098767,4.373979567100087,1.7090343493631204,4.373979567100087,0.0,0.1644444444444444,1.0,6.0,0.0,0.0,EASY,2
R0026,26,0.0,1.700587300244402,0.0284713080121831,-0.2546146370204496,-40.51382231647087,9.05261777228209,2.9990432896921715,79.32922966080224,11.955234312773772,6,0.1344450499984807,0.1794495928710558,0.4440271839033899,15.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.495873091718088,3.8326600604908654,1.5168502937098651,3.8326600604908654,0.0,0.3916666666666666,2.1366666666666667,5.0,0.0,0.0,EASY,2
R0027,27,0.352619354473679,0.9784467902340644,0.038575011190869,0.0315835788159733,-58.30156640673621,11.082160847273808,2.4511489235428163,75.00486044047146,10.074945514685613,3,0.0721389520037067,0.2345626870596653,0.4001815602954782,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.2119454153543554,5.189612657405248,3.7563691850662138,5.189612657405248,0.0,0.1066666666666666,2.0,8.0,0.0,0.0,EASY,2
R0028,28,1.2475363155900772,1.1971718654803365,0.0152870479661188,0.1707486425414677,-27.8766143099067,7.888977780583821,1.308540123113688,107.00315267734494,12.980399035434166,6,0.1153874397591473,0.2352158546426903,0.3082046486001493,40.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.119976813324332,5.638226588675803,2.667282976807128,5.638226588675803,0.0,0.3705555555555555,2.0,5.666666666666667,0.0,0.0,EASY,2
R0029,29,0.0,1.0843646206243411,0.0110161261912839,-0.0727450511962246,-31.362860737686773,13.381045623818782,1.923316344822992,92.06255403607013,7.7314608773967635,5,0.1056141795095986,0.1141571123952266,0.4081360777951867,15.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,3.43232951793259,10.945659830892502,5.457165055353264,10.945659830892502,0.0,0.5994444444444444,2.983333333333333,5.0,0.0,0.0,EASY,2
R0030,30,0.0,1.294009986410223,0.0181567679919692,-0.1326960202370853,-27.98863776069087,5.166603450687656,2.260265489318057,44.05466966160034,6.1854510607405455,1,0.1176437640034631,0.1551407048796619,0.1483432342650507,40.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.3495506865910183,3.64891666446144,1.662559224529953,3.64891666446144,0.0,0.1744444444444444,2.76,6.333333333333333,0.0,0.0,EASY,2
R0031,31,0.0,0.9682956084452856,0.0318722796434162,-0.0868970765621022,-41.82240752847866,13.92861477562146,1.5974808332873367,12.739781142651928,8.72627803863056,4,0.024964639256223,0.109614374772801,0.1360586752529665,40.0,2.0,0.6666666666666666,1.0,1.0,1.0,3,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,4.73770456888295,20.8206109787905,9.85811027304085,20.8206109787905,0.0,0.1399999999999999,3.0,3.6666666666666665,0.0,0.0,MARGINAL,3
R0032,32,0.6103630186342234,1.6816737834717397,0.0281710473231022,0.1035531419445034,-22.642160761987483,10.608382181768077,1.3264312369990197,104.93688516939092,6.341389329091713,1,0.0313195998195797,0.074070723208615,0.0819160611791361,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.8497203825709176,3.421017325522772,2.346282991103888,3.421017325522772,0.0,0.0738888888888888,2.0,8.0,0.0,0.0,EASY,2
R0033,33,0.0,2.0187398624426303,0.0242525016198654,-0.027828612672936,-32.963668198823285,10.51064696882556,1.6248793159121506,78.54863049920276,14.237105870106868,3,0.0441074617852416,0.121423528120781,0.2541378342591348,40.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.8441501490672424,3.3275169276357253,1.6065344940705295,3.3275169276357253,0.0,0.1155555555555555,1.0,5.666666666666667,0.0,0.0,EASY,2
R0034,34,0.0,1.952843053315099,0.0230157163429159,-0.14625367071089,-58.52584916951627,5.960537944911596,1.7089872275279254,25.83638938192001,10.414245447790297,5,0.1321021925399326,0.1476084969603228,0.2196674225879027,15.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,3.124791955984245,11.7090723835518,5.480545444431051,11.7090723835518,0.0,0.1133333333333333,2.91,3.333333333333333,0.0,0.0,EASY,2
R0035,35,0.0,1.960613947554323,0.0224836129811259,-0.2904219162622915,-48.36579394892138,13.574795593643136,1.9180824076723064,104.47448596701156,12.561367604349238,2,0.1244897655434838,0.1651910513679295,0.0733606159515749,40.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.7937698469760174,2.146754695824083,1.8388856435846763,2.146754695824083,0.0,0.1044444444444444,1.0,7.0,0.0,0.0,EASY,2
R0036,36,0.0,1.9270054334986584,0.0236680503821496,-0.1089597674327204,-70.31219755201019,6.694469015417868,1.4182830774861932,12.69577255736591,5.347066399713583,2,0.1407853888107923,0.2215136117776884,0.3166415545043645,15.0,1.0,0.6666666666666666,1.0,1.0,1.0,3,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,6.020541433832668,25.086174127877435,10.017869056975591,25.086174127877435,0.0,0.0838888888888888,2.87,2.6666666666666665,0.0,0.0,MARGINAL,3
R0037,37,0.0,0.9239095366738844,0.030738661204723,-0.1170111622722435,-43.44477663390449,13.58640477751132,1.4130310442266651,76.0802328354597,10.81566134596414,6,0.0671722707841215,0.2134537928765872,0.0570604018832535,40.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.133402301680904,4.420441816388544,2.3136535897697743,4.420441816388544,0.0,0.1005555555555555,2.7883333333333336,5.333333333333333,0.0,0.0,EASY,2
R0038,38,0.0,1.2765452238780644,0.0140551609507432,-0.1514625685747084,-84.01064346236224,12.865629436405507,1.6171547801656203,64.12413638861332,13.8820078405887,4,0.0353355729849772,0.1610231763976628,0.3616101907273984,40.0,2.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.0667415912749338,3.4325722735865978,1.8272358222167155,3.4325722735865978,0.0,0.3583333333333333,2.2883333333333336,6.666666666666667,0.0,0.0,EASY,2
