rocket_id,td,keff,u_max,latency_steps,Iyy,motor_scale,max_gimbal_deg,wind_strength,servo_slew,static_margin,opt_Kd,search_best_sr,kp_floor,kp_ceiling,window_ratio,peak_sr,floor_censored,ceil_censored
S19027,23.843205047929192,2.0579623265280858,11.585831645496741,7,0.0774804431054678,2.0302037919722684,14.482289556870926,0.43129033544923184,64.68629103804075,0.18339468740353915,0.5,1.0,0.05,52.567471877818775,1051.3494375563755,1.0,True,False
S13476,15.289817405745687,5.4589778318036855,2.8008572074918687,7,0.037308598450015454,2.5931663882849536,3.501071509364836,0.3570515340543568,119.0740887405633,-0.2298763196778237,0.5,1.0,0.21305937435990424,93.87054693127754,440.5839790588585,1.0,False,False
S23513,27.081256158284937,3.470527507576917,7.803210347464661,7,0.038157917932719075,1.6861269861456152,9.754012934330826,0.44609598372549947,101.84675565333399,0.04834507819401779,0.5,1.0,0.1594389842052339,70.24626207824446,440.5839790588586,1.0,False,False
S15626,5.448179895544371,0.7899782520911883,6.8966201045690045,7,0.09562056005359611,0.961781761347136,8.620775130711255,0.3372526383252529,195.54727468182466,0.10243244028630116,0.5,1.0,0.05,125.43983580738016,2508.796716147603,1.0,True,False
S26985,17.17825747752303,3.1990887537251056,5.369734571296342,7,0.043979965562826136,1.7913947317197358,6.712168214120426,0.20558176627281505,104.73278395305974,0.021345892357340357,0.5,1.0,0.05,93.87054693127754,1877.410938625551,1.0,True,False
S24082,14.515549802164518,1.2732168304411355,11.40068954094431,8,0.07522205810739772,1.219432319378798,14.250861926180388,0.24734233592090327,159.38268164721075,0.14243044836174884,0.5,1.0,0.05,93.87054693127754,1877.410938625551,1.0,True,False
S10829,18.099627943087008,1.937829480137639,9.340155121286234,8,0.053880473576695044,1.3294043068427677,11.675193901607791,0.12101341956646715,148.04786257270104,-0.0027597226804081942,0.5,1.0,0.05,93.87054693127754,1877.410938625551,1.0,True,False
S21297,10.094650133445336,1.458956324321191,6.919090013295687,8,0.06428798461613731,1.1942141719283996,8.648862516619609,0.19294699384182962,163.07759767130642,-0.29369147367245424,0.5,1.0,0.05,93.87054693127754,1877.410938625551,1.0,True,False
S5662,12.99742718810864,1.4735133764298816,8.820705258610955,8,0.0536144384154508,1.0058795125417723,11.025881573263694,0.24681395230471043,93.22606346018968,-0.08487738038855663,0.5,1.0,0.05,93.87054693127754,1877.410938625551,1.0,True,False
S3075,5.799559733206952,2.1602814944441975,2.684631492757881,8,0.09178933734609501,2.524716966465839,3.3557893659473517,0.280442581747145,75.78606657708133,0.2640307278546055,0.5,1.0,0.05,70.24626207824446,1404.9252415648891,1.0,True,False
S10538,17.212993123561983,1.5045230619801482,11.440830359162087,10,0.0960782636499868,1.84049276090889,14.30103794895261,0.13947025944286956,142.10743633690885,0.004055764518706595,0.5,1.0,0.05,93.87054693127754,1877.410938625551,1.0,True,False
S13387,5.939203949632028,1.4921746122432293,3.9802338820813006,10,0.08712623544463573,1.6553076216581588,4.975292352601626,0.4132757781451635,146.54867744017255,-0.12345155557431783,0.5,1.0,0.05,70.24626207824446,1404.9252415648891,1.0,True,False
S5776,10.862662881375213,1.2273490937211033,8.850507925533687,10,0.07711008965832794,1.205006620457413,11.06313490691711,0.3410558119932336,81.7080190585016,0.24374910037752445,0.5,1.0,0.05,70.24626207824446,1404.9252415648891,1.0,True,False
S23022,15.789955422781706,1.9513523086755904,8.091801440765233,10,0.09242186906421249,2.296257312220118,10.11475180095654,0.09717272619379852,109.40568631648446,-0.01746799359806439,0.5,1.0,0.05,70.24626207824446,1404.9252415648891,1.0,True,False
S6502,19.229940336876144,3.3677339410813416,5.710053309823408,10,0.0425901368878869,1.8262361212074,7.13756663727926,0.14416948557120268,184.73053499021557,-0.08564774245666293,0.5,1.0,0.05,70.24626207824446,1404.9252415648891,1.0,True,False
S16540,8.98155344543678,0.9068071884621202,9.904590038229461,12,0.07995467830230343,0.9231429409265743,12.380737547786827,0.15166038257093406,94.34045914158202,0.21470179581508803,0.5,1.0,0.05,93.87054693127754,1877.410938625551,1.0,True,False
S7552,6.823090499728215,0.8191171716520829,8.329810112473504,12,0.06908228588652746,0.7204815247065655,10.412262640591882,0.36906978199333035,172.51889765104644,-0.2250173175894584,0.5,1.0,0.11931317155496526,70.24626207824446,588.755299710421,1.0,False,False
S28986,20.248018623338986,4.8318467816434865,4.190534083212775,12,0.04272676830584522,2.6285928278158215,5.238167604015969,0.09478820615661948,85.54930166584681,-0.10484259476555086,0.5,1.0,0.05,52.567471877818775,1051.3494375563755,1.0,True,False
S22942,26.008030259238172,5.10308948448489,5.096526396080519,12,0.013332724164719038,0.8662877971371681,6.3706579951006495,0.187935691943851,69.96420662949758,0.11540810452341194,0.5,1.0,0.21305937435990424,39.33788101845618,184.63342031599993,1.0,False,False
S20544,20.35877867116986,4.724096440812979,4.309560341589105,12,0.015402735644437504,0.9264601322965971,5.386950426986381,0.1385323625581132,82.58241055533206,0.039240987254523685,0.5,1.0,0.11931317155496526,52.567471877818775,440.58397905885823,1.0,False,False
S29286,59.66606546324642,10.015125070388882,5.957595640982806,7,0.017599915598372238,2.2442802155724877,7.446994551228507,0.06066006191919524,112.3048659695832,0.1048834489093527,0.5,1.0,0.2847126581300915,52.567471877818775,184.63342031599993,1.0,False,False
S20471,66.17158104024602,7.306509163881007,9.056524744724687,7,0.025776251545662432,2.397948287963827,11.320655930905858,0.42283564598750994,118.13021720110463,-0.09580498738133725,0.5,1.0,0.2847126581300915,93.87054693127754,329.702752058133,1.0,False,False
S6863,63.742964703980654,9.19461460708905,6.932641271863076,7,0.01279598261734945,1.498018892437877,8.665801589828845,0.30026005745655254,182.36234006442308,-0.20817023558913753,0.5,1.0,1.213214016270852,93.87054693127754,77.37344415111076,1.0,False,False
S1020,34.62882679388813,3.05576547642349,11.33229204304585,7,0.0591960864629489,2.3031548300339058,14.165365053807314,0.2931857317659912,146.4234720065512,-0.15483299990570687,0.5,1.0,0.05,93.87054693127754,1877.410938625551,1.0,True,False
S21071,31.195115223667614,2.6323612312901954,11.850620975897748,7,0.05732617350546953,1.9213591743230123,14.813276219872185,0.20326476959109913,128.30670832728828,-0.1335634261554379,0.5,1.0,0.05,93.87054693127754,1877.410938625551,1.0,True,False
S17846,32.54232087171132,5.505415698638916,5.910965248229418,8,0.03759773811059688,2.6354935276649925,7.388706560286773,0.16083580109981876,132.43227855818031,0.21910059479294225,0.5,1.0,0.05,125.43983580738016,2508.796716147603,1.0,True,False
S11222,35.32523425443365,5.181266648088052,6.817876139895074,8,0.025172809128263744,1.660648604152098,8.522345174868843,0.401517639329901,143.69873447265383,-0.12602470536625174,0.5,1.0,0.05,93.87054693127754,1877.410938625551,1.0,True,False
S9455,63.78019011039487,7.303845142667246,8.732412703797191,8,0.017380076207084497,1.6162679148010992,10.915515879746488,0.14593195904403955,143.12344431743497,0.061830323283441846,0.5,1.0,0.06681533234232374,93.87054693127754,1404.9252415648893,1.0,False,False
S15724,37.3430561249696,3.602738956004853,10.365185094170696,8,0.03934537147021079,1.8048310925636537,12.95648136771337,0.10332605240269299,60.63018149663618,0.21085638428026138,0.5,1.0,0.05,52.567471877818775,1051.3494375563755,1.0,True,False
