rocket_id,regime,is_fragile,seed,rms,slew_sat,success,peak,td_max,latency
R0819,EASY,0,2,5.20111927497521,0.0,1,10.737450570458268,0.7943056829694835,2
R0819,EASY,0,3,2.4287578054618337,0.0,1,4.252482855080512,0.7943056829694835,2
R0819,EASY,0,4,18.470203663402373,0.0,0,33.662618372270835,0.7943056829694835,2
R0819,EASY,0,5,4.522866757451082,0.0,1,6.599553873182648,0.7943056829694835,2
R0819,EASY,0,6,12.061136696502272,0.0,0,21.45304927889519,0.7943056829694835,2
R0819,EASY,0,7,21.065564402478003,0.0,0,37.63304961483126,0.7943056829694835,2
R1434,EASY,0,1,4.28135791283718,0.0,1,7.280079181147434,2.973575614380925,3
R1434,EASY,0,2,1.4220873081508683,0.0,1,2.743914022359334,2.973575614380925,3
R1434,EASY,0,3,1.1153820754180477,0.0,1,1.957403932258984,2.973575614380925,3
R1434,EASY,0,4,9.624688000008966,0.0,0,16.532005366278977,2.973575614380925,3
R1434,EASY,0,5,2.6850044567435143,0.0,1,4.00716542299467,2.973575614380925,3
R1434,EASY,0,6,3.5935785204908113,0.0,1,5.057004709200886,2.973575614380925,3
R1434,EASY,0,7,8.03496547727755,0.0,1,11.622589074703784,2.973575614380925,3
R2078,EASY,0,1,2.9671085951289453,0.0,1,4.570448818786575,3.859336379461172,5
R2078,EASY,0,2,4.948653648036678,0.0,1,7.794714703563604,3.859336379461172,5
R2078,EASY,0,3,1.1277321450024294,0.0,1,2.102597829494448,3.859336379461172,5
R2078,EASY,0,4,12.388246059647521,0.0,0,18.3898080278497,3.859336379461172,5
R2078,EASY,0,5,2.3743702926129013,0.0,1,3.8873021703923922,3.859336379461172,5
R2078,EASY,0,6,6.736068795130622,0.0,1,9.779294276052898,3.859336379461172,5
R2078,EASY,0,7,12.187367479540132,0.0,0,18.015971757273277,3.859336379461172,5
R1930,EASY,0,1,2.950211704892918,0.0,1,5.5580550268985025,4.737481779253717,2
R1930,EASY,0,2,1.8238383729049716,0.0,1,3.2474464188165233,4.737481779253717,2
R1930,EASY,0,3,2.464899646138436,0.0,1,4.1141217833291925,4.737481779253717,2
R1930,EASY,0,4,3.8911063204164553,0.0,1,7.972657397135424,4.737481779253717,2
R1930,EASY,0,5,1.0594723808631263,0.0,1,1.7907722111980564,4.737481779253717,2
R1930,EASY,0,6,2.6444301853181327,0.0,1,6.681055318321031,4.737481779253717,2
R1930,EASY,0,7,2.209055127705111,0.0,1,5.551437369633062,4.737481779253717,2
R1115,EASY,0,1,1.4087710354838363,0.14333333333333334,1,2.121314596313825,5.567432325471104,6
R1115,EASY,0,2,3.1038576077604634,0.13333333333333333,1,5.4496570902488655,5.567432325471104,6
R1115,EASY,0,3,0.5651902552663874,0.10833333333333334,1,1.0763355770011445,5.567432325471104,6
R1115,EASY,0,4,8.249489092192144,0.12,1,12.331889940525732,5.567432325471104,6
R1115,EASY,0,5,0.8019769149949326,0.11,1,1.4704814102023702,5.567432325471104,6
