rocket_id,design_id,regime_label,gain_Kp,gain_Kd,gain_source,p_unstable,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,thrust,servo_slew_deg_s,max_gimbal_deg,latency_steps,deadband,backlash,wind_strength,baseline_success_rate,baseline_rms,baseline_peak,baseline_max_theta,baseline_u_sat,baseline_go,abl_success_wind,delta_success_wind,delta_rms_wind,delta_peak_wind,delta_theta_wind,decision_flip_wind,flip_dir_wind,abl_success_backlash,delta_success_backlash,delta_rms_backlash,delta_peak_backlash,delta_theta_backlash,decision_flip_backlash,flip_dir_backlash,abl_success_slew,delta_success_slew,delta_rms_slew,delta_peak_slew,delta_theta_slew,decision_flip_slew,flip_dir_slew,abl_success_latency,delta_success_latency,delta_rms_latency,delta_peak_latency,delta_theta_latency,decision_flip_latency,flip_dir_latency,abl_success_sensor_noise,delta_success_sensor_noise,delta_rms_sensor_noise,delta_peak_sensor_noise,delta_theta_sensor_noise,decision_flip_sensor_noise,flip_dir_sensor_noise,abl_success_deadband,delta_success_deadband,delta_rms_deadband,delta_peak_deadband,delta_theta_deadband,decision_flip_deadband,flip_dir_deadband,abl_success_nonlinear_aero,delta_success_nonlinear_aero,delta_rms_nonlinear_aero,delta_peak_nonlinear_aero,delta_theta_nonlinear_aero,decision_flip_nonlinear_aero,flip_dir_nonlinear_aero,abl_success_dyn_aero,delta_success_dyn_aero,delta_rms_dyn_aero,delta_peak_dyn_aero,delta_theta_dyn_aero,decision_flip_dyn_aero,flip_dir_dyn_aero,abl_success_thrust_curve,delta_success_thrust_curve,delta_rms_thrust_curve,delta_peak_thrust_curve,delta_theta_thrust_curve,decision_flip_thrust_curve,flip_dir_thrust_curve,abl_success_cg_shift,delta_success_cg_shift,delta_rms_cg_shift,delta_peak_cg_shift,delta_theta_cg_shift,decision_flip_cg_shift,flip_dir_cg_shift,dominant_module,dominant_delta_rms,n_decision_flips,decision_flip_modules,fidelity_complexity
R0254,254,MARGINAL,20.0,4.0,exp1,1.5064557745498095,1.5323822140636114,0.0289998753758676,0.1444692816663183,-59.48785137643244,13.764652105051388,42.12657749200669,109.01960631507151,11.82989025957531,3,0.1145030744595217,0.2157372956615205,0.2641191580373705,0.6,4.239875957932639,15.615622226634578,15.615622226634578,0.0,1,1.0,0.4,-3.2896689046997376,-8.000885257623917,-8.000885257623917,0,,1.0,0.4,0.03593156663077757,-0.8106119919819434,-0.8106119919819434,0,,1.0,0.4,-1.2223611451656868,-0.8970750643924301,-0.8970750643924301,0,,0.6,0.0,0.2554230144158236,2.3072380674730972,2.3072380674730972,0,,1.0,0.4,-3.9909982115489124,-14.781627229240295,-14.781627229240295,0,,0.6,0.0,0.6974193646141362,7.050345369761569,7.050345369761569,0,,0.6,0.0,2.6645352591003757e-15,-2.113864638886298e-13,-2.113864638886298e-13,0,,1.0,0.4,-0.759987649460121,-4.9330782962379836,-4.9330782962379836,0,,0.6,0.0,2.1867202229025047,10.760359068925837,10.760359068925837,0,,0.6,0.0,0.7028395964118257,7.977140023085212,7.977140023085212,0,,sensor_noise,3.9909982115489124,0,none,0
R0255,255,FRAGILE,10.0,4.0,exp1,1.92428348752726,1.2780813353849387,0.037868783133449,0.1571855736810556,-60.2365848235591,8.677636638720593,31.33785753843634,117.86544948172896,12.360442713642444,3,0.1336060420364025,0.2137050894353478,0.1959100335520145,1.0,4.805389745122883,14.514974430624104,14.514974430624104,0.0,1,1.0,0.0,-3.8840913654763383,-5.405871694192884,-5.405871694192884,0,,1.0,0.0,-0.9443959335673728,-3.7952615063762565,-3.7952615063762565,0,,1.0,0.0,0.08607733811909757,-1.180566393819186,-1.180566393819186,0,,1.0,0.0,-0.20299258147232724,-2.0389176206113326,-2.0389176206113326,0,,1.0,0.0,-4.432633090021534,-13.498932002403812,-13.498932002403812,0,,0.8,-0.19999999999999996,-0.3357498422468099,2.706051943709177,2.706051943709177,0,,1.0,0.0,2.6237035180010082e-05,4.220492047402047e-05,4.220492047402047e-05,0,,1.0,0.0,-1.4244507651407194,-2.433936314865795,-2.433936314865795,0,,0.8,-0.19999999999999996,-0.759298970681118,3.9650377400080608,3.9650377400080608,0,,0.8,-0.19999999999999996,0.08320418561363763,1.7139201189970592,1.7139201189970592,0,,sensor_noise,4.432633090021534,0,none,0
R0256,256,EASY,10.0,8.0,exp1,1.3867999362817445,2.03640222065937,0.0205639524731563,0.149625920692919,-45.22942697773815,13.974695586197802,30.824041005849377,117.79919157695424,9.947271999427551,1,0.1301939427172164,0.1160382797687723,0.20334532876588,0.8,4.562182408704716,18.177725454069858,18.177725454069858,0.0,1,1.0,0.19999999999999996,-0.9033806236015574,-3.9687005877080193,-3.9687005877080193,0,,0.8,0.0,1.104663197642548,0.8123814125803577,0.8123814125803577,0,,0.6,-0.20000000000000007,4.9783891173966754,14.791503829163318,14.791503829163318,0,,0.8,0.0,0.0,0.0,0.0,0,,1.0,0.19999999999999996,-4.332620191251409,-17.750641310323907,-17.750641310323907,0,,0.8,0.0,0.5935564091158811,-2.0016432148490146,-2.0016432148490146,0,,0.8,0.0,0.0,0.0,0.0,0,,1.0,0.19999999999999996,-0.6029946210825936,-7.17104843434428,-7.17104843434428,0,,0.8,0.0,1.1625769130926624,-2.726610653509905,-2.726610653509905,0,,0.8,0.0,0.4161978044638994,-0.9864093963499769,-0.9864093963499769,0,,slew,4.9783891173966754,0,none,0
R0257,257,FRAGILE,20.0,4.0,exp1,3.164481334738248,0.9971842363884046,0.0183069110161477,0.2343551513549135,-69.93022690845352,8.402468827202117,34.71643836086632,72.94926601589952,13.890107418598603,3,0.0089857615931476,0.010070976209184,0.1650730270029897,0.8,5.22469918068266,15.025736053255555,15.025736053255555,0.0,1,1.0,0.19999999999999996,-2.0496431876642016,-3.8480922387185448,-3.8480922387185448,0,,0.6,-0.20000000000000007,0.4530683844416368,1.1153986176640505,1.1153986176640505,0,,1.0,0.19999999999999996,0.4127920182224152,-1.4032284709743,-1.4032284709743,0,,1.0,0.19999999999999996,0.32973435235283866,-0.8647644755931996,-0.8647644755931996,0,,1.0,0.19999999999999996,-4.996055101672115,-14.048777285594207,-14.048777285594207,0,,0.8,0.0,0.15409500182864377,0.0,0.0,0,,0.8,0.0,-0.0073415073534732755,0.25262217329240677,0.25262217329240677,0,,1.0,0.19999999999999996,-0.7652732938822835,-2.2229510914706587,-2.2229510914706587,0,,0.8,0.0,0.11107074378344084,12.59975647737072,12.59975647737072,0,,0.6,-0.20000000000000007,1.1045216841866683,7.319410611683979,7.319410611683979,0,,sensor_noise,4.996055101672115,0,none,0
R0258,258,MARGINAL,10.0,4.0,exp1,0.7106632571507993,2.016239047020483,0.0265920931155703,0.1024657900249224,-42.88178713928183,11.468398899048196,49.48085235150066,52.5104314038105,9.592989659734071,5,0.1333794273494454,0.0836530208339231,0.3439841755008556,1.0,5.097735420255056,14.395651083481287,14.395651083481287,0.0,1,1.0,0.0,-3.0261606822019584,-4.709455575219584,-4.709455575219584,0,,1.0,0.0,-0.6675468754703164,-4.142213153236259,-4.142213153236259,0,,1.0,0.0,-0.9983493075080832,-4.8367772125939865,-4.8367772125939865,0,,0.8,-0.19999999999999996,-0.0757096657623304,1.2997050153410719,1.2997050153410719,0,,1.0,0.0,-4.7018259141627725,-13.151185726314358,-13.151185726314358,0,,1.0,0.0,-0.7881342443161046,-1.4659181288101149,-1.4659181288101149,0,,1.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,-0.8440808424316231,-3.742347338694735,-3.742347338694735,0,,0.6,-0.4,1.4395463580732626,9.613283250107546,9.613283250107546,0,,0.8,-0.19999999999999996,0.07258913444051895,1.8777859469843463,1.8777859469843463,0,,sensor_noise,4.7018259141627725,0,none,0
R0259,259,INFEASIBLE,10.0,4.0,exp1,2.4068624517060844,0.9169164379678516,0.0255152430964556,0.2287903854847878,-61.172331353045365,13.460350971691184,43.76676209190811,23.08671839397373,12.207228440098126,2,0.1119154976299888,0.2403476095159043,0.1811178576539805,0.4,10.351986635524325,50.561384900605326,50.561384900605326,0.0,1,1.0,0.6,-10.351986635524325,-50.561384900605326,-50.561384900605326,0,,0.8,0.4,-3.4446730697679975,-20.576632762140797,-20.576632762140797,0,,1.0,0.6,-5.452814120000449,-34.532863520519896,-34.532863520519896,0,,0.4,0.0,0.0010985227752939863,0.04640638466807445,0.04640638466807445,0,,1.0,0.6,-7.084063078824318,-37.980838387097975,-37.980838387097975,0,,0.4,0.0,0.0003290462979812503,0.010527225237687787,0.010527225237687787,0,,0.4,0.0,0.023571958385849356,0.5362293131615843,0.5362293131615843,0,,0.6,0.19999999999999996,-1.801713141466438,-9.177140303475632,-9.177140303475632,0,,0.0,-0.4,9.897017586032549,33.321119854308485,33.321119854308485,1,hurts,0.4,0.0,0.08556377647374447,0.6836831754207751,0.6836831754207751,0,,wind,10.351986635524325,1,thrust_curve,1
R0260,260,EASY,10.0,4.0,exp1,0.6748849496672059,1.0248133078817188,0.0316265573641866,0.1086163677766732,-35.641839550409784,10.282166279013545,42.59049065170696,74.12905842347138,12.668810730297638,2,0.0126658339615747,0.0218186227718343,0.1239090546744411,1.0,3.2501551210985795,10.374943711278114,10.374943711278114,0.0,1,1.0,0.0,-1.3225224073742132,-3.374421279852659,-3.374421279852659,0,,1.0,0.0,0.07497907168199314,-1.7601576738450682,-1.7601576738450682,0,,1.0,0.0,1.2540775445451962,6.596250891074472,6.596250891074472,0,,1.0,0.0,-0.21542881750667187,-1.0352571772766161,-1.0352571772766161,0,,1.0,0.0,-3.085487739957308,-9.68089127843723,-9.68089127843723,0,,1.0,0.0,-0.00809042095979029,0.0,0.0,0,,1.0,0.0,0.00015859889402847216,0.0007745297434507137,0.0007745297434507137,0,,1.0,0.0,-0.4783887140397769,-2.3556479374776433,-2.3556479374776433,0,,1.0,0.0,1.0057908032789369,0.54143693591943,0.54143693591943,0,,1.0,0.0,-0.17657271990904766,-0.031979949168272626,-0.031979949168272626,0,,sensor_noise,3.085487739957308,0,none,0
R0261,261,MARGINAL,20.0,4.0,exp1,0.8958829334594626,1.4978378200650564,0.023691690571624,0.0767781248232814,-58.31513930039007,10.443571853715005,32.329312342996694,48.5381884523614,11.720914881806088,2,0.0687570066092671,0.2480360842454866,0.1426996315622831,1.0,4.651191955982204,16.40518237470168,16.40518237470168,0.0,1,1.0,0.0,-4.651191955982204,-16.40518237470168,-16.40518237470168,0,,1.0,0.0,-1.4352707154351148,-6.222786912397588,-6.222786912397588,0,,1.0,0.0,-0.9620108877380642,-5.2155724633720535,-5.2155724633720535,0,,1.0,0.0,-0.05665801856407526,-0.5435940736053375,-0.5435940736053375,0,,1.0,0.0,-4.097801679438469,-14.90333880299889,-14.90333880299889,0,,1.0,0.0,-0.07768842702732393,-0.6495090418951808,-0.6495090418951808,0,,1.0,0.0,1.9539925233402755e-14,1.1368683772161603e-13,1.1368683772161603e-13,0,,1.0,0.0,-1.1940143362856679,-1.6359644815384922,-1.6359644815384922,0,,1.0,0.0,-0.6633724594207253,-3.300051135337016,-3.300051135337016,0,,1.0,0.0,-0.02420369440239778,-0.23454069383211973,-0.23454069383211973,0,,wind,4.651191955982204,0,none,0
R0262,262,INFEASIBLE,10.0,4.0,exp1,1.783929549397858,1.7509016834088744,0.0122989260593156,0.206213105187081,-41.89203405243271,5.428677063192757,30.35298296503333,40.7685910787536,13.125303524058689,3,0.020603372009832,0.1237508300510202,0.3283121121368937,0.6,12.317814751304029,33.81022934840282,33.81022934840282,0.0,1,1.0,0.4,-12.178987002559676,-31.368509042098456,-31.368509042098456,0,,1.0,0.4,-6.1214474696509065,-17.68351479902378,-17.68351479902378,0,,1.0,0.4,-1.8625561550492389,-11.261033702724745,-11.261033702724745,0,,0.6,0.0,-0.07395887819798297,0.923641508244657,0.923641508244657,0,,1.0,0.4,-11.167237594518875,-29.139277674268996,-29.139277674268996,0,,0.6,0.0,-0.027418192862596058,0.5901617384088169,0.5901617384088169,0,,0.6,0.0,2.3092638912203256e-14,1.3500311979441904e-13,1.3500311979441904e-13,0,,0.6,0.0,-2.7900606423837484,-6.238608342323857,-6.238608342323857,0,,0.4,-0.19999999999999996,-1.5503718262727624,-10.079155480436029,-10.079155480436029,0,,0.6,0.0,-0.4865552437575076,-2.055536940714532,-2.055536940714532,0,,wind,12.178987002559676,0,none,0
R0263,263,MARGINAL,10.0,4.0,exp1,0.8843883000830116,1.070172991985392,0.0252590126391127,0.137877486592623,-37.590390570664056,9.89856174136195,44.454504331878,61.49993128193045,11.379841917147248,1,0.0207345265836103,0.2218362210928949,0.2198894168958469,0.8,7.693462992436134,26.013952259889766,26.013952259889766,0.0,1,1.0,0.19999999999999996,-7.650032000544634,-25.23797092334637,-25.23797092334637,0,,0.8,0.0,-2.267134813026318,-9.253752557009907,-9.253752557009907,0,,1.0,0.19999999999999996,-3.6320281663701097,-11.673524955409734,-11.673524955409734,0,,0.8,0.0,0.0,0.0,0.0,0,,1.0,0.19999999999999996,-7.124161451114123,-24.048811767497895,-24.048811767497895,0,,0.8,0.0,0.01772032772318699,0.3376300009643174,0.3376300009643174,0,,0.8,0.0,0.0657004458857875,0.5142577770030599,0.5142577770030599,0,,0.8,0.0,-1.330703578739512,-4.064739839728983,-4.064739839728983,0,,0.4,-0.4,1.1408955328324462,-1.9122188338391837,-1.9122188338391837,0,,0.8,0.0,-0.13821104838690257,-0.9716977865034906,-0.9716977865034906,0,,wind,7.650032000544634,0,none,0
R0264,264,EASY,10.0,4.0,exp1,0.4336238509192321,1.3459297666291137,0.0146735771699467,0.0765139956241945,-33.37707009164512,8.660133269768949,44.89657568732645,112.98811905980608,14.674996274899772,5,0.0279136691158618,0.1010216268749969,0.3639371466404552,0.4,8.595066542043515,26.769098917549478,26.769098917549478,0.0,1,1.0,0.6,-5.4703703542348485,-14.33553987783211,-14.33553987783211,0,,0.8,0.4,-1.5608533956093886,-6.763273861921718,-6.763273861921718,0,,0.4,0.0,3.1154584969895467,2.872728036524812,2.872728036524812,0,,0.4,0.0,0.12203427154494229,2.9618603769137373,2.9618603769137373,0,,1.0,0.6,-7.605977946662486,-23.33440664839423,-23.33440664839423,0,,0.4,0.0,-0.2026291440543968,-3.199399045786894,-3.199399045786894,0,,0.4,0.0,0.001972963863266841,0.00021590530655757334,0.00021590530655757334,0,,0.6,0.19999999999999996,-1.8819616755824828,-10.036652143442382,-10.036652143442382,0,,0.8,0.4,0.542215023529705,0.15697358271251716,0.15697358271251716,0,,0.6,0.19999999999999996,-0.40109514594306184,-0.9752476456795556,-0.9752476456795556,0,,sensor_noise,7.605977946662486,0,none,0
R0265,265,MARGINAL,20.0,4.0,exp1,1.1452744128993213,1.6039233613385493,0.0224348966448695,0.1948355681540251,-32.889066151255264,13.604669288487337,40.52115447830119,34.94349903715235,14.503932274159668,5,0.0304544152137026,0.1339574242455177,0.180830921940813,0.8,5.636972815105109,20.38903427977857,20.38903427977857,0.0,1,1.0,0.19999999999999996,-5.636972815105109,-20.38903427977857,-20.38903427977857,0,,1.0,0.19999999999999996,-2.3839578317683485,-10.816329139439787,-10.816329139439787,0,,1.0,0.19999999999999996,-0.8083594840890989,-7.247699654809972,-7.247699654809972,0,,0.8,0.0,0.04162409094516484,0.5887548956307889,0.5887548956307889,0,,1.0,0.19999999999999996,-5.005213312900726,-18.028771678389912,-18.028771678389912,0,,0.8,0.0,0.05260407301378578,0.1824026222783921,0.1824026222783921,0,,0.8,0.0,7.105427357601002e-15,4.973799150320701e-14,4.973799150320701e-14,0,,0.8,0.0,-0.9613010903116441,-2.4014433127039005,-2.4014433127039005,0,,1.0,0.19999999999999996,-0.23232729985390677,-2.3290619297702406,-2.3290619297702406,0,,0.8,0.0,0.016254090666524945,-0.11040943096497102,-0.11040943096497102,0,,wind,5.636972815105109,0,none,0
R0266,266,INFEASIBLE,10.0,4.0,exp1,1.976532998389605,1.547062984999124,0.0283935667328201,0.1999180811378245,-43.53912589625942,6.754567304962501,25.10248864694348,28.522749091169885,12.154126232254004,5,0.0659639601790236,0.068501035527574,0.1836577147410245,0.8,4.495638730217038,19.65320334079354,19.65320334079354,0.0,1,1.0,0.19999999999999996,-4.300164600880063,-18.103391038431102,-18.103391038431102,0,,1.0,0.19999999999999996,-0.6756436346748189,-8.194972027753435,-8.194972027753435,0,,1.0,0.19999999999999996,1.016697963537263,-3.527084132512215,-3.527084132512215,0,,0.8,0.0,0.03617699957908105,1.3548065209413878,1.3548065209413878,0,,1.0,0.19999999999999996,-4.1841633211377305,-18.413925312844206,-18.413925312844206,0,,0.8,0.0,0.03959021214877545,1.004278408169256,1.004278408169256,0,,0.8,0.0,8.881784197001252e-15,7.105427357601002e-14,7.105427357601002e-14,0,,0.8,0.0,-0.6575140927509295,-0.8365604227137808,-0.8365604227137808,0,,0.8,0.0,0.04378400189730769,0.36874012708680226,0.36874012708680226,0,,0.8,0.0,0.10571413450783318,1.6753040520518425,1.6753040520518425,0,,wind,4.300164600880063,0,none,0
R0267,267,EASY,10.0,4.0,exp1,1.2854576677579388,1.053446568630113,0.0377325019457465,0.1757253537531858,-44.31293511824341,11.97083742315545,47.498039597778416,58.15380802343977,9.820397864719274,3,0.1012596576130218,0.0271006916073959,0.0857835357942974,1.0,3.4102993433419035,12.406168411427547,12.406168411427547,0.0,1,1.0,0.0,-0.9644146432306622,-0.9656690972392052,-0.9656690972392052,0,,1.0,0.0,-0.5392790626602215,-2.1271922503333727,-2.1271922503333727,0,,1.0,0.0,1.6290847068394605,-0.2651801581223392,-0.2651801581223392,0,,1.0,0.0,-0.648405127654812,-1.6384241836145286,-1.6384241836145286,0,,1.0,0.0,-3.2495660611921577,-11.85988698347979,-11.85988698347979,0,,1.0,0.0,-1.0248221322514488,-2.970912977323678,-2.970912977323678,0,,1.0,0.0,0.00012978665349860918,0.001761379515007988,0.001761379515007988,0,,1.0,0.0,-0.3988146733455764,-3.4565288655594237,-3.4565288655594237,0,,0.8,-0.19999999999999996,2.431992733509973,6.691210172859183,6.691210172859183,0,,1.0,0.0,-0.7074670324261381,-3.939816181423275,-3.939816181423275,0,,sensor_noise,3.2495660611921577,0,none,0
R0268,268,INFEASIBLE,10.0,4.0,exp1,2.559666728047945,1.686071761351888,0.0304645823974229,0.1826660639592025,-63.20208570386154,9.484178845057244,26.33134680305869,53.47069146742914,11.157575920291862,2,0.0385512233407069,0.1412194924636339,0.301084032799284,0.8,5.671743946117921,20.053641870258026,20.053641870258026,0.0,1,1.0,0.19999999999999996,-5.218294331131281,-16.192908668405842,-16.192908668405842,0,,1.0,0.19999999999999996,-0.6698814082443025,-6.747778305344806,-6.747778305344806,0,,1.0,0.19999999999999996,-0.9830436500227107,-3.6231512287231133,-3.6231512287231133,0,,0.8,0.0,-0.19095964916794195,-1.0550746576033028,-1.0550746576033028,0,,1.0,0.19999999999999996,-5.332703688365264,-18.736675751418407,-18.736675751418407,0,,0.8,0.0,-0.030533078976015204,-0.2178050592253875,-0.2178050592253875,0,,0.8,0.0,1.7763568394002505e-15,1.0658141036401503e-14,1.0658141036401503e-14,0,,1.0,0.19999999999999996,-1.0883885375237075,-4.5455118278500475,-4.5455118278500475,0,,1.0,0.19999999999999996,-0.3899951181718695,-4.1424333828152715,-4.1424333828152715,0,,0.8,0.0,-0.1819672051011425,-1.3445236871858732,-1.3445236871858732,0,,sensor_noise,5.332703688365264,0,none,0
R0269,269,MARGINAL,20.0,4.0,exp1,2.064623030189267,1.8526451980808627,0.0284996751662832,0.1882865685632445,-55.5443533518047,12.707943158485865,33.21225270514192,77.60333946686717,11.69427594648926,4,0.0667740207612867,0.2300672550079868,0.3419350541045062,1.0,5.1093444311839376,13.951338019573813,13.951338019573813,0.0,1,1.0,0.0,-4.86573799087559,-9.672865262861873,-9.672865262861873,0,,1.0,0.0,-0.8813401954701918,0.4622700112044136,0.4622700112044136,0,,1.0,0.0,-1.538665881422102,-1.1697365140070453,-1.1697365140070453,0,,1.0,0.0,-0.0008667132350179685,-0.09990158282781358,-0.09990158282781358,0,,1.0,0.0,-4.812792973717116,-12.6875292127916,-12.6875292127916,0,,1.0,0.0,-0.10989758437916564,-0.3732825656675445,-0.3732825656675445,0,,1.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,-0.7379815696551564,-0.34987059184110336,-0.34987059184110336,0,,0.6,-0.4,0.6097084620556528,15.483904817364055,15.483904817364055,0,,1.0,0.0,0.09480125980190213,0.546311617812723,0.546311617812723,0,,wind,4.86573799087559,0,none,0
R0270,270,EASY,10.0,4.0,exp1,1.0861360490541334,1.3143519060697186,0.0131379122089749,0.1264267749896906,-53.10373743878242,12.64611271793116,49.45625142064641,118.15297888439548,11.417560146500064,5,0.1069643919136945,0.1090926657659175,0.328559306464568,0.2,10.15892127277396,27.77426334243176,27.77426334243176,0.0,0,1.0,0.8,-6.692114558426129,-17.781001283975975,-17.781001283975975,1,helps,1.0,0.8,-4.073713322407386,-12.43490329691692,-12.43490329691692,1,helps,0.6,0.39999999999999997,2.364681601478482,7.473167641641574,7.473167641641574,1,helps,0.4,0.2,-0.5544908129437527,0.37268949155988196,0.37268949155988196,1,helps,1.0,0.8,-8.968125069920161,-23.759784591255116,-23.759784591255116,1,helps,0.2,0.0,-1.031393379538665,-5.559994570137103,-5.559994570137103,0,,0.2,0.0,0.00012737184480471342,0.0009011696296177263,0.0009011696296177263,0,,0.6,0.39999999999999997,-3.5667063481941117,-10.430811661154387,-10.430811661154387,1,helps,0.8,0.6000000000000001,-2.2679267431752637,0.7751306500456252,0.7751306500456252,1,helps,0.4,0.2,-0.6182688889360186,-2.4083993005920092,-2.4083993005920092,1,helps,sensor_noise,8.968125069920161,8,wind backlash slew latency sensor_noise dyn_aero thrust_curve cg_shift,8
R0271,271,EASY,10.0,4.0,exp1,1.6055832303259354,1.989101749554822,0.0298859258522166,0.1258468066835111,-63.60999749686093,5.779138739941761,32.175912115568245,115.55453858401752,13.29782221013797,3,0.1476909283111366,0.2179226335366488,0.2068156623312185,0.8,4.325463720193522,16.2987773668039,16.2987773668039,0.0,1,1.0,0.19999999999999996,-3.4565379818554427,-6.738075544974089,-6.738075544974089,0,,1.0,0.19999999999999996,-0.8496225620823799,-4.926439666247878,-4.926439666247878,0,,1.0,0.19999999999999996,-0.4249180588914512,1.8352674954008457,1.8352674954008457,0,,0.8,0.0,0.022047288093753892,0.38141965375653086,0.38141965375653086,0,,1.0,0.19999999999999996,-4.043920179454629,-15.669445361004007,-15.669445361004007,0,,0.8,0.0,-0.5982187375383949,0.6174435010480686,0.6174435010480686,0,,0.8,0.0,0.0,0.0,0.0,0,,1.0,0.19999999999999996,-1.1666822001495962,-5.302548444770087,-5.302548444770087,0,,0.8,0.0,0.421959701640227,11.82594229883449,11.82594229883449,0,,0.8,0.0,0.15428863590893638,2.160747916585901,2.160747916585901,0,,sensor_noise,4.043920179454629,0,none,0
R0272,272,EASY,10.0,4.0,exp1,0.4982804032483214,0.9097290796066138,0.0303877756121163,0.0418271149512661,-64.2934667053421,12.701739237118591,37.701901073156186,46.619556954416254,8.180582645100394,5,0.1415379854552983,0.247068379772279,0.0575076390445842,1.0,2.8384062179184144,14.055818532750914,14.055818532750914,0.0,1,1.0,0.0,-2.8384062179184144,-14.055818532750914,-14.055818532750914,0,,1.0,0.0,0.31268679797201804,-4.1307798966501394,-4.1307798966501394,0,,0.8,-0.19999999999999996,1.7158080683399048,5.4391821840039665,5.4391821840039665,0,,1.0,0.0,-0.0021793517322303835,-0.059021486291223724,-0.059021486291223724,0,,1.0,0.0,-2.2559268554637937,-12.608268885921444,-12.608268885921444,0,,1.0,0.0,-0.1506379586785651,-0.12997345284667716,-0.12997345284667716,0,,1.0,0.0,0.00011407091043036388,0.0027582374817178845,0.0027582374817178845,0,,1.0,0.0,-0.7882609771010753,-4.580705022255676,-4.580705022255676,0,,0.8,-0.19999999999999996,0.05321798209167694,1.0183568222128265,1.0183568222128265,0,,1.0,0.0,0.0033671690203314064,0.03549692803738935,0.03549692803738935,0,,wind,2.8384062179184144,0,none,0
R0273,273,MARGINAL,10.0,4.0,exp1,1.019771536174256,1.4726613043665795,0.011444298014801,0.159968536850356,-35.95878037645775,8.330363433551373,41.184579588704096,98.25335989840217,13.789030552063062,3,0.0511612592027321,0.1004783085645094,0.3640600629639381,0.2,10.595873740290997,31.0839716127811,31.0839716127811,0.0,0,1.0,0.8,-6.426633504814047,-16.32889525585204,-16.32889525585204,1,helps,0.2,0.0,-2.298447620444785,-7.772186446764486,-7.772186446764486,0,,1.0,0.8,-3.147260713635835,-12.542530391823572,-12.542530391823572,1,helps,0.2,0.0,-0.46031716100472764,-3.147150877257644,-3.147150877257644,0,,1.0,0.8,-9.5595417184539,-26.564365079699776,-26.564365079699776,1,helps,0.2,0.0,0.10940845984424463,1.2065001648576867,1.2065001648576867,0,,0.2,0.0,-2.915001573455811e-12,-6.373568339768099e-11,-6.373568339768099e-11,0,,0.8,0.6000000000000001,-2.972305254521298,-12.024935488773277,-12.024935488773277,1,helps,0.6,0.39999999999999997,0.3922947305403337,-0.8281925030166875,-0.8281925030166875,1,helps,0.2,0.0,-0.6825072692245957,-2.419040940436723,-2.419040940436723,0,,sensor_noise,9.5595417184539,5,wind slew sensor_noise dyn_aero thrust_curve,5
R0274,274,FRAGILE,10.0,4.0,exp1,0.862085022299461,1.5825165313486522,0.0175866660353121,0.1149460288329227,-41.6701752531261,6.690015198568053,39.95763312564196,97.81036374574306,11.942783659124064,4,0.0302951586358878,0.0736190673687073,0.4258596483623347,0.8,6.932379207948964,21.71609907968298,21.71609907968298,0.0,1,1.0,0.19999999999999996,-3.527070656822148,-11.830782221722773,-11.830782221722773,0,,0.8,0.0,-0.6333076734087388,-1.7606473177986963,-1.7606473177986963,0,,0.8,0.0,3.249297741316008,-0.7793274107688184,-0.7793274107688184,0,,0.4,-0.4,0.793080524365986,4.240370527598923,4.240370527598923,0,,1.0,0.19999999999999996,-6.107366863944141,-18.90390860020866,-18.90390860020866,0,,0.4,-0.4,0.9754332718123706,1.5253045727339085,1.5253045727339085,0,,0.8,0.0,2.1316282072803006e-14,-2.1671553440683056e-13,-2.1671553440683056e-13,0,,0.8,0.0,-1.3305363916543174,-4.326433257153713,-4.326433257153713,0,,1.0,0.19999999999999996,-0.21643740710662218,-5.257740909709369,-5.257740909709369,0,,0.4,-0.4,0.39537082343978724,-3.64591947558095,-3.64591947558095,0,,sensor_noise,6.107366863944141,0,none,0
R0275,275,EASY,10.0,4.0,exp1,0.5399022076280847,1.8699098280235107,0.0104891656520885,0.0756078758546902,-43.35734863842853,12.113157300438507,47.71892571318048,110.04275149314124,10.321863268157648,2,0.0410628775549424,0.1384418286223148,0.352657840299565,0.4,9.291007634464462,23.437666021721036,23.437666021721036,0.0,1,1.0,0.6,-6.047595741616483,-9.715821902419695,-9.715821902419695,0,,0.8,0.4,-3.9041993654909817,-4.244691458689438,-4.244691458689438,0,,0.8,0.4,-3.0668250764672473,-8.092151104068144,-8.092151104068144,0,,0.4,0.0,-0.2630517462088324,-1.7892012499278067,-1.7892012499278067,0,,1.0,0.6,-8.65490626751333,-21.553474231676358,-21.553474231676358,0,,0.4,0.0,0.35408745521868035,1.7522397057756471,1.7522397057756471,0,,0.4,0.0,-1.7763568394002505e-15,0.0,0.0,0,,0.4,0.0,-1.4630465161913433,-2.665966466342777,-2.665966466342777,0,,0.8,0.4,-0.48341493485801834,0.08470744554226073,0.08470744554226073,0,,0.6,0.19999999999999996,-0.7001619256421918,1.3789644312573266,1.3789644312573266,0,,sensor_noise,8.65490626751333,0,none,0
