rocket_id,td,original_label,new_Kp,new_Kd,orig_Kp,orig_Kd,nom_sr,nom_ci_lo,nom_ci_hi,under_sr,under_ci_lo,under_ci_hi,over_sr,over_ci_lo,over_ci_hi,robustness,final_label,label_flipped,uncertain
R1883,73.67927666025669,FRAGILE,21.19609566078763,1.0,81.89,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9666666666666667,0.8332924860304112,0.9940915620051425,1.0,EASY,1,0
R1932,96.5803791790538,FRAGILE,21.19609566078763,1.0,88.81,1.0,0.9666666666666667,0.8332924860304112,0.9940915620051425,1.0,0.886482908609522,1.0,0.9,0.7437855868473338,0.9654007400402839,1.0,EASY,1,1
R1973,88.91200954750464,FRAGILE,162.34034009544706,1.0,182.82,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9666666666666667,0.8332924860304112,0.9940915620051425,1.0,EASY,1,0
R2072,351.3367592924232,FRAGILE,29.758952096260835,1.0,6.84,1.0,0.6333333333333333,0.4551324643360493,0.7812629779598231,0.6666666666666666,0.4877972581383026,0.807697044731538,0.6,0.42320052498273836,0.754096056739166,0.3333333333333333,FRAGILE,0,1
R2080,311.79245101667595,INFEASIBLE,10.753066807087182,1.0,3.6,1.0,0.6333333333333333,0.4551324643360493,0.7812629779598231,0.7,0.5212387898833981,0.8333543735604106,0.43333333333333335,0.27377237430615114,0.6080299045459127,0.3333333333333333,FRAGILE,1,1
R2107,92.08421691730304,FRAGILE,162.34034009544706,1.0,155.45,1.0,0.8666666666666667,0.7031831605558306,0.9469043057578189,1.0,0.886482908609522,1.0,0.7666666666666667,0.5907132766967573,0.8820776078949878,0.6666666666666666,FRAGILE,0,1
R2176,89.82990230716528,FRAGILE,115.62844575768011,1.0,96.31,1.0,0.8666666666666667,0.7031831605558306,0.9469043057578189,1.0,0.886482908609522,1.0,0.6666666666666666,0.4877972581383026,0.807697044731538,0.6666666666666666,FRAGILE,0,1
R2264,211.0291414122912,FRAGILE,10.753066807087182,1.0,112.39,4.0,0.7666666666666667,0.5907132766967573,0.8820776078949878,0.9,0.7437855868473338,0.9654007400402839,0.5666666666666667,0.39197009545408734,0.7262276256938489,0.6666666666666666,FRAGILE,0,1
R0003,85.02870707323525,EASY,227.9230326898601,1.0,22.73,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0024,156.25481013841963,EASY,21.19609566078763,1.0,36.97,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0048,281.9656155049529,EASY,162.34034009544706,1.0,24.65,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9333333333333333,0.7867618227892791,0.9815233646723066,1.0,EASY,0,1
R0060,233.8851279001163,EASY,115.62844575768011,1.0,272.09,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0076,89.4124292540852,EASY,227.9230326898601,1.0,320.0,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0086,76.1633522583367,EASY,82.35745631970453,1.0,168.58,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0123,161.82679158256258,EASY,227.9230326898601,1.0,272.09,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0130,100.2223417295385,EASY,162.34034009544706,2.0,24.65,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9666666666666667,0.8332924860304112,0.9940915620051425,1.0,EASY,0,0
R0141,98.3552043909943,EASY,162.34034009544706,1.0,24.65,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0142,99.08471520529469,EASY,58.65987877815546,1.0,59.21,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0148,74.51122595082673,EASY,162.34034009544706,1.0,132.17,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0159,74.8269105216429,EASY,162.34034009544706,1.0,155.45,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0163,159.18853296651844,EASY,162.34034009544706,1.0,113.27,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0167,73.20565980567184,EASY,58.65987877815546,1.0,19.32,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0179,98.96797353395854,EASY,115.62844575768011,1.0,70.18,1.0,0.6,0.42320052498273836,0.754096056739166,0.9666666666666667,0.8332924860304112,0.9940915620051425,0.36666666666666664,0.2187370220401768,0.5448675356639506,0.6666666666666666,FRAGILE,1,0
R0194,88.61468171636373,EASY,82.35745631970453,1.0,81.89,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0207,176.22556504181404,EASY,15.097120013097204,1.0,36.97,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0276,72.2176276978299,EASY,162.34034009544706,1.0,252.87,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0285,75.06381907170143,EASY,58.65987877815546,1.0,12.98,1.0,0.9666666666666667,0.8332924860304112,0.9940915620051425,1.0,0.886482908609522,1.0,0.9666666666666667,0.8332924860304112,0.9940915620051425,1.0,EASY,0,0
R0288,89.26672571843662,EASY,227.9230326898601,1.0,96.31,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9,0.7437855868473338,0.9654007400402839,1.0,EASY,0,1
R0289,78.54785513461994,EASY,115.62844575768011,1.0,36.97,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0326,87.66904248590495,EASY,162.34034009544706,1.0,46.78,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0327,80.73173165849362,EASY,41.78105458855241,1.0,50.74,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9333333333333333,0.7867618227892791,0.9815233646723066,1.0,EASY,0,1
R0333,150.66632825684047,EASY,227.9230326898601,2.0,88.81,1.0,0.7333333333333333,0.5555169795568831,0.8581750444608938,0.8,0.6269395261897257,0.9049502189759876,0.5333333333333333,0.36142013281525043,0.6976787277587176,0.6666666666666666,FRAGILE,1,1
R0354,235.4466984986432,EASY,115.62844575768011,1.0,59.21,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0361,76.72426191568437,EASY,320.0,1.0,320.0,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0365,79.99152398421617,EASY,227.9230326898601,1.0,320.0,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0386,77.2282360394829,EASY,58.65987877815546,1.0,50.74,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0394,86.45600754753086,EASY,162.34034009544706,1.0,96.31,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0420,111.45826290222809,EASY,58.65987877815546,1.0,295.07,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0422,171.33188585238068,EASY,41.78105458855241,1.0,133.21,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9666666666666667,0.8332924860304112,0.9940915620051425,1.0,EASY,0,0
R0432,143.74605132208225,EASY,162.34034009544706,1.0,168.58,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0447,108.63245600268374,EASY,162.34034009544706,1.0,155.45,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0449,93.20323141782367,EASY,162.34034009544706,1.0,250.9,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0456,102.1857986420288,EASY,41.78105458855241,1.0,96.31,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0458,84.01756249566326,EASY,162.34034009544706,1.0,155.45,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0471,180.5698446495365,EASY,82.35745631970453,1.0,132.17,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9333333333333333,0.7867618227892791,0.9815233646723066,1.0,EASY,0,1
R0487,204.43193191159588,EASY,58.65987877815546,1.0,59.21,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0522,216.8522999839436,EASY,320.0,1.0,320.0,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0536,71.70516965289819,EASY,58.65987877815546,1.0,59.67,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0540,143.03955295219828,EASY,41.78105458855241,1.0,50.74,1.0,0.9333333333333333,0.7867618227892791,0.9815233646723066,1.0,0.886482908609522,1.0,0.7,0.5212387898833981,0.8333543735604106,0.6666666666666666,FRAGILE,1,1
R0564,82.31233447726521,EASY,162.34034009544706,1.0,182.82,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0581,227.87584343420303,EASY,29.758952096260835,1.0,31.19,1.0,0.7333333333333333,0.5555169795568831,0.8581750444608938,0.9666666666666667,0.8332924860304112,0.9940915620051425,0.7666666666666667,0.5907132766967573,0.8820776078949878,0.6666666666666666,FRAGILE,1,1
R0592,151.44546007560191,EASY,162.34034009544706,1.0,168.58,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0623,238.0175313711176,EASY,41.78105458855241,1.0,70.18,1.0,1.0,0.886482908609522,1.0,0.9333333333333333,0.7867618227892791,0.9815233646723066,0.8666666666666667,0.7031831605558306,0.9469043057578189,1.0,EASY,0,1
R0678,96.68981931807608,EASY,320.0,1.0,320.0,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0689,176.01368924148704,EASY,82.35745631970453,1.0,132.17,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9666666666666667,0.8332924860304112,0.9940915620051425,1.0,EASY,0,0
R0693,140.49927678047757,EASY,162.34034009544706,2.0,113.27,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0699,130.35799209633544,EASY,82.35745631970453,1.0,133.21,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0709,120.15969202344482,EASY,82.35745631970453,1.0,88.81,1.0,0.9333333333333333,0.7867618227892791,0.9815233646723066,1.0,0.886482908609522,1.0,0.7666666666666667,0.5907132766967573,0.8820776078949878,0.6666666666666666,FRAGILE,1,1
R0714,106.75440589186653,EASY,320.0,2.0,215.01,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0728,97.65740686673432,EASY,162.34034009544706,1.0,168.58,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0731,91.84624123535536,EASY,162.34034009544706,1.0,182.82,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0769,178.93312424290602,EASY,7.658973741837444,1.0,8.66,1.0,0.9,0.7437855868473338,0.9654007400402839,0.9333333333333333,0.7867618227892791,0.9815233646723066,0.7333333333333333,0.5555169795568831,0.8581750444608938,0.6666666666666666,FRAGILE,1,1
R0781,194.99872466642404,EASY,227.9230326898601,1.0,182.82,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0797,174.7281844355121,EASY,82.35745631970453,1.0,81.89,1.0,0.9666666666666667,0.8332924860304112,0.9940915620051425,1.0,0.886482908609522,1.0,0.9,0.7437855868473338,0.9654007400402839,1.0,EASY,0,1
R0831,94.61875762584027,EASY,115.62844575768011,1.0,59.21,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9333333333333333,0.7867618227892791,0.9815233646723066,1.0,EASY,0,1
R0835,104.43180129467024,EASY,58.65987877815546,1.0,70.18,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9,0.7437855868473338,0.9654007400402839,1.0,EASY,0,1
R0838,90.38295606091889,EASY,162.34034009544706,1.0,155.45,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0840,112.45188096717152,EASY,115.62844575768011,1.0,88.81,1.0,0.7666666666666667,0.5907132766967573,0.8820776078949878,0.9,0.7437855868473338,0.9654007400402839,0.6,0.42320052498273836,0.754096056739166,0.6666666666666666,FRAGILE,1,1
R0848,70.88310849734803,EASY,162.34034009544706,1.0,182.82,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0852,74.77435289211648,EASY,58.65987877815546,1.0,69.63,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9666666666666667,0.8332924860304112,0.9940915620051425,1.0,EASY,0,0
R0856,142.3715924848064,EASY,162.34034009544706,1.0,250.9,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0882,165.3954879637359,EASY,115.62844575768011,1.0,50.74,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0884,109.44568362400076,EASY,41.78105458855241,1.0,31.43,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9,0.7437855868473338,0.9654007400402839,1.0,EASY,0,1
R0899,103.53887865894372,EASY,29.758952096260835,1.0,24.65,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0904,157.38285277560263,EASY,162.34034009544706,1.0,168.58,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0918,192.00666599433103,EASY,115.62844575768011,1.0,96.31,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0927,99.37652192276786,EASY,58.65987877815546,1.0,132.17,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0929,90.130240209272,EASY,58.65987877815546,1.0,19.32,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0934,71.93402642684912,EASY,227.9230326898601,1.0,59.67,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R0989,73.37548678404747,EASY,162.34034009544706,1.0,155.45,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R1003,77.51566132136462,EASY,82.35745631970453,1.0,24.65,1.0,0.9333333333333333,0.7867618227892791,0.9815233646723066,1.0,0.886482908609522,1.0,0.9,0.7437855868473338,0.9654007400402839,1.0,EASY,0,1
R1015,95.64195825232294,EASY,115.62844575768011,1.0,133.21,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R1016,74.69820755799283,EASY,58.65987877815546,1.0,88.81,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R1036,101.76837367401951,EASY,227.9230326898601,1.0,252.87,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R1083,104.51518903001104,EASY,41.78105458855241,1.0,69.63,1.0,0.9666666666666667,0.8332924860304112,0.9940915620051425,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R1088,135.01990222668329,EASY,227.9230326898601,1.0,182.82,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9333333333333333,0.7867618227892791,0.9815233646723066,1.0,EASY,0,1
R1093,85.48814871365212,EASY,162.34034009544706,1.0,155.45,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R1105,86.50714968489325,EASY,162.34034009544706,1.0,155.45,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.8333333333333334,0.6643529481431982,0.9266356575964831,1.0,EASY,0,1
R1106,73.88355897816493,EASY,82.35745631970453,1.0,133.21,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R1119,86.20123472123325,EASY,82.35745631970453,1.0,69.63,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9333333333333333,0.7867618227892791,0.9815233646723066,1.0,EASY,0,1
R1131,202.0602677237344,EASY,115.62844575768011,1.0,320.0,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R1149,76.1540343418376,EASY,115.62844575768011,1.0,168.58,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R1154,194.27099759583024,EASY,115.62844575768011,1.0,168.58,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R1159,122.41554302638885,EASY,82.35745631970453,1.0,81.89,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,0.9333333333333333,0.7867618227892791,0.9815233646723066,1.0,EASY,0,1
R1161,129.58437212092272,EASY,162.34034009544706,1.0,252.87,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R1171,72.18809423155564,EASY,115.62844575768011,1.0,24.65,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R1175,80.97972925000165,EASY,58.65987877815546,1.0,59.67,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R1181,71.50249330429129,EASY,58.65987877815546,1.0,50.74,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R1183,287.0602537735098,EASY,320.0,1.0,168.58,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
R1198,106.88035270225934,EASY,227.9230326898601,1.0,231.35,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,0.886482908609522,1.0,1.0,EASY,0,0
