rocket_id,final_label,td,keff,latency_steps,kp_simple,kp_full,Kp_floor,Kp_ceiling,window_ratio,Kp_miss,Kp_miss_fraction,miss_type,gain_ok,sr_simple_in_full,sr_full_in_full,false_rejection_v2
R0063,EASY,7.346815907008373,1.078118852051516,4,3.6,43.14,0.24728421075419352,95.0,384.17333524958576,0.0,0.0,inside,True,1.0,1.0,0
R0064,EASY,12.700257254956243,2.537784801938654,4,26.73,81.89,0.6132867989142996,95.0,154.90305704961906,0.0,0.0,inside,True,1.0,1.0,0
R0065,EASY,21.134777398586458,2.467969256378818,4,168.58,31.43,0.5954009892114797,95.0,159.5563355140095,73.58000000000001,0.4611537345913756,overtuned,False,0.6666666666666666,1.0,0
R0066,EASY,29.4259216962231,3.1563635777684005,6,2.42,88.81,1.1426848974213974,63.333333333333336,55.42502003505291,0.0,0.0,inside,True,0.6666666666666666,1.0,0
R0067,EASY,4.74878959010452,1.3916798245797135,3,4.6,59.67,0.24569220070552128,126.66666666666667,515.5502140602551,0.0,0.0,inside,True,1.0,1.0,0
R0068,EASY,35.75224720064404,4.098843316123034,3,168.58,22.73,0.7729115503373398,126.66666666666667,163.88248643894968,41.91333333333334,0.2557523640510977,overtuned,False,0.6666666666666666,1.0,0
R0069,EASY,16.26680401966233,2.950066551709092,1,31.43,81.89,0.18907878569916878,380.0,2009.744237540185,0.0,0.0,inside,True,1.0,1.0,0
R0070,EASY,6.003507771091689,2.3877611637146563,4,155.45,96.31,0.5748908682122664,95.0,165.24875459479944,60.44999999999999,0.3658121366677,overtuned,False,1.0,1.0,0
R0071,EASY,13.66112498191997,1.2750540722262207,1,155.45,88.81,0.07764564424859574,380.0,4894.028553403014,0.0,0.0,inside,True,0.6666666666666666,1.0,0
R0072,EASY,38.66458966936607,4.467351508187277,3,50.74,2.83,0.8468360219336266,126.66666666666667,149.5763800616816,0.0,0.0,inside,True,1.0,1.0,0
R0073,EASY,31.23005847426592,3.0796565503404763,2,2.42,16.43,0.3860513641543243,190.0,492.1624883160557,0.0,0.0,inside,True,0.0,1.0,1
R0074,EASY,24.17848406940968,6.484539666430038,6,3.6,36.68,2.4529733798777364,63.333333333333336,25.819005559893217,0.0,0.0,inside,True,0.6666666666666666,1.0,0
R0075,EASY,20.049562509786643,1.791227741543306,2,2.4,81.89,0.21723868845868688,190.0,874.614007974611,0.0,0.0,inside,True,0.6666666666666666,1.0,0
R0076,EASY,89.4124292540852,8.704251738615454,1,5.36,320.0,0.5959451796709718,380.0,637.6425432450051,0.0,0.0,inside,True,0.6666666666666666,1.0,0
R0077,EASY,29.58590461442917,6.276520920780277,5,168.58,96.31,1.9876420369607848,76.0,38.23626115103111,92.58000000000001,2.4212618392345986,overtuned,False,1.0,1.0,0
R0078,EASY,33.45496714208709,5.655336627296742,2,46.78,22.73,0.7357031122080243,190.0,258.25634939855524,0.0,0.0,inside,True,0.3333333333333333,1.0,1
R0079,EASY,50.00998128598263,6.38621419170778,1,50.74,59.67,0.4290565963648737,380.0,885.6640434373942,0.0,0.0,inside,True,1.0,1.0,0
R0080,EASY,20.75870661482524,2.214370726197975,5,2.4,70.18,0.6580652171879133,76.0,115.49007304286359,0.0,0.0,inside,True,0.6666666666666666,1.0,0
