rocket_id,Kp,opt_Kd,max_sr,best_kd_at_Kp,frozen_sr
R1489,53.1565572177533,0.07478449574760791,1.0,0.38,0.0
R1489,83.222254577792,0.07478449574760791,1.0,0.38,0.0
R1489,130.293307533801,0.07478449574760791,1.0,0.38,0.0
R1489,203.9880567310155,0.07478449574760791,1.0,0.38,0.0
R1489,319.36503936014617,0.07478449574760791,1.0,0.38,0.0
R1489,500.0,0.07478449574760791,1.0,1.46,0.0
R1569,0.1,0.1071999591382603,0.9166666666666666,0.1,0.9166666666666666
R1569,0.1565606557943096,0.1071999591382603,0.9166666666666666,0.1,0.9166666666666666
R1569,0.245112389427443,0.1071999591382603,1.0,0.1,1.0
R1569,0.38374956432070695,0.1071999591382603,1.0,0.1,1.0
R1569,0.6008008345083048,0.1071999591382603,1.0,0.1,1.0
R1569,0.9406177265238869,0.1071999591382603,1.0,0.1,1.0
R1569,1.472637281163324,0.1071999591382603,1.0,0.1,1.0
R1569,2.3055705848607913,0.1071999591382603,1.0,0.1071999591382603,1.0
R1569,3.6096164274587546,0.1071999591382603,1.0,0.1,1.0
R1569,5.651239150488556,0.1071999591382603,1.0,0.1,1.0
R1569,8.847617074509655,0.1071999591382603,1.0,0.38,0.9166666666666666
R1569,13.85188731402163,0.1071999591382603,1.0,0.38,0.5833333333333334
R1569,21.686605618721064,0.1071999591382603,1.0,0.38,0.0
R1569,33.9526919761953,0.1071999591382603,1.0,0.38,0.0
R1569,53.1565572177533,0.1071999591382603,1.0,0.38,0.0
R1569,83.222254577792,0.1071999591382603,1.0,0.38,0.0
R1569,130.293307533801,0.1071999591382603,1.0,5.62,0.0
R1569,203.9880567310155,0.1071999591382603,1.0,1.46,0.0
R1569,319.36503936014617,0.1071999591382603,0.9166666666666666,5.62,0.0
R1569,500.0,0.1071999591382603,1.0,5.62,0.0
R1641,0.1,0.05217092291062181,1.0,0.05217092291062181,1.0
R1641,0.1565606557943096,0.05217092291062181,1.0,0.05217092291062181,1.0
R1641,0.245112389427443,0.05217092291062181,1.0,0.05217092291062181,1.0
R1641,0.38374956432070695,0.05217092291062181,1.0,0.05217092291062181,1.0
R1641,0.6008008345083048,0.05217092291062181,1.0,0.05217092291062181,1.0
R1641,0.9406177265238869,0.05217092291062181,1.0,0.05217092291062181,1.0
R1641,1.472637281163324,0.05217092291062181,1.0,0.05217092291062181,1.0
R1641,2.3055705848607913,0.05217092291062181,1.0,0.05217092291062181,1.0
R1641,3.6096164274587546,0.05217092291062181,1.0,0.05217092291062181,1.0
R1641,5.651239150488556,0.05217092291062181,1.0,0.05217092291062181,1.0
R1641,8.847617074509655,0.05217092291062181,1.0,0.05217092291062181,1.0
R1641,13.85188731402163,0.05217092291062181,1.0,0.05217092291062181,1.0
R1641,21.686605618721064,0.05217092291062181,1.0,0.05217092291062181,1.0
R1641,33.9526919761953,0.05217092291062181,1.0,0.05217092291062181,1.0
R1641,53.1565572177533,0.05217092291062181,1.0,0.1,0.9166666666666666
R1641,83.222254577792,0.05217092291062181,1.0,0.38,0.3333333333333333
R1641,130.293307533801,0.05217092291062181,1.0,0.38,0.16666666666666666
R1641,203.9880567310155,0.05217092291062181,1.0,1.46,0.08333333333333333
R1641,319.36503936014617,0.05217092291062181,1.0,1.46,0.0
R1641,500.0,0.05217092291062181,1.0,5.62,0.0
R1687,0.1,0.05217092291062181,0.4166666666666667,0.38,0.16666666666666666
R1687,0.1565606557943096,0.05217092291062181,0.5833333333333334,0.1,0.25
R1687,0.245112389427443,0.05217092291062181,0.75,0.1,0.5
R1687,0.38374956432070695,0.05217092291062181,0.8333333333333334,0.1,0.75
R1687,0.6008008345083048,0.05217092291062181,0.9166666666666666,0.1,0.6666666666666666
R1687,0.9406177265238869,0.05217092291062181,0.8333333333333334,0.38,0.75
R1687,1.472637281163324,0.05217092291062181,0.9166666666666666,0.1,0.75
R1687,2.3055705848607913,0.05217092291062181,1.0,0.05217092291062181,1.0
R1687,3.6096164274587546,0.05217092291062181,1.0,0.1,0.9166666666666666
R1687,5.651239150488556,0.05217092291062181,1.0,0.1,0.8333333333333334
R1687,8.847617074509655,0.05217092291062181,1.0,0.1,0.4166666666666667
R1687,13.85188731402163,0.05217092291062181,1.0,0.1,0.08333333333333333
R1687,21.686605618721064,0.05217092291062181,1.0,0.1,0.08333333333333333
R1687,33.9526919761953,0.05217092291062181,1.0,0.38,0.0
R1687,53.1565572177533,0.05217092291062181,1.0,0.38,0.0
R1687,83.222254577792,0.05217092291062181,1.0,0.38,0.0
R1687,130.293307533801,0.05217092291062181,1.0,0.38,0.0
R1687,203.9880567310155,0.05217092291062181,1.0,1.46,0.0
R1687,319.36503936014617,0.05217092291062181,1.0,5.62,0.0
R1687,500.0,0.05217092291062181,0.9166666666666666,5.62,0.0
