rocket_id,keff,lat,Pi_keff,td,kp,sr_pd,sr_h1,sr_h5,sr_adrc
R0024,16.669,4,288.5,156.3,5.12,1.0,1.0,1.0,1.0
R0024,16.669,4,288.5,156.3,8.82,1.0,1.0,1.0,1.0
R0024,16.669,4,288.5,156.3,15.2,1.0,0.0,1.0,1.0
R0024,16.669,4,288.5,156.3,26.19,1.0,0.0,1.0,1.0
R0024,16.669,4,288.5,156.3,45.14,1.0,0.0,1.0,1.0
R0024,16.669,4,288.5,156.3,77.79,1.0,0.0,1.0,1.0
R0024,16.669,4,288.5,156.3,134.05,0.8,0.0,1.0,1.0
R0024,16.669,4,288.5,156.3,231.01,0.0,0.0,1.0,1.0
R0024,16.669,4,288.5,156.3,398.11,0.0,0.0,1.0,1.0
R0333,17.651,4,298.8,150.7,1.0,1.0,1.0,1.0,1.0
R0333,17.651,4,298.8,150.7,1.72,1.0,1.0,1.0,1.0
R0333,17.651,4,298.8,150.7,2.97,1.0,1.0,1.0,1.0
R0333,17.651,4,298.8,150.7,5.12,1.0,1.0,1.0,1.0
R0333,17.651,4,298.8,150.7,8.82,1.0,1.0,1.0,1.0
R0333,17.651,4,298.8,150.7,15.2,1.0,0.0,1.0,1.0
R0333,17.651,4,298.8,150.7,26.19,1.0,0.0,1.0,1.0
R0333,17.651,4,298.8,150.7,45.14,1.0,0.0,1.0,1.0
R0333,17.651,4,298.8,150.7,77.79,1.0,0.0,1.0,1.0
R0333,17.651,4,298.8,150.7,134.05,0.8,0.0,1.0,1.0
R0333,17.651,4,298.8,150.7,231.01,0.0,0.0,1.0,1.0
R0333,17.651,4,298.8,150.7,398.11,0.0,0.0,1.0,1.0
R1673,22.991,4,281.7,183.9,1.0,0.3,1.0,0.0,1.0
R1673,22.991,4,281.7,183.9,1.72,0.9,1.0,0.1,1.0
R1673,22.991,4,281.7,183.9,2.97,0.9,1.0,0.1,1.0
R1673,22.991,4,281.7,183.9,5.12,1.0,1.0,0.1,1.0
R1673,22.991,4,281.7,183.9,8.82,1.0,1.0,0.1,1.0
R1673,22.991,4,281.7,183.9,15.2,1.0,0.0,0.2,1.0
R1673,22.991,4,281.7,183.9,26.19,1.0,0.0,0.6,1.0
R1673,22.991,4,281.7,183.9,45.14,1.0,0.0,1.0,1.0
R1673,22.991,4,281.7,183.9,77.79,0.9,0.0,1.0,1.0
R1673,22.991,4,281.7,183.9,134.05,0.3,0.0,1.0,1.0
R1673,22.991,4,281.7,183.9,231.01,0.0,0.0,1.0,1.0
R1673,22.991,4,281.7,183.9,398.11,0.0,0.0,1.0,1.0
R2055,16.293,5,395.1,160.4,1.0,0.8,1.0,1.0,1.0
R2055,16.293,5,395.1,160.4,1.72,0.9,1.0,1.0,1.0
R2055,16.293,5,395.1,160.4,2.97,1.0,1.0,1.0,1.0
R2055,16.293,5,395.1,160.4,5.12,1.0,1.0,1.0,1.0
R2055,16.293,5,395.1,160.4,8.82,1.0,1.0,1.0,1.0
R2055,16.293,5,395.1,160.4,15.2,1.0,0.0,1.0,1.0
R2055,16.293,5,395.1,160.4,26.19,1.0,0.0,1.0,1.0
R2055,16.293,5,395.1,160.4,45.14,1.0,0.0,1.0,1.0
R2055,16.293,5,395.1,160.4,77.79,1.0,0.0,1.0,1.0
R2055,16.293,5,395.1,160.4,134.05,0.0,0.0,1.0,1.0
R2055,16.293,5,395.1,160.4,231.01,0.0,0.0,1.0,1.0
R2055,16.293,5,395.1,160.4,398.11,0.0,0.0,1.0,1.0
R0689,18.752,3,149.3,176.0,1.0,0.7,1.0,0.5,1.0
R0689,18.752,3,149.3,176.0,1.72,1.0,1.0,0.5,1.0
R0689,18.752,3,149.3,176.0,2.97,0.9,1.0,0.6,1.0
R0689,18.752,3,149.3,176.0,5.12,1.0,1.0,0.7,1.0
R0689,18.752,3,149.3,176.0,8.82,1.0,1.0,0.6,1.0
R0689,18.752,3,149.3,176.0,15.2,1.0,0.0,0.7,1.0
R0689,18.752,3,149.3,176.0,26.19,1.0,0.0,1.0,1.0
R0689,18.752,3,149.3,176.0,45.14,1.0,0.0,1.0,1.0
R0689,18.752,3,149.3,176.0,77.79,1.0,0.0,1.0,1.0
R0689,18.752,3,149.3,176.0,134.05,1.0,0.0,1.0,1.0
R0689,18.752,3,149.3,176.0,231.01,1.0,0.0,1.0,1.0
R0689,18.752,3,149.3,176.0,398.11,0.0,0.0,1.0,1.0
R2246,8.427,3,156.7,137.7,1.0,1.0,1.0,0.4,1.0
R2246,8.427,3,156.7,137.7,1.72,1.0,1.0,0.4,1.0
R2246,8.427,3,156.7,137.7,2.97,1.0,1.0,0.4,1.0
R2246,8.427,3,156.7,137.7,5.12,1.0,1.0,0.4,1.0
R2246,8.427,3,156.7,137.7,8.82,1.0,1.0,0.4,1.0
R2246,8.427,3,156.7,137.7,15.2,1.0,0.7,0.4,1.0
R2246,8.427,3,156.7,137.7,26.19,1.0,0.0,0.4,1.0
R2246,8.427,3,156.7,137.7,45.14,1.0,0.0,0.4,1.0
R2246,8.427,3,156.7,137.7,77.79,1.0,0.0,0.4,1.0
R2246,8.427,3,156.7,137.7,134.05,1.0,0.0,0.9,1.0
R2246,8.427,3,156.7,137.7,231.01,1.0,0.0,1.0,1.0
R2246,8.427,3,156.7,137.7,398.11,0.0,0.0,1.0,1.0
R1441,23.138,3,168.6,168.8,1.0,0.5,1.0,1.0,1.0
R1441,23.138,3,168.6,168.8,1.72,0.7,1.0,1.0,1.0
R1441,23.138,3,168.6,168.8,2.97,0.8,1.0,1.0,1.0
R1441,23.138,3,168.6,168.8,5.12,1.0,1.0,1.0,1.0
R1441,23.138,3,168.6,168.8,8.82,1.0,1.0,1.0,1.0
R1441,23.138,3,168.6,168.8,15.2,1.0,0.0,1.0,1.0
R1441,23.138,3,168.6,168.8,26.19,1.0,0.0,1.0,1.0
R1441,23.138,3,168.6,168.8,45.14,1.0,0.0,1.0,1.0
R1441,23.138,3,168.6,168.8,77.79,1.0,0.0,1.0,1.0
R1441,23.138,3,168.6,168.8,134.05,1.0,0.0,1.0,1.0
R1441,23.138,3,168.6,168.8,231.01,0.5,0.0,1.0,1.0
R1441,23.138,3,168.6,168.8,398.11,0.0,0.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,1.0,0.3,1.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,1.72,0.5,1.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,2.97,0.7,1.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,5.12,1.0,1.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,8.82,1.0,0.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,15.2,1.0,0.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,26.19,1.0,0.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,45.14,1.0,0.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,77.79,0.8,0.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,134.05,0.1,0.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,231.01,0.0,0.0,1.0,1.0
R2106,23.502,6,1146.9,144.8,398.11,0.0,0.0,1.0,1.0
R0592,16.203,2,56.7,151.4,1.0,1.0,1.0,0.9,1.0
R0592,16.203,2,56.7,151.4,1.72,1.0,1.0,0.9,1.0
R0592,16.203,2,56.7,151.4,2.97,1.0,1.0,0.9,1.0
R0592,16.203,2,56.7,151.4,5.12,1.0,1.0,0.9,1.0
R0592,16.203,2,56.7,151.4,8.82,1.0,1.0,1.0,1.0
R0592,16.203,2,56.7,151.4,15.2,1.0,0.1,1.0,1.0
R0592,16.203,2,56.7,151.4,26.19,1.0,0.0,1.0,1.0
R0592,16.203,2,56.7,151.4,45.14,1.0,0.0,1.0,1.0
R0592,16.203,2,56.7,151.4,77.79,1.0,0.0,1.0,1.0
R0592,16.203,2,56.7,151.4,134.05,1.0,0.0,1.0,1.0
R0592,16.203,2,56.7,151.4,231.01,1.0,0.0,1.0,1.0
R0592,16.203,2,56.7,151.4,398.11,1.0,0.0,1.0,1.0
R2287,17.398,4,576.3,148.8,1.0,1.0,1.0,1.0,1.0
R2287,17.398,4,576.3,148.8,1.72,1.0,1.0,1.0,1.0
R2287,17.398,4,576.3,148.8,2.97,1.0,1.0,1.0,1.0
R2287,17.398,4,576.3,148.8,5.12,1.0,1.0,1.0,1.0
R2287,17.398,4,576.3,148.8,8.82,1.0,1.0,1.0,1.0
R2287,17.398,4,576.3,148.8,15.2,1.0,0.0,1.0,1.0
R2287,17.398,4,576.3,148.8,26.19,1.0,0.0,1.0,1.0
R2287,17.398,4,576.3,148.8,45.14,1.0,0.0,1.0,1.0
R2287,17.398,4,576.3,148.8,77.79,1.0,0.0,1.0,1.0
R2287,17.398,4,576.3,148.8,134.05,1.0,0.0,1.0,1.0
R2287,17.398,4,576.3,148.8,231.01,0.1,0.0,1.0,1.0
R2287,17.398,4,576.3,148.8,398.11,0.0,0.0,1.0,1.0
R1203,39.6,2,125.0,317.8,1.0,0.7,1.0,1.0,1.0
R1203,39.6,2,125.0,317.8,1.72,0.9,1.0,1.0,1.0
R1203,39.6,2,125.0,317.8,2.97,0.9,1.0,1.0,1.0
R1203,39.6,2,125.0,317.8,5.12,1.0,1.0,1.0,1.0
R1203,39.6,2,125.0,317.8,8.82,1.0,1.0,1.0,1.0
R1203,39.6,2,125.0,317.8,15.2,1.0,0.0,1.0,1.0
R1203,39.6,2,125.0,317.8,26.19,1.0,0.0,1.0,1.0
R1203,39.6,2,125.0,317.8,45.14,1.0,0.0,1.0,1.0
R1203,39.6,2,125.0,317.8,77.79,1.0,0.0,1.0,1.0
R1203,39.6,2,125.0,317.8,134.05,1.0,0.0,1.0,1.0
R1203,39.6,2,125.0,317.8,231.01,1.0,0.0,1.0,1.0
R1203,39.6,2,125.0,317.8,398.11,0.7,0.0,1.0,1.0
R1290,41.373,3,302.4,255.1,1.0,0.6,1.0,1.0,1.0
R1290,41.373,3,302.4,255.1,1.72,0.3,1.0,1.0,1.0
R1290,41.373,3,302.4,255.1,2.97,0.7,1.0,1.0,1.0
R1290,41.373,3,302.4,255.1,5.12,0.8,1.0,1.0,1.0
R1290,41.373,3,302.4,255.1,8.82,1.0,1.0,1.0,1.0
R1290,41.373,3,302.4,255.1,15.2,1.0,0.0,1.0,1.0
R1290,41.373,3,302.4,255.1,26.19,1.0,0.0,1.0,1.0
R1290,41.373,3,302.4,255.1,45.14,1.0,0.0,1.0,1.0
R1290,41.373,3,302.4,255.1,77.79,0.9,0.0,1.0,1.0
R1290,41.373,3,302.4,255.1,134.05,0.6,0.0,1.0,1.0
R1290,41.373,3,302.4,255.1,231.01,0.0,0.0,1.0,1.0
R1290,41.373,3,302.4,255.1,398.11,0.0,0.0,1.0,1.0
R1884,32.906,2,122.2,310.7,1.0,0.7,1.0,1.0,1.0
R1884,32.906,2,122.2,310.7,1.72,0.8,1.0,1.0,1.0
R1884,32.906,2,122.2,310.7,2.97,1.0,1.0,1.0,1.0
R1884,32.906,2,122.2,310.7,5.12,1.0,1.0,1.0,1.0
R1884,32.906,2,122.2,310.7,8.82,1.0,1.0,1.0,1.0
R1884,32.906,2,122.2,310.7,15.2,1.0,0.0,1.0,1.0
R1884,32.906,2,122.2,310.7,26.19,1.0,0.0,1.0,1.0
R1884,32.906,2,122.2,310.7,45.14,1.0,0.0,1.0,1.0
R1884,32.906,2,122.2,310.7,77.79,1.0,0.0,1.0,1.0
R1884,32.906,2,122.2,310.7,134.05,1.0,0.0,1.0,1.0
R1884,32.906,2,122.2,310.7,231.01,1.0,0.0,1.0,1.0
R1884,32.906,2,122.2,310.7,398.11,1.0,0.0,1.0,1.0
R1808,39.034,3,309.4,376.6,1.0,0.5,1.0,1.0,1.0
R1808,39.034,3,309.4,376.6,1.72,1.0,1.0,1.0,1.0
R1808,39.034,3,309.4,376.6,2.97,0.8,1.0,1.0,1.0
R1808,39.034,3,309.4,376.6,5.12,1.0,1.0,1.0,1.0
R1808,39.034,3,309.4,376.6,8.82,1.0,1.0,1.0,1.0
R1808,39.034,3,309.4,376.6,15.2,1.0,0.0,1.0,1.0
R1808,39.034,3,309.4,376.6,26.19,1.0,0.0,1.0,1.0
R1808,39.034,3,309.4,376.6,45.14,1.0,0.0,1.0,1.0
R1808,39.034,3,309.4,376.6,77.79,1.0,0.0,1.0,1.0
R1808,39.034,3,309.4,376.6,134.05,0.8,0.0,1.0,1.0
R1808,39.034,3,309.4,376.6,231.01,0.1,0.0,1.0,1.0
R1808,39.034,3,309.4,376.6,398.11,0.0,0.0,1.0,1.0
R0487,19.16,4,278.9,204.4,1.0,0.7,1.0,1.0,1.0
R0487,19.16,4,278.9,204.4,1.72,1.0,1.0,1.0,1.0
R0487,19.16,4,278.9,204.4,2.97,1.0,1.0,1.0,1.0
R0487,19.16,4,278.9,204.4,5.12,1.0,1.0,1.0,1.0
R0487,19.16,4,278.9,204.4,8.82,1.0,1.0,1.0,1.0
R0487,19.16,4,278.9,204.4,15.2,1.0,0.0,1.0,1.0
R0487,19.16,4,278.9,204.4,26.19,1.0,0.0,1.0,1.0
R0487,19.16,4,278.9,204.4,45.14,1.0,0.0,1.0,1.0
R0487,19.16,4,278.9,204.4,77.79,1.0,0.0,1.0,1.0
R0487,19.16,4,278.9,204.4,134.05,0.4,0.0,1.0,1.0
R0487,19.16,4,278.9,204.4,231.01,0.0,0.0,1.0,1.0
R0487,19.16,4,278.9,204.4,398.11,0.0,0.0,1.0,1.0
R1679,23.533,4,403.3,240.0,1.0,0.9,1.0,1.0,1.0
R1679,23.533,4,403.3,240.0,1.72,0.8,1.0,1.0,1.0
R1679,23.533,4,403.3,240.0,2.97,1.0,1.0,1.0,1.0
R1679,23.533,4,403.3,240.0,5.12,1.0,1.0,1.0,1.0
R1679,23.533,4,403.3,240.0,8.82,1.0,1.0,1.0,1.0
R1679,23.533,4,403.3,240.0,15.2,1.0,0.0,1.0,1.0
R1679,23.533,4,403.3,240.0,26.19,1.0,0.0,1.0,1.0
R1679,23.533,4,403.3,240.0,45.14,1.0,0.0,1.0,1.0
R1679,23.533,4,403.3,240.0,77.79,1.0,0.0,1.0,1.0
R1679,23.533,4,403.3,240.0,134.05,0.3,0.0,1.0,1.0
R1679,23.533,4,403.3,240.0,231.01,0.0,0.0,1.0,1.0
R1679,23.533,4,403.3,240.0,398.11,0.0,0.0,1.0,1.0
R1513,12.234,6,866.7,283.5,1.0,0.8,1.0,0.0,1.0
R1513,12.234,6,866.7,283.5,1.72,1.0,1.0,0.0,1.0
R1513,12.234,6,866.7,283.5,2.97,1.0,1.0,0.0,1.0
R1513,12.234,6,866.7,283.5,5.12,1.0,1.0,0.0,1.0
R1513,12.234,6,866.7,283.5,8.82,1.0,1.0,0.0,1.0
R1513,12.234,6,866.7,283.5,15.2,1.0,0.0,0.0,1.0
R1513,12.234,6,866.7,283.5,26.19,1.0,0.0,0.0,1.0
R1513,12.234,6,866.7,283.5,45.14,1.0,0.0,0.3,1.0
R1513,12.234,6,866.7,283.5,77.79,0.8,0.0,1.0,1.0
R1513,12.234,6,866.7,283.5,134.05,0.0,0.0,1.0,1.0
R1513,12.234,6,866.7,283.5,231.01,0.0,0.0,1.0,1.0
R1513,12.234,6,866.7,283.5,398.11,0.0,0.0,1.0,1.0
R0864,14.151,4,477.5,297.6,1.0,1.0,1.0,1.0,1.0
R0864,14.151,4,477.5,297.6,1.72,1.0,1.0,1.0,1.0
R0864,14.151,4,477.5,297.6,2.97,1.0,1.0,1.0,1.0
R0864,14.151,4,477.5,297.6,5.12,1.0,1.0,1.0,1.0
R0864,14.151,4,477.5,297.6,8.82,1.0,1.0,1.0,1.0
R0864,14.151,4,477.5,297.6,15.2,1.0,0.1,1.0,1.0
R0864,14.151,4,477.5,297.6,26.19,1.0,0.0,1.0,1.0
R0864,14.151,4,477.5,297.6,45.14,1.0,0.0,1.0,1.0
R0864,14.151,4,477.5,297.6,77.79,1.0,0.0,1.0,1.0
R0864,14.151,4,477.5,297.6,134.05,0.9,0.0,1.0,1.0
R0864,14.151,4,477.5,297.6,231.01,0.0,0.0,1.0,1.0
R0864,14.151,4,477.5,297.6,398.11,0.0,0.0,1.0,1.0
R2282,19.955,1,20.0,223.2,1.0,1.0,1.0,1.0,1.0
R2282,19.955,1,20.0,223.2,1.72,1.0,1.0,1.0,1.0
R2282,19.955,1,20.0,223.2,2.97,1.0,1.0,1.0,1.0
R2282,19.955,1,20.0,223.2,5.12,1.0,1.0,1.0,1.0
R2282,19.955,1,20.0,223.2,8.82,1.0,1.0,1.0,1.0
R2282,19.955,1,20.0,223.2,15.2,1.0,1.0,1.0,1.0
R2282,19.955,1,20.0,223.2,26.19,1.0,0.0,1.0,1.0
R2282,19.955,1,20.0,223.2,45.14,1.0,0.0,1.0,1.0
R2282,19.955,1,20.0,223.2,77.79,1.0,0.0,1.0,1.0
R2282,19.955,1,20.0,223.2,134.05,1.0,0.0,1.0,1.0
R2282,19.955,1,20.0,223.2,231.01,1.0,0.0,1.0,1.0
R2282,19.955,1,20.0,223.2,398.11,1.0,0.0,1.0,1.0
R0522,32.826,1,41.4,216.9,1.0,1.0,1.0,1.0,1.0
R0522,32.826,1,41.4,216.9,1.72,1.0,1.0,1.0,1.0
R0522,32.826,1,41.4,216.9,2.97,1.0,1.0,1.0,1.0
R0522,32.826,1,41.4,216.9,5.12,1.0,1.0,1.0,1.0
R0522,32.826,1,41.4,216.9,8.82,1.0,1.0,1.0,1.0
R0522,32.826,1,41.4,216.9,15.2,1.0,0.1,1.0,1.0
R0522,32.826,1,41.4,216.9,26.19,1.0,0.0,1.0,1.0
R0522,32.826,1,41.4,216.9,45.14,1.0,0.0,1.0,1.0
R0522,32.826,1,41.4,216.9,77.79,1.0,0.0,1.0,1.0
R0522,32.826,1,41.4,216.9,134.05,1.0,0.0,1.0,1.0
R0522,32.826,1,41.4,216.9,231.01,1.0,0.0,1.0,1.0
R0522,32.826,1,41.4,216.9,398.11,1.0,0.0,1.0,1.0
