cell_id,regime_label,regime_code,robustness,p_unstable,servo_slew_deg_s,max_gimbal_deg,u_max_frac,Kp,Kd,max_ang_accel_deg_s2,rise_time_s,settling_time_s,overshoot_pct,peak_att_rate_deg_s,control_effort_usage,actuator_sat_frac,slew_sat_frac,success_like_rate,rms_err_deg,peak_err_deg,end_err_deg,n_trials,rise_reached_frac,settled_frac,bounded_window_s,boundary_slew_deg_s,slew_margin_to_boundary,agility_index
95,FRAGILE,1,0.666666666666667,3,90,12,0.8,10,4,325.710896940876,0.64,NaN,147.501046785502,158.424237111599,0.809045474751235,0.702594810379242,0.998,0,90,90,90,2,1,0,0.895,NaN,NaN,0.460252645404713
96,FRAGILE,1,0.666666666666667,3,90,15,1,10,4,325.710896940876,0.64,NaN,147.501046785502,158.424237111599,0.785211209353321,0.678642714570858,0.998,0,90,90,90,2,1,0,0.895,NaN,NaN,0.460252645404713
97,INFEASIBLE,0,0,4,20,8,0.533333333333333,10,4,370.845124292316,0.4,NaN,74.1931050077995,105.490022398872,0.932543022971653,0.87624750499002,1,0,90,90,90,2,0.5,0,0.4675,NaN,NaN,2.7323458750111
98,INFEASIBLE,0,0,4,20,10,0.666666666666667,10,4,370.845124292316,0.4,NaN,74.1931050077995,105.490022398872,0.916671109261895,0.838323353293413,1,0,90,90,90,2,0.5,0,0.4675,NaN,NaN,2.7323458750111
99,INFEASIBLE,0,0,4,20,12,0.8,10,4,370.845124292316,0.4,NaN,74.1931050077995,105.490022398872,0.900914180728583,0.810379241516966,1,0,90,90,90,2,0.5,0,0.4675,NaN,NaN,2.7323458750111
100,INFEASIBLE,0,0,4,20,15,1,10,4,370.845124292316,0.4,NaN,74.1931050077995,105.490022398872,0.879499242905776,0.781437125748503,1,0,90,90,90,2,0.5,0,0.4675,NaN,NaN,2.7323458750111
101,INFEASIBLE,0,0,4,30,8,0.533333333333333,10,4,725.033088822858,0.79,NaN,146.633245657244,201.89384412827,0.820499285434005,0.677644710578842,0.999,0,90,90,90,2,1,0,1.0175,NaN,NaN,2.52443564187363
102,INFEASIBLE,0,0,4,30,10,0.666666666666667,10,4,725.033088822858,0.79,NaN,146.633245657244,201.89384412827,0.790324358310215,0.662674650698603,0.999,0,90,90,90,2,1,0,1.0175,NaN,NaN,2.52443564187363
103,INFEASIBLE,0,0,4,30,12,0.8,10,4,725.033088822858,0.79,NaN,146.633245657244,201.89384412827,0.767878689973276,0.649700598802395,0.999,0,90,90,90,2,1,0,1.0175,NaN,NaN,2.52443564187363
104,INFEASIBLE,0,0,4,30,15,1,10,4,725.033088822858,0.79,NaN,146.633245657244,201.89384412827,0.74235675424095,0.632734530938124,0.999,0,90,90,90,2,1,0,1.0175,NaN,NaN,2.52443564187363
105,INFEASIBLE,0,0,4,45,8,0.533333333333333,10,4,416.331695161534,0.5,NaN,74.8226549876337,124.606851886273,0.91546049952118,0.81437125748503,0.999,0,90,90,90,2,0.5,0,0.6375,NaN,NaN,2.93934722238503
106,INFEASIBLE,0,0,4,45,10,0.666666666666667,10,4,416.331695161534,0.5,NaN,74.8226549876337,124.606851886273,0.891608388154321,0.781437125748503,0.999,0,90,90,90,2,0.5,0,0.6375,NaN,NaN,2.93934722238503
