profile,method,p_unstable,gust_std,cmd_deg,slew_code,u_max_code,servo_deadband,servo_backlash,Kp,Kd,design_success_rate,deploy_success_rate,rms_error_deg,peak_error_deg,end_error_deg,u_cmd_sat_frac,slew_sat_frac
HARD_LIMIT,BENCH_TUNED_PID,8,1.5,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.713709677419355,0.149807692307692
HARD_LIMIT,BENCH_TUNED_PCH,8,1.5,25,20,8,0.2,0.4,5,4,0,0,85.5367670179849,90,90,0.655145929339478,0.141346153846154
HARD_LIMIT,AMATEUR_NOMINAL_PID,8,2.5,25,20,8,0.2,0.4,60,8,1,0,90,90,90,0.839285714285714,0.294038461538462
HARD_LIMIT,CLEAN_RETUNED_PID,8,2.5,25,20,8,0.2,0.4,15,4,0,0,90,90,90,0.746927803379416,0.174038461538462
HARD_LIMIT,BENCH_TUNED_PID,8,2.5,25,20,8,0.2,0.4,45,24,0,0,79.547551383684,80.7048242615596,80.7048242615596,0.791858678955453,0.488653846153846
HARD_LIMIT,BENCH_TUNED_PCH,8,2.5,25,20,8,0.2,0.4,10,24,0,0,87.0641255531635,90,90,0.610983102918587,0.307884615384615
HARD_LIMIT,AMATEUR_NOMINAL_PID,10,0.9,25,20,8,0.2,0.4,60,8,1,0,90,90,90,0.854070660522273,0.232692307692308
HARD_LIMIT,CLEAN_RETUNED_PID,10,0.9,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.762288786482335,0.138846153846154
HARD_LIMIT,BENCH_TUNED_PID,10,0.9,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.762288786482335,0.138846153846154
HARD_LIMIT,BENCH_TUNED_PCH,10,0.9,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.684907834101382,0.119230769230769
HARD_LIMIT,AMATEUR_NOMINAL_PID,10,1.5,25,20,8,0.2,0.4,60,8,1,0,90,90,90,0.853494623655914,0.270769230769231
HARD_LIMIT,CLEAN_RETUNED_PID,10,1.5,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.763056835637481,0.139230769230769
HARD_LIMIT,BENCH_TUNED_PID,10,1.5,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.763056835637481,0.139230769230769
HARD_LIMIT,BENCH_TUNED_PCH,10,1.5,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.686443932411674,0.119038461538462
HARD_LIMIT,AMATEUR_NOMINAL_PID,10,2.5,25,20,8,0.2,0.4,60,8,1,0,90,90,90,0.853686635944701,0.258076923076923
HARD_LIMIT,CLEAN_RETUNED_PID,10,2.5,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.762480798771121,0.141538461538462
HARD_LIMIT,BENCH_TUNED_PID,10,2.5,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.762480798771121,0.141538461538462
HARD_LIMIT,BENCH_TUNED_PCH,10,2.5,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.68721198156682,0.119807692307692
HARD_LIMIT,AMATEUR_NOMINAL_PID,12,0.9,25,20,8,0.2,0.4,60,8,1,0,90,90,90,0.860023041474654,0.239615384615385
HARD_LIMIT,CLEAN_RETUNED_PID,12,0.9,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.791858678955453,0.106730769230769
HARD_LIMIT,BENCH_TUNED_PID,12,0.9,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.791858678955453,0.106730769230769
HARD_LIMIT,BENCH_TUNED_PCH,12,0.9,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.737327188940092,0.0871153846153846
HARD_LIMIT,AMATEUR_NOMINAL_PID,12,1.5,25,20,8,0.2,0.4,60,8,1,0,90,90,90,0.859254992319509,0.251730769230769
HARD_LIMIT,CLEAN_RETUNED_PID,12,1.5,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.790514592933948,0.108269230769231
HARD_LIMIT,BENCH_TUNED_PID,12,1.5,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.790514592933948,0.108269230769231
HARD_LIMIT,BENCH_TUNED_PCH,12,1.5,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.735599078341014,0.0894230769230769
HARD_LIMIT,AMATEUR_NOMINAL_PID,12,2.5,25,20,8,0.2,0.4,60,8,1,0,90,90,90,0.864823348694316,0.221730769230769
HARD_LIMIT,CLEAN_RETUNED_PID,12,2.5,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.790322580645161,0.108461538461538
HARD_LIMIT,BENCH_TUNED_PID,12,2.5,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.790322580645161,0.108461538461538
HARD_LIMIT,BENCH_TUNED_PCH,12,2.5,25,20,8,0.2,0.4,5,4,0,0,90,90,90,0.734062980030722,0.0909615384615385
