rocket_id,design_id,regime_label,kp_simple,kd_simple,kp_full,kd_full,sr_simple_in_full,sr_full_in_full,sr_gap,sr_simple_go,sr_full_go,decision_agrees,false_approval,false_rejection,rms_simple_in_full,rms_full_in_full,rms_gap,p_unstable,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,motor_scale,servo_slew_deg_s,max_gimbal_deg,latency_steps,deadband,backlash,wind_strength,final_label,nom_sr,sr_full_in_full_v2,sr_gap_v2,full_go_v2,simple_go,false_approval_v2,false_rejection_v2
R0035,35,EASY,70.18,16.0,88.81,1.0,1.0,1.0,0.0,1,1,1,0,0,3.2846024569945613,0.91131730660872,-2.373285150385841,0.0,0.5346065240523364,0.0475157066415057,-0.2241300189124433,-45.44065284547999,8.761015768101302,2.179424723442608,114.0240986795904,2.0091270512542723,2,0.0899638995939862,0.094961738484795,0.4178172465424276,EASY,,1.0,0.0,1,1,0,0
R0036,36,EASY,16.43,64.0,4.6,1.0,0.3333333333333333,1.0,0.6666666666666667,0,1,0,0,1,16.521637866962454,1.2609772017402232,-15.26066066522223,0.0,0.8770855143487661,0.0539901164695329,-0.2686225255981123,-48.743930368843394,8.94864781190939,1.9861373390781627,115.21126477557893,11.203230438698382,3,0.0794945897547993,0.1921306395309466,0.1986513722309266,EASY,,1.0,0.6666666666666667,1,0,0,1
R0037,37,EASY,12.98,4.0,69.63,1.0,1.0,1.0,0.0,1,1,1,0,0,2.643087520105265,0.9078030020121358,-1.7352845180931291,0.0,0.912273746036315,0.036340924320618,-0.2134730101185426,-26.775568880345432,6.302051725343828,0.7691952446590286,158.8182409534379,2.567933863703606,6,0.0305093820017315,0.2466328524398309,0.4169216171325254,EASY,,1.0,0.0,1,1,0,0
R0038,38,EASY,50.74,16.0,59.67,1.0,1.0,1.0,0.0,1,1,1,0,0,7.8038651299328,0.6604995244628914,-7.143365605469908,2.237108977677848,0.9144366859806364,0.0705003555187182,0.1859494957011574,-69.35115888639817,7.3472764671383795,2.9869093257240245,98.31688946324805,7.174799758364814,2,0.0942309066391551,0.2358523630668011,0.4235490157586178,EASY,,1.0,0.0,1,1,0,0
R0039,39,EASY,12.98,1.0,50.74,1.0,1.0,1.0,0.0,1,1,1,0,0,5.589737763845783,2.2723393982733584,-3.317398365572424,7.461439769293227,0.6438778857965417,0.0136446511020757,0.2186764617189489,-80.95807876423933,12.00493238781073,0.506032083310335,155.82783779697655,2.4977223526486134,5,0.0460135696281115,0.2164217707197338,0.4497793376264832,EASY,,1.0,0.0,1,1,0,0
R0040,40,EASY,320.0,64.0,81.89,1.0,1.0,1.0,0.0,1,1,1,0,0,3.3884297219640978,0.5244629965050391,-2.8639667254590586,0.0,0.9763423535125906,0.0879010332615784,-0.2482234290277482,-63.43045538099375,10.858566090884038,2.213736451832843,173.4769808277452,7.583194664545857,5,0.1307847999097899,0.2496916116043075,0.438708030589568,EASY,,1.0,0.0,1,1,0,0
R0041,41,EASY,12.98,16.0,50.74,1.0,0.0,1.0,1.0,0,1,0,0,1,7.995647949816018,2.223139661389085,-5.772508288426932,0.0,0.764611626545767,0.0088633358981202,-0.104664306336468,-45.32558409941164,6.51594848441278,1.936918824622742,78.25623160821037,2.444594601720101,5,0.1477412308926208,0.1888367640603905,0.432735583796234,EASY,,1.0,1.0,1,0,0,1
R0042,42,EASY,320.0,64.0,6.84,1.0,1.0,1.0,0.0,1,1,1,0,0,5.336661134673754,0.8450787648762393,-4.491582369797515,0.0,0.7373708905502372,0.0867644675429502,-0.199626835355445,-89.04417458475814,5.004018972455798,2.5560561137639626,140.90385295711073,13.492539390561817,3,0.1247698462699663,0.067189665146828,0.1819170446272847,EASY,,1.0,0.0,1,1,0,0
R0043,43,EASY,2.83,4.0,31.43,1.0,1.0,1.0,0.0,1,1,1,0,0,6.009960662798474,1.3019645905968265,-4.707996072201648,0.5368956265288286,1.1139915680366774,0.0353344705534494,0.0595390418688542,-34.08914697446069,5.164272796821568,1.2845620371694864,60.84552044368821,7.548808802174618,4,0.0416198827717419,0.0635851090172981,0.2967636413091208,EASY,,1.0,0.0,1,1,0,0
R0044,44,EASY,3.6,4.0,133.21,1.0,1.0,1.0,0.0,1,1,1,0,0,3.0569970322070947,0.5306937469559517,-2.526303285251143,0.9265177163029475,0.9192724181037752,0.0696879547717369,0.0877701162836397,-38.749848776005095,10.979109507708934,1.21122487207643,77.92604996245461,3.0695748665234586,2,0.0968614444053961,0.0621109725555109,0.3660707772521822,EASY,,1.0,0.0,1,1,0,0
