rocket_id,design_id,regime_label,kp_simple,kd_simple,kp_full,kd_full,sr_simple_in_full,sr_full_in_full,sr_gap,sr_simple_go,sr_full_go,decision_agrees,false_approval,false_rejection,rms_simple_in_full,rms_full_in_full,rms_gap,p_unstable,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,motor_scale,servo_slew_deg_s,max_gimbal_deg,latency_steps,deadband,backlash,wind_strength,final_label,nom_sr,sr_full_in_full_v2,sr_gap_v2,full_go_v2,simple_go,false_approval_v2,false_rejection_v2
R0514,514,EASY,3.6,4.0,5.4,1.0,0.6666666666666666,1.0,0.3333333333333333,1,1,1,0,0,8.158984955945046,1.1351047971851145,-7.023880158759932,0.7819883011088244,1.053030158570428,0.0824417138131049,0.0506803916165075,-73.6377137245419,6.872822961853579,2.0472876654938696,121.22076300090824,8.05982911582643,3,0.0411023674195085,0.0690644680283532,0.3038159370425834,EASY,,1.0,0.33333333333333337,1,1,0,0
R0515,515,EASY,3.6,4.0,50.74,1.0,1.0,1.0,0.0,1,1,1,0,0,5.743271117054344,0.7092807007512171,-5.033990416303127,0.6619487886694431,0.7612386733524511,0.0909905991096169,0.0233727491426274,-87.1993524092846,12.585436241231278,0.8521110485096278,112.10524999510416,9.639781817229856,2,0.0975561596314123,0.1788084359753809,0.435942424734926,EASY,,1.0,0.0,1,1,0,0
R0516,516,EASY,50.74,16.0,70.18,1.0,0.6666666666666666,1.0,0.3333333333333333,1,1,1,0,0,5.508069344298833,0.9102871981998936,-4.59778214609894,0.0,0.6907002360076545,0.0844333035561111,-0.0709586850235266,-75.55910715182259,9.121099723981493,2.3244674381031274,84.17582846299922,12.658930218326615,5,0.0565582355740558,0.2172702524407344,0.3713798647678032,EASY,,1.0,0.33333333333333337,1,1,0,0
R0517,517,EASY,88.81,64.0,11.97,1.0,1.0,1.0,0.0,1,1,1,0,0,2.800929336365256,0.626372899841441,-2.1745564365238157,0.0,0.8389007577136303,0.0541641494382877,-0.0586998932409484,-48.19357086766338,12.542174549030989,0.6451488554757975,147.0667486782437,5.673651000929085,3,0.0099715348311532,0.1851646885573836,0.0523489331757145,EASY,,1.0,0.0,1,1,0,0
R0518,518,EASY,3.6,4.0,88.81,1.0,1.0,1.0,0.0,1,1,1,0,0,3.850040828160099,0.5332300905863703,-3.316810737573729,0.0,0.7989254319910495,0.0711803027717521,-0.043586262064964,-23.94482253525534,5.358718038663206,1.3933538399832754,148.33722002270244,11.822354071743629,4,0.0705539515839522,0.0193923283710408,0.2231877724628433,EASY,,1.0,0.0,1,1,0,0
R0519,519,EASY,22.73,4.0,81.89,1.0,1.0,1.0,0.0,1,1,1,0,0,3.9532758720207553,0.5444318276842831,-3.408844044336472,2.839730973019442,0.7036603276537006,0.0336242164629725,0.2000611953038661,-40.214263620655736,8.247078184535383,0.7214901859135765,110.9041422159825,11.058652942876742,1,0.0874420215103789,0.0304036706954701,0.1306886683513321,EASY,,1.0,0.0,1,1,0,0
R0520,520,EASY,26.73,16.0,113.27,1.0,1.0,1.0,0.0,1,1,1,0,0,2.932047997025727,0.7289804952601737,-2.203067501765553,0.7479828241838566,0.891715046520416,0.0763911889620048,0.1994498099896649,-18.75948762082794,13.791890430998276,2.2491831055149083,94.67581169492912,2.1515436250391407,4,0.1399555116148311,0.051810061828613,0.1604710273307782,EASY,,1.0,0.0,1,1,0,0
R0521,521,EASY,26.73,4.0,5.36,1.0,1.0,1.0,0.0,1,1,1,0,0,3.5006220985078507,0.8079910293668239,-2.6926310691410267,1.6075545750104512,0.7476603831236286,0.0850085003131489,0.1097664375634342,-40.87085821232465,7.501298723467915,0.700058070954797,126.66757570632292,13.28384004791116,1,0.0575002779148615,0.1724864059318332,0.0738612670755313,EASY,,1.0,0.0,1,1,0,0
R0522,522,EASY,1.0,1.0,320.0,1.0,1.0,1.0,0.0,1,1,1,0,0,7.136830175579864,0.5282008767955417,-6.608629298784322,0.050207582415403,0.8536678317635751,0.0051947408035501,0.0052690150821487,-52.57831633852798,8.41354629286609,2.736733313738265,122.81408902086328,6.551120207978769,1,0.1472710315901781,0.2118969135475434,0.3381768781228547,EASY,1.0,1.0,0.0,1,1,0,0
R0523,523,EASY,7.42,4.0,88.81,1.0,1.0,1.0,0.0,1,1,1,0,0,5.510169513634271,0.4412549985922074,-5.068914515042064,3.810493303632602,0.6712414381715477,0.0370616938208007,0.204382151154484,-78.04760385787904,8.919521077860548,1.5752211699894192,187.3770636182712,13.645431300067909,6,0.0700077466583519,0.1409297132941452,0.4375442129060779,EASY,,1.0,0.0,1,1,0,0
R0524,524,EASY,3.32,4.0,88.81,1.0,1.0,1.0,0.0,1,1,1,0,0,6.790088678561998,0.5983470521356571,-6.1917416264263405,0.0,1.182101634653511,0.0719225275034928,-0.0659013255232641,-23.114124379041968,9.526308172056424,1.4080996507186694,127.86953665693729,10.62003029089728,4,0.0295625159561157,0.1951404848152355,0.1217478003459348,EASY,,1.0,0.0,1,1,0,0
R0525,525,EASY,88.81,64.0,96.31,1.0,1.0,1.0,0.0,1,1,1,0,0,8.261722572935886,0.4966141512255246,-7.765108421710361,0.0,0.5980710322699399,0.0745066786434223,-0.1561592584498369,-30.687380987126467,9.500553802777006,1.637473611130582,144.01607997070772,6.346410148403297,3,0.0907004042058328,0.1886715804224145,0.2706047611179737,EASY,,1.0,0.0,1,1,0,0
R0526,526,EASY,43.14,16.0,88.81,1.0,0.6666666666666666,1.0,0.3333333333333333,1,1,1,0,0,11.319771661202248,0.509787587729248,-10.809984073473,0.0,0.5770157053417162,0.0238565760882383,-0.1351153739983319,-33.89871862144615,12.5913896845284,1.0177886532093217,164.47396371072415,10.101817995436011,6,0.0581787506972763,0.0639133597959602,0.2583966429530535,EASY,,1.0,0.33333333333333337,1,1,0,0
R0527,527,EASY,3.32,4.0,43.14,1.0,1.0,1.0,0.0,1,1,1,0,0,6.697213878298496,1.300900999211966,-5.39631287908653,0.0619538198569354,0.7091483516671017,0.0732401121309241,0.0066050090510164,-31.849702884123467,12.543398645913502,1.036383028455663,72.51613305133934,12.128544477115424,5,0.0192077270498668,0.1631188475923638,0.3891713075217067,EASY,,1.0,0.0,1,1,0,0
R0528,528,EASY,320.0,64.0,88.81,1.0,1.0,1.0,0.0,1,1,1,0,0,6.834466256457753,0.4755063530725166,-6.358959903385236,0.0,0.5595819323325987,0.0688738371937856,-0.260946908459583,-64.67971431120081,13.74384391695583,1.7245321133821865,159.67127005570893,11.724182866451477,4,0.058137300178734,0.1599774416037767,0.3308646029991557,EASY,,1.0,0.0,1,1,0,0
R0529,529,EASY,320.0,64.0,6.31,1.0,0.6666666666666666,1.0,0.3333333333333333,1,1,1,0,0,6.321304320957419,0.6259895684667466,-5.695314752490673,0.0,1.1542894794041425,0.0978475055487713,-0.1731211140604402,-35.88999789621089,11.667836120400452,0.946040750574448,147.94481115034793,14.828892785867012,2,0.147585709226094,0.0031248179697338,0.161919438535444,EASY,,1.0,0.33333333333333337,1,1,0,0
R0530,530,EASY,2.83,4.0,96.31,1.0,1.0,1.0,0.0,1,1,1,0,0,5.326553246045401,0.4205909456522991,-4.905962300393101,0.0,0.7773948554180632,0.0566856663815094,-0.0561567690360148,-19.08895273765937,8.30855974796647,0.975102422118009,183.0250140551197,13.300929567938049,1,0.0575853942972251,0.2282763882163708,0.3125504961502916,EASY,,1.0,0.0,1,1,0,0
R0531,531,EASY,2.4,4.0,59.67,1.0,0.3333333333333333,1.0,0.6666666666666667,0,1,0,0,1,13.594301417010056,0.7152630124585193,-12.879038404551537,0.7431803387900031,0.9084048647867506,0.0389998742657429,0.0556268380095955,-64.39258413654797,6.838602638887546,2.088098099217534,102.663690797336,9.122193618081354,2,0.1314914581357127,0.0056248504525471,0.2544643405232925,EASY,,1.0,0.6666666666666667,1,0,0,1
R0532,532,EASY,132.17,64.0,36.97,1.0,1.0,1.0,0.0,1,1,1,0,0,1.980641548566914,0.8678994658416244,-1.1127420827252896,0.0,0.5123940052819219,0.0955288686943825,-0.1339552266530224,-50.274734597909706,10.135247019667132,2.086614611361756,173.93441340622604,2.2733779111539523,4,0.1117318933324084,0.0637087256832792,0.0500614238273226,EASY,,1.0,0.0,1,1,0,0
R0533,533,EASY,43.14,16.0,88.81,1.0,1.0,1.0,0.0,1,1,1,0,0,3.853212231778109,0.7374201809980749,-3.115792050780034,1.1222670541796704,1.088419701362536,0.040749639018864,0.1965257646642181,-26.8810317739628,11.704955576983782,1.9917613260288265,148.16482226106535,2.386373455157361,3,0.1228406264150246,0.1830170835538469,0.194164524685702,EASY,,1.0,0.0,1,1,0,0
R0534,534,EASY,31.19,4.0,168.58,1.0,1.0,1.0,0.0,1,1,1,0,0,3.0526862071254235,0.7970688998776184,-2.255617307247805,2.9509413323500127,0.5312204900203817,0.0170667538831863,0.2722924176481103,-58.031081800765904,11.101869779762072,2.5773306797938247,155.76813983527242,2.342937516056266,3,0.0203762877690766,0.2458443727065782,0.3947146477819139,EASY,,1.0,0.0,1,1,0,0
R0535,535,EASY,3.6,4.0,14.08,16.0,1.0,1.0,0.0,1,1,1,0,0,2.720835791691409,2.25224223271317,-0.468593558978239,0.9501195777227502,0.941972351795766,0.0650700134384762,0.0511080267717966,-63.87264976964006,11.736396731072483,1.0610856097730337,143.77231856639406,3.011624801099078,5,0.0683798510080168,0.1486787756070284,0.4099732766449598,EASY,,1.0,0.0,1,1,0,0
R0536,536,EASY,46.78,16.0,59.67,1.0,0.6666666666666666,1.0,0.3333333333333333,1,1,1,0,0,7.604622956155914,0.75398161909758,-6.850641337058335,0.0,0.7948006226400735,0.0244861805848114,-0.0065853815271298,-72.81464371575582,7.26793308189866,2.748493905306653,81.52394817097468,10.16709470868104,1,0.0456910090285299,0.0429378236340139,0.4402646263107301,EASY,1.0,1.0,0.33333333333333337,1,1,0,0
R0537,537,EASY,5.36,4.0,46.78,1.0,1.0,1.0,0.0,1,1,1,0,0,5.214314580301611,0.7880455762166446,-4.426269004084967,1.0079037632858174,0.9863216908930684,0.0539576006465746,0.1167572334657589,-25.42009336114208,6.570203838157459,0.7794398498240651,115.89934386774924,12.903590777999922,6,0.066849432827862,0.1635699869195454,0.32756004666894,EASY,,1.0,0.0,1,1,0,0
R0538,538,EASY,295.07,4.0,11.97,1.0,0.0,1.0,1.0,0,1,0,0,1,7.863745767043508,1.794813766043856,-6.068932000999651,3.2643534299149173,0.7497624907448961,0.0574256874467379,0.2175347762823368,-72.57119796650866,12.237061056082204,2.1022796845978764,66.4464391187509,14.848001846508083,5,0.0457345575368461,0.2153558959784466,0.0633723683157502,EASY,,1.0,1.0,1,0,0,1
R0539,539,EASY,3.6,4.0,50.74,1.0,1.0,1.0,0.0,1,1,1,0,0,4.106428961592869,0.5238441942957262,-3.5825847672971425,0.0846724093147635,0.6581407949831284,0.0958208442226692,0.0064806595126239,-49.70088044868178,7.939416148556244,1.300713368027563,143.9525524519595,6.30668557887863,3,0.006411231986455,0.0446028533963723,0.2307125452366238,EASY,,1.0,0.0,1,1,0,0
R0540,540,FRAGILE,4.56,4.0,50.74,1.0,0.0,0.6666666666666666,0.6666666666666666,0,1,0,0,1,22.34770443014826,4.404519442911249,-17.94318498723701,0.0,1.1512342715489752,0.0129091650358681,-0.2900522991372386,-30.0332704570649,6.724205078054369,2.240942997444165,195.3323249931532,13.114254854204326,6,0.0185131892008934,0.1118850954428772,0.2963714426629683,FRAGILE,0.9333333333333332,0.9333333333333332,0.9333333333333332,1,0,0,1
R0541,541,EASY,46.78,16.0,31.43,1.0,1.0,1.0,0.0,1,1,1,0,0,5.091900435344832,0.913523081080494,-4.178377354264338,0.0,1.1664796127842014,0.044013411171987,-0.0926372855712677,-71.12464072450025,8.82122234853706,2.2939599801885784,123.7352184143116,2.925351120037904,3,0.013207433670911,0.0415072596367183,0.0895826282067425,EASY,,1.0,0.0,1,1,0,0
R0542,542,EASY,81.89,16.0,59.67,1.0,1.0,1.0,0.0,1,1,1,0,0,4.096145468534019,0.6530491553749406,-3.443096313159078,1.0549187784408962,0.962423665953942,0.063027218976783,0.0640486387778257,-84.75821664423378,8.683521006312176,2.380368790898124,80.76617590433713,4.379891086404498,2,0.1462528132154213,0.1832584199689459,0.3866598763349885,EASY,,1.0,0.0,1,1,0,0
R0543,543,EASY,5.36,4.0,70.18,1.0,1.0,1.0,0.0,1,1,1,0,0,6.316629609922678,1.171300262822294,-5.145329347100384,1.5609112645172238,0.930237685392196,0.0354616476685081,0.0790732924661633,-59.39442742584251,7.231167553122082,0.8137546443635963,68.81096213985859,6.561705719930882,1,0.1197611597398659,0.059852496437112,0.3817936808283875,EASY,,1.0,0.0,1,1,0,0
R0544,544,EASY,46.78,16.0,59.67,1.0,1.0,1.0,0.0,1,1,1,0,0,11.610079639348436,1.2889922428910745,-10.321087396457362,0.0,0.9744221200118752,0.0232995351209826,-0.0729185632098244,-84.18098419727936,7.414128712966823,2.71407442087476,183.44743864181373,6.169790159088352,5,0.1412953768765433,0.110866931664687,0.4470230911165029,EASY,,1.0,0.0,1,1,0,0
R0545,545,EASY,46.78,16.0,69.63,1.0,1.0,1.0,0.0,1,1,1,0,0,3.581081917229525,0.6122269203309583,-2.9688549968985667,0.0,0.7342986533230434,0.0526903138090166,-0.1850771216561721,-21.23532573238588,12.076896209528536,2.4190078269702298,98.07845340499998,5.537843689816833,4,0.0083798043480183,0.1494596456707907,0.2159727468589788,EASY,,1.0,0.0,1,1,0,0
R0546,546,EASY,3.6,4.0,81.89,1.0,0.6666666666666666,1.0,0.3333333333333333,1,1,1,0,0,8.49546678883588,0.6188794557373415,-7.876587333098539,1.412061501553434,1.102916658443532,0.0187041101121628,0.133546024806706,-35.64930504542353,5.701676200581493,1.021776020370577,107.55462506279504,8.220613474321611,4,0.0640730001930182,0.1554951525204003,0.3816350340386106,EASY,,1.0,0.33333333333333337,1,1,0,0
R0547,547,EASY,295.07,4.0,1.0,1.0,1.0,1.0,0.0,1,1,1,0,0,2.3544973684190045,2.407034518998377,0.0525371505793725,2.570605246622634,1.10260010854146,0.0502680378244005,0.1339342136518749,-89.42109458055742,10.929829315082308,1.9511520453502147,110.48260185967246,5.880267645374492,3,0.0278404431014779,0.0795051143325481,0.1060673116554894,EASY,,1.0,0.0,1,1,0,0
R0548,548,EASY,88.81,64.0,81.89,1.0,0.6666666666666666,1.0,0.3333333333333333,1,1,1,0,0,9.44121940265078,0.4475290172852178,-8.993690385365563,0.0,0.707865847891122,0.0446785294220501,-0.0330154382821674,-79.21826698011873,5.190015799426604,1.3890955984819229,170.70237827273354,14.696576201662536,5,0.0141700522222863,0.1310929700205241,0.1962615631629665,EASY,,1.0,0.33333333333333337,1,1,0,0
R0549,549,EASY,50.74,16.0,96.31,1.0,1.0,1.0,0.0,1,1,1,0,0,3.194676617519466,0.6188998346038579,-2.575776782915608,0.0,1.04299292094241,0.0486258863206061,-0.1749367401382696,-46.41591253809232,6.021392243950197,1.6099095011626203,123.62997899977988,2.982685365400544,1,0.003542619627091,0.0080737822994178,0.3801753504585962,EASY,,1.0,0.0,1,1,0,0
R0550,550,EASY,11.97,4.0,69.63,1.0,1.0,1.0,0.0,1,1,1,0,0,6.085098724416656,0.6934421568415282,-5.391656567575128,2.633851877093733,0.6205017764172416,0.0342126860826553,0.2156596464672447,-56.70842579880315,12.538247716000512,1.9379792882070388,95.4602009273685,11.437410828527694,4,0.0915327030932866,0.0701043959621487,0.1422190886733232,EASY,,1.0,0.0,1,1,0,0
R0551,551,EASY,46.78,64.0,96.31,1.0,1.0,1.0,0.0,1,1,1,0,0,3.887262994564628,0.9106528286379906,-2.9766101659266377,0.0,1.1822507374395304,0.0527096378709556,-0.1071424386505482,-20.59901448199534,12.852062428064908,0.9930582925935378,60.6937285340884,2.955737398635884,3,0.1420341950927553,0.1177559780377199,0.055556270279687,EASY,,1.0,0.0,1,1,0,0
R0552,552,EASY,31.19,4.0,182.82,1.0,1.0,1.0,0.0,1,1,1,0,0,6.476048989521382,0.5635203244454595,-5.912528665075922,0.4877501063333371,0.5982146010570517,0.0386586086036798,0.1619352991131226,-17.031928438441156,10.524408931937442,2.8741856881241894,164.36763848391257,11.9353386767488,5,0.0166140580768033,0.1510298731671823,0.1801249943560994,EASY,,1.0,0.0,1,1,0,0
R0553,553,EASY,59.67,16.0,81.89,1.0,1.0,1.0,0.0,1,1,1,0,0,6.0236658892317765,0.5384443577594412,-5.485221531472336,0.0,0.8987045340173616,0.0920570452336105,-0.2877097340366955,-29.6266987037451,12.348007078920652,2.697576990309744,187.85506490396668,5.488870057192679,2,0.0281888424858208,0.1184674170388596,0.0833113060646437,EASY,,1.0,0.0,1,1,0,0
R0554,554,EASY,295.07,4.0,81.89,1.0,1.0,1.0,0.0,1,1,1,0,0,1.8374118042680765,0.4660226720294007,-1.3713891322386755,0.9937607225900784,0.9352237438297668,0.0120136086816743,0.0571722068829905,-49.00502779083936,8.995505465494219,0.7144739558131117,178.1496627666827,7.91195610323017,2,0.0383433172610633,0.0044478199094147,0.2518377105170217,EASY,,1.0,0.0,1,1,0,0
R0555,555,EASY,295.07,4.0,24.65,1.0,1.0,1.0,0.0,1,1,1,0,0,2.1248243486378686,0.6399918153788766,-1.484832533258992,0.0404177155891302,1.1454058255855737,0.0476999845169851,0.0094130270420656,-20.89558077647904,11.64597940252305,2.1287410922654515,153.69076045976266,14.42906044951054,2,0.0024571772664082,0.1157423389967221,0.3112831012860748,EASY,,1.0,0.0,1,1,0,0
R0556,556,EASY,1.27,1.0,26.73,1.0,0.6666666666666666,1.0,0.3333333333333333,1,1,1,0,0,6.052080756901883,0.8995678472371075,-5.152512909664775,2.617016160735728,1.1720486201381135,0.0268551483289668,0.2057812835853816,-63.60758976795773,13.853095021858932,2.2486179784603584,93.56265819574509,11.499223043090309,3,0.1342877812160574,0.0181552018488026,0.2046242733147332,EASY,,1.0,0.33333333333333337,1,1,0,0
R0557,557,EASY,168.58,64.0,46.78,1.0,1.0,1.0,0.0,1,1,1,0,0,2.140996429790912,0.7551410003692952,-1.3858554294216168,0.0,0.5753471468967044,0.0761279044889747,-0.234032564675649,-16.092377140701558,11.213170682107982,1.941679812847112,173.5679568891812,3.828875015804739,4,0.0337282228109523,0.1574143771902807,0.3959411042847002,EASY,,1.0,0.0,1,1,0,0
R0558,558,EASY,295.07,4.0,24.65,1.0,1.0,1.0,0.0,1,1,1,0,0,1.864301055106293,0.8597006283510179,-1.004600426755275,1.707802907154981,0.9483054410554363,0.0302034313328904,0.148741518902137,-65.25423164741323,12.106797089411735,2.9033885027979296,142.46733390050693,5.012759261266679,2,0.053069565764841,0.1818373158914637,0.1135238083823172,EASY,,1.0,0.0,1,1,0,0
R0559,559,EASY,46.78,16.0,81.89,1.0,1.0,1.0,0.0,1,1,1,0,0,4.463954102949455,0.5115440225128395,-3.952410080436615,0.0,0.7450415172662865,0.0402709199978839,-0.0723244240974304,-87.99948550311714,6.203526513716767,1.6465458546996907,136.2790896424102,5.912249194720332,4,0.1231703113296027,0.2436789193916515,0.068590906327411,EASY,,1.0,0.0,1,1,0,0
R0560,560,EASY,182.82,64.0,43.14,1.0,0.6666666666666666,1.0,0.3333333333333333,1,1,1,0,0,8.04087663845694,0.7122786224045193,-7.32859801605242,0.0,0.5423854677731722,0.0751975641324361,-0.2169470486425206,-25.30306238424032,6.784820190978499,1.1523099779421886,120.73847947967434,13.336614257890368,4,0.0642010200320669,0.2095430410092165,0.2927198691725131,EASY,,1.0,0.33333333333333337,1,1,0,0
R0561,561,EASY,6.31,4.0,50.74,1.0,0.6666666666666666,1.0,0.3333333333333333,1,1,1,0,0,7.88941498066026,0.8796375894339784,-7.009777391226281,0.0,0.7474428892361324,0.0236645071064037,-0.0860701521903478,-72.12542406185756,13.65533616559229,2.3905225218432715,67.56040727406867,10.905798518426456,3,0.0760323256468251,0.1436836244466325,0.2919361292015647,EASY,,1.0,0.33333333333333337,1,1,0,0
R0562,562,EASY,3.6,4.0,168.58,1.0,0.3333333333333333,1.0,0.6666666666666667,0,1,0,0,1,10.136886172117643,0.54374077120737,-9.593145400910275,1.4727783670493395,0.5426829586333237,0.044135463790794,0.2011752817393806,-33.703977242431584,9.57311528421906,1.905178247909065,197.983768356947,4.6913855245026,3,0.0690150427288954,0.010218911888602,0.2976801406873244,EASY,,1.0,0.6666666666666667,1,0,0,1
R0563,563,EASY,7.42,4.0,132.17,1.0,0.3333333333333333,1.0,0.6666666666666667,0,1,0,0,1,10.11905123598832,0.5091700448962541,-9.609881191092066,2.8655247252348013,0.5226039785497668,0.0160135025444765,0.2608657985132729,-44.9683834845852,7.244364685298676,1.5063967970643235,181.47206794637287,10.217171213319055,3,0.0849678973929292,0.0693735970955516,0.2434538855523563,EASY,,1.0,0.6666666666666667,1,0,0,1
R0564,564,EASY,70.18,4.0,182.82,1.0,1.0,1.0,0.0,1,1,1,0,0,2.4455397341633964,0.6526204808267139,-1.792919253336683,0.9128578450102014,0.9645943867303486,0.0145767147522316,0.2454792373484078,-18.900404883521333,10.426057448018469,2.322011181453635,77.88246184110872,8.223948824913684,2,0.1274625813621677,0.1140059741366906,0.218063997920516,EASY,1.0,1.0,0.0,1,1,0,0
R0565,565,EASY,96.31,16.0,31.43,1.0,1.0,1.0,0.0,1,1,1,0,0,5.071549273983706,0.6714149432984614,-4.400134330685245,0.0,0.874797214577073,0.0539653285845486,-0.0405477398604897,-49.92696549282965,13.378418730158264,2.826931412452361,102.35059317849338,4.9623175254020175,3,0.0717678321601343,0.0202539029154645,0.1987180979311025,EASY,,1.0,0.0,1,1,0,0
R0566,566,EASY,50.74,64.0,168.58,1.0,1.0,1.0,0.0,1,1,1,0,0,1.4101567987711878,0.7319699482669025,-0.6781868505042853,0.5990020546283918,0.8005833934366517,0.0884784720218461,0.0464269972561467,-53.81885370528219,6.08905524363853,1.5640560749143493,126.17119415364822,2.406082546564776,3,0.0497871809420093,0.0795458497259959,0.3352543846906916,EASY,,1.0,0.0,1,1,0,0
R0567,567,EASY,7.42,4.0,81.89,1.0,1.0,1.0,0.0,1,1,1,0,0,5.869863749744956,0.7065079302273078,-5.163355819517648,0.0,0.8594168935849718,0.0617484914306528,-0.1619581677152627,-64.08151634848684,7.288805782802688,1.077328213784689,82.61009749486233,5.998957590510829,2,0.0313127041971787,0.212598146937169,0.243837009257709,EASY,,1.0,0.0,1,1,0,0
R0568,568,EASY,132.17,16.0,43.14,1.0,1.0,1.0,0.0,1,1,1,0,0,6.996228881182358,1.2949335125309716,-5.701295368651386,0.0,0.7867361807496038,0.0118511052324303,-0.0797243646978864,-20.08137767095789,6.596313908042384,2.0428350261393486,61.87408416439703,3.6892645104547768,5,0.1356459961567526,0.226485424766647,0.3438688516044114,EASY,,1.0,0.0,1,1,0,0
R0569,569,EASY,6.31,4.0,81.89,1.0,1.0,1.0,0.0,1,1,1,0,0,7.719485689548219,0.4318920008896595,-7.28759368865856,1.8583930665438493,0.5045446114054951,0.0701983211975766,0.1007904811842916,-86.03536702020223,5.546602099064497,1.9571169604822247,183.9806479280965,14.29038891881563,3,0.0990544963666339,0.1490847967538038,0.4124114748524763,EASY,,1.0,0.0,1,1,0,0
R0570,570,EASY,320.0,1.0,182.82,1.0,0.6666666666666666,1.0,0.3333333333333333,1,1,1,0,0,4.299065316199438,0.8268559355581515,-3.4722093806412864,1.8427133222787484,1.1271897158921464,0.0150334889371773,0.1950448227619358,-50.54012796185263,13.074992224956736,2.572319096562273,66.21372733821092,4.511750603788323,2,0.0932646453514603,0.0265725763933517,0.3213419683292043,EASY,,1.0,0.33333333333333337,1,1,0,0
R0571,571,EASY,43.14,16.0,88.81,1.0,0.6666666666666666,1.0,0.3333333333333333,1,1,1,0,0,6.792945071354819,0.5216336634317273,-6.271311407923092,0.0,1.196298354712392,0.0344165515823621,-0.0412787359355683,-74.6976852351119,7.742376583193794,0.9635381345836452,136.06796377050432,13.868272970814164,4,0.0389688200839302,0.0294626496002835,0.2126284296511284,EASY,,1.0,0.33333333333333337,1,1,0,0
R0572,572,EASY,4.6,4.0,50.74,1.0,1.0,1.0,0.0,1,1,1,0,0,5.244990305080825,1.0097047946429991,-4.2352855104378255,1.548405451121695,1.080146691392016,0.0204908465305466,0.0991936824644516,-46.1666497994863,6.149130373334802,0.7862383591829731,109.3409755434936,2.485667069588283,1,0.149617727141278,0.2201712824893879,0.3969036479691896,EASY,,1.0,0.0,1,1,0,0
R0573,573,EASY,26.73,16.0,81.89,1.0,0.6666666666666666,1.0,0.3333333333333333,1,1,1,0,0,7.626317712475518,0.3977739385982543,-7.228543773877264,0.4581740708658749,0.94589678885759,0.0500910992357085,0.0427793164519462,-48.61085751841674,5.225277508232338,1.851706264426495,186.74843724116312,14.597098033941604,1,0.0541374721491716,0.2041896624388851,0.2420221080425917,EASY,,1.0,0.33333333333333337,1,1,0,0
R0574,574,EASY,88.81,16.0,81.89,1.0,1.0,1.0,0.0,1,1,1,0,0,3.998189011546939,0.3804996127414122,-3.617689398805527,0.0,1.0355001079310011,0.0604645911533989,-0.2553510897339702,-16.292879276833062,10.270895359246186,2.310440351634696,182.6110350731157,14.51205188015143,4,0.1096109595292847,0.0620536081930771,0.3767668297721262,EASY,,1.0,0.0,1,1,0,0
R0575,575,EASY,36.68,16.0,88.81,1.0,1.0,1.0,0.0,1,1,1,0,0,3.3920359691820483,0.6834549955240171,-2.708580973658031,3.723764160514485,0.7107391249716595,0.0337688219784596,0.142785258419307,-84.59682498731001,12.23087271509496,0.9458219766782392,120.3311406084586,5.037273047089869,5,0.079198453600306,0.0329500835034215,0.3784995224249406,EASY,,1.0,0.0,1,1,0,0
R0576,576,EASY,59.67,16.0,26.73,1.0,1.0,1.0,0.0,1,1,1,0,0,4.880813227289294,1.0315147771749889,-3.849298450114305,0.0,1.1792748249767633,0.0240994915078991,-0.0703652916447893,-75.44257958067314,6.533264650737642,1.05185603318037,90.60487674913632,6.286325258386551,4,0.1499249126533611,0.113059344323204,0.3949729224990657,EASY,,1.0,0.0,1,1,0,0
R0577,577,EASY,50.74,16.0,81.89,1.0,1.0,1.0,0.0,1,1,1,0,0,3.499326288932393,0.5718781078279732,-2.92744818110442,2.1462159886118046,0.9259554020683226,0.0808880021236255,0.1360591711333443,-85.12923223620774,10.563961507847552,2.617972547996267,119.47678406668348,6.103244209270537,4,0.1254723777037841,0.0596507918261309,0.2193589538712251,EASY,,1.0,0.0,1,1,0,0
R0578,578,EASY,113.27,64.0,50.74,1.0,1.0,1.0,0.0,1,1,1,0,0,4.177006902425272,0.7374345397597221,-3.4395723626655497,0.0,0.8124662477858333,0.0792515268169647,-0.2175007049356028,-15.171596951166208,11.1619878015643,0.7560404538417063,105.6883067426948,6.151765239282656,3,0.1043555200023448,0.0201815488682456,0.3579344104314227,EASY,,1.0,0.0,1,1,0,0
R0579,579,EASY,88.81,4.0,8.66,1.0,1.0,1.0,0.0,1,1,1,0,0,3.1132636069193858,0.9633840289969476,-2.1498795779224382,6.6449993786800325,0.9502372666909767,0.0809089299189129,0.2325230917869618,-78.53231661102424,10.417454587256692,0.6787939631701619,101.58364106313434,13.504470115567846,5,0.1156813080980177,0.1206498030108904,0.1857386978073862,EASY,,1.0,0.0,1,1,0,0
R0580,580,EASY,4.56,4.0,81.89,1.0,1.0,1.0,0.0,1,1,1,0,0,6.034033456087911,0.7984651413997396,-5.235568314688171,1.674237844504248,0.567424687478543,0.0448187536594583,0.1757466387949611,-31.33311391003821,8.622140263018,0.9724017385128072,93.911995941232,11.665440243100347,1,0.0500820670967248,0.0593434453700348,0.3477681712270795,EASY,,1.0,0.0,1,1,0,0
