rocket_id,td,latency_steps,Iyy,motor_scale,max_gimbal_deg,new_Kp,new_Kd,nom_sr,under_sr,over_sr,margin,nom_rms
R0125,16.57991382651632,5,0.0619059940509535,2.222440429717778,7.350298447574743,58.65987877815546,1.0,1.0,1.0,1.0,1.0,0.6964022877490122
R0304,14.458156878646214,2,0.07356481222299559,1.7253396049796794,9.811346271986864,82.35745631970453,1.0,1.0,1.0,1.0,1.0,0.497991180026255
R1727,14.993687416255208,3,0.031691308453374346,0.973624300873784,7.767430028612593,82.35745631970453,1.0,1.0,1.0,1.0,1.0,0.566493691864536
R0789,18.080690999468665,2,0.054543303901079365,2.3270950957043164,6.744697342576519,58.65987877815546,1.0,1.0,1.0,1.0,1.0,0.5897808731823881
R3210,20.114181524699763,3,0.08559645116778464,1.8896002535259222,14.501346087084546,58.65987877815546,1.0,1.0,1.0,0.8666666666666667,0.8666666666666667,1.7913998705194525
R1077,19.353117841170864,3,0.0748948275944462,2.8816990776556004,8.005238411105768,58.65987877815546,1.0,1.0,1.0,1.0,1.0,0.606272638240369
R3116,20.1203931331184,1,0.09863458656482972,2.2920359779587764,13.780481483990233,82.35745631970453,1.0,1.0,1.0,1.0,1.0,0.4501014979089422
R1761,19.05747159043265,5,0.09662307908326805,2.4889497004420384,11.774708536953256,5.455176632911242,1.0,1.0,1.0,1.0,1.0,0.6268593195610059
R1172,21.85505516750791,1,0.07770615621996924,2.1661807186580164,12.477649434948534,82.35745631970453,1.0,1.0,1.0,1.0,1.0,0.7733205741682917
R1523,18.969397703413303,5,0.043290446110401726,1.0248186726109625,12.753186328215321,58.65987877815546,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,1.4672162771746657
R2058,21.259717901851552,3,0.0694165891621355,2.7146276630055555,8.652281272021828,58.65987877815546,1.0,1.0,1.0,1.0,1.0,0.925599853693976
R2645,18.475062981908746,2,0.05382953176672688,2.8314937285167767,5.5899903392902015,162.34034009544706,1.0,1.0,1.0,1.0,1.0,0.8209765855898148
R2657,22.249457304825253,3,0.02777314811183484,1.4815116139810334,6.638341707416875,41.78105458855241,1.0,1.0,1.0,1.0,1.0,1.5065093660576763
R3390,21.516527381241705,5,0.014680586747090916,0.8342348662553705,6.026253390841836,58.65987877815546,1.0,1.0,1.0,1.0,1.0,1.394882856677212
R2359,20.532564050120698,5,0.055671667860477225,2.1082899558347057,8.629133951080792,58.65987877815546,1.0,1.0,1.0,1.0,1.0,0.9849501881550415
R2289,21.770804192341064,6,0.041009345105783926,1.1387267462720754,12.478371638063267,41.78105458855241,1.0,1.0,1.0,1.0,1.0,1.5055554060306384
R0101,23.117601037779995,5,0.05314609192502248,1.3909149963876772,14.058326999688592,82.35745631970453,1.0,1.0,1.0,1.0,1.0,0.4557052375919089
R0779,23.770214943219965,5,0.04421019646726322,2.2750298520737546,7.351713697936501,82.35745631970453,1.0,1.0,1.0,1.0,1.0,0.5467222763594018
R2789,23.847558924931405,5,0.07672946191971329,2.098375483410337,13.878515390539816,58.65987877815546,1.0,1.0,1.0,1.0,1.0,0.49554781786222724
R2398,27.584173852756624,5,0.027882877250549644,1.1501297994951367,10.643166195364493,58.65987877815546,1.0,1.0,1.0,1.0,1.0,1.7185531336240911
R1991,26.61738144515875,3,0.06331177019070354,1.9050525507223801,14.078713020263905,82.35745631970453,1.0,1.0,1.0,1.0,1.0,0.5687646466588855
R3211,22.765721190141743,3,0.03928602775814947,1.2911878911224948,11.02427959180033,58.65987877815546,1.0,1.0,1.0,1.0,1.0,1.0292068741357339
R1122,28.521723003535314,5,0.04947122813428484,2.8423153027510133,7.9008956895538125,58.65987877815546,1.0,1.0,1.0,1.0,1.0,1.0090898621667495
R3417,26.771653151270062,4,0.07090199259161141,2.390576948952457,12.637205108679575,58.65987877815546,1.0,1.0,1.0,1.0,1.0,1.3171340829775464
