rocket_id,regime_label,theta0_deg,sr,rms_deg,peak_deg,diverge_rate,best_Kp,best_Kd,Iyy,authority_inertia_ratio,static_margin,motor_scale,max_gimbal_deg,wind_strength,servo_slew_deg_s,p_unstable
R0523,FRAGILE,3.0,0.0,13.43398716522679,47.28515663545793,0.8,80.0,1.0,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377,2.657363593231934
R0523,FRAGILE,5.0,0.0,21.075463919799734,46.83408979654298,0.4,80.0,1.0,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377,2.657363593231934
R0523,FRAGILE,7.0,0.0,30.71824197319903,96.96138486520282,1.0,80.0,1.0,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377,2.657363593231934
R0523,FRAGILE,10.0,0.0,34.718877193249895,70.6359769291756,1.0,80.0,1.0,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377,2.657363593231934
R0523,FRAGILE,13.0,0.0,47.5693866204572,125.8946615015094,1.0,80.0,1.0,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377,2.657363593231934
R0523,FRAGILE,17.0,0.0,42.68423437690355,93.5238247891087,1.0,80.0,1.0,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377,2.657363593231934
R0523,FRAGILE,21.0,0.0,57.6174454557602,106.39634305228667,1.0,80.0,1.0,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377,2.657363593231934
R0523,FRAGILE,25.0,0.0,68.46689175771307,136.78440915191646,1.0,80.0,1.0,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377,2.657363593231934
R0523,FRAGILE,30.0,0.0,73.68009066698448,182.62325808542332,1.0,80.0,1.0,0.0315892004537939,192.7494816525599,0.2999861240927406,0.8203342342786845,7.422342941278607,0.1153290037400089,68.61978564078377,2.657363593231934
R0641,FRAGILE,0.0,1.0,1.9239536391888041,5.6056209956154675,0.0,80.0,1.0,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666,0.0
R0641,FRAGILE,1.0,0.8,4.0282891213436,10.101568962449372,0.0,80.0,1.0,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666,0.0
R0641,FRAGILE,2.0,0.4,6.553407638392317,18.563635654266655,0.0,80.0,1.0,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666,0.0
R0641,FRAGILE,3.0,0.0,8.602113281654356,25.366847254260733,0.0,80.0,1.0,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666,0.0
R0641,FRAGILE,5.0,0.0,13.29676124172968,42.053936637283925,0.4,80.0,1.0,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666,0.0
R0641,FRAGILE,7.0,0.0,17.533638149402684,56.43990691203305,1.0,80.0,1.0,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666,0.0
R0641,FRAGILE,10.0,0.0,21.509642077210433,68.73432221412904,1.0,80.0,1.0,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666,0.0
R0641,FRAGILE,13.0,0.0,26.537084980555157,77.03335394119509,1.0,80.0,1.0,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666,0.0
R0641,FRAGILE,17.0,0.0,31.675341940384413,73.004455682688,1.0,80.0,1.0,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666,0.0
R0641,FRAGILE,21.0,0.0,35.409525305078596,76.95315615286904,1.0,80.0,1.0,0.0248598483253072,1703.6894212870814,-0.2765461461739562,2.901507200600083,14.597055143570833,0.1412169680900634,166.7013026374666,0.0
