rocket_id,design_id,regime_label,best_Kp,best_Kd,p_unstable,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,thrust,servo_slew_deg_s,max_gimbal_deg,latency_steps,deadband,backlash,wind_strength,full_success_rate,full_rms,full_end,full_max_theta,full_peak,full_u_sat,full_slew_sat,delta_rms_wind,delta_end_wind,delta_theta_wind,delta_success_wind,decision_flip_wind,delta_rms_backlash,delta_end_backlash,delta_theta_backlash,delta_success_backlash,decision_flip_backlash,delta_rms_slew,delta_end_slew,delta_theta_slew,delta_success_slew,decision_flip_slew,delta_rms_latency,delta_end_latency,delta_theta_latency,delta_success_latency,decision_flip_latency,delta_rms_sensor_noise,delta_end_sensor_noise,delta_theta_sensor_noise,delta_success_sensor_noise,decision_flip_sensor_noise,delta_rms_thrust_var,delta_end_thrust_var,delta_theta_thrust_var,delta_success_thrust_var,decision_flip_thrust_var,delta_rms_deadband,delta_end_deadband,delta_theta_deadband,delta_success_deadband,decision_flip_deadband,dominant_fidelity,dominant_delta_rms,n_decision_flips,decision_flip_modules
R0176,176,EASY,45.0,4.0,0.4965359126263471,1.8062528891273129,0.0125217312046655,0.0796988426292743,-31.2312302429377,12.54045100924694,32.52686751683286,28.023867782507715,10.660041953582589,6,0.0649796429310946,0.0513501734927261,0.1318222500633894,0.6666666666666666,6.754489164773509,15.835271922251067,33.99176307499822,33.99176307499822,0.0,0.13333333333333333,-3.986876158521539,-7.966853783880185,-18.582708936840298,0.0,0,0.7818045579592701,2.85345605308051,-5.595052175839676,-0.3333333333333333,1,8.635178150852742,-3.1376306649475634,-4.454959901902338,-0.3333333333333333,1,-0.7755038044969851,-3.8259294980530996,-3.503523452248441,0.0,0,-6.335220918236526,-15.3323494355642,-32.800657492087744,0.33333333333333337,0,0.17661589656518828,0.7377043855015692,2.5737544437751723,0.0,0,-0.26650898152222346,-0.6781386012393256,-0.012777638682727854,0.0,0,slew,8.635178150852742,2,backlash slew
R0177,177,FRAGILE,45.0,4.0,0.7810043509773176,1.661822087511704,0.0379846722645251,0.0594976458777538,-62.86425561341514,9.88051569291634,29.68667582899187,24.99097921321043,10.536098547801702,5,0.1323708987500628,0.1599418010807929,0.3536023527545022,0.6666666666666666,8.363232332237455,12.714832173643428,22.8407219450991,22.8407219450991,0.0,0.15444444444444444,-8.363232332237455,-12.714832173643428,-22.8407219450991,0.33333333333333337,0,-3.0949048637517445,-6.423001940411564,-10.101121746887593,0.33333333333333337,0,-5.793097655970168,-10.85131998075194,-17.414217498156678,0.33333333333333337,0,-0.14999433118825856,-0.6242663495350982,-0.5111288363689326,0.0,0,-7.392314219424055,-10.62296403656398,-18.726955647339015,0.33333333333333337,0,-0.6730056729230638,-2.9907439214786855,-1.7008317614702975,0.0,0,-0.13610747343628837,-0.37979188004880626,-0.7070112292957731,0.0,0,wind,8.363232332237455,0,none
R0178,178,FRAGILE,80.0,8.0,1.693887059354172,2.0686213790725656,0.0345903708065661,0.1471101653765661,-55.644264129451024,9.94932701541694,30.22864156360154,43.48315714165363,8.112252878340069,1,0.0472589342281178,0.2417699543009296,0.2738227253814073,0.6666666666666666,6.791768181346536,11.058256568325845,19.269845173622794,19.269845173622794,0.0,0.11055555555555556,-6.640404857548236,-10.463906451746272,-17.486794823884072,0.33333333333333337,0,-3.0349729942771915,-5.343413012503277,-7.812164743859386,0.33333333333333337,0,-3.090807209849489,-7.524027933127398,-9.96432573723763,0.33333333333333337,0,0.0,0.0,0.0,0.0,0,-6.5356501099305095,-10.492368537350538,-17.971096407428945,0.33333333333333337,0,-0.5658051180999664,1.360422314401296,-1.563183532366203,0.0,0,-0.026100143606839765,-0.13676061264793304,0.0,0.0,0,wind,6.640404857548236,0,none
R0179,179,EASY,10.0,4.0,1.0738213319637473,1.371685418430964,0.010830651514034,0.2088725405520112,-31.59480907858608,7.093283715671023,48.88678439066197,86.85276036932439,10.165296007415357,5,0.0676338447194992,0.0195636788536167,0.2276685769402789,0.3333333333333333,8.353973916525545,19.067490468268982,27.74036008436997,27.74036008436997,0.0,0.12555555555555556,-4.316836458538331,-10.591798823068862,-13.136482536189883,0.6666666666666667,1,0.5826943036198919,1.7114489515581326,-3.2606174325943122,0.0,0,23.44066777676781,9.711923629378049,54.788352863882224,-0.3333333333333333,0,-1.4575248840505024,-2.2028006476161544,-4.358025074800938,0.0,0,-7.524540631473029,-17.38546146676049,-24.986322260220305,0.6666666666666667,1,-0.008124336757948214,1.0452747935995497,-0.1422416853647519,0.0,0,-1.0717113556590467,-2.3014888556057542,-2.6817686371963205,0.3333333333333333,1,slew,23.44066777676781,3,wind sensor_noise deadband
R0180,180,FRAGILE,20.0,4.0,0.8878623583011246,1.9502299092818416,0.0220976682273668,0.1475572950586491,-36.96780598036428,6.614223597879168,48.85834952246543,46.78313247890905,13.186668314380489,5,0.0557155095197448,0.2038720463496681,0.2803191806823906,0.6666666666666666,8.8597040521959,13.427927748070234,24.07061384157231,24.07061384157231,0.0,0.05333333333333334,-8.8597040521959,-13.427927748070234,-24.07061384157231,0.33333333333333337,0,-2.8428968648240334,-8.70732671837158,-8.635293014957421,0.33333333333333337,0,2.5720088542822133,1.236266954427407,11.022065403910041,0.0,0,-0.19356949960923941,-0.8713352109527008,-0.7306970620093338,0.0,0,-8.00558877371061,-11.679163586295129,-19.879589185628717,0.33333333333333337,0,-0.5596167050203391,-2.1229873291899075,-1.8980102716356804,0.0,0,-0.03227462329411068,-0.23147895021991616,0.7948318048153453,0.0,0,wind,8.8597040521959,0,none
R0181,181,EASY,10.0,4.0,0.5918402445681628,0.9495517839124288,0.0296433696635971,0.0729345441646497,-39.48083675439975,7.985904411998842,30.64020122978068,107.50885473927364,11.497515169371924,4,0.0708121859938331,0.0786629701486744,0.331247542562315,1.0,7.9418110078177655,6.915142062432248,21.776840426235573,21.776840426235573,0.0,0.07388888888888889,-3.740846027329277,0.5213285523246132,-10.665341809905215,0.0,0,-0.8033712921819145,-0.9528083940460546,-4.143484232719683,0.0,0,-3.0161855508916338,-0.21864070999346819,-9.497202126208567,0.0,0,-0.11661187055945188,-1.1522000018390308,-4.451992259319415,0.0,0,-7.173930326671653,-6.441201110541375,-20.192403312036088,0.0,0,-0.6109639430417744,-0.6187794488693914,-2.444351707540875,0.0,0,-0.2616834019471952,0.8995363708599307,0.8753716055888816,0.0,0,sensor_noise,7.173930326671653,0,none
R0182,182,EASY,10.0,4.0,1.0359399047259508,0.972497320675204,0.017971204956673,0.1554413450094962,-32.452193007312474,12.886899438167076,30.69116849247811,86.47860651987207,11.984342999123486,3,0.0506290508717503,0.125033721551077,0.0646192986913827,0.6666666666666666,6.561604733127332,6.920241239936473,18.357232646982595,18.357232646982595,0.0,0.04777777777777778,-1.673585586551959,3.2616937060195763,-2.6795826644747844,0.33333333333333337,0,-0.2599458916334143,7.80673986228671,3.7134821681397945,0.0,0,7.550406965200786,17.10757076548686,20.493732640234867,-0.6666666666666666,1,0.5181221850282762,1.0113996445943165,-2.926034170165213,0.33333333333333337,0,-6.167431146328732,-6.29350383406762,-17.154981537685295,0.33333333333333337,0,-0.3674150137102794,1.4594160933270874,3.2696139780077864,0.0,0,-0.15031328997620808,1.170846885767098,-4.687637765366993,0.33333333333333337,0,slew,7.550406965200786,1,slew
R0183,183,EASY,10.0,4.0,0.973501566031836,1.776473539909365,0.0308207505369701,0.0993636287745621,-43.752805404972776,5.185524130142324,25.813966688083184,95.40706782889048,9.256710802646417,4,0.1124926439328334,0.184458779993082,0.3797280329281789,0.3333333333333333,10.443336561839267,19.086539558744995,29.4156502014864,29.4156502014864,0.0,0.06833333333333333,-8.07599629964226,-12.729670516404866,-15.815663090475457,0.6666666666666667,1,-3.7000076323023245,-8.470132453399815,-8.904827692537769,0.3333333333333333,1,-6.135340097925815,-13.237574239066287,-19.007877997589496,0.6666666666666667,1,-2.1110483833910365,-5.1736075552523975,-1.0410248917986813,0.3333333333333333,1,-9.585815660858723,-18.542977356547954,-27.29637324709152,0.6666666666666667,1,-0.6392487488153336,-2.2044623616991394,-2.059555488678285,0.0,0,-0.736419865156579,-0.8296792705713258,-1.7673980379053766,0.3333333333333333,1,sensor_noise,9.585815660858723,6,wind backlash slew latency sensor_noise deadband
R0184,184,INFEASIBLE,10.0,4.0,1.798966348704947,1.705932472685582,0.0392121939257223,0.1462902404703085,-57.788764148384566,8.11910991974691,28.584644761861032,93.09210595152376,13.15558181588406,4,0.0918015456281683,0.2442254036798679,0.3381857813282799,0.0,16.08549283924105,44.71318872189996,80.72706154237974,80.72706154237974,0.0,0.10666666666666667,-16.08549283924105,-44.71318872189996,-80.72706154237974,1.0,1,-3.29528208706674,-11.759998669884304,-10.534636688450476,0.3333333333333333,0,-8.225335108263089,-39.54425567454612,-63.35058877811466,1.0,1,0.09691813540780814,-0.10238446568909865,0.2217597977925152,0.0,0,-15.39359201899103,-44.38612845380526,-78.89140804910002,1.0,1,-1.2670196442565445,-4.991403584802093,-10.78147738640412,0.0,0,-0.6619457687283514,-2.4246438566100963,-6.583315502182728,0.0,0,wind,16.08549283924105,3,wind slew sensor_noise
R0185,185,EASY,45.0,4.0,1.2047365434189845,1.2058437086780391,0.0237723962126549,0.1766667057771809,-40.48184507071478,10.190956011881386,45.61495049990356,76.00647019678783,13.2553214036005,3,0.0600087959765344,0.1820942722822823,0.0848950941841782,0.6666666666666666,5.374205306378189,6.4560649181055565,15.040737863641695,15.040737863641695,0.0,0.08166666666666667,-4.079244948572142,-1.9031887015353615,-1.382109213931109,0.33333333333333337,0,3.8136316963369508,10.494041069217726,13.70632679716402,-0.3333333333333333,1,1.1305984644007072,-4.31871213146721,5.632774550146269,0.33333333333333337,0,0.09041790015905793,3.8164925370537537,1.0467921795981496,0.0,0,-5.063826286599614,-5.949092222286353,-14.303974395097086,0.33333333333333337,0,-0.03420454642665671,2.143276878615624,5.8187736275376984,0.0,0,-0.09440187944197564,-1.1207613247147528,-0.897515396530757,0.33333333333333337,0,sensor_noise,5.063826286599614,1,backlash
R0186,186,INFEASIBLE,10.0,4.0,1.736143725370377,1.0586448351130062,0.0295136887441291,0.1827639730533221,-46.40633484053198,6.170762184620455,30.89055609165197,22.77456063254353,11.99544159187988,2,0.0814182836909278,0.0328460383630055,0.1091148468690933,0.0,15.86582904750849,47.31423277312404,78.80909243683395,78.80909243683395,0.0,0.14888888888888888,-14.595790628926826,-43.18424593233664,-69.50178904920435,1.0,1,0.5782150412392308,1.2871182672050807,-22.365949944441795,0.0,0,-12.559061984523767,-43.73601243895679,-70.56552793173688,1.0,1,-0.02767520791818967,-0.02986760897060492,-1.8017270640187064,0.0,0,-15.497521969021397,-46.900296748668076,-77.90556744005333,1.0,1,-1.064692233215606,-4.201561923608352,-7.795116411253602,0.0,0,-0.047640174916800504,-0.23188294330202552,-7.3105171795245525,0.0,0,sensor_noise,15.497521969021397,3,wind slew sensor_noise
R0187,187,INFEASIBLE,10.0,4.0,1.425116013928291,1.7229059787978314,0.0110012537155021,0.1830419142555178,-44.76254224110086,9.888976470844666,42.7849966464814,23.969304652982807,13.567699826218092,5,0.1148674211572263,0.2132564836706797,0.2442484835617909,0.0,34.29123515386146,80.39222492892371,136.59912212374343,136.59912212374343,0.0,0.1461111111111111,-34.29123515386146,-80.39222492892371,-136.59912212374343,1.0,1,-17.628189710624348,-51.705384126562365,-89.7945391545044,0.3333333333333333,0,1.465802118973997,-41.50561632730797,-45.10088141673438,0.0,0,-0.45851790540566384,-1.6460524050037293,-4.57650303550389,0.0,0,-30.300021168486015,-72.75000149588408,-124.73137879732302,1.0,1,-2.8215972175737924,-10.734435816283778,-24.711584051699447,0.0,0,-0.556835574245099,-2.0056051047824326,-6.3053548322812105,0.0,0,wind,34.29123515386146,2,wind sensor_noise
R0188,188,FRAGILE,45.0,4.0,0.9331718498889588,1.2456140787085368,0.0160700760114345,0.1562896839375725,-31.32089841134774,7.217088846240665,35.6178045126423,67.12217453060647,8.339664146845077,2,0.1053015600634305,0.1391737077863816,0.341492673295294,0.3333333333333333,11.899354624921259,25.691496948430267,53.2962901430413,53.2962901430413,0.0,0.19388888888888892,-7.230837579502375,-11.279448686262757,-32.75488726658758,0.0,0,-1.4892486509369878,-9.021780735474621,-17.529668408528053,0.3333333333333333,1,-9.09873823093753,-25.019439169931335,-43.992490050352146,0.6666666666666667,1,0.9780192623787709,1.9996392711294533,3.633613414239271,0.0,0,-11.472146482981696,-25.227688244808725,-52.05862103148262,0.6666666666666667,1,0.573394195999148,0.806529053577492,-3.1524249414258776,0.0,0,0.029359098329486244,-0.1027508808076405,0.09275734654600853,0.0,0,sensor_noise,11.472146482981696,3,backlash slew sensor_noise
R0189,189,INFEASIBLE,10.0,4.0,2.088887660263784,1.3370902024234823,0.0162301581843935,0.1973235468863916,-64.81430329571565,6.734762611940986,48.521110168490665,33.96180197573654,14.672792084850927,4,0.1399841795259845,0.0602601000916084,0.4358307743341794,0.0,87.48204880459377,271.2047922651828,555.3630747102584,555.3630747102584,0.0,0.38222222222222224,-85.66633796794204,-265.01556453607924,-538.2453931267295,0.6666666666666666,1,-5.403902410650545,-22.988072927028412,-185.25868686467032,0.0,0,-65.94270394985332,-219.64400867639657,-434.6734013713067,0.3333333333333333,0,-4.132242624906027,-14.023203823570839,-35.57138267273865,0.0,0,-83.93375937718228,-263.7857443155301,-535.360092905496,0.6666666666666666,1,-9.680124506993238,-39.95016553287661,-87.3821107927418,0.0,0,-0.23342611664229196,-1.3757129277947797,-11.731648938490139,0.0,0,wind,85.66633796794204,2,wind sensor_noise
R0190,190,FRAGILE,20.0,4.0,1.3792262628989778,0.9892765686316228,0.033228265954328,0.1673951753304728,-48.15374797764177,8.069340722784203,44.211615520803065,115.4275788511436,11.447287490525182,1,0.0179729663362753,0.1704457612727538,0.2294505341049322,0.6666666666666666,9.191486100970703,10.690899895150414,22.089805296606354,22.089805296606354,0.0,0.085,-4.454632603124607,-0.8711269283993239,-3.7490819410543565,0.0,0,-3.7631608779373176,4.426363076199902,1.1566910980790794,-0.3333333333333333,1,-2.3972638845478853,-4.455073110966976,-7.034518977025952,0.33333333333333337,0,0.0,0.0,0.0,0.0,0,-8.95977603226981,-10.394464568139176,-21.422075504054888,0.33333333333333337,0,-1.2064675815425785,-0.7351997008143396,-5.643316919726779,0.33333333333333337,0,0.8314565663552749,-2.9656848746927933,0.9198397196578689,0.0,0,sensor_noise,8.95977603226981,1,backlash
R0191,191,INFEASIBLE,10.0,4.0,0.4310539576973922,1.2865797775209675,0.0102952973942969,0.0599434960623466,-33.45679258981801,11.350967303410911,28.018883688638784,28.592664270147704,12.213042106294116,6,0.0367134610570712,0.1937558187130977,0.1724306051710802,0.3333333333333333,18.15602774843008,30.84848756470505,46.47501189967984,46.47501189967984,0.0,0.03833333333333334,-18.15602774843008,-30.84848756470505,-46.47501189967984,0.6666666666666667,1,-11.501095953416488,-25.9986549710844,-28.11693697549576,0.6666666666666667,1,0.985096369453224,-13.826939680117015,-5.317813122178194,0.0,0,-0.25029296822988556,-0.6679855169923599,-0.8033361471204898,0.0,0,-15.553131600431305,-26.193754825681047,-39.75150702905748,0.6666666666666667,1,-0.9486802902653224,-3.279678954772386,-2.367104694120968,0.0,0,-0.2828932154177153,-1.291932916957574,-0.3164132224815219,0.0,0,wind,18.15602774843008,3,wind backlash sensor_noise
R0192,192,EASY,10.0,4.0,1.095811450363847,1.808389477995786,0.0273923092878643,0.0757834791426389,-67.10131745395634,13.709536385998234,27.874100516144647,63.24959522185189,8.223244611987477,3,0.121030437119034,0.0221934082936199,0.3585046515834797,1.0,8.473545156801968,5.491643353713603,18.412134222020445,18.412134222020445,0.0,0.11555555555555556,-5.385811118452706,-2.563379592264744,-9.162423593755308,0.0,0,-1.789056185481134,-2.2813833280266933,-3.618901816703854,0.0,0,0.9668153771674763,5.732693754751996,0.5148738247112199,-0.33333333333333337,0,-1.7178859259455868,-2.8040530323919293,-2.7540905431204123,0.0,0,-8.185104830726225,-5.099949618050065,-17.694998001269933,0.0,0,-1.3501286606657423,-3.077892812945095,-1.5957872339700003,0.0,0,-2.0842781365702336,-2.248456403715491,0.0,0.0,0,sensor_noise,8.185104830726225,0,none
R0193,193,FRAGILE,20.0,4.0,1.8724353316575704,1.023563863577351,0.0263418839083222,0.2055797142976357,-51.01437169857137,10.380513740899694,40.60628916498956,51.91708254855635,11.336207330809016,6,0.1468524117255291,0.1403433082345988,0.1855708423271505,0.0,13.670473551538798,25.29063991229333,45.11520912144131,45.11520912144131,0.0,0.13,-11.773065437478571,-19.03636908979316,-28.091641710205195,0.6666666666666666,1,-0.37000193287579286,-5.653187986079711,-16.58482173965147,0.0,0,-1.6536496951757957,-4.651530709387302,-18.25763941628738,0.3333333333333333,0,-0.18483998649413458,-0.6812716846926499,-3.338339602945979,0.0,0,-13.252808004392028,-24.719379862449877,-44.16272701552551,1.0,1,-1.2847349659118734,-2.948534474048625,-4.547117980141557,0.3333333333333333,0,1.4755384576366506,3.263413054270444,2.7005600816074917,0.0,0,sensor_noise,13.252808004392028,2,wind sensor_noise
R0194,194,FRAGILE,10.0,4.0,1.6949883693118637,0.9508254628683732,0.0233808980986644,0.2315839518761951,-39.16397485274057,13.159755556675648,37.06110462472642,116.04972720142248,8.577031715630977,6,0.1155017462821154,0.2280814667484407,0.4169339607528626,0.3333333333333333,12.066110205198347,9.753497372698748,27.062972192653984,27.062972192653984,0.0,0.06944444444444445,-7.078179702616645,6.044202642008875,-5.391378147833233,0.0,0,-2.5147588429963363,10.803776560122246,5.6464628056039565,0.0,0,-2.414029879123735,10.90143130057052,1.924830600970953,-0.3333333333333333,0,-0.5417549859535313,-1.4814979877481012,0.7549927410706694,0.0,0,-8.2714474929217,-4.157390548146951,-18.405888551060546,0.6666666666666667,1,-0.4271984242774973,5.750044690240555,7.244750749221158,0.3333333333333333,1,0.951042636974325,8.183707340092598,11.577393297071335,0.3333333333333333,1,sensor_noise,8.2714474929217,3,sensor_noise thrust_var deadband
R0195,195,FRAGILE,80.0,4.0,2.2394356892324256,1.4214263593312042,0.0372125500427301,0.2032365936171328,-51.51255784260695,10.221299282300787,28.288779571844948,74.63096727951321,10.241809722550745,6,0.0639538035492054,0.0852983863335221,0.2053102866849975,0.3333333333333333,9.481537839697257,27.584099897417346,47.65651582854234,47.65651582854234,0.0,0.32055555555555554,-4.966225784909102,-17.625606450589515,-31.138757023811646,0.3333333333333333,1,-0.14373626435115128,5.16128197207501,17.396780920995127,0.0,0,-6.0148423334519645,-24.039065176578383,-39.745130644398145,0.6666666666666667,1,-2.690564092264548,-5.131553356823577,-2.1130340598176076,0.0,0,-9.305141541362648,-27.185085717555463,-47.0217457621665,0.6666666666666667,1,1.0683133916946979,3.8213200546024417,10.855910772224988,0.0,0,-0.8676426738382137,-0.971425780863445,0.0,0.0,0,sensor_noise,9.305141541362648,3,wind slew sensor_noise
R0196,196,EASY,10.0,4.0,0.6194386745748529,1.6578296809118882,0.0276982715459383,0.0563786865180002,-61.7096019989574,7.957071910323561,40.83195003585327,30.511454349965973,10.812626073844353,3,0.1192470304366928,0.089363273163962,0.1960487899422844,0.6666666666666666,5.0873989962624355,9.441145525353175,15.283639816635251,15.283639816635251,0.0,0.017222222222222222,-4.939439586936838,-9.033520730297145,-14.06076543146716,0.33333333333333337,0,0.6771849919368664,0.5694821457176698,1.681795680020457,0.0,0,1.7807281579279968,0.61414284405544,0.8164665152823005,0.33333333333333337,0,-0.0420413656404337,-0.10628317957951694,-0.04679057249752461,0.0,0,-4.781622510138215,-9.26549894504259,-14.504230950859542,0.33333333333333337,0,-0.32434838381888476,-1.2323404802904623,-0.7873738241189354,0.33333333333333337,0,0.3780885860833729,1.0737314506223505,2.4129458210639143,0.0,0,wind,4.939439586936838,0,none
R0197,197,EASY,45.0,4.0,1.1517257040225175,1.6857652965109482,0.0272862931670535,0.1235956259661366,-49.65985085087429,6.65383326273897,36.76040289915289,41.16757567170834,13.849957577585627,3,0.1241185312817995,0.1824004898396723,0.097704555058689,1.0,3.914425037772578,7.2885164963178175,10.783793313506791,10.783793313506791,0.0,0.05333333333333334,-3.914425037772578,-7.2885164963178175,-10.783793313506791,0.0,0,-0.834102193812639,-6.14707271660051,-3.0673071429700833,0.0,0,-0.1343661521339179,-2.526479199065502,-0.7623310223792181,0.0,0,0.09247790372753739,0.42928134524133554,0.4563231243726147,0.0,0,-3.3405043048705694,-6.034728241572452,-8.718508425055912,0.0,0,-0.3114676154502445,-1.3927556829796224,-0.9354234097643044,0.0,0,0.16250021418756377,0.6138518486242397,0.873793630690674,0.0,0,wind,3.914425037772578,0,none
R0198,198,FRAGILE,45.0,8.0,3.086633113180904,1.172334786034396,0.0167578696345158,0.2239561137862905,-68.18061915971205,10.157250642023756,31.67663659978837,116.12814767248804,14.088093092947386,6,0.0780936433885431,0.090965615156899,0.0836166861740219,0.0,23.851031885034246,30.7178265163823,53.162453781145594,53.162453781145594,0.0,0.25499999999999995,-13.931620036277574,-5.834197875570396,-15.660403102843134,0.3333333333333333,0,-2.8004828565799222,-13.865475890000315,-6.769598322775693,0.0,0,16.039830668064603,36.37013058862182,59.7447654652295,0.0,0,-1.9816918069604128,-6.89768074973534,-7.156935332608299,0.3333333333333333,0,-23.11022422661994,-29.97693495907475,-50.86757953412606,1.0,1,-7.752667328012251,-19.286839219353137,-15.62189526049054,0.3333333333333333,0,-2.7753322136335328,-4.075457697656269,-10.451859499980657,0.0,0,sensor_noise,23.11022422661994,1,sensor_noise
R0199,199,FRAGILE,20.0,4.0,0.9894036534707872,1.2491278956979963,0.0254349470152041,0.0843110355957343,-67.25646197780696,5.053642501490015,42.51588467349892,76.65411661713856,12.124116399333388,1,0.057904718581462,0.1443776695141579,0.2966517065591746,0.6666666666666666,11.39125720638107,15.362093030363718,28.91804432977944,28.91804432977944,0.0,0.10555555555555556,-8.795501762801536,-7.876216722755564,-16.96691262438825,0.33333333333333337,0,-5.368752804253268,-10.474266253419952,-13.557743442354901,0.33333333333333337,0,-5.571320601405714,-9.830681457456835,-15.334844336306947,0.33333333333333337,0,0.0,0.0,0.0,0.0,0,-10.915045556344525,-15.19480379039494,-27.57474028204782,0.33333333333333337,0,-0.9686077043585453,-1.8179401483897966,-4.156559000603266,0.0,0,-0.5216615863888467,0.48189414886821424,0.0,0.0,0,sensor_noise,10.915045556344525,0,none
R0200,200,EASY,10.0,4.0,0.7982328933853698,1.8822519290409203,0.0341482034458539,0.0627346445291827,-67.02520250941427,12.437305967020492,35.916438859976864,23.03373422065621,10.28088440633585,5,0.0417263135903515,0.0933075154390096,0.1901482481267,1.0,3.9795668706922136,8.199076776335383,12.45496191665549,12.45496191665549,0.0,0.010555555555555556,-3.87620691698064,-7.811771547232692,-11.293046229347416,0.0,0,0.63352271710992,-0.5584824732844371,0.41430467969639295,0.0,0,2.1618001702628966,-0.8232954712595051,2.602391429484653,-0.33333333333333337,0,-0.05718282312574452,-0.1384506713878011,-0.0024831046459343753,0.0,0,-3.6887101295976947,-7.8877816362168005,-11.839620236944135,0.0,0,-0.2958485161324216,-1.13007933161966,-0.9718390203601004,0.0,0,0.19658209814631267,0.5175072252042732,0.00962944921837483,0.0,0,wind,3.87620691698064,0,none
R0201,201,EASY,10.0,4.0,0.5563868332011387,1.0324035549006398,0.0267051932290707,0.1002078211210632,-32.629751383159835,8.188956704762433,44.70318193576918,96.453676882927,13.913265096905288,4,0.0233835069538462,0.224232938353111,0.1430084698622496,0.6666666666666666,5.460386029695532,7.943135310529519,17.136224621056545,17.136224621056545,0.0,0.016111111111111114,-5.046484375526128,-6.425579405679455,-12.583556906506352,0.33333333333333337,0,-0.15570705870414425,-1.9695934205709573,-2.3044554939487423,0.33333333333333337,0,1.8505189448299006,-6.259073722477335,1.3113761722196955,0.33333333333333337,0,-0.656462097110559,3.085516353389443,-1.3684042620042565,0.0,0,-4.892640050590841,-7.1251467034528435,-15.947153793500796,0.33333333333333337,0,-0.15377825835267434,0.7286656121000723,0.198050067772634,0.0,0,0.035581324176694906,1.4500546770497698,2.65542651123479,0.0,0,wind,5.046484375526128,0,none
R0202,202,EASY,10.0,4.0,0.5753668894697753,1.6465830874632814,0.0260115640606661,0.0719188140966806,-42.270242901917456,5.560724735041051,36.13484090915407,87.32771880790558,10.205399805412364,2,0.0468502524066978,0.1227572247450127,0.3829676884860702,0.6666666666666666,7.759259043206897,12.306101838900071,24.311797117677692,24.311797117677692,0.0,0.056111111111111105,-4.06039899949125,-4.5996618385062025,-13.077306964536112,0.33333333333333337,0,-1.4462420421653306,-5.664869658762071,-8.895757453561227,0.33333333333333337,0,-5.514142830150668,-10.976478745843371,-19.389145034524343,0.33333333333333337,0,-0.22315546670173347,-1.5317787520397594,-3.5406838800105973,0.0,0,-7.084004234335033,-11.75475698212046,-22.276320273784492,0.33333333333333337,0,-0.6544240580540066,-2.5259178475320567,-3.3931932912495384,0.0,0,0.4426440850805706,1.4319990022024491,-1.1102437298382029,0.0,0,sensor_noise,7.084004234335033,0,none
R0203,203,EASY,10.0,4.0,0.710163991779697,1.786099721900385,0.0289068574757319,0.0538218965238151,-64.55639490204285,9.787762785933715,30.98422188681792,76.84765017895921,11.163309621714824,3,0.0022096920851772,0.2133964013204521,0.3656810094717898,0.6666666666666666,7.092939901794739,11.917583675717614,24.019224748445392,24.019224748445392,0.0,0.024444444444444446,-6.664413179290507,-10.395956823530959,-19.806302047366692,0.33333333333333337,0,-1.3815639657830356,-7.953208085109166,-9.067931103815235,0.33333333333333337,0,3.0437241304452227,-0.26650149159819136,-2.0273426836788744,0.33333333333333337,0,-0.4258722238088346,0.9963411935010278,-1.310022102708107,0.0,0,-6.536590738680873,-11.122660765760136,-22.109049746514597,0.33333333333333337,0,-0.5428398548155311,-0.0682639581198341,-4.413071387745152,0.0,0,0.0,0.0,0.0,0.0,0,wind,6.664413179290507,0,none
R0204,204,EASY,10.0,4.0,0.7774888803372335,1.2484124782194712,0.0164583913782891,0.1082604786596333,-40.02520402699143,7.94751749455746,40.20499188908192,91.64979956004134,11.782686613074455,4,0.0655535537769366,0.0779064429067241,0.3215319078478899,0.6666666666666666,7.491530589450915,13.203839541557555,19.390667674764625,19.390667674764625,0.0,0.07777777777777778,-2.9822421213227663,-5.522517108196953,-2.2594583266231183,0.0,0,0.7289890155120657,-8.080774392148705,-1.1866602574607974,0.33333333333333337,0,6.17693071640305,-0.21323132737619588,16.828782097907418,-0.3333333333333333,1,-0.5875957217301444,-2.8191315071385468,-4.410320069474846,0.33333333333333337,0,-6.592521692146004,-11.68647272421726,-17.178055210380105,0.33333333333333337,0,-0.927189726522192,-0.2314951836220338,4.3297602041357095,0.0,0,0.774648667253385,-2.740442385147457,-2.450086433875608,0.0,0,sensor_noise,6.592521692146004,1,slew
R0205,205,FRAGILE,10.0,4.0,1.2352278875491831,1.9264170217379344,0.0206103702162173,0.1560571110063719,-40.15734053430009,9.922688395974944,33.31686993426272,94.61460328044296,13.4743645386352,1,0.0998623508291558,0.2151514257206822,0.3104908667397806,0.6666666666666666,7.853939174448496,13.0033753513018,24.73189825747405,24.73189825747405,0.0,0.028333333333333332,-7.483223418781263,-11.875699592583851,-21.92835586142945,0.33333333333333337,0,1.03675015188393,-5.892117363558127,-2.4886710833928873,0.0,0,1.4306987601021577,-7.049244041933788,-3.594046904017393,0.33333333333333337,0,0.0,0.0,0.0,0.0,0,-7.3011970263637505,-12.571363553347988,-23.181087894628064,0.33333333333333337,0,-0.5737153338191465,0.856716927440436,-3.547681680457515,0.0,0,0.7122047392620958,0.39121882902410476,2.422897801840463,0.0,0,wind,7.483223418781263,0,none
