rocket_id,design_id,regime_label,kp_simple,kd_simple,kp_full,kd_full,sr_simple_in_full,sr_full_in_full,sr_gap,sr_simple_go,sr_full_go,decision_agrees,false_approval,false_rejection,rms_simple_in_full,rms_full_in_full,rms_gap,p_unstable,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,motor_scale,servo_slew_deg_s,max_gimbal_deg,latency_steps,deadband,backlash,wind_strength
R0989,989,EASY,320.0,4.0,59.67,1.0,1.0,1.0,0.0,1,1,1,0,0,2.1270355783990142,0.6587468198705556,-1.4682887585284585,3.5528192262791363,1.5432703984384082,0.024514971072424223,0.18455211330981292,-76.30001205050885,9.481332980342534,1.412016925942452,137.11436901056265,4.920561447105193,6,0.03148898507443768,0.04738854063312849,0.09611201667606023
R0990,990,EASY,43.14,4.0,182.82,1.0,1.0,1.0,0.0,1,1,1,0,0,4.13186677483046,0.5735403983724982,-3.558326376457962,0.5989426678337598,1.048336920516473,0.011371215355850419,0.15960170176505778,-19.33598569279151,5.266483374805072,2.3863603645013747,76.90789439310485,9.742638353067992,2,0.010039327232211296,0.17597660914265145,0.056036575827993526
R0991,991,EASY,320.0,1.0,320.0,1.0,1.0,1.0,0.0,1,1,1,0,0,0.7941546240946429,0.7941546240946429,0.0,0.22807491926005982,1.7937821111363719,0.010402831130395362,0.05499982718602153,-21.171907081608026,10.215558721949137,2.3430762062832757,84.69364514966003,7.738952231411242,1,0.14260530886318407,0.09382152888757288,0.32954248049002494
R0992,992,EASY,2.4,4.0,88.81,1.0,1.0,1.0,0.0,1,1,1,0,0,4.333560095425018,0.6602018565774825,-3.673358238847536,0.13187384729923213,0.9714341343162869,0.03856535620856633,0.027086246704599526,-19.246389833895478,8.24652445740425,1.4046810634876914,69.73939227849412,2.46089058938512,2,0.10158607029693303,0.0948195115415639,0.2626192785238734
R0993,993,EASY,3.6,4.0,96.31,1.0,1.0,1.0,0.0,1,1,1,0,0,4.445026337426064,0.6014142517103432,-3.843612085715721,1.3258845195132776,1.5325665880325379,0.032809493038093586,0.24295989702317916,-18.97096576136535,7.3148323807698095,1.0862643710657238,168.89680271096307,2.806164143395743,2,0.12100367428536697,0.13453264357521622,0.44128985367678236
R0994,994,EASY,320.0,1.0,155.45,1.0,1.0,1.0,0.0,1,1,1,0,0,1.696731517438528,0.6988204779319743,-0.9979110395065537,2.1165153203482983,1.1874148046201478,0.014674763732253682,0.14340875183823293,-67.06593942106957,12.58989870501624,1.8561427294729833,108.3980862448771,7.705099488283876,3,0.0038950828797652136,0.16503952681991654,0.05018633496575554
R0995,995,EASY,3.6,4.0,24.65,1.0,0.3333333333333333,1.0,0.6666666666666667,0,1,0,0,1,12.526525031849625,0.9434050151684197,-11.583120016681205,1.6530249173734148,1.355408006495764,0.031740071653679015,0.09753378369573806,-88.96801512911412,8.274467939907428,2.476954408124147,99.14475080774048,11.718502126380647,2,0.021177175162465856,0.11323579019266662,0.07764071689564903
R0996,996,EASY,295.07,4.0,70.18,1.0,1.0,1.0,0.0,1,1,1,0,0,1.5326098546504128,0.9580960683474743,-0.5745137863029385,1.466929125010997,1.9041114483072956,0.01721993425932171,0.1793190486836268,-32.90912035563021,7.596031031420981,1.4546750923152927,150.71414459418855,2.6435628419065953,6,0.0032377362313446953,0.2325959817325782,0.20400330824318974
R0997,997,EASY,70.18,16.0,69.63,1.0,1.0,1.0,0.0,1,1,1,0,0,4.960823141518486,0.44089784079925604,-4.519925300719231,0.0,0.9498177585197238,0.039965794115980946,-0.2141039582450943,-60.20447104368058,11.525998624895756,1.6541036173215522,163.98179461119673,14.972400926788373,5,0.04933701210842593,0.10913261149370947,0.2381539530811012
R0998,998,EASY,24.65,16.0,50.74,1.0,1.0,1.0,0.0,1,1,1,0,0,3.961408019891509,0.96559667392177,-2.995811345969739,0.0,1.143537098768985,0.029083562453493153,-0.1698188441943492,-70.15940640534117,8.601584925465888,2.6403482776506353,61.409166903537646,6.849635013255355,4,0.05883964533677087,0.08289251722116461,0.19016410547999535
