rocket_id,Kp,opt_Kd,sr,rms
S19027,0.05,0.5,0.8,5.762522498612337
S19027,0.06681533234232374,0.5,0.8,5.657993784574203
S19027,0.08928577272030351,0.5,0.8,5.634097774111357
S19027,0.11931317155496526,0.5,0.8,5.572527803117528
S19027,0.1594389842052339,0.5,0.8,5.477239095294792
S19027,0.21305937435990424,0.5,0.8,5.3094513508207175
S19027,0.2847126581300915,0.5,0.8,5.077235568305039
S19027,0.38046341750056945,0.5,0.8,4.842959872625562
S19027,0.5084157936879365,0.5,0.8,4.537526841096317
S19027,0.6793994044669157,0.5,0.8666666666666667,4.129892539804973
S19027,0.9078859400526766,0.5,0.8666666666666667,3.765691050061454
S19027,1.213214016270852,0.5,1.0,3.231854783092921
S19027,1.621225953990047,0.5,1.0,2.762775769831669
S19027,2.1664550183569187,0.5,1.0,2.3314942560422818
S19027,2.895048241124252,0.5,1.0,1.9555074954820735
S19027,3.868672207555537,0.5,1.0,1.641865591321999
S19027,5.1697323854266894,0.5,1.0,1.368430374069504
S19027,6.908347749063168,0.5,1.0,1.16880399289303
S19027,9.231671015799996,0.5,1.0,1.062825773250341
S19027,12.336343339913496,0.5,1.0,0.9869003034621752
S19027,16.485137602906647,0.5,1.0,0.9855399489270972
S19027,22.02919895294292,0.5,1.0,1.0078110475780562
S19027,29.43776498552103,0.5,1.0,1.0392694489508973
S19027,39.33788101845618,0.5,1.0,1.1924113513181505
S19027,52.567471877818775,0.5,1.0,1.7487541167550118
S19027,70.24626207824446,0.5,0.6666666666666666,3.528337484406536
S19027,93.87054693127754,0.5,0.26666666666666666,9.400427932156543
S19027,125.43983580738016,0.5,0.13333333333333333,35.579591605887536
S19027,167.62608636873256,0.5,0.0,63.464886142279376
S19027,223.99985339939863,0.5,0.0,99.23819669409346
S19027,299.33249299025266,0.5,0.0,133.71742755176203
S19027,400.0,0.5,0.0,164.1021576485153
S13476,0.05,0.5,0.6,6.937841413953573
S13476,0.06681533234232374,0.5,0.6,6.880266369742198
S13476,0.08928577272030351,0.5,0.6,6.75642162222566
S13476,0.11931317155496526,0.5,0.6,6.611405903864224
S13476,0.1594389842052339,0.5,0.7333333333333333,6.381138312976531
S13476,0.21305937435990424,0.5,0.8,6.1207552460124965
S13476,0.2847126581300915,0.5,0.8,5.856594969169845
S13476,0.38046341750056945,0.5,0.8,5.44626088843212
S13476,0.5084157936879365,0.5,0.8,4.965915563301181
S13476,0.6793994044669157,0.5,0.8,4.4068455261722015
S13476,0.9078859400526766,0.5,0.8666666666666667,3.81821312347783
S13476,1.213214016270852,0.5,0.9333333333333333,3.2421256610700664
S13476,1.621225953990047,0.5,1.0,2.6644975990200184
S13476,2.1664550183569187,0.5,1.0,2.2222580200758046
S13476,2.895048241124252,0.5,1.0,1.8631760725094968
S13476,3.868672207555537,0.5,1.0,1.5644973586862496
S13476,5.1697323854266894,0.5,1.0,1.256413217213891
S13476,6.908347749063168,0.5,1.0,1.0971994428751948
S13476,9.231671015799996,0.5,1.0,0.9861318726564368
S13476,12.336343339913496,0.5,1.0,0.9122927153059053
S13476,16.485137602906647,0.5,1.0,0.8270484848846311
S13476,22.02919895294292,0.5,1.0,0.7831135356706725
S13476,29.43776498552103,0.5,1.0,0.7554394571318911
S13476,39.33788101845618,0.5,1.0,0.8497292984669366
S13476,52.567471877818775,0.5,1.0,1.1376650419927503
S13476,70.24626207824446,0.5,1.0,1.6122600602639907
S13476,93.87054693127754,0.5,0.8,2.816006012278463
S13476,125.43983580738016,0.5,0.4,7.692782767562934
S13476,167.62608636873256,0.5,0.06666666666666667,17.420104011905917
