method,p_unstable,gust_std,Kp,Kd,seed,theta0_deg,success,rms_error_deg,peak_error_deg,end_error_deg,max_theta_deg,u_cmd_sat_frac,slew_sat_frac,control_rms,cmd_deg,slew_code,u_max_code,servo_deadband
BENCH_TUNED_PCH,0,0.9,45,6,101,0,1,0.268406186163041,0.889111526184009,0.554780807336332,20.7068743310874,0,0.00555555555555556,0.525504850416141,20,60,12,0.05
BENCH_TUNED_PCH,0,0.9,45,6,102,0,1,0.317242162817082,1.24141424655219,0.278951984646761,20.8158795457123,0,0.00694444444444444,0.527646734141818,20,60,12,0.05
BENCH_TUNED_PCH,0,0.9,45,6,103,0,1,0.726761012358816,1.8581065903864,1.30625152438479,20.5283208069359,0,0.00555555555555556,0.51298753189434,20,60,12,0.05
BENCH_TUNED_PCH,0,0.9,45,6,104,0,1,0.387023454296993,1.28835207834805,0.224008592543228,21.2883520783481,0,0.0111111111111111,0.560063432807697,20,60,12,0.05
BENCH_TUNED_PCH,0,0.9,45,6,105,0,1,0.288416358677745,0.949245348960157,0.106214400663596,20.9492453489602,0,0.00416666666666667,0.490925508501552,20,60,12,0.05
BENCH_TUNED_PCH,0,0.9,45,6,106,0,1,0.85289157055495,1.9267296549336,1.40280148795447,20.6536337003702,0,0.00972222222222222,0.522449598386604,20,60,12,0.05
BENCH_TUNED_PCH,0,0.9,45,6,201,3,1,0.436187308135393,2.38611608040077,0.110789351846961,20.8465644405172,0,0.00833333333333333,0.550031066950424,20,60,12,0.05
BENCH_TUNED_PCH,0,0.9,45,6,202,3,1,0.500707023522404,2.80676179770569,0.49718791603297,20.6438936701091,0,0.00277777777777778,0.535584147075353,20,60,12,0.05
BENCH_TUNED_PCH,0,0.9,45,6,203,3,1,0.596289288287412,3.64224363451644,0.156671092970928,20.7232203579791,0,0.00833333333333333,0.587910968383248,20,60,12,0.05
BENCH_TUNED_PCH,0,0.9,45,6,204,3,1,0.831119769673985,3.78467835417692,1.46860667481707,20.8934906743013,0,0.00555555555555556,0.554215113132549,20,60,12,0.05
BENCH_TUNED_PCH,0,0.9,45,6,205,3,1,1.26903040759608,3.41883169698147,2.24524568412178,20.2717528660821,0,0.00694444444444444,0.572987630142406,20,60,12,0.05
BENCH_TUNED_PCH,0,0.9,45,6,206,3,1,1.16693834181189,2.71578269531987,2.15308769213964,21.4678281391712,0,0.00972222222222222,0.55723346219207,20,60,12,0.05
AMATEUR_BASIC_PID,0,1.5,45,8,101,0,1,0.306624419831171,1.04715456937499,0.764754473131618,20.8260764110116,0,0.0194444444444444,0.541742789357748,20,60,12,0.05
