step,metric,metric_val,success,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,thrust,servo_slew_deg_s,max_gimbal_deg,deadband,backlash,wind_strength,latency_steps,rocket_id,design_id,regime_label
0,rms_error_deg,5.561822285185611,1,2.05385512210112,0.0247079404592097,0.1208133407281147,-48.23578611076506,6.337151579013623,35.39450975136316,48.81462243183904,12.807689044683434,0.1168932342802774,0.0986820625230023,0.2058239839904166,4,R0799,799,EASY
1,rms_error_deg,3.27091865274629,1,2.056812284713709,0.024972548172185985,0.12069765181940272,-48.28943302168024,6.3858258612468,35.298827289980686,52.31952225276248,12.812774029999304,0.1168932342802774,0.0926956258807815,0.19868834394296997,5,R0799,799,EASY
2,rms_error_deg,3.160425203009962,1,2.0557173054266435,0.024570395583638605,0.12128815473278834,-48.125625395547935,6.400911758445418,35.38710908797636,54.30579441904307,12.845412067558431,0.11689425841734534,0.08659813438928092,0.18888628352995646,5,R0799,799,EASY
3,rms_error_deg,3.0177281029316285,1,2.074600307282134,0.024844940084674815,0.12036653191845736,-48.193004841862034,6.2328249009035535,35.35281732696472,54.1019324581297,12.836797992083497,0.11689425841734534,0.07949778914210873,0.18204567922219803,5,R0799,799,EASY
4,rms_error_deg,3.637438652515362,1,2.077130159787786,0.024943004695722693,0.12070882753453088,-48.048178027962805,6.2239692394014225,35.27211776972436,51.128951798603964,12.962674954117288,0.11689425841734534,0.08239443800563165,0.17173365885950334,5,R0799,799,EASY
5,rms_error_deg,3.361150917831374,1,2.083433461068239,0.024851220297900323,0.11933566496656632,-47.840781423618665,6.326647930091212,35.7606043585386,53.568694475227964,12.960082823278297,0.11689425841734534,0.07849951222056935,0.16839709894649918,5,R0799,799,EASY
0,rms_error_deg,5.828013291137918,1,1.297226652647394,0.0396215753621247,0.2247126015201307,-39.10324954497982,10.4156506204353,34.07005603786434,118.3755578906092,11.748005746014442,0.0197067603284431,0.2240151825697256,0.1348196854597152,3,R0800,800,EASY
1,rms_error_deg,6.141109923229981,1,1.2989384862332436,0.04,0.221686244949623,-38.76406518138272,10.451575510230988,34.433390117584224,120.0,11.652397593376266,0.0197067603284431,0.22346114284864815,0.13441718643756645,3,R0800,800,EASY
2,rms_error_deg,4.974440149809326,1,1.3278946777640033,0.03954382775215994,0.22056350511778902,-38.43199446760581,10.385997244451362,34.28172766077911,120.0,11.712180456867028,0.0197067603284431,0.22515789895977165,0.1360671583535891,4,R0800,800,EASY
3,rms_error_deg,5.660163752661398,1,1.3457277159533456,0.0398914048397274,0.22284974917348,-38.7720463821172,10.339035635386601,34.146816616828346,120.0,11.762371917265934,0.0197067603284431,0.2281883029632584,0.13508476213961365,3,R0800,800,EASY
