rocket_id,keff,lat,Pi,Kp,Kd,Kd_Kp_ratio,sr
R4487,4.001272727285028,2,16.00509090914011,23.207944168063882,23.207944168063882,1.0,0.5333333333333333
R4487,4.001272727285028,2,16.00509090914011,23.207944168063882,32.0,1.3788382016204064,0.3333333333333333
R4487,4.001272727285028,2,16.00509090914011,32.642605705639234,0.57,0.01746184128620371,1.0
R4487,4.001272727285028,2,16.00509090914011,32.642605705639234,3.2642605705639234,0.1,1.0
R4487,4.001272727285028,2,16.00509090914011,32.642605705639234,10.445633825804554,0.32,0.8
R4487,4.001272727285028,2,16.00509090914011,32.642605705639234,32.0,0.9803138967693311,0.6
R4487,4.001272727285028,2,16.00509090914011,45.912714178281405,0.57,0.012414861769806529,1.0
R4487,4.001272727285028,2,16.00509090914011,45.912714178281405,4.591271417828141,0.1,1.0
R4487,4.001272727285028,2,16.00509090914011,45.912714178281405,14.69206853705005,0.32,0.8666666666666667
R4487,4.001272727285028,2,16.00509090914011,45.912714178281405,32.0,0.6969746958487876,0.6
R4487,4.001272727285028,2,16.00509090914011,64.57748325074412,0.57,0.008826605982564857,1.0
R4487,4.001272727285028,2,16.00509090914011,64.57748325074412,6.457748325074412,0.1,1.0
R4487,4.001272727285028,2,16.00509090914011,64.57748325074412,20.66479464023812,0.32,0.8666666666666667
R4487,4.001272727285028,2,16.00509090914011,64.57748325074412,32.0,0.49552875691592185,0.6
R4487,4.001272727285028,2,16.00509090914011,90.82998941876633,0.57,0.00627546038095467,1.0
R4487,4.001272727285028,2,16.00509090914011,90.82998941876633,9.082998941876633,0.1,1.0
R4487,4.001272727285028,2,16.00509090914011,90.82998941876633,29.065596614005226,0.32,0.8666666666666667
R4487,4.001272727285028,2,16.00509090914011,90.82998941876633,32.0,0.3523065477027183,0.8
R4487,4.001272727285028,2,16.00509090914011,127.75485451762533,0.57,0.004461669986257638,1.0
R4487,4.001272727285028,2,16.00509090914011,127.75485451762533,12.775485451762535,0.1,1.0
R4487,4.001272727285028,2,16.00509090914011,127.75485451762533,32.0,0.2504797185267446,0.8666666666666667
R4487,4.001272727285028,2,16.00509090914011,179.69068319023125,0.57,0.0031721177185161237,1.0
R4487,4.001272727285028,2,16.00509090914011,179.69068319023125,17.969068319023126,0.1,1.0
R4487,4.001272727285028,2,16.00509090914011,179.69068319023125,32.0,0.17808380174125607,0.9333333333333333
R4487,4.001272727285028,2,16.00509090914011,252.73984105956174,0.57,0.0022552835263739495,0.4
R4487,4.001272727285028,2,16.00509090914011,252.73984105956174,25.273984105956174,0.1,0.9333333333333333
R4487,4.001272727285028,2,16.00509090914011,252.73984105956174,32.0,0.12661240849818667,1.0
R4487,4.001272727285028,2,16.00509090914011,355.4854716156215,0.57,0.001603441055999971,0.0
R4487,4.001272727285028,2,16.00509090914011,355.4854716156215,32.0,0.09001774349473524,1.0
R4487,4.001272727285028,2,16.00509090914011,500.0,0.57,0.00114,0.0
R4487,4.001272727285028,2,16.00509090914011,500.0,32.0,0.064,1.0
R0822,3.9965298380481538,3,35.96876854243338,0.05,0.01,0.19999999999999998,0.7333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.05,0.016,0.32,0.7333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.05,0.05,1.0,0.7333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.05,0.15800000000000003,3.1600000000000006,0.9333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.05,0.57,11.399999999999999,1.0
R0822,3.9965298380481538,3,35.96876854243338,0.07032636210526184,0.01,0.14219418864624872,0.7333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.07032636210526184,0.02250443587368379,0.32,0.7333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.07032636210526184,0.07032636210526184,1.0,0.7333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.07032636210526184,0.22223130425262744,3.16,0.9333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.07032636210526184,0.57,8.105068752836177,1.0
