rocket_id,design_id,p_unstable,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,motor_scale,servo_slew_deg_s,max_gimbal_deg,latency_steps,deadband,backlash,wind_strength,best_Kp,best_Kd,nominal_success_rate,under_success_rate,over_success_rate,robustness,n_success_gain_sets,nominal_diverge_rate,nominal_band_30_rate,nominal_band_20_rate,nominal_band_10_rate,under_diverge_rate,over_diverge_rate,rms_error_deg,peak_error_deg,end_error_deg,max_theta_deg,u_cmd_sat_frac,slew_sat_frac,settling_time_s,oscillation_score,under_u_sat_frac,over_u_sat_frac,regime_label,regime_code,sr_kp2,rms_kp2,sr_kp5,rms_kp5
R0033,33,0.0,2.0187398624426303,0.0242525016198654,-0.027828612672936,-32.963668198823285,10.51064696882556,1.6248793159121506,149.53746321642075,14.237105870106868,3,0.0441074617852416,0.121423528120781,0.2541378342591348,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.633358177349514,1.998812733890918,1.4150189691723114,1.998812733890918,0.0,0.0455555555555555,0.0,8.0,0.0,0.0,EASY,2,1.0,1.6738953350045966,1.0,1.2702337795429626
R0034,34,0.0,1.952843053315099,0.0230157163429159,-0.14625367071089,-58.52584916951627,5.960537944911596,1.7089872275279254,85.3660392475548,10.414245447790297,5,0.1321021925399326,0.1476084969603228,0.2196674225879027,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.012971046432842,3.907363947559516,2.729890614984677,3.907363947559516,0.0,0.1322222222222222,2.0,7.666666666666667,0.0,0.0,EASY,2,1.0,3.5150634209511598,1.0,2.0313255231561933
R0035,35,0.0,1.960613947554323,0.0224836129811259,-0.2904219162622915,-48.36579394892138,13.574795593643136,1.9180824076723064,181.09937422070976,12.561367604349238,2,0.1244897655434838,0.1651910513679295,0.0733606159515749,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.5060248304745208,1.9510481461298692,0.8252996249265117,1.9510481461298692,0.0,0.0444444444444444,0.0,8.0,0.0,0.0,EASY,2,1.0,2.892329482237064,1.0,1.7245259902680552
R0036,36,0.0,1.9270054334986584,0.0236680503821496,-0.1089597674327204,-70.31219755201019,6.694469015417868,1.4182830774861932,69.36876659157589,5.347066399713583,2,0.1407853888107923,0.2215136117776884,0.3166415545043645,15.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.5659677765795468,4.98706717769954,1.3561412294520263,4.98706717769954,0.0,0.1133333333333333,1.9416666666666669,3.6666666666666665,0.0,0.0,EASY,2,1.0,4.88113770987206,1.0,3.2252177403089397
R0037,37,0.0,0.9239095366738844,0.030738661204723,-0.1170111622722435,-43.44477663390449,13.58640477751132,1.4130310442266651,146.53245736490746,10.81566134596414,6,0.0671722707841215,0.2134537928765872,0.0570604018832535,40.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.5583907388142947,1.8063185425877888,0.6413639501845784,1.8063185425877888,0.0,0.0377777777777777,0.0,5.0,0.0,0.0,EASY,2,1.0,1.9591841065895794,1.0,1.4136671645421914
R0038,38,0.0,1.2765452238780644,0.0140551609507432,-0.1514625685747084,-84.01064346236224,12.865629436405507,1.6171547801656203,131.9772095165727,13.8820078405887,4,0.0353355729849772,0.1610231763976628,0.3616101907273984,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.9999442792055888,4.323443172405442,2.517933355895135,4.323443172405442,0.0,0.3422222222222222,2.0,8.666666666666666,0.0,0.0,EASY,2,1.0,5.162822675340183,1.0,3.6842849329617873
R0039,39,0.0350678759963781,1.8844041984951687,0.0143621897108525,0.0047681348853739,-38.326506479008025,11.400096743478422,2.4410432529254606,111.33290665671625,11.607660713589247,1,0.0412728893891831,0.0303143952137976,0.2157299403817236,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.6961713245381699,2.587393366441281,1.3513090787279345,2.587393366441281,0.0,0.0888888888888888,1.0,8.0,0.0,0.0,EASY,2,1.0,3.141068633433298,1.0,2.7997042600329016
R0040,40,3.070760803002278,1.0670110415104632,0.0299698552999725,0.20530157946236,-86.12765060225975,7.667917018586984,2.980414521055223,146.1043924027455,3.7559610082591552,1,0.1189767061036683,0.1180157605758006,0.0563151196181475,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.8741506344875875,3.405747889642775,1.9535864577002493,3.405747889642775,0.0,0.0,1.9266666666666667,8.0,0.0,0.0,EASY,2,1.0,3.044352948094959,1.0,2.87669479075316
R0041,41,0.0,1.7146623471856666,0.0196160842725461,-0.0141934301706879,-65.27704551712674,11.619727131993212,1.528332425424889,91.55547711692698,9.44664626793511,4,0.0078213671684609,0.0480203645703187,0.3147475617763139,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.081224884391281,4.176372536257278,3.5928048275773343,4.176372536257278,0.0,0.1416666666666666,3.0,7.666666666666667,0.0,0.0,EASY,2,1.0,4.797530960485254,1.0,2.294851124171785
R0042,42,0.8270666293692776,1.780661356300318,0.0320371299088858,0.0776496611106116,-60.49673859004324,11.10998145196679,2.899752439204833,128.2002544341048,10.876031496456532,3,0.143418816021805,0.0253551749738663,0.3767671766553753,40.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.7548915952673371,2.2880205933790854,1.2117391693478516,2.2880205933790854,0.0,0.3033333333333333,1.775,7.0,0.0,0.0,EASY,2,1.0,2.947102809318815,1.0,2.1272641293873478
R0043,43,0.0,1.4513625874746228,0.0313639180304728,-0.1057968984204848,-50.59640036222612,13.728717773980453,1.67321079255454,196.33623315631803,11.12167347341214,4,0.1196620036280542,0.1937357477835385,0.1962375213450628,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.4022073859616877,1.4981722196187128,0.9712963963650671,1.4981722196187128,0.0,0.0166666666666666,0.0,6.0,0.0,0.0,EASY,2,1.0,1.9693260743289258,1.0,0.8604961680474413
R0044,44,0.298185433959777,1.3850012099813689,0.0123287389873734,0.0231011967898966,-71.98101153415381,13.381567629648927,2.795315711879031,185.52549526339007,9.299687533324338,2,0.0252998763101444,0.1080189928353125,0.2940911200139166,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.3176798065105757,4.67958949268022,1.1440304100693357,4.67958949268022,0.0,0.235,2.7133333333333334,9.333333333333334,0.0,0.0,EASY,2,1.0,3.5893026991366157,1.0,4.393328584305778
R0045,45,3.481719508274678,1.521628841025291,0.0166676156900729,0.2228366401977476,-83.38435572785984,11.2765948547689,2.560080737138366,161.60759924209515,3.576930797188008,4,0.0260899069128491,0.0293966693307144,0.1033693626484373,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.382845741665929,5.564538243761419,2.421310835310728,5.564538243761419,0.0,0.0,1.9966666666666668,7.666666666666667,0.0,0.0,EASY,2,1.0,7.343270845172333,1.0,4.095911166647045
R0046,46,0.0,1.094280806870708,0.0139315467836426,-0.1434986754372337,-50.20858117115559,7.100695105838308,2.0209348396153963,74.24572392621995,2.286080278548168,5,0.0066186316151678,0.0480569872784829,0.101340775095302,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.0250054318168704,3.415641934758661,1.4345201607604248,3.415641934758661,0.0,0.0,1.8083333333333336,8.333333333333334,0.0,0.0,EASY,2,1.0,3.125131731129615,1.0,2.4052113275293796
R0047,47,3.9212780356828807,1.5632436339678502,0.0226945878438391,0.2404910393121453,-86.43624295382278,13.605863739934511,2.5259988759444743,115.28564611432888,5.7750617101496085,6,0.1394677445124214,0.2372591072969761,0.3283248399195708,80.0,2.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.9887037399175809,5.5855270120335225,2.0344185620195794,5.5855270120335225,0.0,0.3244444444444445,2.87,8.0,0.0,0.0,EASY,2,1.0,7.39312221153991,0.6666666666666666,4.691865488959334
R0048,48,2.2320055673187915,1.7404441998158755,0.0103201936952751,0.2492348678872933,-35.02181842892531,9.769223672969282,1.3746853421158505,178.16034266299795,8.893160031154208,4,0.0300554956018125,0.248660128691277,0.4433331278229147,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,2.1312765547270827,5.807352620871799,3.720589361288345,5.807352620871799,0.0,0.2977777777777777,2.975,10.666666666666666,0.0,0.0,EASY,2,1.0,5.108197921519891,1.0,3.682108536366313
R0049,49,0.0,1.5992459163220936,0.0174063812249186,-0.2578332735402526,-46.38847896937958,8.852072820734275,2.0657904128060265,174.55147966830077,6.077003176778091,2,0.0881575085374655,0.2116996605877438,0.0606286245207561,40.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.6629350675278113,1.8313147694627343,1.3887615779421274,1.8313147694627343,0.0,0.0,0.0,7.666666666666667,0.0,0.0,EASY,2,1.0,3.797088113237218,1.0,2.4740173833333756
R0050,50,0.6553550817234773,1.603444685266219,0.0284172481339171,0.1661895902728152,-18.29903787657595,6.917786767314627,1.935573504861365,106.84139008541348,11.739960915428563,4,0.0221773285321184,0.2072111523554025,0.3536907514097016,80.0,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.6185788814545602,3.1283996299199184,1.881210767505072,3.1283996299199184,0.0,0.0905555555555555,1.0,7.666666666666667,0.0,0.0,EASY,2,1.0,3.852912658658914,1.0,1.9261923565736732
