profile,method,p_unstable,gust_std,cmd_deg,slew_code,u_max_code,servo_deadband,servo_backlash,Kp,Kd,seed,theta0_deg,success,rms_error_deg,peak_error_deg,end_error_deg,max_theta_deg,u_cmd_sat_frac,slew_sat_frac
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,6,2.5,20,60,12,0.05,0.1,60,8,102,0,1,1.25350368957086,2.91832829814415,0.0423477373287792,22.9183282981441,0,0.0305555555555556
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,6,2.5,20,60,12,0.05,0.1,60,8,103,0,1,1.19061912022114,2.20394752901364,1.04901975217714,22.2039475290136,0,0.0152777777777778
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,6,2.5,20,60,12,0.05,0.1,60,8,104,0,1,1.45358554547837,3.35160557450227,0.34013755624386,23.3516055745023,0,0.0208333333333333
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,6,2.5,20,60,12,0.05,0.1,60,8,201,3,1,1.21142927215511,2.74842056017794,0.190884384754261,22.7484205601779,0,0.0236111111111111
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,6,2.5,20,60,12,0.05,0.1,60,8,202,3,1,1.19067054881308,2.80676179770569,0.395874184864004,22.2788310978503,0,0.0138888888888889
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,6,2.5,20,60,12,0.05,0.1,60,8,203,3,1,1.47445845711533,3.64224363451644,0.109106907370974,22.6092572239553,0,0.025
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,6,2.5,20,60,12,0.05,0.1,60,8,204,3,1,1.63619684428973,3.78497258128949,1.80889347788936,22.5839839581155,0,0.0236111111111111
HOBBY_NOMINAL,CLEAN_RETUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,101,0,1,1.17863793009773,2.88495721525042,0.458825632972775,22.2409636265678,0.0180305131761442,0.227777777777778
HOBBY_NOMINAL,CLEAN_RETUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,102,0,1,1.12791835837128,2.82867019150104,0.157848093997498,22.292027659613,0.0208044382801664,0.244444444444444
HOBBY_NOMINAL,CLEAN_RETUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,103,0,1,0.97658866008021,2.23192239147819,1.16274968983147,21.7709605119847,0.0110957004160888,0.238888888888889
HOBBY_NOMINAL,CLEAN_RETUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,104,0,1,1.35110814936984,2.94651669148915,0.0158877158652467,22.3182055378322,0.013869625520111,0.227777777777778
HOBBY_NOMINAL,CLEAN_RETUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,201,3,1,1.18601541313893,2.57183101381973,0.0982305325082625,22.2113846071198,0.0194174757281553,0.233333333333333
HOBBY_NOMINAL,CLEAN_RETUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,202,3,1,1.24495679872242,2.80676179770569,0.244355660279015,21.9959202729507,0.0152565880721221,0.263888888888889
HOBBY_NOMINAL,CLEAN_RETUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,203,3,1,1.51622759546998,3.64224363451644,0.216424983692378,22.2724941639644,0.0180305131761442,0.234722222222222
HOBBY_NOMINAL,CLEAN_RETUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,204,3,1,1.82534573284017,3.78497258128949,1.57754641428024,22.276132335028,0.0152565880721221,0.206944444444444
HOBBY_NOMINAL,BENCH_TUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,101,0,1,1.17863793009773,2.88495721525042,0.458825632972775,22.2409636265678,0.0180305131761442,0.227777777777778
HOBBY_NOMINAL,BENCH_TUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,102,0,1,1.12791835837128,2.82867019150104,0.157848093997498,22.292027659613,0.0208044382801664,0.244444444444444
HOBBY_NOMINAL,BENCH_TUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,103,0,1,0.97658866008021,2.23192239147819,1.16274968983147,21.7709605119847,0.0110957004160888,0.238888888888889
HOBBY_NOMINAL,BENCH_TUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,104,0,1,1.35110814936984,2.94651669148915,0.0158877158652467,22.3182055378322,0.013869625520111,0.227777777777778
HOBBY_NOMINAL,BENCH_TUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,201,3,1,1.18601541313893,2.57183101381973,0.0982305325082625,22.2113846071198,0.0194174757281553,0.233333333333333
HOBBY_NOMINAL,BENCH_TUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,202,3,1,1.24495679872242,2.80676179770569,0.244355660279015,21.9959202729507,0.0152565880721221,0.263888888888889
HOBBY_NOMINAL,BENCH_TUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,203,3,1,1.51622759546998,3.64224363451644,0.216424983692378,22.2724941639644,0.0180305131761442,0.234722222222222
HOBBY_NOMINAL,BENCH_TUNED_PID,6,2.5,20,60,12,0.05,0.1,60,24,204,3,1,1.82534573284017,3.78497258128949,1.57754641428024,22.276132335028,0.0152565880721221,0.206944444444444
HOBBY_NOMINAL,BENCH_TUNED_PCH,6,2.5,20,60,12,0.05,0.1,30,4,101,0,1,0.917731748923854,1.99592393124222,1.02239777544294,21.9959239312422,0,0.111111111111111
HOBBY_NOMINAL,BENCH_TUNED_PCH,6,2.5,20,60,12,0.05,0.1,30,4,102,0,1,0.85962334739932,2.15003979402612,0.00833200140776149,21.961984194949,0,0.1375
HOBBY_NOMINAL,BENCH_TUNED_PCH,6,2.5,20,60,12,0.05,0.1,30,4,103,0,1,0.898898964182437,2.18088759120519,1.03433697323616,22.1808875912052,0,0.120833333333333
HOBBY_NOMINAL,BENCH_TUNED_PCH,6,2.5,20,60,12,0.05,0.1,30,4,104,0,1,1.13990532258651,3.17739268351038,0.279757629741486,23.1773926835104,0,0.0791666666666667
HOBBY_NOMINAL,BENCH_TUNED_PCH,6,2.5,20,60,12,0.05,0.1,30,4,201,3,1,0.979659698803753,2.506347711555,0.245871793103529,22.506347711555,0,0.0986111111111111
HOBBY_NOMINAL,BENCH_TUNED_PCH,6,2.5,20,60,12,0.05,0.1,30,4,202,3,1,0.978241128677811,2.81054631083799,0.383463205842586,22.272196834383,0,0.0916666666666667
HOBBY_NOMINAL,BENCH_TUNED_PCH,6,2.5,20,60,12,0.05,0.1,30,4,203,3,1,1.01092442132975,3.64338386407479,0.0860607369838541,21.7131661865272,0,0.104166666666667
HOBBY_NOMINAL,BENCH_TUNED_PCH,6,2.5,20,60,12,0.05,0.1,30,4,204,3,1,1.36142838415282,3.78680437477971,1.80692789462075,22.1000278790358,0,0.0986111111111111
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,8,0.9,20,60,12,0.05,0.1,60,8,101,0,1,2.3157457637998,4.83426042755049,0.634473027378964,24.0654023760403,0,0.0194444444444444
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,8,0.9,20,60,12,0.05,0.1,60,8,102,0,1,2.26729696173696,4.52715035669095,0.366533575446132,24.2482918075836,0,0.025
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,8,0.9,20,60,12,0.05,0.1,60,8,103,0,1,2.10688226718443,3.92798778117445,1.60692649803768,23.8577372523903,0,0.0180555555555556
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,8,0.9,20,60,12,0.05,0.1,60,8,104,0,1,2.67491391312827,5.10790865948955,0.252580021165929,24.7940309543938,0,0.0222222222222222
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,8,0.9,20,60,12,0.05,0.1,60,8,201,3,1,2.31092599121681,4.52814745425375,0.103051412568796,24.2288091866464,0,0.0222222222222222
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,8,0.9,20,60,12,0.05,0.1,60,8,202,3,1,2.35935625193416,4.63119232099958,0.588736836041502,24.0830026570067,0,0.0180555555555556
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,8,0.9,20,60,12,0.05,0.1,60,8,203,3,1,2.3251878989541,4.58616013223807,0.170438293140055,24.0610477528908,0,0.0236111111111111
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,8,0.9,20,60,12,0.05,0.1,60,8,204,3,1,2.74161346911664,5.11984088498729,1.8010329701977,24.3263879779956,0,0.025
HOBBY_NOMINAL,CLEAN_RETUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,101,0,1,2.09559033967973,4.45266947933559,0.0342026600199345,23.6003286071482,0.0208044382801664,0.220833333333333
