rocket_id,Iyy,motor_scale,latency_steps,keff,wind_strength,ref_kd,floor_kd1,ceil_kd1,window_kd1,floorcens_kd1,ceilcens_kd1,npass_kd1,floor_frozen,ceil_frozen,window_frozen,floorcens_frozen,ceilcens_frozen,npass_frozen,floor_free,ceil_free,window_free,floorcens_free,ceilcens_free,npass_free
R2792,0.0105346726842343,1.757336489162991,2.0,600.5323136858899,0.4321962687936396,0.1,1.8157718801053535,598.6649859805054,329.70275205813306,0,0,21,2.4264280325417045,18.463342031599993,7.609268350011387,0,0,8,1.3587988089338316,800.0,588.7552997104202,0,1,23
R2836,0.065927945490618,0.8027343191252663,4.0,43.833362731775146,0.3979392784756445,0.25,10.33946477085338,250.87967161476035,24.264280325417047,0,0,12,10.33946477085338,105.13494375563756,10.168315873758727,0,0,9,10.33946477085338,800.0,77.37344415111063,0,1,16
R2792,0.0105346726842343,1.757336489162991,2.0,600.5323136858899,0.4321962687936396,0.1,1.8157718801053535,598.6649859805054,329.70275205813306,0,0,21,2.4264280325417045,18.463342031599993,7.609268350011387,0,0,8,1.3587988089338316,800.0,588.7552997104202,0,1,23
R2836,0.065927945490618,0.8027343191252663,4.0,43.833362731775146,0.3979392784756445,0.25,10.33946477085338,250.87967161476035,24.264280325417047,0,0,12,10.33946477085338,105.13494375563756,10.168315873758727,0,0,9,10.33946477085338,800.0,77.37344415111063,0,1,16
R2866,0.0063507995767688,2.073323113346872,3.0,1175.2792885091017,0.3803226370525209,0.1,13.816695498126338,140.49252415648894,10.168315873758738,0,0,9,0.760926835001139,10.33946477085338,13.58798808933832,0,0,10,0.569425316260183,598.6649859805054,1051.3494375563769,0,0,25
R2871,0.0082900539152975,2.216769510985602,4.0,962.6439491330838,0.0755698210874506,0.1,10.33946477085338,105.13494375563756,10.168315873758727,0,0,7,0.1,32.9702752058133,329.702752058133,1,0,21,0.1,800.0,8000.0,1,1,30
R2939,0.0425086759668324,1.9096586896697425,1.0,161.7263094285775,0.1691849774335254,0.1,0.1,250.87967161476035,2508.7967161476035,1,0,28,0.1,58.87552997104207,588.7552997104207,1,0,23,0.1,800.0,8000.0,1,1,32
R2866,0.0063507995767688,2.073323113346872,3.0,1175.2792885091017,0.3803226370525209,0.1,13.816695498126338,140.49252415648894,10.168315873758738,0,0,9,0.760926835001139,10.33946477085338,13.58798808933832,0,0,10,0.569425316260183,598.6649859805054,1051.3494375563769,0,0,25
R2871,0.0082900539152975,2.216769510985602,4.0,962.6439491330838,0.0755698210874506,0.1,10.33946477085338,105.13494375563756,10.168315873758727,0,0,7,0.1,32.9702752058133,329.702752058133,1,0,21,0.1,800.0,8000.0,1,1,30
R2939,0.0425086759668324,1.9096586896697425,1.0,161.7263094285775,0.1691849774335254,0.1,0.1,250.87967161476035,2508.7967161476035,1,0,28,0.1,58.87552997104207,588.7552997104207,1,0,23,0.1,800.0,8000.0,1,1,32
R2965,0.0096760748703207,2.2753048252636017,4.0,846.5310036069909,0.3989834646660724,0.1,10.33946477085338,140.49252415648894,13.587988089338324,0,0,10,1.3587988089338316,10.33946477085338,7.609268350011392,0,0,8,0.760926835001139,187.74109386255512,246.7268667982699,0,0,20
R3022,0.0070887044749607,1.399736951338724,6.0,710.8566935776149,0.1758098769050246,0.1,0.13363066468464754,105.13494375563756,786.7576203691235,0,0,24,0.1,13.816695498126338,138.16695498126336,1,0,18,0.1,800.0,8000.0,1,1,32
R2965,0.0096760748703207,2.2753048252636017,4.0,846.5310036069909,0.3989834646660724,0.1,10.33946477085338,140.49252415648894,13.587988089338324,0,0,10,1.3587988089338316,10.33946477085338,7.609268350011392,0,0,8,0.760926835001139,187.74109386255512,246.7268667982699,0,0,20
R3022,0.0070887044749607,1.399736951338724,6.0,710.8566935776149,0.1758098769050246,0.1,0.13363066468464754,105.13494375563756,786.7576203691235,0,0,24,0.1,13.816695498126338,138.16695498126336,1,0,18,0.1,800.0,8000.0,1,1,32
R3095,0.0187498700811169,2.893808487823918,4.0,555.6150795230224,0.3668909998768195,0.1,5.790096482248505,105.13494375563756,18.157718801053527,0,0,11,0.1,18.463342031599993,184.63342031599993,1,0,19,0.1,800.0,8000.0,1,1,30
R3316,0.012776523560085,2.9294671761511686,4.0,825.4265555531168,0.0554414930712643,0.1,1.8157718801053535,187.74109386255512,103.39464770853381,0,0,16,0.1,32.9702752058133,329.702752058133,1,0,21,0.1,800.0,8000.0,1,1,32
R3332,0.0057935966848057,1.6702394457631915,6.0,1037.8461484067118,0.2642113586348519,0.1,10.33946477085338,105.13494375563756,10.168315873758727,0,0,8,0.569425316260183,10.33946477085338,18.157718801053537,0,0,11,0.569425316260183,800.0,1404.9252415648873,0,1,26
R3095,0.0187498700811169,2.893808487823918,4.0,555.6150795230224,0.3668909998768195,0.1,5.790096482248505,105.13494375563756,18.157718801053527,0,0,11,0.1,18.463342031599993,184.63342031599993,1,0,19,0.1,800.0,8000.0,1,1,30
R3278,0.007633404157155,1.8125810265111024,6.0,854.8337754818908,0.2017293725379887,0.25,5.790096482248505,44.05839790588585,7.609268350011392,0,0,7,0.31887796841046784,78.67576203691237,246.72686679826978,0,0,20,0.31887796841046784,78.67576203691237,246.72686679826978,0,0,20
R3316,0.012776523560085,2.9294671761511686,4.0,825.4265555531168,0.0554414930712643,0.1,1.8157718801053535,187.74109386255512,103.39464770853381,0,0,16,0.1,32.9702752058133,329.702752058133,1,0,21,0.1,800.0,8000.0,1,1,32
R3332,0.0057935966848057,1.6702394457631915,6.0,1037.8461484067118,0.2642113586348519,0.1,10.33946477085338,105.13494375563756,10.168315873758727,0,0,8,0.569425316260183,10.33946477085338,18.157718801053537,0,0,11,0.569425316260183,800.0,1404.9252415648873,0,1,26
R3429,0.079355565809136,2.76620703064128,3.0,125.49019352039109,0.3828676737402626,0.1,0.760926835001139,187.74109386255512,246.7268667982699,0,0,20,0.760926835001139,44.05839790588585,57.900964822485065,0,0,15,0.1,800.0,8000.0,1,1,32
R3429,0.079355565809136,2.76620703064128,3.0,125.49019352039109,0.3828676737402626,0.1,0.760926835001139,187.74109386255512,246.7268667982699,0,0,20,0.760926835001139,44.05839790588585,57.900964822485065,0,0,15,0.1,800.0,8000.0,1,1,32
R3724,0.0204066707197758,2.0324005979441138,1.0,358.54168732719154,0.3568693281253962,0.25,0.760926835001139,800.0,1051.3494375563748,0,1,25,0.31887796841046784,105.13494375563756,329.7027520581328,0,0,21,0.1,800.0,8000.0,1,1,32
R3761,0.0075720849762081,2.2394254962221747,2.0,1064.6911401193797,0.2681689056595356,0.1,1.0168315873758733,800.0,786.757620369123,0,1,23,0.760926835001139,32.9702752058133,43.32910036713839,0,0,14,0.569425316260183,800.0,1404.9252415648873,0,1,26
