cell_id,regime_label,regime_code,p_unstable,servo_slew_deg_s,max_gimbal_deg,u_max_frac,Kp,Kd,cmd_deg,success_rate,rms_error_deg,peak_error_deg,end_error_deg,max_theta_deg,u_cmd_sat_frac,slew_sat_frac,settling_time_s,n_trials
7,INFEASIBLE,0,0,30,12,0.8,10,24,5,0.5,13.4121551058903,30.7836151633805,27.2152545773117,31.0281415991516,0.487518355359765,0.996323529411765,3.4,6
7,INFEASIBLE,0,0,30,12,0.8,10,24,10,0,19.8407953889208,40.2393629176242,28.4029174353348,44.0196639599268,0.550905531081742,0.997303921568628,3.4,6
7,INFEASIBLE,0,0,30,12,0.8,10,24,15,0,29.4580134440328,56.4739841631105,23.1414152063736,61.4190735392078,0.600587371512482,0.997549019607843,3.4,6
7,INFEASIBLE,0,0,30,12,0.8,10,24,20,0,44.4572410967018,75.5380603020385,47.4729614599655,78.6441605597769,0.632403328438571,0.997549019607843,3.4,6
7,INFEASIBLE,0,0,30,12,0.8,10,24,25,0,57.6853761965966,82.2868301656083,71.7557437762362,83.2593290771976,0.651248164464024,0.996813725490196,3.4,6
7,INFEASIBLE,0,0,30,12,0.8,10,24,30,0,71.1551485963077,83.9922726407602,82.3705379000208,83.9922726407602,0.693098384728341,0.997794117647059,3.4,6
8,INFEASIBLE,0,0,30,15,1,10,24,5,0.5,13.4121551058903,30.7836151633805,27.2152545773117,31.0281415991516,0.412628487518355,0.996323529411765,3.4,6
8,INFEASIBLE,0,0,30,15,1,10,24,10,0,19.8407953889208,40.2393629176242,28.4029174353348,44.0196639599268,0.500734214390602,0.997303921568628,3.4,6
8,INFEASIBLE,0,0,30,15,1,10,24,15,0,29.4580134440328,56.4739841631105,23.1414152063736,61.4190735392078,0.540381791483113,0.997549019607843,3.4,6
8,INFEASIBLE,0,0,30,15,1,10,24,20,0,44.4572410967018,75.5380603020385,47.4729614599655,78.6441605597769,0.583210964268233,0.997549019607843,3.4,6
8,INFEASIBLE,0,0,30,15,1,10,24,25,0,57.6853761965966,82.2868301656083,71.7557437762362,83.2593290771976,0.597405775819873,0.996813725490196,3.4,6
8,INFEASIBLE,0,0,30,15,1,10,24,30,0,71.1551485963077,83.9922726407602,82.3705379000208,83.9922726407602,0.654919236417034,0.997794117647059,3.4,6
9,FRAGILE,1,0,45,8,0.533333333333333,10,24,5,0.833333333333333,10.2612551935685,25.3552024964861,19.6563695227723,25.3890192014117,0.518355359765051,0.996323529411765,3.4,6
9,FRAGILE,1,0,45,8,0.533333333333333,10,24,10,0.833333333333333,11.5951287352916,25.7143416292991,13.1243148584756,27.4133920446018,0.583210964268233,0.996813725490196,3.38666666666667,6
9,FRAGILE,1,0,45,8,0.533333333333333,10,24,15,0.333333333333333,16.9143482471445,34.9634422342901,32.0250749947457,44.7199375640829,0.644395496818404,0.996813725490196,3.4,6
9,FRAGILE,1,0,45,8,0.533333333333333,10,24,20,0,26.7814377219489,61.8505121300338,48.2765056837573,65.778798844003,0.699706314243759,0.997549019607843,3.4,6
9,FRAGILE,1,0,45,8,0.533333333333333,10,24,25,0,37.3488150689911,69.5612183446783,36.4345677918807,83.1276696756003,0.742290748898678,0.997549019607843,3.4,6
9,FRAGILE,1,0,45,8,0.533333333333333,10,24,30,0,52.5102140670339,88.440866178459,29.4382288460402,90,0.752569750367107,0.997794117647059,3.3975,6
10,FRAGILE,1,0,45,10,0.666666666666667,10,24,5,0.833333333333333,10.2612551935685,25.3552024964861,19.6563695227723,25.3890192014117,0.425844346549192,0.996323529411765,3.4,6
