cell_id,regime_label,regime_code,p_unstable,servo_slew_deg_s,max_gimbal_deg,u_max_frac,Kp,Kd,cmd_deg,success_rate,rms_error_deg,peak_error_deg,end_error_deg,max_theta_deg,u_cmd_sat_frac,slew_sat_frac,settling_time_s,n_trials
10,FRAGILE,1,0,45,10,0.666666666666667,10,24,10,0.833333333333333,11.5951287352916,25.7143416292991,13.1243148584756,27.4133920446018,0.523739598629467,0.996813725490196,3.38666666666667,6
10,FRAGILE,1,0,45,10,0.666666666666667,10,24,15,0.333333333333333,16.9143482471445,34.9634422342901,32.0250749947457,44.7199375640829,0.607440039158101,0.996813725490196,3.4,6
10,FRAGILE,1,0,45,10,0.666666666666667,10,24,20,0,26.7814377219489,61.8505121300338,48.2765056837573,65.778798844003,0.641948115516398,0.997549019607843,3.4,6
10,FRAGILE,1,0,45,10,0.666666666666667,10,24,25,0,37.3488150689911,69.5612183446783,36.4345677918807,83.1276696756003,0.712922173274596,0.997549019607843,3.4,6
10,FRAGILE,1,0,45,10,0.666666666666667,10,24,30,0,52.5102140670339,88.440866178459,29.4382288460402,90,0.733235438081253,0.997794117647059,3.3975,6
11,FRAGILE,1,0,45,12,0.8,10,24,5,0.833333333333333,10.2612551935685,25.3552024964861,19.6563695227723,25.3890192014117,0.37518355359765,0.996323529411765,3.4,6
11,FRAGILE,1,0,45,12,0.8,10,24,10,0.833333333333333,11.5951287352916,25.7143416292991,13.1243148584756,27.4133920446018,0.453989231522271,0.996813725490196,3.38666666666667,6
11,FRAGILE,1,0,45,12,0.8,10,24,15,0.333333333333333,16.9143482471445,34.9634422342901,32.0250749947457,44.7199375640829,0.564855604503182,0.996813725490196,3.4,6
11,FRAGILE,1,0,45,12,0.8,10,24,20,0,26.7814377219489,61.8505121300338,48.2765056837573,65.778798844003,0.598874204601077,0.997549019607843,3.4,6
11,FRAGILE,1,0,45,12,0.8,10,24,25,0,37.3488150689911,69.5612183446783,36.4345677918807,83.1276696756003,0.676700930004895,0.997549019607843,3.4,6
11,FRAGILE,1,0,45,12,0.8,10,24,30,0,52.5102140670339,88.440866178459,29.4382288460402,90,0.709006363191385,0.997794117647059,3.3975,6
12,FRAGILE,1,0,45,15,1,10,24,5,0.833333333333333,10.2612551935685,25.3552024964861,19.6563695227723,25.3890192014117,0.311062163485071,0.996323529411765,3.4,6
12,FRAGILE,1,0,45,15,1,10,24,10,0.833333333333333,11.5951287352916,25.7143416292991,13.1243148584756,27.4133920446018,0.356338717572198,0.996813725490196,3.38666666666667,6
12,FRAGILE,1,0,45,15,1,10,24,15,0.333333333333333,16.9143482471445,34.9634422342901,32.0250749947457,44.7199375640829,0.499755261869799,0.996813725490196,3.4,6
12,FRAGILE,1,0,45,15,1,10,24,20,0,26.7814377219489,61.8505121300338,48.2765056837573,65.778798844003,0.565345080763583,0.997549019607843,3.4,6
12,FRAGILE,1,0,45,15,1,10,24,25,0,37.3488150689911,69.5612183446783,36.4345677918807,83.1276696756003,0.61086637298091,0.997549019607843,3.4,6
12,FRAGILE,1,0,45,15,1,10,24,30,0,52.5102140670339,88.440866178459,29.4382288460402,90,0.670827214880078,0.997794117647059,3.3975,6
13,FRAGILE,1,0,60,8,0.533333333333333,10,24,5,1,6.81180284403154,14.3796832921134,8.45408997171098,15.7042712154181,0.497063142437592,0.997794117647059,3.4,6
13,FRAGILE,1,0,60,8,0.533333333333333,10,24,10,1,8.79424393764481,21.3803233227716,18.9861586793495,22.6655669582608,0.456191874694077,0.996323529411765,3.4,6
13,FRAGILE,1,0,60,8,0.533333333333333,10,24,15,0.833333333333333,12.3642685479078,25.6303632648033,14.7589941230355,35.7116708761945,0.639500734214391,0.997794117647059,3.4,6
13,FRAGILE,1,0,60,8,0.533333333333333,10,24,20,0.333333333333333,17.9384348873739,37.3628333140015,23.6612858454406,52.6064848192257,0.680127263827704,0.997794117647059,3.39333333333333,6
13,FRAGILE,1,0,60,8,0.533333333333333,10,24,25,0,28.3924892443515,61.7807557778375,47.9854116341943,70.9954455330675,0.726138032305433,0.997794117647059,3.4,6
