rocket_id,design_id,p_unstable,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,motor_scale,servo_slew_deg_s,max_gimbal_deg,latency_steps,deadband,backlash,wind_strength,best_Kp,best_Kd,nominal_success_rate,under_success_rate,over_success_rate,robustness,n_success_gain_sets,nominal_diverge_rate,nominal_band_30_rate,nominal_band_20_rate,nominal_band_10_rate,under_diverge_rate,over_diverge_rate,rms_error_deg,peak_error_deg,end_error_deg,max_theta_deg,u_cmd_sat_frac,slew_sat_frac,settling_time_s,oscillation_score,under_u_sat_frac,over_u_sat_frac,regime_label,regime_code,is_stable
R0759,759,1.468023781014578,1.1179048956829778,0.0117237357226526,0.1470903986745203,-56.66853528374535,13.542155617121493,2.897912768303803,80.27329017446505,13.82175184894832,4,0.030326402991605,0.223660676184055,0.4068091944970474,40.0,32.0,0.3333333333333333,1.0,1.0,0.6666666666666666,2,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,11.129303298705867,28.35430205045846,16.733161770786612,28.35430205045846,0.0,0.02,2.998333333333333,2.0,0.0,0.0,INFEASIBLE,0,False
R0556,556,2.416379510337889,1.5189015549280551,0.0116633465069055,0.2648151911757293,-38.06970851690591,5.179582313414302,1.5646365422449289,33.45712434100129,12.07902420390641,5,0.1042495335112242,0.1375714442943648,0.4198376368547336,5.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,2,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,11.772999665897396,23.181527670306103,13.581108858337936,23.181527670306103,0.0,0.075,3.0,2.0,0.0,0.0,INFEASIBLE,0,False
R1094,1094,0.5596865657718048,1.7322677324438454,0.0100879889876423,0.0610778708965241,-42.00178001361594,6.669987325505701,1.888479483476299,40.77902856811632,9.309165047814483,5,0.1014976131759628,0.0373314631574187,0.3244523571195195,5.0,1.0,0.3333333333333333,0.0,0.0,0.0,0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,8.623144293464959,21.88439564050361,13.752620151119244,21.88439564050361,0.0,0.0811111111111111,2.978333333333333,2.0,0.0,0.0,INFEASIBLE,0,False
R1162,1162,4.241969886106147,1.3997358106727562,0.0179733815085601,0.2479973148728512,-84.72538902132189,13.566033700644423,2.205386964450416,85.19614436287465,10.01376373919749,2,0.0426949722974425,0.1023994575889677,0.4420411766627122,2.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,8.023627002575017,23.70278967095896,18.9187873711743,23.70278967095896,0.0,0.0411111111111111,3.0,1.6666666666666667,0.0,0.0,INFEASIBLE,0,False
R0621,621,4.237475811675251,1.1900920697034416,0.0123092210352854,0.2703646289089583,-82.6137199648947,10.647641357999092,2.4974022794865838,40.17479528591121,5.031411189401034,3,0.0452977608608155,0.2390929708580796,0.3429852313343741,5.0,2.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,12.05767066796201,46.77502962577832,25.0862783784325,46.77502962577832,0.0,0.0349999999999999,3.0,2.333333333333333,0.0,0.0,INFEASIBLE,0,False
R0530,530,4.690005763326863,1.2820868209049645,0.016248840958279,0.2836217942896997,-74.70376752731842,11.455346986974458,1.8344941144625968,89.44718745703713,11.771809483766155,3,0.007549078733782,0.0822665434051848,0.3939425376440141,5.0,1.0,0.3333333333333333,0.0,0.0,0.0,0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,8.99848957984862,23.25339114352301,16.32942359406799,23.25339114352301,0.0,0.0733333333333333,3.0,1.6666666666666667,0.0,0.0,INFEASIBLE,0,False
R0571,571,1.7794233974055285,0.9310452658020352,0.0160014946340527,0.2035442457792816,-49.46850676383753,9.820300992666732,2.878163971220297,65.3774512138593,10.45371995687644,3,0.0178879704584025,0.1645025209606873,0.391517286538118,5.0,2.0,0.3333333333333333,1.0,1.0,0.6666666666666666,2,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,14.069552942739133,55.01402955227035,34.89022465760072,55.01402955227035,0.0,0.0688888888888888,3.0,2.333333333333333,0.0,0.0,INFEASIBLE,0,False
R0724,724,1.168239019381777,0.962564011097626,0.0163197648810473,0.2756706767085471,-20.929347882643327,12.082941558231402,2.1924413679140757,60.346821043933794,9.295808055831657,3,0.1166514530504753,0.0943510145087901,0.3762864979192942,2.0,2.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,7.517701424579688,21.49812510680952,18.59910858982221,21.49812510680952,0.0,0.0411111111111111,3.0,2.333333333333333,0.0,0.0,INFEASIBLE,0,False
R0924,924,0.5084635279337453,0.941539514526008,0.0103355543576921,0.0736682805868766,-36.544910459082175,12.868482582920278,2.5199627637582025,41.270110643846586,7.466543139305822,1,0.0598815842309492,0.120322870521789,0.2002037457402232,2.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,2,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,12.067259740254093,39.6447860239668,21.878752782156766,39.6447860239668,0.0,0.0411111111111111,3.0,1.6666666666666667,0.0,0.0,INFEASIBLE,0,False
R0048,48,2.2320055673187915,1.7404441998158755,0.0103201936952751,0.2492348678872933,-35.02181842892531,9.769223672969282,1.3746853421158505,102.06028147317689,8.893160031154208,4,0.0300554956018125,0.248660128691277,0.4433331278229147,80.0,8.0,0.3333333333333333,1.0,1.0,0.6666666666666666,2,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,15.584696520469612,80.9651356473251,32.93234660325882,80.9651356473251,0.0,0.1611111111111111,3.0,3.333333333333333,0.0,0.0,INFEASIBLE,0,False
R0441,441,2.38454499230909,1.1608886544905204,0.0176580898820471,0.2677644669315179,-50.27768672228415,13.450407676314915,2.86512969964813,13.50755302082614,2.508848222666512,3,0.136886365655724,0.2137024738390908,0.2142867600045467,40.0,32.0,0.3333333333333333,0.0,0.0,0.0,0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,8.47815988887866,23.28020373009712,15.5134575772489,23.28020373009712,0.0,0.0283333333333333,2.921666666666667,0.6666666666666666,0.0,0.0,INFEASIBLE,0,False
R0667,667,0.5271310013392584,0.92308162985619,0.0134754198305829,0.0702333779786063,-38.60135433993872,5.306371783445498,2.377682966603172,20.023162518631636,3.856337857681305,4,0.0530485472409696,0.224614946113198,0.3450247052807346,2.0,1.0,0.3333333333333333,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,16.71628530308881,36.80563475636826,21.171953153496528,36.80563475636826,0.0,0.04,3.0,1.6666666666666667,0.0,0.0,INFEASIBLE,0,False
R0693,693,1.55853833828763,0.9260050332437052,0.0129795697045942,0.1348409719647582,-50.22100511447528,7.250116280996585,1.696986684490043,62.952918757974885,11.206657476702556,3,0.0699479141003455,0.1077306123531434,0.2906704921046587,5.0,8.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,10.178739388905043,28.75863317641698,18.34314734465428,28.75863317641698,0.0,0.0383333333333333,3.0,2.0,0.0,0.0,INFEASIBLE,0,False
