rocket_id,design_id,p_unstable,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,motor_scale,servo_slew_deg_s,max_gimbal_deg,latency_steps,deadband,backlash,wind_strength,best_Kp,best_Kd,nominal_success_rate,under_success_rate,over_success_rate,robustness,n_success_gain_sets,nominal_diverge_rate,nominal_band_30_rate,nominal_band_20_rate,nominal_band_10_rate,under_diverge_rate,over_diverge_rate,rms_error_deg,peak_error_deg,end_error_deg,max_theta_deg,u_cmd_sat_frac,slew_sat_frac,settling_time_s,oscillation_score,under_u_sat_frac,over_u_sat_frac,regime_label,regime_code,is_stable
R0157,157,0.0,1.2070635063922992,0.0267040118555463,-0.2390226020196179,-70.26850859220139,12.664168482546362,1.792985399416887,80.47701845915063,2.3272021118568045,2,0.0909788380347993,0.157661848956129,0.0720226486076974,80.0,8.0,0.6666666666666666,1.0,0.0,0.6666666666666666,2,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,5.856851375706081,26.77707251813787,13.60890799448291,26.77707251813787,0.0,0.0933333333333333,3.0,2.333333333333333,0.0,0.0,FRAGILE,1,True
R0432,432,0.0,1.8437435392112225,0.0163364549326878,-0.2718185168996739,-42.37476197425293,6.249857605554012,1.5749472222611636,115.23475042806749,4.10073696347326,3,0.1142133084116656,0.1522389941781624,0.4182095222359474,80.0,8.0,0.6666666666666666,0.0,1.0,0.6666666666666666,2,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,6.958215252791085,32.55412978176843,16.950980340255942,32.55412978176843,0.0,0.0999999999999999,3.0,2.6666666666666665,0.0,0.0,FRAGILE,1,True
R0593,593,0.0,1.8337900900857025,0.0160676586602665,-0.2630064656006308,-58.02173254547533,8.560640032421993,2.5003903635336586,116.87029090965696,8.965043474060632,5,0.0179410013049196,0.1559137714555569,0.0780540268313274,5.0,2.0,1.0,1.0,0.0,0.6666666666666666,2,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,5.660001596309318,16.36992761635127,9.39497889393082,16.36992761635127,0.0,0.0194444444444444,3.0,1.6666666666666667,0.0,0.0,FRAGILE,1,True
R0232,232,0.0,1.0258279814158704,0.0175185096736963,-0.1958231169262016,-83.11872210776374,12.111881453154837,2.5365355810636694,64.0034960397496,2.912630770278962,5,0.0519685041897231,0.2392807805884979,0.3894692590065188,80.0,8.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,9.726189739187074,53.66178156144301,25.957284050592648,53.66178156144301,0.0,0.1122222222222222,3.0,3.333333333333333,0.0,0.0,FRAGILE,1,True
R0256,256,0.0,1.6229283249648954,0.0198898713582348,-0.180926218366993,-44.26657328180034,8.242346120623896,1.9576369851142452,74.58396495208959,10.537309986748443,4,0.0437612571798862,0.1276550722965195,0.1737542449851353,80.0,8.0,1.0,0.0,0.0,0.3333333333333333,1,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,5.460218443382608,15.732290708946298,8.032907263535549,15.732290708946298,0.0,0.0738888888888888,3.0,2.0,0.0,0.0,FRAGILE,1,True
R1123,1123,0.0,1.1456397260604054,0.0122348435961958,-0.0878461899550157,-43.40524453796945,9.458676564644588,1.5909223084759452,58.14060013951514,5.861519204042914,4,0.0172783116799574,0.1382454411533597,0.4034155813550271,40.0,8.0,0.6666666666666666,0.0,1.0,0.6666666666666666,2,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,10.702687633040211,29.909296445303443,13.149117106308276,29.909296445303443,0.0,0.0655555555555555,3.0,2.6666666666666665,0.0,0.0,FRAGILE,1,True
R0312,312,0.0,1.2296974115749986,0.0207323746285786,-0.2448291150356038,-25.934879115247185,10.3724627685572,2.564336795935951,70.69809597862557,8.365959468072013,1,0.0482469040661208,0.0517571661499254,0.2308936100060317,40.0,2.0,0.6666666666666666,0.0,1.0,0.6666666666666666,2,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,9.066936645717044,69.47531901576396,30.06505116320894,69.47531901576396,0.0,0.2038888888888889,3.0,3.333333333333333,0.0,0.0,FRAGILE,1,True
R1143,1143,0.0,0.9959558853657734,0.0197769062368714,-0.2570504749516339,-83.21046684126088,11.639030452253795,1.874598310305133,33.35384722133409,2.3571887620368903,2,0.1399249669527124,0.180923342447505,0.4468769169795685,5.0,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,2,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,9.64138637814944,27.264681711228555,13.11762752170867,27.264681711228555,0.0,0.0477777777777777,3.0,2.0,0.0,0.0,FRAGILE,1,True
R0817,817,0.0,1.0782435664006085,0.0176834076923662,-0.0245259151616771,-79.6313319405834,10.960997074698705,1.0400505684289774,50.04460695776378,6.272451515707556,6,0.1024279658805316,0.236279817383133,0.3579981098538093,15.0,8.0,1.0,0.0,1.0,0.6666666666666666,2,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,8.06995936630855,16.904243822215197,6.926561831685997,16.904243822215197,0.0,0.0172222222222222,3.0,1.6666666666666667,0.0,0.0,FRAGILE,1,True
R0380,380,0.0,1.01269362892165,0.0295916495619488,-0.1377285151450816,-21.88689853045921,12.084801593769887,1.8399579785196616,66.87058684888768,9.719308226544236,4,0.1226832725278435,0.2316475895473073,0.4496743369696221,5.0,2.0,1.0,0.0,1.0,0.6666666666666666,2,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,8.283391212925642,19.572175671559584,11.042123944301052,19.572175671559584,0.0,0.0238888888888888,3.0,1.6666666666666667,0.0,0.0,FRAGILE,1,True
R0647,647,0.5032506764041501,2.030007788795992,0.0136082912419032,0.1740893961465532,-16.128459995568335,12.512339426042296,2.79808285797181,73.75537175359666,7.329318241247162,2,0.064124254011539,0.2416681196568398,0.2837336026541745,5.0,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,6.596798392594167,23.037366589661115,7.915024829702449,23.037366589661115,0.0,0.0244444444444444,2.8166666666666664,2.333333333333333,0.0,0.0,FRAGILE,1,False
R0870,870,5.350639660325545,1.1817718500747092,0.0153085146021991,0.2716284188546041,-79.26187974626718,8.550826027487068,1.4553471607214523,108.32264730118357,11.868942910314583,4,0.0875564678455805,0.0282227350471865,0.0631568238706932,40.0,2.0,0.6666666666666666,0.0,1.0,0.6666666666666666,2,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,8.694836400551392,65.73922696090281,27.375483766030555,65.73922696090281,0.0,0.2305555555555555,3.0,2.6666666666666665,0.0,0.0,FRAGILE,1,False
R0404,404,1.4384841328550586,1.8194935768757223,0.0105602126383309,0.1532972814955223,-53.391358337082224,7.090153087672336,2.910044029504775,65.70712584652577,8.2082791432865,3,0.1284979337999659,0.1994195099858403,0.3596527851299359,40.0,8.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,11.385010263639751,28.460781133616475,14.717428804568078,28.460781133616475,0.0,0.0566666666666666,2.985,2.6666666666666665,0.0,0.0,FRAGILE,1,False
R0625,625,1.2570873434708223,1.4141076423902126,0.0128037410927466,0.2291938156398863,-21.011277810692363,12.710190248889614,1.319102905646906,17.37260923149899,12.687252904147924,4,0.074479894583292,0.1269119998278297,0.411495940421036,80.0,8.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,12.117615098429884,25.73131672030072,7.598564318810991,25.73131672030072,0.0,0.2066666666666666,3.0,1.6666666666666667,0.0,0.0,FRAGILE,1,False
R0360,360,0.0788436834153817,1.9381573423787903,0.0100861163139586,0.0119734456379059,-29.116873236349434,12.74354299162547,1.757489823771825,57.526434538648125,12.989650785597911,4,0.0788689609068144,0.1681632738312722,0.1693228449978382,2.0,1.0,1.0,0.0,1.0,0.6666666666666666,2,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,6.12468618450897,14.638445476902572,12.004400356415152,14.638445476902572,0.0,0.0122222222222222,3.0,1.0,0.0,0.0,FRAGILE,1,False
R1092,1092,3.1011152747776727,1.0689199080214866,0.0127074139796943,0.2825560309275727,-41.610675560467776,11.547300213957923,1.2920572013024123,102.9514750085741,3.4874520494081267,2,0.1153272538919876,0.1752058431001082,0.116530734829264,40.0,2.0,0.6666666666666666,1.0,0.0,0.6666666666666666,2,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,5.546088887617732,31.16403350638149,15.864601084922745,31.16403350638149,0.0,0.1322222222222222,3.0,4.333333333333333,0.0,0.0,FRAGILE,1,False
R0471,471,0.8582831656062889,1.574864740201645,0.0155369403813751,0.1218396455238716,-36.67400592370527,12.28873444991347,2.436304859791213,100.64368300801316,14.498501207576645,4,0.0933417907029206,0.1119993194533701,0.2130172699917419,2.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,2,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,6.456652182613971,20.78584171936936,13.11816511982267,20.78584171936936,0.0,0.0316666666666666,3.0,1.6666666666666667,0.0,0.0,FRAGILE,1,False
R0255,255,0.0804857164823063,1.480035534991437,0.0102468153446987,0.0159643854819289,-27.0519786024804,13.600565527107552,2.5879967000408914,82.82027866436434,14.682474561755628,1,0.0684124958402238,0.0804027608505112,0.356967947659954,40.0,8.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0.0,1.0,0.0,0.0,0.0,0.0,10.335285781964345,26.268464463359265,17.197662356654543,26.268464463359265,0.0,0.0727777777777777,3.0,2.6666666666666665,0.0,0.0,FRAGILE,1,False
R0199,199,1.3887610688238876,1.2585921181942024,0.0132909555080738,0.1462827270323703,-45.903337726675176,11.306234413601056,2.101446918043316,10.337494625808898,3.266052126793942,4,0.1048053807965738,0.1263896547712586,0.1425365135014948,5.0,2.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,6.153564732648198,16.329490118055478,11.948515726696556,16.329490118055478,0.0,0.0161111111111111,3.0,1.0,0.0,0.0,FRAGILE,1,False
R0878,878,1.4970089749282018,1.0573149808079292,0.0246933174197379,0.2531989995833532,-28.92403232867084,11.659495404811627,2.1512540663374065,53.12827673331423,7.0511395343780645,2,0.0145312641040052,0.1687954615176707,0.3477890554144321,2.0,2.0,0.6666666666666666,0.0,1.0,0.6666666666666666,2,0.0,1.0,1.0,0.0,0.0,0.0,7.361561243148185,17.92270741417346,12.900580335100145,17.92270741417346,0.0,0.0233333333333333,3.0,1.6666666666666667,0.0,0.0,FRAGILE,1,False
R0282,282,2.524835305236641,1.4660300087031477,0.0257546569238736,0.2341199112035086,-58.11868873441475,10.436530287983564,2.6106044390205394,88.3748533220586,13.555810080955098,5,0.1437007587529978,0.2112652464383179,0.311433840884138,2.0,1.0,1.0,0.0,1.0,0.6666666666666666,2,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,5.432333463868052,13.043069629052503,10.31234187366195,13.043069629052503,0.0,0.0116666666666666,3.0,1.6666666666666667,0.0,0.0,FRAGILE,1,False
R0554,554,4.511273440825517,1.086920238033052,0.0285385709046964,0.2943608345231593,-88.15644038767178,10.872431432970988,2.97418996603644,53.05265721640063,14.02175683347368,6,0.1171075396504407,0.1460865298116238,0.1471266235423351,5.0,2.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,4.825365957630183,18.84659172683308,12.485674776439,18.84659172683308,0.0,0.0177777777777777,3.0,1.0,0.0,0.0,FRAGILE,1,False
R0288,288,1.006227184614055,0.927240534782379,0.0298293325600061,0.1321601652415092,-42.79497179879071,8.775573717131094,2.839836962637869,95.65080987405106,10.6462008609451,5,0.0568283374397465,0.1528104767929105,0.3002878111312322,15.0,2.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,7.371186148091108,23.679281306838227,12.248084259403583,23.679281306838227,0.0,0.0805555555555555,2.985,2.333333333333333,0.0,0.0,FRAGILE,1,False
R1160,1160,2.383612821051888,1.1711134681323736,0.0166249290736455,0.2505928474732729,-52.05164618677185,13.51717360171456,2.69174378920541,117.759712067854,6.51895088674337,6,0.0302504475181767,0.2458887074155287,0.1262637583162867,15.0,8.0,0.6666666666666666,1.0,0.0,0.6666666666666666,2,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,7.580787394519779,28.952030724026454,12.379529717767303,28.952030724026454,0.0,0.0272222222222222,2.811666666666667,2.6666666666666665,0.0,0.0,FRAGILE,1,False
R0778,778,0.7070564040855071,1.5373607467211563,0.0260410655979781,0.1343455390393372,-23.744151000616668,13.248480975415706,1.8295763426802296,103.71343223492563,2.5262219707782028,5,0.0919206890610919,0.2369806852932779,0.1758639350140881,40.0,2.0,0.6666666666666666,1.0,0.0,0.6666666666666666,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,5.284934670563921,30.954972513201675,15.713182305887628,30.954972513201675,0.0,0.1188888888888888,3.0,3.6666666666666665,0.0,0.0,FRAGILE,1,False
R0366,366,0.5008196284324995,1.7987405928754232,0.0178706655937717,0.0292900971026152,-72.24225515833952,6.161382969340089,1.6045763765466063,90.94480005178968,6.002910968481965,4,0.0963406481827454,0.0196251632706598,0.2325666847623871,40.0,2.0,0.6666666666666666,0.0,1.0,0.6666666666666666,2,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,7.984337268036796,37.41227987644291,19.016324864402865,37.41227987644291,0.0,0.2716666666666666,3.0,2.6666666666666665,0.0,0.0,FRAGILE,1,False
R0835,835,2.830381626927713,1.367252290193202,0.0105999671342492,0.1664516033102479,-88.30099169111976,6.399221144355488,2.423907262188973,107.89823601204164,7.581134135307765,5,0.1077090535128346,0.2338434340934926,0.1318088759595759,5.0,2.0,0.6666666666666666,1.0,0.0,0.6666666666666666,2,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,7.43437428501943,22.18641801766584,9.459177834047114,22.18641801766584,0.0,0.0216666666666666,3.0,2.333333333333333,0.0,0.0,FRAGILE,1,False
R0855,855,1.370283712067294,1.3074706483014,0.0335796828846442,0.20833474553324,-36.19205418334524,7.604178032926803,2.721621667832625,27.136711689221453,7.4498875649271294,4,0.098513643806193,0.1064871986424761,0.4406677157898309,5.0,2.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,6.338407156814601,15.736555573464493,10.9980968009641,15.736555573464493,0.0,0.0333333333333333,3.0,1.6666666666666667,0.0,0.0,FRAGILE,1,False
R1097,1097,2.0504783998735445,0.9353299279155594,0.0178058706683947,0.1233466373740792,-76.14361664493171,11.627050971041974,1.885862819517143,63.70505401999037,12.161208252952942,5,0.0682131248024514,0.2044559445243906,0.4133370428018837,40.0,16.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,10.211033571812,24.46571188554006,9.05910041143135,24.46571188554006,0.0,0.0277777777777777,3.0,2.0,0.0,0.0,FRAGILE,1,False
R0872,872,1.3589512957464662,2.0708934856049788,0.0229739432190303,0.1653952391099045,-47.40911517724019,6.086865109881671,2.992683499987748,118.73978178188784,13.775995845128657,2,0.0245474442121218,0.1872496406794647,0.3274497769132989,5.0,1.0,1.0,1.0,0.0,0.6666666666666666,2,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,5.70691749320462,19.64909944105863,11.893532428623452,19.64909944105863,0.0,0.0272222222222222,3.0,2.333333333333333,0.0,0.0,FRAGILE,1,False
R0517,517,1.8499817842586683,1.6192079603538776,0.0140990744664066,0.2650103937990634,-33.85328327551442,6.003653852698314,2.1139337189593297,32.89012748562172,10.305577105371524,5,0.0105507755550737,0.1254563739657319,0.2248618535180206,40.0,16.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,6.489224823523553,15.89436453853882,11.40072382921145,15.89436453853882,0.0,0.0238888888888888,3.0,1.0,0.0,0.0,FRAGILE,1,False
R0522,522,1.778541577693414,2.0934563573050764,0.0128619646250113,0.2728407524046264,-35.31718824365968,8.335531441078501,2.638526970042412,73.96262838959873,8.446377544911535,5,0.1041276029491781,0.1307392608588897,0.3407593303302849,2.0,1.0,1.0,1.0,0.0,0.6666666666666666,2,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,6.320347041601444,20.25433887177775,10.260774816540405,20.25433887177775,0.0,0.0227777777777777,3.0,2.333333333333333,0.0,0.0,FRAGILE,1,False
R0558,558,0.8979769685692364,0.986152845533352,0.0250525745136919,0.2260930241048132,-21.09199045307265,8.41699059676529,2.5349997847628387,59.33985693251057,4.91674188631978,6,0.0994212491700217,0.0352477365013502,0.3898071975162793,15.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,2,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,9.253764458814068,63.82492334075767,26.52840780222309,63.82492334075767,0.0,0.2166666666666666,2.966666666666667,2.6666666666666665,0.0,0.0,FRAGILE,1,False
R1075,1075,0.6887771479282069,0.9819870975697093,0.0291518083784519,0.1096581031510374,-18.26071768384297,13.977055172705688,0.7597287270226887,69.86197448427801,5.527208779631513,3,0.1498825054779628,0.2199351498793762,0.3335367869617134,2.0,1.0,1.0,0.0,1.0,0.6666666666666666,2,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,4.884148306691654,10.756043319115191,5.604462303224288,10.756043319115191,0.0,0.0177777777777777,3.0,1.6666666666666667,0.0,0.0,FRAGILE,1,False
R0202,202,0.1266079864643885,1.7424189100325282,0.020320845285812,0.0259171872349221,-27.014193094115697,13.6505359268575,2.7487572838165013,47.8594583601078,6.950135247391368,2,0.0904410033046335,0.1199555421227433,0.1440164824478082,5.0,1.0,1.0,1.0,0.0,0.6666666666666666,2,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,3.850435543651057,11.495841645460107,8.12772702203322,11.495841645460107,0.0,0.0227777777777777,3.0,1.3333333333333333,0.0,0.0,FRAGILE,1,False
R0130,130,3.1165982856028114,1.3902347794101986,0.0114300810550944,0.2134945421520885,-63.922347918026446,10.578706882777254,1.7235194998669965,22.10144456215544,7.99200972193607,3,0.0011861081987106,0.0825415236705404,0.2422060259887852,2.0,1.0,1.0,1.0,0.0,0.6666666666666666,2,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,7.325459914399583,17.03066888940649,9.664747000464535,17.03066888940649,0.0,0.02,3.0,1.0,0.0,0.0,FRAGILE,1,False
R1187,1187,0.6803050707753697,1.8001340242179644,0.0112233856106623,0.1566985986183134,-22.14064080654964,10.91470294352444,2.3377714284963007,20.97498914112151,2.06352605634973,6,0.1484221116083385,0.1951794773515582,0.2639461293298836,2.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,2,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,5.972339295789687,16.156781938346413,10.19346203184596,16.156781938346413,0.0,0.0166666666666666,3.0,1.6666666666666667,0.0,0.0,FRAGILE,1,False
R0262,262,2.3424682986653997,1.6257390564230747,0.0147475377521835,0.1689809095491318,-78.69382214433881,13.512294597097284,2.8967297943925825,80.9721872174405,12.42896933259427,2,0.0532849363360059,0.1351477867684527,0.2114609623872981,80.0,16.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,7.092925233705448,21.6706714899099,12.766857111109234,21.6706714899099,0.0,0.0527777777777777,3.0,1.3333333333333333,0.0,0.0,FRAGILE,1,False
R0368,368,0.0120731681001625,1.4053486225708771,0.0282458389671823,0.0010824088740427,-62.62966473232004,11.72026460964996,2.833995992936432,113.334734193216,14.79863712830668,3,0.0954845550444769,0.2482643469996009,0.3609739724627436,2.0,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,2,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,5.85010610906859,15.06612556263629,10.68101933917444,15.06612556263629,0.0,0.0133333333333333,3.0,1.6666666666666667,0.0,0.0,FRAGILE,1,False
R0868,868,0.6374603679206231,1.0430134490073817,0.0232793370896669,0.1177740165977628,-30.842725085845423,10.847870640476218,2.9187503215163524,117.56739877518056,10.398412671154492,4,0.027112858040167,0.2304155174352666,0.1171238684420654,5.0,1.0,1.0,1.0,0.0,0.6666666666666666,2,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,5.355946108957512,16.392023050308236,9.473297659439172,16.392023050308236,0.0,0.0272222222222222,3.0,1.3333333333333333,0.0,0.0,FRAGILE,1,False
R0491,491,0.3595546807532666,1.1018969544105413,0.0109640295650399,0.0336346297320731,-56.3155163631033,7.553353920419334,2.4945856203607573,43.65520152867153,12.169811135225842,6,0.0168008296311237,0.1178132654380729,0.3883064130113716,5.0,8.0,0.6666666666666666,0.0,1.0,0.6666666666666666,2,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,10.893121510472444,25.99672520403441,10.082934271907414,25.99672520403441,0.0,0.0227777777777777,2.9683333333333337,2.333333333333333,0.0,0.0,FRAGILE,1,False
R1144,1144,1.072729259786123,2.0228937425044937,0.0199722105244035,0.1551648796370615,-35.79570791123818,8.151823577208914,2.409724430969958,91.79679998520776,14.36905754565148,6,0.0082958883617544,0.1065927143110746,0.4447804164466011,2.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,2,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,6.615075708503826,24.740442164558427,13.659285233054126,24.740442164558427,0.0,0.0294444444444444,3.0,2.333333333333333,0.0,0.0,FRAGILE,1,False
R0513,513,0.8270144105177198,0.95039250182879,0.0371162101823136,0.0436132501646494,-86.40124253900782,7.679070351520042,1.8661630758210688,77.82081479981865,4.909876309843256,6,0.0087348607243141,0.2415790011878382,0.3253764679123784,15.0,2.0,1.0,0.0,0.0,0.3333333333333333,1,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,6.684734387815831,20.04745904138044,11.242842821765215,20.04745904138044,0.0,0.0594444444444444,3.0,1.6666666666666667,0.0,0.0,FRAGILE,1,False
R0843,843,0.2469331277240269,1.7693788411405371,0.0210159374848298,0.0260535319958295,-48.623571544933405,10.039446553164058,2.3657403498938665,65.62583901529715,3.518281375498708,2,0.0148736129405507,0.1206762968235292,0.0816190384372523,15.0,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,8.094135081421323,42.28013994591723,18.35376011869146,42.28013994591723,0.0,0.1383333333333333,2.92,2.6666666666666665,0.0,0.0,FRAGILE,1,False
R1178,1178,3.6001616239065224,1.6402978052093853,0.0213837298546831,0.292873349638892,-68.68226697521469,10.13136313955121,2.8061043689441045,41.39930962353303,13.041574776292713,6,0.0371980853737444,0.1533403987745999,0.3776499228176375,5.0,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0.0,1.0,1.0,0.0,0.0,0.0,7.470951282643974,17.821968243876302,13.360493833501172,17.821968243876302,0.0,0.0516666666666666,3.0,1.6666666666666667,0.0,0.0,FRAGILE,1,False
R0988,988,0.5863674558054558,1.0184458123740658,0.0120041519909097,0.0361498245369127,-87.23972721605055,7.766068514461192,2.6001603623086984,88.89942126689175,5.965577972894351,5,0.0809348411118771,0.2408789162060539,0.2139626076282698,5.0,2.0,0.6666666666666666,0.0,1.0,0.6666666666666666,2,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,9.27292424450408,29.397547688270727,10.6597958584862,29.397547688270727,0.0,0.0216666666666666,3.0,2.0,0.0,0.0,FRAGILE,1,False
R1112,1112,0.0,0.9408549165879102,0.0153256466110406,-0.0630825967799046,-58.86575305516431,13.37231849615828,0.9144947372666576,25.36764092623103,9.620362056695283,4,0.0152435433233794,0.189868026307817,0.3048465127502175,15.0,2.0,1.0,1.0,1.0,1.0,3,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,11.460316569536156,24.12308160611173,7.400660545484605,24.12308160611173,0.0,0.1422222222222222,3.0,1.6666666666666667,0.0,0.0,MARGINAL,3,True
R1017,1017,0.0,1.005639797704268,0.0130844399179941,-0.0526076315562839,-53.88708963829515,9.29361566775263,0.9860306790073136,98.2771914636626,12.31872874615808,1,0.038428507848437,0.0916144841492307,0.297869220362811,2.0,1.0,0.6666666666666666,1.0,1.0,1.0,3,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,7.47781059251836,20.969674912673465,15.328207914550022,20.969674912673465,0.0,0.0461111111111111,3.0,1.6666666666666667,0.0,0.0,MARGINAL,3,True
R0115,115,0.0,1.430484553581482,0.0266200445470579,-0.0019862870719176,-58.47034002295453,6.298438603433583,2.326814986858144,96.71889166012596,14.22137546511397,4,0.110924004700598,0.217236323671373,0.1082034550094042,5.0,1.0,0.6666666666666666,1.0,1.0,1.0,3,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,3.2950950775463976,15.085684415133072,7.963492001141598,15.085684415133072,0.0,0.0166666666666666,3.0,0.3333333333333333,0.0,0.0,MARGINAL,3,True
R0420,420,0.0,1.4622862880250596,0.0172457881533553,-0.1280377299388323,-40.17855653794384,12.230476134072935,2.4532233409903723,81.00154485921902,8.32421950440346,6,0.1027726297656499,0.1124005515716764,0.4213788248919719,5.0,1.0,0.6666666666666666,1.0,1.0,1.0,3,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,8.210576566512726,29.487642527196822,13.22000371900902,29.487642527196822,0.0,0.0622222222222222,3.0,2.0,0.0,0.0,MARGINAL,3,True
R0586,586,0.0,1.9556385850421123,0.0257184498888172,-0.2884402326380492,-54.11959319387119,5.926162915418161,1.5092925708023952,99.9067942696559,3.219196259489908,3,0.0046320304865498,0.1628684964674342,0.226785191179948,40.0,2.0,0.6666666666666666,1.0,1.0,1.0,3,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,6.010770865797629,27.619552189402366,6.569773418483684,27.619552189402366,0.0105379922351636,0.1283333333333333,2.99,2.6666666666666665,0.0,0.0,MARGINAL,3,True
R0622,622,0.0,1.0791854139156447,0.0144737113925423,-0.2650365251772832,-39.1568918223134,8.797387384685537,1.6816254348287272,99.70625933947112,8.480096246264072,2,0.0558662391410003,0.0615565273538102,0.2823957736432609,5.0,2.0,0.6666666666666666,1.0,1.0,1.0,3,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,7.127291165710605,20.25622899301379,8.95615443870856,20.25622899301379,0.0,0.0555555555555555,3.0,2.333333333333333,0.0,0.0,MARGINAL,3,True
R1145,1145,0.0,1.019575209303237,0.0136426729693014,-0.293908486069632,-87.73464969471493,7.651517914757555,2.725602504616023,115.33162442827368,13.592246171481236,4,0.0847219282052672,0.1991393592589045,0.3251258259258247,15.0,16.0,0.6666666666666666,1.0,1.0,1.0,3,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,11.359877482775689,27.15689278843367,16.35538200608958,27.15689278843367,0.0,0.0388888888888888,3.0,2.333333333333333,0.0,0.0,MARGINAL,3,True
R0927,927,0.0,1.5872862439985198,0.0143335272421491,-0.10396298135056,-50.561058426684994,11.617162471814048,1.2979447285264882,84.73264528813957,10.24781901989387,4,0.0041024937730953,0.1795915664239189,0.4442969225179169,2.0,1.0,0.6666666666666666,1.0,1.0,1.0,3,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,7.327590003811891,22.493656949601505,10.994206959353034,22.493656949601505,0.0,0.0249999999999999,2.9466666666666668,2.333333333333333,0.0,0.0,MARGINAL,3,True
