rocket_id,regime_label,ablated_modules,kp_ablated,kd_ablated,kp_full,kd_full,kp_delta,kp_ratio,kp_misselected,kp_underselected,sr_ablated_in_full,sr_full_in_full,sr_gap,rms_ablated_in_full,rms_full_in_full,rms_gap,go_ablated,go_full,decision_agrees,false_approval,false_rejection,p_unstable,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,motor_scale,servo_slew_deg_s,max_gimbal_deg,latency_steps,deadband,backlash,wind_strength
R0003,EASY,slew,5.0,8.0,80.0,1.0,75.0,16.0,1,1,0.3333333333333333,1.0,0.6666666666666667,12.795826653086186,0.6111971866447868,12.184629466441399,0,1,0,0,1,0.0,1.8834350392473325,0.0327815536884221,-0.1410567273372627,-63.83343168733383,9.228360680304228,2.12934096021244,158.19248453571652,9.083308014025846,5,0.0150122022276564,0.1698554710021843,0.2396186119826783
R0003,EASY,latency,2.0,8.0,80.0,1.0,78.0,40.0,1,1,0.3333333333333333,1.0,0.6666666666666667,11.030100862917472,0.6111971866447868,10.418903676272684,0,1,0,0,1,0.0,1.8834350392473325,0.0327815536884221,-0.1410567273372627,-63.83343168733383,9.228360680304228,2.12934096021244,158.19248453571652,9.083308014025846,5,0.0150122022276564,0.1698554710021843,0.2396186119826783
R0003,EASY,sensor_noise+wind,40.0,32.0,80.0,1.0,40.0,2.0,1,1,0.3333333333333333,1.0,0.6666666666666667,11.219746079014138,0.6111971866447868,10.60854889236935,0,1,0,0,1,0.0,1.8834350392473325,0.0327815536884221,-0.1410567273372627,-63.83343168733383,9.228360680304228,2.12934096021244,158.19248453571652,9.083308014025846,5,0.0150122022276564,0.1698554710021843,0.2396186119826783
R0004,EASY,wind,40.0,32.0,80.0,1.0,40.0,2.0,1,1,0.3333333333333333,1.0,0.6666666666666667,11.169269748985775,1.0474430177770817,10.121826731208692,0,1,0,0,1,0.0,1.0016657985191049,0.0107941112974232,-0.0423913090266203,-32.86765621429425,8.215119806299999,2.022340021457648,117.71737958228984,10.77877027030216,2,0.0925352051631729,0.0998734807632479,0.0844319118927125
R0004,EASY,sensor_noise,40.0,1.0,80.0,1.0,40.0,2.0,1,1,1.0,1.0,0.0,1.2015142196007307,1.0474430177770817,0.15407120182364897,1,1,1,0,0,0.0,1.0016657985191049,0.0107941112974232,-0.0423913090266203,-32.86765621429425,8.215119806299999,2.022340021457648,117.71737958228984,10.77877027030216,2,0.0925352051631729,0.0998734807632479,0.0844319118927125
R0004,EASY,slew,80.0,32.0,80.0,1.0,0.0,1.0,0,0,0.6666666666666666,1.0,0.33333333333333337,9.56331605695715,1.0474430177770817,8.515873039180068,1,1,1,0,0,0.0,1.0016657985191049,0.0107941112974232,-0.0423913090266203,-32.86765621429425,8.215119806299999,2.022340021457648,117.71737958228984,10.77877027030216,2,0.0925352051631729,0.0998734807632479,0.0844319118927125
R0004,EASY,latency,40.0,32.0,80.0,1.0,40.0,2.0,1,1,0.3333333333333333,1.0,0.6666666666666667,11.169269748985775,1.0474430177770817,10.121826731208692,0,1,0,0,1,0.0,1.0016657985191049,0.0107941112974232,-0.0423913090266203,-32.86765621429425,8.215119806299999,2.022340021457648,117.71737958228984,10.77877027030216,2,0.0925352051631729,0.0998734807632479,0.0844319118927125
R0004,EASY,sensor_noise+wind,40.0,1.0,80.0,1.0,40.0,2.0,1,1,1.0,1.0,0.0,1.2015142196007307,1.0474430177770817,0.15407120182364897,1,1,1,0,0,0.0,1.0016657985191049,0.0107941112974232,-0.0423913090266203,-32.86765621429425,8.215119806299999,2.022340021457648,117.71737958228984,10.77877027030216,2,0.0925352051631729,0.0998734807632479,0.0844319118927125
R0005,EASY,wind,80.0,32.0,80.0,1.0,0.0,1.0,0,0,0.6666666666666666,1.0,0.33333333333333337,10.722897536262023,1.049873249625003,9.67302428663702,1,1,1,0,0,1.5815109539402252,1.017573298463366,0.0125470757564266,0.2044854243145777,-36.227543246625686,7.961399023408376,1.97222717029716,118.0675064577801,3.20367055136734,5,0.1290996008211599,0.1950193728765973,0.3908055045133487
R0005,EASY,sensor_noise,40.0,32.0,80.0,1.0,40.0,2.0,1,1,0.6666666666666666,1.0,0.33333333333333337,7.066195982130634,1.049873249625003,6.016322732505631,1,1,1,0,0,1.5815109539402252,1.017573298463366,0.0125470757564266,0.2044854243145777,-36.227543246625686,7.961399023408376,1.97222717029716,118.0675064577801,3.20367055136734,5,0.1290996008211599,0.1950193728765973,0.3908055045133487
R0005,EASY,slew,5.0,8.0,80.0,1.0,75.0,16.0,1,1,0.3333333333333333,1.0,0.6666666666666667,14.02692322865382,1.049873249625003,12.977049979028816,0,1,0,0,1,1.5815109539402252,1.017573298463366,0.0125470757564266,0.2044854243145777,-36.227543246625686,7.961399023408376,1.97222717029716,118.0675064577801,3.20367055136734,5,0.1290996008211599,0.1950193728765973,0.3908055045133487
