rocket_id,td,keff,u_max,latency_steps,Iyy,motor_scale,max_gimbal_deg,wind_strength,servo_slew,static_margin,opt_Kp,opt_Kd,kp_floor,kp_ceiling,window_ratio,peak_sr,floor_censored,ceil_censored,td_bin,lat_bin
R1990,121.73297752400958,25.91928958566501,4.696617055096122,2,0.006570980849378332,2.1685199104636634,5.870771318870153,0.1784794509145567,117.46763619254247,-0.29438827356242125,320.0,1.0,7.796119681832377,480.0,61.569090725808636,1.0,False,True,td120-180,lat2-3
R1809,148.48450566368834,16.946830246477106,8.7617863343238,4,0.012553070510569315,2.7086230262423228,10.95223291790475,0.2560231260191134,121.42262580464654,-0.2886944815742102,82.35745631970453,1.0,7.796119681832377,121.55896418690836,15.592239363664758,0.9333333333333333,False,False,td120-180,lat4
R6425,165.3132216037203,32.11457571911433,5.14760721267531,4,0.006114779921356771,2.5003058568492955,6.434509015844137,0.11106015411157828,96.02328374016076,0.0532173318884408,58.65987877815546,1.0,4.932424148660939,76.90753796904167,15.592239363664747,0.9333333333333333,False,False,td120-180,lat4
R3095,134.10945668054418,12.121640639258544,11.063639046203186,4,0.01874987008111696,2.893808487823918,13.829548807753982,0.3668909998768195,185.77362570823368,0.25729139736073753,41.78105458855241,1.0,1.9743504858348198,121.55896418690836,61.56909072580863,1.0,False,False,td120-180,lat4
R3316,123.61081438724516,18.008013909747095,6.864211400921843,4,0.012776523560085086,2.9294671761511686,8.580264251152304,0.05544149307126438,62.43532116227173,0.03268467702450589,162.34034009544706,1.0,7.796119681832377,192.13437543849358,24.64487248524831,1.0,False,False,td120-180,lat4
R8959,128.3895221547304,11.897967175472928,10.790878833436274,4,0.01682348660727715,2.5485836453261346,13.488598541795342,0.3476504105957552,69.09528530892834,-0.12159543241098125,227.9230326898601,2.0,12.322436242624153,303.6848699070746,24.64487248524831,1.0,False,False,td120-180,lat4
R9127,131.0410007997548,12.30579546930998,10.6487224760532,6,0.016409773501894535,2.5711203033438723,13.3109030950665,0.11374645561224547,90.09352687618996,0.24036744814677397,58.65987877815546,1.0,3.120630387317941,48.65761596458718,15.592239363664751,1.0,False,False,td120-180,lat5-6
R5654,157.00589489845993,20.49535595136254,7.660559556567355,5,0.010088944902369452,2.6327603830047144,9.575699445709194,0.3390953364506354,174.01924355509078,-0.05063633855366126,29.758952096260835,1.0,12.322436242624153,76.90753796904167,6.24126077463588,0.8666666666666667,False,False,td120-180,lat5-6
R6456,158.1111665888195,25.57715896270712,6.18173296023042,5,0.007898077264672279,2.5720760133231835,7.727166200288025,0.1691389981428345,184.83737085444926,-0.08631149746725492,162.34034009544706,1.0,12.322436242624153,76.90753796904167,6.24126077463588,0.9333333333333333,False,False,td120-180,lat5-6
R8162,132.37208106665219,16.237805571512183,8.15209176410435,6,0.006133515298848339,1.268080745971838,10.190114705130439,0.21401077534462964,62.29704778170843,0.26164083061263704,10.753066807087182,1.0,4.932424148660939,48.65761596458718,9.86484829732188,1.0,False,False,td120-180,lat5-6
R3022,169.85385585466702,15.508487265962064,10.95231616996335,6,0.007088704474960791,1.399736951338724,13.690395212454188,0.17580987690502464,107.96754854136961,0.2673786480148916,58.65987877815546,1.0,7.796119681832377,76.90753796904167,9.864848297321872,0.9333333333333333,False,False,td120-180,lat5-6
R5805,236.040101153248,21.29990588168577,11.08174385672763,1,0.007678300937733671,2.0823461898296327,13.852179820909539,0.08368009990226885,108.51302896346026,-0.0935214908534096,58.65987877815546,1.0,1.9743504858348198,480.0,243.11792837381674,1.0,False,True,td180-300,lat1
R8892,184.92325929131215,23.789192043889823,7.7734148747102605,1,0.00932666135299868,2.824984172295962,9.716768593387826,0.10765045454988126,140.95824026649743,-0.0832484782517694,115.62844575768011,1.0,1.2491257717535775,480.0,384.2687508769873,1.0,False,True,td180-300,lat1
R1330,281.6801299868545,25.923012886958027,10.866025921260446,1,0.007449715614964485,2.458868417205217,13.582532401575559,0.31479751109642634,90.40090771566035,0.2692429455756273,82.35745631970453,1.0,0.7902929114428325,480.0,607.3697398141496,1.0,False,True,td180-300,lat1
R4693,194.3733166661092,21.19079532551186,9.172535229581532,1,0.01108810541828351,2.9916771316364947,11.465669036976916,0.0632489096110471,182.25467823305405,0.1990475222747357,320.0,1.0,0.5,480.0,960.0,1.0,True,True,td180-300,lat1
R0624,285.35936586946815,35.34114097649544,8.074424254136389,1,0.00532596633603666,2.396564391030915,10.093030317670486,0.2624679302841973,72.41554532599976,0.22585710161215983,320.0,1.0,1.9743504858348198,480.0,243.11792837381674,1.0,False,True,td180-300,lat1
R2866,187.20367092092036,25.640616518724965,7.301059659942586,3,0.006350799576768864,2.0733231133468717,9.126324574928233,0.38032263705252095,100.94521690375615,-0.15906202776879666,162.34034009544706,1.0,7.796119681832377,121.55896418690836,15.592239363664758,1.0,False,False,td180-300,lat2-3
R0093,182.0763566033869,30.700856807441465,5.930660428970637,2,0.005976380844903858,2.3361400764223568,7.413325536213296,0.0689352429808166,132.33576488739337,-0.17057871875320008,227.9230326898601,1.0,7.796119681832377,480.0,61.569090725808636,1.0,False,True,td180-300,lat2-3
R1687,208.4842785550694,36.304267137687866,5.742693490117021,3,0.00532058565321915,2.4593890320274348,7.178366862646276,0.3313635529237941,108.40201651577138,-0.060624094134767936,82.35745631970453,1.0,7.796119681832377,192.13437543849358,24.64487248524831,1.0,False,False,td180-300,lat2-3
R3761,260.9835896649666,23.227957389869058,11.23575290261189,2,0.007572084976208191,2.2394254962221747,14.044691128264862,0.2681689056595356,140.90725736643012,-0.09908851249227682,115.62844575768011,1.0,7.796119681832377,480.0,61.569090725808636,1.0,False,True,td180-300,lat2-3
R2377,215.5924564121108,18.466289884749052,11.674919962680994,2,0.0108624698807267,2.5539850617189055,14.593649953351242,0.1683831320334438,166.70464002459096,-0.09607868365032654,320.0,1.0,4.932424148660939,480.0,97.31523192917443,1.0,False,True,td180-300,lat2-3
R2208,194.34503065306157,19.60808855057857,9.911472510528165,4,0.008072774737514174,2.015432290003314,12.389340638160206,0.2631747435107146,172.57852166428285,0.09665667776537834,82.35745631970453,1.0,4.932424148660939,121.55896418690836,24.644872485248325,1.0,False,False,td180-300,lat4
