rocket_id,td,keff,latency,kp_floor,kp_ceiling,window_ratio,Kp,kp_norm,sr_mean,slew_frac,rms_mean
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,3.9592656689354726,0.021088966658700962,0.2,0.6376666666666667,14.646774174297658
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,5.026999934338713,0.026776236522937112,0.4,0.6533333333333333,7.647639185625652
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,6.382680641543301,0.03399724860565716,0.4,0.6366666666666665,7.356491434130296
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,8.103961150596405,0.043165622314575935,0.8,0.6386666666666667,8.07266601201081
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,10.289436369872348,0.054806521887026095,1.0,0.6316666666666666,6.54190008471218
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,13.064290270179812,0.06958673778551729,1.0,0.642,7.03181138112861
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,16.58746641976001,0.0883528804402496,0.6,0.6486666666666666,5.546709082598113
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,21.060772268257242,0.11217987407528258,0.8,0.633,7.501271341915637
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,26.740438672840508,0.1424325283436195,1.0,0.644,4.683633901005961
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,33.95179679586902,0.18084371459306114,1.0,0.6356666666666666,4.695832872056878
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,43.1079130664663,0.229613624697561,1.0,0.6366666666666667,4.188916389158284
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,54.73324961617695,0.29153579799767787,0.8,0.634,4.29697888702285
