rocket_id,regime,sr_adrc,sr_pid_best,sr_kp2
R0056,EASY,1.0,0.0,1.0
R0057,EASY,1.0,1.0,1.0
R0058,EASY,1.0,0.0,0.3333333333333333
R0059,EASY,1.0,1.0,0.6666666666666666
R0060,EASY,1.0,0.0,0.6666666666666666
R0061,EASY,1.0,0.0,0.3333333333333333
R0062,EASY,1.0,0.0,0.6666666666666666
R0063,EASY,1.0,0.0,0.6666666666666666
R0064,EASY,1.0,0.3333333333333333,0.6666666666666666
R0065,EASY,1.0,0.0,1.0
R0066,EASY,1.0,1.0,0.6666666666666666
R0067,EASY,1.0,1.0,1.0
R0068,EASY,1.0,1.0,1.0
R0069,EASY,1.0,0.0,1.0
R0070,EASY,1.0,0.0,0.0
R0071,EASY,1.0,0.6666666666666666,0.6666666666666666
R0072,EASY,1.0,0.0,0.6666666666666666
R0073,EASY,1.0,1.0,0.3333333333333333
R0074,EASY,1.0,0.0,1.0
R0075,EASY,1.0,1.0,1.0
R0076,EASY,1.0,1.0,1.0
R0077,EASY,1.0,0.0,1.0
R0078,EASY,1.0,0.0,1.0
R0079,EASY,1.0,0.0,1.0
R0080,EASY,1.0,0.0,0.6666666666666666
R0081,EASY,1.0,1.0,0.6666666666666666
R0082,EASY,1.0,0.0,0.6666666666666666
R0083,EASY,1.0,0.3333333333333333,0.6666666666666666
R0084,EASY,1.0,0.3333333333333333,0.3333333333333333
R0085,EASY,1.0,0.3333333333333333,0.3333333333333333
R0086,EASY,1.0,0.6666666666666666,0.6666666666666666
R0087,EASY,1.0,1.0,0.3333333333333333
R0088,EASY,1.0,0.0,1.0
R0089,EASY,1.0,1.0,0.3333333333333333
R0090,EASY,1.0,0.0,0.6666666666666666
R0091,FRAGILE,1.0,0.6666666666666666,0.0
R0092,EASY,1.0,0.6666666666666666,0.3333333333333333
R0093,EASY,1.0,0.0,1.0
R0094,EASY,1.0,1.0,0.6666666666666666
R0095,EASY,1.0,0.0,0.3333333333333333
R0096,EASY,1.0,0.0,0.6666666666666666
R0097,EASY,1.0,0.0,1.0
R0098,EASY,1.0,1.0,1.0
R0099,EASY,1.0,1.0,1.0
R0100,EASY,1.0,0.3333333333333333,1.0
R0101,EASY,1.0,0.0,1.0
R0102,EASY,1.0,1.0,0.0
R0103,EASY,1.0,0.0,0.6666666666666666
R0104,EASY,1.0,0.0,1.0
R0105,EASY,1.0,0.6666666666666666,0.3333333333333333
R0106,EASY,1.0,0.0,0.3333333333333333
R0107,EASY,1.0,0.0,0.6666666666666666
R0108,EASY,1.0,0.0,0.6666666666666666
R0109,EASY,1.0,0.0,0.6666666666666666
R0110,EASY,1.0,0.0,0.6666666666666666
R0111,EASY,1.0,0.3333333333333333,0.6666666666666666
R0112,EASY,1.0,0.0,1.0
R0113,EASY,1.0,0.0,0.6666666666666666
R0114,EASY,1.0,0.0,0.6666666666666666
R0115,EASY,1.0,0.0,1.0
R0116,EASY,1.0,1.0,0.6666666666666666
R0117,EASY,1.0,0.0,0.3333333333333333
R0118,EASY,1.0,0.0,1.0
R0119,EASY,1.0,1.0,0.6666666666666666
R0120,EASY,1.0,0.6666666666666666,0.3333333333333333
R0121,EASY,1.0,0.0,0.6666666666666666
R0122,EASY,1.0,0.0,1.0
R0123,EASY,1.0,1.0,0.3333333333333333
R0124,EASY,1.0,0.6666666666666666,0.3333333333333333
R0125,EASY,1.0,0.0,0.3333333333333333
R0126,EASY,1.0,0.0,0.6666666666666666
R0127,EASY,1.0,1.0,0.6666666666666666
R0128,EASY,1.0,0.0,0.6666666666666666
R0129,EASY,1.0,0.0,0.6666666666666666
R0130,EASY,1.0,0.0,0.0
R0131,EASY,1.0,1.0,0.3333333333333333
R0132,EASY,1.0,0.3333333333333333,0.3333333333333333
R0133,EASY,1.0,0.3333333333333333,0.3333333333333333
R0134,EASY,1.0,0.0,0.6666666666666666
R0135,EASY,1.0,0.0,0.0
R0136,EASY,1.0,0.0,0.6666666666666666
R0137,EASY,1.0,0.0,0.6666666666666666
R0138,EASY,1.0,0.6666666666666666,0.6666666666666666
R0139,EASY,1.0,0.6666666666666666,1.0
R0140,EASY,1.0,0.3333333333333333,1.0
R0141,EASY,1.0,0.0,0.6666666666666666
R0142,EASY,1.0,1.0,0.6666666666666666
R0143,EASY,1.0,0.0,0.3333333333333333
R0144,EASY,1.0,0.0,1.0
R0145,EASY,1.0,0.0,0.3333333333333333
R0146,FRAGILE,1.0,1.0,0.6666666666666666
R0147,EASY,1.0,0.0,0.6666666666666666
R0148,EASY,1.0,0.0,0.3333333333333333
R0149,EASY,1.0,0.0,0.3333333333333333
R0150,EASY,1.0,0.0,0.3333333333333333
R0151,EASY,1.0,0.0,0.6666666666666666
R0152,EASY,1.0,1.0,0.6666666666666666
R0153,EASY,1.0,0.0,0.6666666666666666
R0154,EASY,1.0,0.0,0.6666666666666666
R0155,EASY,1.0,1.0,0.3333333333333333
R0156,EASY,1.0,0.3333333333333333,0.6666666666666666
R0157,EASY,1.0,0.0,0.3333333333333333
R0158,EASY,1.0,0.6666666666666666,0.6666666666666666
R0159,EASY,1.0,0.0,0.3333333333333333
R0160,EASY,1.0,1.0,1.0
R0161,EASY,1.0,0.0,0.6666666666666666
R0162,EASY,1.0,0.0,0.3333333333333333
R0163,EASY,1.0,0.0,1.0
R0164,EASY,1.0,0.6666666666666666,0.6666666666666666
R0165,EASY,1.0,0.3333333333333333,0.3333333333333333
R0166,EASY,1.0,0.0,0.6666666666666666
R0167,EASY,1.0,0.0,1.0
R0168,EASY,1.0,0.0,1.0
R0169,EASY,1.0,0.0,1.0
R0170,EASY,1.0,0.0,0.6666666666666666
R0171,EASY,1.0,0.3333333333333333,0.6666666666666666
R0172,EASY,1.0,0.0,1.0
R0173,EASY,1.0,1.0,1.0
R0174,EASY,1.0,0.0,0.0
R0175,EASY,1.0,0.0,0.6666666666666666
R0176,EASY,1.0,0.6666666666666666,1.0
R0177,EASY,1.0,1.0,1.0
R0178,EASY,1.0,1.0,1.0
R0179,EASY,1.0,0.3333333333333333,0.6666666666666666
R0180,EASY,1.0,0.0,0.6666666666666666
R0181,EASY,1.0,0.3333333333333333,1.0
R0182,EASY,1.0,0.0,0.6666666666666666
R0183,EASY,1.0,0.0,0.3333333333333333
R0184,EASY,1.0,0.0,0.6666666666666666
R0185,EASY,1.0,0.0,1.0
R0186,EASY,1.0,1.0,0.3333333333333333
R0187,EASY,1.0,0.0,0.3333333333333333
R0188,EASY,1.0,0.0,0.6666666666666666
R0189,EASY,1.0,0.6666666666666666,0.3333333333333333
R0190,EASY,1.0,0.0,0.6666666666666666
R0191,EASY,1.0,0.0,0.6666666666666666
R0192,EASY,1.0,0.0,1.0
R0193,EASY,1.0,0.0,1.0
R0194,EASY,1.0,0.0,0.6666666666666666
R0195,EASY,1.0,1.0,1.0
R0196,EASY,1.0,1.0,0.6666666666666666
R0197,EASY,1.0,0.0,0.3333333333333333
R0198,EASY,1.0,1.0,0.3333333333333333
R0199,EASY,1.0,0.3333333333333333,0.3333333333333333
R0200,EASY,1.0,0.0,0.3333333333333333
R0201,EASY,1.0,0.0,0.6666666666666666
R0202,EASY,1.0,1.0,1.0
R0203,EASY,1.0,0.3333333333333333,0.6666666666666666
R0204,EASY,1.0,0.0,0.6666666666666666
R0205,EASY,1.0,0.0,1.0
R0206,EASY,1.0,1.0,0.3333333333333333
R0207,EASY,1.0,0.0,0.3333333333333333
R0208,EASY,1.0,0.6666666666666666,0.3333333333333333
R0209,EASY,1.0,0.0,0.6666666666666666
R0210,EASY,1.0,1.0,0.6666666666666666
R0211,EASY,1.0,1.0,1.0
R0212,EASY,1.0,1.0,0.6666666666666666
R0213,EASY,1.0,1.0,0.3333333333333333
R0214,EASY,1.0,0.6666666666666666,0.3333333333333333
R0215,EASY,1.0,0.0,0.6666666666666666
R0216,EASY,1.0,0.0,1.0
R0217,EASY,1.0,1.0,0.6666666666666666
R0218,EASY,1.0,1.0,0.6666666666666666
R0219,EASY,1.0,1.0,0.6666666666666666
R0220,EASY,1.0,0.0,1.0
R0221,EASY,1.0,0.6666666666666666,0.6666666666666666
R0222,EASY,1.0,0.3333333333333333,0.6666666666666666
R0223,EASY,1.0,0.0,0.6666666666666666
R0224,EASY,1.0,0.0,1.0
R0225,EASY,1.0,1.0,0.3333333333333333
R0226,EASY,1.0,1.0,0.6666666666666666
R0227,EASY,1.0,0.0,1.0
R0228,EASY,1.0,0.0,1.0
R0229,EASY,1.0,0.0,0.6666666666666666
R0230,EASY,1.0,0.0,0.6666666666666666
R0231,EASY,1.0,1.0,1.0
R0232,EASY,1.0,0.0,1.0
R0233,EASY,1.0,0.0,1.0
