envelope_identical_frac,bw_identical_frac,rate_identical_frac,overshoot_identical_frac,high_sat_frac,median_sat_delta_maxMinusMinGimbal,frac_sat_drop_gt5pctpt,n_groups_span8to15
1,1,1,1,0.80952380952381,0.0793413173652695,0,42
