id,n_boost,window,dur,hz,rms_x_log,rms_y_log,rms_x_rep,rms_y_rep,score_log,score_rep,pred_log,pred_rep,sat,roll_span,lab,note
ASC036,68,Phase==1,3.492,19.47308132875143,2.678878990745723,3.564143738436386,2.68747678981534,3.6148774420220198,3.564143738436386,3.6148774420220198,HEALTHY,HEALTHY,0.0,74.7,0,"PARTIAL - controlled boost, log ends at burnout"
ASC031,71,Phase==1,3.564,19.921436588103255,6.858401345363546,3.5460414350589486,5.079371348089393,3.9218164576633576,6.858401345363546,5.079371348089393,FAILING,HEALTHY,0.0,185.81,0,SUCCESS - first controlled boost
ASC007,46,Phase==1,2.309,19.922044174967517,8.201437837885235,14.986501027373876,3.684190013378305,9.609860696447024,14.986501027373876,9.609860696447024,FAILING,FAILING,0.2391304347826087,172.62,1,FAILURE - self-aborted mid-boost
LOG001,62,axial>1.5g,3.1470000000000002,19.701302828090242,7.49099244038702,10.635551155774522,88.7241830581903,89.97636169153402,10.635551155774522,89.97636169153402,FAILING,FAILING,1.0,498.91999999999996,1,"FAILURE - diverged, gimbal pinned"
ASC038,32,Phase==1,3.526,9.07543959160522,0.17071540645179042,2.4244251896068065,52.86972398694406,58.42943136180608,2.4244251896068065,58.42943136180608,HEALTHY,FAILING,0.5,0.12,1,"FAILURE - uncontrolled, estimator froze"
