pc1,pc2,aero_scale,loop_delay_ms,slew_rate_deg_s,mmi_inertia_scale,cg_moment_coeff,thrust_profile_amp,gust_scale,dist_step_scale,delta_rmse_pid,delta_rmse_adrc,stable_pid,stable_adrc,dominant_factor_pid,dominant_factor_adrc
0.100143190142896,0.742354109661034,1.05448652932431,59.2900427985064,52.6043161023489,1.20936903230846,0.798257674556599,0.0945015267522198,0.564755780268123,0.332056059935025,-1.2126269229023,0.041584625144985,1,1,dist_step_scale,dist_step_scale
0.79935936771099,0.624519176980293,1.1132157411846,43.3163289369844,51.1663973976375,1.1242172977265,0.0767801866417271,0.0328993915270775,1.68902541539886,1.75135048718866,3.3019712040661,2.24470682546373,1,1,,
-0.0933807221415181,1.53754186915562,0.922266538734827,45.6422673066631,54.3256487335861,1.17751945446252,0.489256495585619,0.217089588646247,1.00056996995326,1.53031960075139,3.71030935363269,2.0228083986127,1,1,,
1.38716383240094,0.492296856791363,1.43481674543865,50.878002355579,97.5852844810632,1.23613683314621,0.762912784876696,0.18235458408554,0.274661909530621,1.06015349788305,4.38237042269677,2.15057208239391,1,1,dist_step_scale,dist_step_scale
0.376382079997847,-0.699758223019309,1.47617073887441,1.81326004414032,55.6399983156509,0.800913538039528,0.15672037248017,0.0956832468089112,0.879935442954872,1.19302442774001,1.32142137473316,1.56324687903154,1,1,aero_scale,dist_step_scale
-0.769670656923669,-0.753908112439486,1.08190450348744,3.96216370152033,100.636534023701,0.786764987663754,0.636398486899165,0.196092246639496,0.930353279941028,1.09511484927506,1.10985111845641,1.16587227518642,1,1,gust_scale,dist_step_scale
-1.31657771848392,-0.819868251035973,0.917552532491428,8.23980121539069,96.0470652526903,1.01174077036035,0.511268116280007,0.141020577855638,1.10041126906619,0.246105380170676,-2.57050542371591,-1.50837778887426,1,1,gust_scale,dist_step_scale
0.48258001381855,-0.138098503177124,1.07827037713542,35.9417428753002,93.2151899289445,1.21620008250771,0.643681192484347,0.114464649187328,0.798814093725193,0.918001472160512,2.4311454457364,1.49828972413827,1,1,loop_delay_ms,loop_delay_ms
-1.24559730652719,1.35096474667472,0.807000716258578,38.9691276008834,46.069056039196,1.23039298961746,0.384770667975074,0.200720179964229,1.10215430068968,0.510183314094786,6.20785842774212,-0.266271924478659,0,1,,
-1.57079712780183,1.31611181986988,0.945427955898947,48.333841776247,32.64023811958,0.881048153152498,0.337849715749901,0.192364998463801,1.09296596124679,0.7008010648555,10.5863237441518,0.97999883457139,0,1,,
