rank_fused_adrc,factor,explicit_pid_raw,explicit_adrc_raw,atlas_pid_raw,atlas_adrc_raw,explicit_pid_norm01,explicit_adrc_norm01,atlas_pid_norm01,atlas_adrc_norm01,fused_pid_score,fused_adrc_score
1,aero_scale,0.481089052442703,0.589120344173071,0.0691195746747761,0.383804243132927,0.151443500561913,1,0.157106600304332,0.521854636979481,0.154275050433122,0.76092731848974
2,loop_delay_ms,1.70323744342304,0.443186889678336,0.382281891081875,0.284906286909714,0.536167346586689,0.752285834400139,1,0.386261612208849,0.768083673293344,0.569273723304494
3,mmi_inertia_scale,0.330860081592395,0.559030841716331,0.0600315401763862,0.100471646106748,0.104152461375163,0.948924692969183,0.132645661380437,0.133394396606174,0.1183990613778,0.541159544787678
4,dist_step_scale,0,0,0.289116541839301,0.732550790090833,0,0,0.749240397574455,1,0.374620198787227,0.5
5,cg_moment_coeff,0.351110583951532,0.352096029964514,0.0107493621521575,0.187487034484711,0.110527179215516,0.597664014571996,0,0.252695949058173,0.0552635896077579,0.425179981815085
6,thrust_profile_amp,0.175891148518818,0.0603363836535307,0.0648631945032948,0.020523151742629,0.0553693149205833,0.102417755981968,0.145650321674456,0.023781836441414,0.100509818297519,0.0630997962116911
7,slew_rate_deg_s,3.17668999103745,0.0551590253634879,0.374491319444075,0.00317731095716712,1,0.0936294696135692,0.979031252902021,0,0.98951562645101,0.0468147348067846
8,gust_scale,0,0,0.118321924540422,0.0157576793622708,0,0,0.289537399856082,0.0172481845926813,0.144768699928041,0.00862409229634064
