cell_x,cell_y,pc1_center,pc2_center,dominant_idx_pid,dominant_idx_adrc,mean_abs_importance_pid,mean_abs_importance_adrc,dominant_factor_pid,dominant_factor_adrc
3,3,-0.996290388687693,-0.562392433449237,7,8,0.354508665111602,0.348972761669921,gust_scale,dist_step_scale
4,4,-0.22228309831127,0.238266517896052,4,8,0.246717699409022,0.494742162279698,mmi_inertia_scale,dist_step_scale
4,5,-0.0600197659210312,0.998522535901059,8,8,1.05762446432766,0.228195430536153,dist_step_scale,dist_step_scale
5,3,0.665816785492849,-0.608925256817645,1,8,1.0837483292093,0.297114693363891,aero_scale,dist_step_scale
5,4,0.621525858770562,0.266571740331955,2,2,0.862626860738548,0.419539819876075,loop_delay_ms,loop_delay_ms
6,4,1.33480571303893,0.201983606752424,8,8,0.348614068517525,0.344075817930674,dist_step_scale,dist_step_scale
