rank,factor,avg_abs_delta_total_deg,avg_abs_delta_boost_deg,avg_abs_delta_coast_deg,dominant_region
1,loop_delay,27.4894091938304,0.536931641008943,33.5440439573198,coast_dominant
2,cg_shift,21.1063624210476,0.0678434971973066,25.8059817853604,coast_dominant
3,aero,13.6473496572691,0.019277972074394,16.7544908539475,coast_dominant
4,slew_rate,11.3231292363461,0.539231153954907,13.9230456436798,coast_dominant
5,mmi_inertia,9.71258859023895,0.0671909508587553,11.9740127284624,coast_dominant
6,thrust_profile,2.61238839401027,0.0510602144172962,3.17777688018088,coast_dominant
