latency_ms,rate_deg_s,theta_rmse_deg,max_abs_theta_deg,control_thd_pct,is_stable
40,30,62.1294569578119,80,61.5675787066647,1
40,50,62.0563992077043,80,63.2383324229965,1
40,80,62.0162666801887,80,64.2910355781726,1
45,30,62.1926042705763,80,61.6353905784152,1
45,50,62.0878239595655,80,63.0367384687418,1
45,80,62.0535520712723,80,64.0371461489038,1
50,30,62.2384699728649,80,61.5609414927561,1
50,50,62.2251291578037,80,63.2944550299099,1
50,80,62.1201606426721,80,64.2027966411485,1
