rocket_id,regime_label,regime_code,boundary_distance,p_unstable,servo_slew_deg_s,max_gimbal_deg,best_u_max_frac,best_Kp,best_Kd,nominal_success_rate,under_success_rate,over_success_rate,robustness,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,thrust,deadband,backlash,latency_steps,wind_strength,nominal_servo_slew_deg_s,nominal_max_gimbal_deg,design_id
R0001,INFEASIBLE,0,-2.00637518794312,1.30494190362924,47.6736539956504,11.1302263841629,0.742015092277529,20,32,0,0,0,0,1.69281686282779,0.0256972025853978,0.140038272201795,-44.4843832929338,5.95413588816595,29.4976649592651,0.0475775684101295,0.214033731205831,5,0.300544285349337,47.6736539956504,11.1302263841629,1
R0002,INFEASIBLE,0,-2.27961690149916,2.13016784471207,108.995985998842,12.3754664163548,0.825031094423655,20,32,0,0,0,0,1.20227566233546,0.0111441636492267,0.182986927798817,-69.3961552849998,6.73759011369174,45.9986048506131,0.0469720308959545,0.209219094038966,2,0.0841429671168382,108.995985998842,12.3754664163548,2
R0003,EASY,2,2.27922737136673,0.738573262176455,35.5403122686981,9.39690923524871,0.626460615683248,20,32,1,1,1,1,1.79974532034493,0.0279333915429745,0.0886577107811748,-42.6517206884531,6.49233849742979,33.9297245561293,0.138340249141931,0.0240030253041273,5,0.295644191592587,35.5403122686981,9.39690923524871,3
R0004,INFEASIBLE,0,-2.23259998300973,1.03041308400653,50.7482486081179,8.69013280177247,0.579342186784831,20,32,0,0,0,0,1.34664891580977,0.0388291266719864,0.185343827639385,-34.104294101131,8.28676096005313,48.7094261026083,0.123420693353293,0.200460906226826,3,0.11173901189757,50.7482486081179,8.69013280177247,4
R0005,EASY,2,2.08709098826685,1.20567233165703,94.6580049714826,9.69888997358563,0.646592664905709,20,8,1,1,1,1,1.38708822348206,0.0296333430287917,0.16529635098386,-34.2311678645673,10.6956934001195,28.5083927298518,0.100842763947817,0.0252494703540883,3,0.0730886256866294,94.6580049714826,9.69888997358563,5
R0006,INFEASIBLE,0,-2.07473149708356,2.27704530585077,21.5106194375978,9.70604072212652,0.647069381475102,20,32,0,0,0,0,1.70793936038424,0.0119772443558557,0.230568660503551,-59.4340975128939,12.215284008988,46.8802491978399,0.149253509265212,0.0912857554787351,5,0.187256594678939,21.5106194375978,9.70604072212652,6
R0007,INFEASIBLE,0,-2.46750647290165,1.9071426627265,60.9391520678829,13.2611879267044,0.884079195113623,80,16,0,0,0,0,1.76196462163729,0.0350467116746019,0.184035785175015,-48.1869951056367,8.29694381297838,27.9871864451276,0.0685351367363516,0.196474817329152,1,0.411222339745398,60.9391520678829,13.2611879267044,7
R0008,INFEASIBLE,0,-2.29781259873265,1.09158817166265,43.3062554350243,12.7306681660212,0.848711211068083,20,32,0,0,0,0,1.30638127994177,0.0255166186318096,0.198674015987308,-32.2660612520322,11.6079480287052,44.6393399266909,0.0981984643614826,0.247686423394004,4,0.157290680876842,43.3062554350243,12.7306681660212,8
R0009,INFEASIBLE,0,-2.37698017963549,1.5416211945905,50.9948785261629,12.6402598814423,0.842683992096152,20,32,0,0,0,0,1.64511809154926,0.0164100133116269,0.238752928085448,-36.2352828741741,6.46991664274177,40.7630561560467,0.123522335310113,0.155611600423144,4,0.32284995121636,50.9948785261629,12.6402598814423,9
R0010,EASY,2,2.07473149708356,1.44839546500848,79.1065008463308,8.90040266666852,0.593360177777902,20,32,1,1,1,1,1.62303556839988,0.0113921332292436,0.163882005478222,-53.9435388100988,12.4186063109464,48.2201382941224,0.128747628463746,0.0616004370897454,4,0.20449595179266,79.1065008463308,8.90040266666852,10
R0011,INFEASIBLE,0,-2.22065513850756,1.85243954768383,55.5727084132394,10.6108553816894,0.707390358779295,80,32,0,0,0,0,1.57522334781603,0.0239989621344409,0.202049106203622,-52.2498708142359,5.48866565064236,42.0395034774533,0.0401721514913646,0.23617363102184,1,0.26907110691325,55.5727084132394,10.6108553816894,11
R0012,EASY,2,2.01887913775432,0.492369005078886,40.9050777884761,9.1220598670659,0.60813732447106,20,32,1,1,1,1,0.969177050483106,0.0289877323817385,0.0898812469269171,-31.9414349039825,12.1318966118158,44.0075272594786,0.066836071345738,0.0445926618234534,2,0.100711084961074,40.9050777884761,9.1220598670659,12
R0013,INFEASIBLE,0,-2.30649444624979,1.89909283987615,89.9721030446331,13.7276970265501,0.915179801770008,20,32,0,0,0,0,0.978070298949355,0.0250701085261281,0.234481923603239,-46.1949148979269,11.1851161637676,42.1091081686971,0.0473071399248795,0.139198165818098,5,0.159938278677335,89.9721030446331,13.7276970265501,13
R0014,INFEASIBLE,0,-1.80770353015824,0.737867390738186,36.3674460133747,12.515937923319,0.8343958615546,20,32,0,0,0,0,1.1593973999928,0.0361173431026776,0.113924744052083,-37.3491547394604,9.15604301702477,43.0429868345728,0.0411964566338473,0.112620888041852,4,0.144439468567448,36.3674460133747,12.515937923319,14
