p_unstable,servo_slew_deg_s,max_gimbal_deg,best_u_max_frac,best_Kp,best_Kd,nominal_success_rate,under_success_rate,over_success_rate,robustness,n_success_gain_sets,rms_error_deg,peak_error_deg,end_error_deg,max_theta_deg,u_cmd_sat_frac,slew_sat_frac,settling_time_s,oscillation_score,under_u_sat_frac,over_u_sat_frac,under_settling_time_s,over_settling_time_s,regime_label,regime_code,wind_strength,latency_steps,robust_success_threshold,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,thrust,deadband,backlash,nominal_servo_slew_deg_s,nominal_max_gimbal_deg,design_id,rocket_id,boundary_distance,pipeline_layer,dataset_name,schema_version,latency,parameter_vector_id
1.30881043170193,33.7886611312765,12.9984879456567,0.866565863043779,20,32,0,0,0,0,0,18.162331840752,44.454452943853,44.454452943853,44.454452943853,0.585690515806988,0.998333333333333,3,0,0.414309484193012,0.6738768718802,3,3,INFEASIBLE,0,0.0649304292050567,2,0.35,1.99527101054848,0.016075944283475,0.218510967662151,-35.2343610982007,6.7186157025939,44.7906271852776,0.0928350255271907,0.117593409616664,33.7886611312765,12.9984879456567,1,R0001,-2.09121385013861,Exp1,regime_structure,regime-pipeline-v1,3,1
1.66770528954996,58.6250535106185,12.634801365193,0.842320091012868,20,32,0,0,0,0,0,6.73589757182818,19.6518678478927,19.6518678478927,19.6518678478927,0.472545757071547,0.998333333333333,3,0,0.237936772046589,0.554076539101497,3,3,INFEASIBLE,0,0.346749926167326,5,0.35,1.82699404332563,0.0331707763699033,0.223979839611311,-32.8347833683677,11.3079263981368,25.1714894186843,0.0239481138569202,0.0479444835171912,58.6250535106185,12.634801365193,2,R0002,-1.86178768261422,Exp1,regime_structure,regime-pipeline-v1,3,2
0.546589962925233,60.3653714483103,11.6409058575307,0.776060390502044,20,32,1,1,1,1,3,13.3388069030289,28.7285420379816,11.1073485930262,28.7285420379816,0.723793677204659,0.996666666666667,3,0,0.475873544093178,0.785357737104825,3,3,FRAGILE,1,0.329000906387302,4,0.35,1.00321471084401,0.021787773896146,0.0574218350156832,-51.4149364595881,10.776329771463,37.7633742894319,0.00597194603761436,0.108053406800306,60.3653714483103,11.6409058575307,3,R0003,0,Exp1,regime_structure,regime-pipeline-v1,3,3
0.756069258319326,72.5049951975631,11.2252688727457,0.748351258183046,20,32,0,0,0,0,0,36.8765971559404,90,90,90,0.816971713810316,0.998333333333333,3,0,0.762063227953411,0.886855241264559,3,3,INFEASIBLE,0,0.283626810691231,3,0.35,2.05824631391908,0.0206233020582421,0.104954090399216,-35.7507455796907,13.1743589994668,31.8791800076872,0.0946441264580403,0.238566159180423,72.5049951975631,11.2252688727457,4,R0004,-2.16905567741689,Exp1,regime_structure,regime-pipeline-v1,3,4
2.19635848474452,36.9700303158525,9.82259905287354,0.654839936858236,20,32,0,0,0,0,0,10.6358693294934,37.722513420148,37.722513420148,37.722513420148,0.535773710482529,0.988333333333333,3,0,0.291181364392679,0.607321131447587,3,3,INFEASIBLE,0,0.428156435996961,5,0.35,1.97161177538485,0.0132230563528775,0.181519823204976,-53.9561811762918,5.43227520445308,25.738630375167,0.0637468598184062,0.0587243220197755,36.9700303158525,9.82259905287354,5,R0005,-2.22178816824309,Exp1,regime_structure,regime-pipeline-v1,3,5
0.58079427193222,61.2644745030214,10.5532400337252,0.70354933558168,20,32,0,0,0,0,0,13.9837592054487,41.0810891413669,41.0810891413669,41.0810891413669,0.668885191347754,0.996666666666667,3,0,0.509151414309484,0.740432612312812,3,3,INFEASIBLE,0,0.0704698966180312,4,0.35,0.958805460391126,0.0308733527299383,0.104661586932627,-32.1248722374023,5.24375374495583,43.3784627358974,0.0491006071937459,0.211149759617872,61.2644745030214,10.5532400337252,6,R0006,-2.14209669229353,Exp1,regime_structure,regime-pipeline-v1,3,6
1.59111849568918,44.144521671745,8.43499309303542,0.562332872869028,20,8,1,1,1,1,3,0.0810267502146003,0.229296648270018,0.077733255472262,0.229296648270018,0,0.791666666666667,0,0,0,0,0,0,EASY,2,0.0772520559273756,5,0.35,0.920409157215581,0.0215997586590195,0.178410423523253,-46.0682879855735,5.62985944545948,34.5382956897175,0.0507592835575592,0.0175330324036644,44.144521671745,8.43499309303542,7,R0007,1.84859070592387,Exp1,regime_structure,regime-pipeline-v1,3,7
1.27980411262871,78.3716862071947,10.7835109572637,0.718900730484244,20,32,1,1,0,0.666666666666667,2,5.04864490106058,12.1469799641131,4.61175556774489,12.1469799641131,0.447587354409318,0.991666666666667,3,0,0.242928452579035,0.59234608985025,3,3,FRAGILE,1,0.104008140707992,2,0.35,1.96700351983126,0.0104282170779141,0.0941000466551659,-62.6352689833525,6.04441303340237,27.4531337130734,0.0110571589293464,0.10643181782611,78.3716862071947,10.7835109572637,8,R0008,0,Exp1,regime_structure,regime-pipeline-v1,3,8
1.39168675411669,51.1930041327902,12.466304107764,0.831086940517603,20,32,0,0,0,0,0,36.0301858982302,69.6905124463004,39.9361228584459,69.6905124463004,0.742096505823627,0.995,3,0,0.637271214642263,0.777038269550749,3,3,INFEASIBLE,0,0.152071128235874,6,0.35,1.06018688525023,0.0131015707961402,0.103521174449843,-61.8755448752849,11.3475246115026,27.4204654987282,0.135805806701827,0.160879462873478,51.1930041327902,12.466304107764,9,R0009,-2.27722439183785,Exp1,regime_structure,regime-pipeline-v1,3,9
2.17724473114375,93.0948297220111,9.67294301400684,0.644862867600456,20,16,0,0,0,0,0,24.6544379431878,61.7350992162074,61.7350992162074,61.7350992162074,0.628951747088186,0.995,3,0,0.557404326123128,0.693843594009983,3,3,INFEASIBLE,0,0.20396160969324,2,0.35,1.47241546549103,0.0352379255683468,0.190419825812982,-69.0067721042531,7.04767648542655,47.1470597546876,0.142780443774772,0.194219695688486,93.0948297220111,9.67294301400684,10,R0010,-2.45823412139015,Exp1,regime_structure,regime-pipeline-v1,3,10
