scenario_idx,ctrl_idx,disturb_amp,seed,rms_post_deg,peak_post_deg
1,3,4,7,4.60340890806016,12.7263864213495
1,3,4,8,4.33765638837321,9.3758328868665
1,4,0.5,1,6.78995008893974,10.0646980282861
1,4,0.5,2,0.432742283613093,1.17085273585659
1,4,0.5,3,0.558955239967918,0.95769749043064
1,4,0.5,4,0.45032751215317,0.861937451298044
1,4,0.5,5,2.41268168089999,4.79843826954806
1,4,0.5,6,2.51732946502905,3.36835422127867
1,4,0.5,7,32.6216373072959,156.679915150916
1,4,0.5,8,3.0119915125382,4.64398949589073
1,4,1,1,6.8048768998811,10.1978883867354
1,4,1,2,185.954399727867,422.17742821068
1,4,1,3,53.5418215117615,217.243642524915
1,4,1,4,11.572006283075,62.599120912855
1,4,1,5,2.99199939005827,12.8167292589792
1,4,1,6,55.2085207989986,152.227065053562
1,4,1,7,231.289415241256,603.813372739758
1,4,1,8,2.99067212674171,4.83609828480157
1,4,1.5,1,42.924278157933,167.600126304336
1,4,1.5,2,180.633802225726,409.145271147481
1,4,1.5,3,135.52870960361,510.111385569623
1,4,1.5,4,22.2650448131927,71.6389095464475
1,4,1.5,5,173.726472841749,618.809727310876
1,4,1.5,6,127.742172792146,320.511262131164
1,4,1.5,7,139.617084106775,508.864775070587
1,4,1.5,8,203.761166134036,470.408073718758
1,4,2,1,180.828884938813,460.956535250324
1,4,2,2,188.117983424625,621.670770138992
1,4,2,3,163.027798970832,474.712572594781
1,4,2,4,47.1223472999257,211.508359598085
1,4,2,5,222.590037854623,546.792220165172
1,4,2,6,321.291887046153,709.588713452078
1,4,2,7,308.064100881378,662.202660473773
1,4,2,8,208.892547113084,692.753417618545
1,4,2.5,1,344.8591448425,838.619896828284
1,4,2.5,2,276.432785907123,906.494361337054
1,4,2.5,3,310.330127546215,658.236407382381
1,4,2.5,4,207.753473318275,453.352235876413
1,4,2.5,5,318.143051829278,743.364229112895
1,4,2.5,6,320.323036467197,663.62050105002
1,4,2.5,7,244.447765512866,742.291207534766
1,4,2.5,8,318.238357969415,795.184348087627
1,4,3,1,341.716941961403,707.930220085201
1,4,3,2,380.673260105698,789.528496056084
1,4,3,3,285.490216084991,598.011125365856
1,4,3,4,355.500906123882,725.802423064486
1,4,3,5,316.062010814686,652.298666113837
1,4,3,6,387.969879843216,918.449923889038
1,4,3,7,386.536979302828,824.859607238813
1,4,3,8,379.450702803552,793.367795492443
1,4,3.5,1,375.690107198238,888.631116470851
1,4,3.5,2,397.346032704896,926.299893238301
1,4,3.5,3,385.382335276123,860.687869911369
1,4,3.5,4,372.960033804537,799.66780411422
1,4,3.5,5,372.463882509653,806.324318321449
1,4,3.5,6,337.505854650528,1061.14934328227
1,4,3.5,7,391.517190960713,1043.77233761905
1,4,3.5,8,399.6352417963,1033.11443520936
1,4,4,1,343.735314377996,1072.57263907757
1,4,4,2,351.658584813969,1102.91545219825
1,4,4,3,367.300442494891,1126.28859026301
1,4,4,4,382.248273613601,1069.83678396115
1,4,4,5,361.349704486676,1122.09382269413
1,4,4,6,316.253159997971,640.289307800437
1,4,4,7,306.936130496503,930.265093312169
1,4,4,8,298.300612975312,893.450663636563
1,5,0.5,1,6.84697097304388,11.1730609734523
1,5,0.5,2,0.597307508966946,1.77052980234626
1,5,0.5,3,0.594065478030239,1.15119270700172
1,5,0.5,4,0.461640465299825,0.979475843126122
1,5,0.5,5,2.47085721666303,4.70182449814623
1,5,0.5,6,2.77854032444371,5.54295714082517
1,5,0.5,7,3.00215386345983,4.29358570006193
1,5,0.5,8,2.89843368890151,4.51687218906073
1,5,1,1,6.75028201259576,11.1874039496691
