scenario_idx,ctrl_idx,seed,rms_pre,rms_post,pk_post
2,5,15,0.629954187686995,3.24492762135375,4.96910568689167
2,5,16,0.467997791876033,2.47770162258462,3.47766097390044
2,5,17,0.332768819739653,2.5963706491937,4.01219778270518
2,5,18,0.583992914777274,5.10682261412657,7.99403886939815
2,5,19,0.342079181982146,0.634734273679742,1.38007387944948
2,5,20,1.04455671683543,94.5106496998091,252.76846375297
2,5,21,0.218546466296516,1.03561581295852,1.61567507597984
2,5,22,0.102173318410063,0.291009851102431,0.603500519056078
2,5,23,1.10396758862113,4.89441845526034,7.26754219228271
2,5,24,0.8972648781247,0.851335573398327,1.57184551188678
2,5,25,0.773461558778232,2.94671676739818,4.48532096296941
2,5,26,1.09776975257874,3.17654983682877,4.34215298707253
2,5,27,0.679043443016714,0.786698193828131,1.44354643649554
2,5,28,0.836706244698059,4.25112512643314,5.64999565256351
2,5,29,0.706983670614813,1.6580608473962,2.57929756087009
2,5,30,1.72854398406384,6.463773089216,9.60192795576368
