gust_idx,amp_idx,seed,disturb_amp,gust_std,pass,cause_code,rms_post_deg,peak_post_deg,false_sat,late_detection,conf_collapse,authority_exhaust,shield_dominated
1,7,5,4,0.1,1,0,3.69948641400839,7.22654934100024,1,0,0,0,0
1,7,6,4,0.1,1,0,3.82437101405018,10.390355572731,1,0,1,0,0
1,7,7,4,0.1,1,0,3.9788959908036,7.84314790133448,0,0,0,0,0
1,7,8,4,0.1,1,0,4.62939789512341,13.6142062842914,0,0,0,0,0
1,7,9,4,0.1,1,0,3.53312396850965,10.5497415607874,0,0,0,0,0
1,7,10,4,0.1,1,0,4.59919122458106,10.1358712380633,1,0,0,0,0
1,8,1,4.5,0.1,1,0,7.62871894869159,15.5874367095,1,0,0,0,0
1,8,2,4.5,0.1,0,1,2321.24737754014,3412.16400107506,1,0,0,1,0
1,8,3,4.5,0.1,0,1,2632.9921173541,3951.11670204463,1,0,0,1,0
1,8,4,4.5,0.1,1,0,6.31702265526203,16.7595754188203,1,0,0,0,0
1,8,5,4.5,0.1,1,0,3.67313605355144,8.48494522288471,1,0,0,0,0
1,8,6,4.5,0.1,1,0,3.9105371880162,7.13994491150765,1,0,0,0,0
1,8,7,4.5,0.1,1,0,4.67334067861315,10.4480329327941,1,0,0,0,0
1,8,8,4.5,0.1,0,1,3019.20354754511,4250.04008592964,1,0,0,1,0
1,8,9,4.5,0.1,1,0,3.58757390965564,7.46915522348089,1,0,0,0,0
1,8,10,4.5,0.1,1,0,5.54154346031559,14.8025643677461,1,0,0,0,0
1,9,1,5,0.1,1,0,7.59961960850711,14.3057601366279,1,0,0,0,0
1,9,2,5,0.1,1,0,4.80070623136841,15.5451234865605,1,0,0,0,0
1,9,3,5,0.1,0,1,3515.53036279806,4810.95344591273,1,0,0,1,0
1,9,4,5,0.1,0,1,190.247587687417,684.359239080071,1,0,0,1,0
1,9,5,5,0.1,1,0,5.71499825870229,18.0565288912723,1,0,0,0,0
1,9,6,5,0.1,0,1,2330.59604629079,4692.87822958785,1,0,0,1,0
1,9,7,5,0.1,1,0,4.44526888820207,10.5610327152363,1,0,0,0,0
1,9,8,5,0.1,1,0,4.61171707409996,10.1236678780103,1,0,0,0,0
1,9,9,5,0.1,1,0,6.35417502656546,20.1590492569411,1,0,0,0,0
1,9,10,5,0.1,1,0,4.83321911025249,10.9112937792572,1,0,0,0,0
1,10,1,5.5,0.1,0,1,6852.7360403376,9183.33603861219,1,0,0,1,0
