feature,class_label,grid_value,partial_dependence
servo_slew_deg_s,EASY,68.67277733559536,0.29802992331644274
servo_slew_deg_s,EASY,73.42624950889736,0.2992973885984038
servo_slew_deg_s,EASY,78.17972168219936,0.30109446645405263
servo_slew_deg_s,EASY,82.93319385550137,0.3042302244678554
servo_slew_deg_s,EASY,87.68666602880337,0.3069971930660366
servo_slew_deg_s,EASY,92.44013820210537,0.30990942371168756
servo_slew_deg_s,EASY,97.19361037540739,0.31421321275371333
servo_slew_deg_s,EASY,101.94708254870939,0.3165396866093963
servo_slew_deg_s,EASY,106.70055472201139,0.3199633833983951
servo_slew_deg_s,EASY,111.4540268953134,0.328324433270124
servo_slew_deg_s,EASY,116.2074990686154,0.32660563054685743
servo_slew_deg_s,FRAGILE,25.891527775877307,0.13943647881723256
servo_slew_deg_s,FRAGILE,30.64499994917931,0.13574432870874278
servo_slew_deg_s,FRAGILE,35.398472122481316,0.1348133010483405
servo_slew_deg_s,FRAGILE,40.15194429578332,0.13856443027373508
servo_slew_deg_s,FRAGILE,44.905416469085324,0.14852664183741046
servo_slew_deg_s,FRAGILE,49.65888864238733,0.1504417270196698
servo_slew_deg_s,FRAGILE,54.41236081568934,0.14997131846184142
servo_slew_deg_s,FRAGILE,59.16583298899134,0.1510763808956752
servo_slew_deg_s,FRAGILE,63.91930516229335,0.15134807209664336
servo_slew_deg_s,FRAGILE,68.67277733559536,0.15312383534495363
servo_slew_deg_s,FRAGILE,73.42624950889736,0.15660583698491712
servo_slew_deg_s,FRAGILE,78.17972168219936,0.1556283123419986
servo_slew_deg_s,FRAGILE,82.93319385550137,0.15314417634073849
servo_slew_deg_s,FRAGILE,87.68666602880337,0.15211000450201032
servo_slew_deg_s,FRAGILE,92.44013820210537,0.15144103558303382
servo_slew_deg_s,FRAGILE,97.19361037540739,0.14942494957604302
servo_slew_deg_s,FRAGILE,101.94708254870939,0.14936506367651933
servo_slew_deg_s,FRAGILE,106.70055472201139,0.14643852114680384
servo_slew_deg_s,FRAGILE,111.4540268953134,0.14715048050479715
servo_slew_deg_s,FRAGILE,116.2074990686154,0.14910825581389164
servo_slew_deg_s,INFEASIBLE,25.891527775877307,0.5705965662154411
servo_slew_deg_s,INFEASIBLE,30.64499994917931,0.5734245684655466
servo_slew_deg_s,INFEASIBLE,35.398472122481316,0.5727764507840631
servo_slew_deg_s,INFEASIBLE,40.15194429578332,0.5607287704575494
servo_slew_deg_s,INFEASIBLE,44.905416469085324,0.5573023769056447
servo_slew_deg_s,INFEASIBLE,49.65888864238733,0.5552400397008802
servo_slew_deg_s,INFEASIBLE,54.41236081568934,0.55422134623741
servo_slew_deg_s,INFEASIBLE,59.16583298899134,0.5530650823968866
servo_slew_deg_s,INFEASIBLE,63.91930516229335,0.5518172815463015
servo_slew_deg_s,INFEASIBLE,68.67277733559536,0.5488462413386036
servo_slew_deg_s,INFEASIBLE,73.42624950889736,0.544096774416679
servo_slew_deg_s,INFEASIBLE,78.17972168219936,0.543277221203949
servo_slew_deg_s,INFEASIBLE,82.93319385550137,0.5426255991914064
servo_slew_deg_s,INFEASIBLE,87.68666602880337,0.540892802431953
servo_slew_deg_s,INFEASIBLE,92.44013820210537,0.5386495407052787
servo_slew_deg_s,INFEASIBLE,97.19361037540739,0.5363618376702435
servo_slew_deg_s,INFEASIBLE,101.94708254870939,0.5340952497140846
servo_slew_deg_s,INFEASIBLE,106.70055472201139,0.5335980954548011
servo_slew_deg_s,INFEASIBLE,111.4540268953134,0.5245250862250789
servo_slew_deg_s,INFEASIBLE,116.2074990686154,0.524286113639251
max_gimbal_deg,EASY,8.509904111725564,0.3218704775136152
max_gimbal_deg,EASY,8.835598789095808,0.31728620153904835
max_gimbal_deg,EASY,9.16129346646605,0.3151787562490932
max_gimbal_deg,EASY,9.486988143836294,0.3135526335535698
max_gimbal_deg,EASY,9.812682821206536,0.30844515432359876
max_gimbal_deg,EASY,10.13837749857678,0.30254639564062435
max_gimbal_deg,EASY,10.464072175947024,0.2987437164225206
max_gimbal_deg,EASY,10.789766853317266,0.2950695211516939
max_gimbal_deg,EASY,11.11546153068751,0.29535237966266314
max_gimbal_deg,EASY,11.441156208057752,0.29785537979769644
max_gimbal_deg,EASY,11.766850885427996,0.2972020646227796
max_gimbal_deg,EASY,12.09254556279824,0.2963141415583896
max_gimbal_deg,EASY,12.418240240168481,0.29759156819115135
max_gimbal_deg,EASY,12.743934917538724,0.29741935046690815
max_gimbal_deg,EASY,13.069629594908967,0.2980174754208252
max_gimbal_deg,EASY,13.395324272279211,0.2971862843726216
max_gimbal_deg,EASY,13.721018949649455,0.29558014052830056
max_gimbal_deg,EASY,14.046713627019697,0.2934068318296834
max_gimbal_deg,EASY,14.372408304389939,0.2926371649096189
max_gimbal_deg,EASY,14.698102981760183,0.293239099964513
max_gimbal_deg,FRAGILE,8.509904111725564,0.1488016797222375
max_gimbal_deg,FRAGILE,8.835598789095808,0.15092211114364398
max_gimbal_deg,FRAGILE,9.16129346646605,0.1490655839906174
max_gimbal_deg,FRAGILE,9.486988143836294,0.14911112966922768
max_gimbal_deg,FRAGILE,9.812682821206536,0.15382729439819928
max_gimbal_deg,FRAGILE,10.13837749857678,0.15964171831558968
max_gimbal_deg,FRAGILE,10.464072175947024,0.15900501135805237
max_gimbal_deg,FRAGILE,10.789766853317266,0.16300797707671624
max_gimbal_deg,FRAGILE,11.11546153068751,0.1596308419707287
max_gimbal_deg,FRAGILE,11.441156208057752,0.15792302950169432
max_gimbal_deg,FRAGILE,11.766850885427996,0.15790376142617238
max_gimbal_deg,FRAGILE,12.09254556279824,0.15981257188566894
max_gimbal_deg,FRAGILE,12.418240240168481,0.1577748322339211
max_gimbal_deg,FRAGILE,12.743934917538724,0.15698180574876233
max_gimbal_deg,FRAGILE,13.069629594908967,0.14857701312325167
max_gimbal_deg,FRAGILE,13.395324272279211,0.14699662462132318
max_gimbal_deg,FRAGILE,13.721018949649455,0.1473025343635145
max_gimbal_deg,FRAGILE,14.046713627019697,0.14808234773309004
max_gimbal_deg,FRAGILE,14.372408304389939,0.14993096001053643
max_gimbal_deg,FRAGILE,14.698102981760183,0.1509498531804058
max_gimbal_deg,INFEASIBLE,8.509904111725564,0.5293278427641473
max_gimbal_deg,INFEASIBLE,8.835598789095808,0.531791687317308
max_gimbal_deg,INFEASIBLE,9.16129346646605,0.5357556597602894
max_gimbal_deg,INFEASIBLE,9.486988143836294,0.5373362367772023
max_gimbal_deg,INFEASIBLE,9.812682821206536,0.5377275512782019
max_gimbal_deg,INFEASIBLE,10.13837749857678,0.5378118860437858
max_gimbal_deg,INFEASIBLE,10.464072175947024,0.542251272219427
max_gimbal_deg,INFEASIBLE,10.789766853317266,0.5419225017715896
max_gimbal_deg,INFEASIBLE,11.11546153068751,0.5450167783666083
max_gimbal_deg,INFEASIBLE,11.441156208057752,0.5442215907006094
max_gimbal_deg,INFEASIBLE,11.766850885427996,0.544894173951048
max_gimbal_deg,INFEASIBLE,12.09254556279824,0.5438732865559416
max_gimbal_deg,INFEASIBLE,12.418240240168481,0.5446335995749275
max_gimbal_deg,INFEASIBLE,12.743934917538724,0.5455988437843294
max_gimbal_deg,INFEASIBLE,13.069629594908967,0.5534055114559228
max_gimbal_deg,INFEASIBLE,13.395324272279211,0.5558170910060553
max_gimbal_deg,INFEASIBLE,13.721018949649455,0.5571173251081847
max_gimbal_deg,INFEASIBLE,14.046713627019697,0.5585108204372264
max_gimbal_deg,INFEASIBLE,14.372408304389939,0.5574318750798447
max_gimbal_deg,INFEASIBLE,14.698102981760183,0.5558110468550809
best_u_max_frac,EASY,0.5673269407817045,0.3303432262225069
best_u_max_frac,EASY,0.5890399192730541,0.3258344412174933
best_u_max_frac,EASY,0.6107528977644036,0.3260501731531597
best_u_max_frac,EASY,0.6324658762557531,0.31939992716161086
