boundary_rate_deg_s,boundary_confidence_flag,all_regimes_delay_dominant,all_regimes_margin_ci_above_zero,mean_delay_to_aero_ratio,mean_stability_mismatch_share,worst_regime_mismatch_share,mean_cp_ahead_share_truth,worst_cp_ahead_share_truth,mean_static_margin_cal_truth,crossover_observed,research_alignment_flag,dataset_readiness_flag,primary_research_question,alternative_research_question
40,DELAY_DOMINANT_FROM_START_DELAY_DOMINANCE_SIGNIFICANT,1,1,3.66573080442951,0,0,0,0,1.46666666666666,0,NO_CROSSOVER_IN_TESTED_SPACE_EXPAND_SWEEP,SIM_ONLY_NEEDS_FLIGHT_VALIDATION,When do simplified TVC models make wrong stability decisions despite matched parameter tuning?,Which control-limitation regimes dominate TVC prediction error across operating conditions?
