case_id,controller,regime_name,rate_center_deg_s,tau_actuator_ms,tau_sensor_ms,processing_delay_ms,aero_scale,thrust_scale,rms_angle_error_deg,rms_rate_deg_s,max_abs_angle_deg,max_abs_delta_deg,final_error_deg,unstable,precision_success,mean_abs_alpha_deg,cp_ahead_share,zero_crossings_error,slew_tracking_error_deg,overshoot_error_deg
19,ADRC,HIGH_RATE,250,8,15,1,1.3,0.9,11.0243010554289,44.2655230329855,37.5755641820596,10,1.7294449845091,0,0,110.34786908718,0,1,0.0548781553473838,2.0245479018655
19,AI,HIGH_RATE,250,8,15,1,1.3,0.9,135.369341843954,60.0000323170697,218.60236714695,9.99962890943157,-218.60236714695,1,0,81.6901055349375,0,0,2.56636911507514,0
20,PID,LOW_RATE,40,25,15,1,1.3,0.9,1.36632361331181,10.2771929347215,7.40068382989226,9.86433846732086,-0.260069760074405,0,1,96.358199972782,0,12,2.76894452120225,0.101433090543751
20,ADRC,LOW_RATE,40,25,15,1,1.3,0.9,2.12079144299386,6.76861448662141,8.14413813059902,4.49845003972097,0.373759077038105,0,0,98.4335571336005,0,1,0.0742847219289055,0.384739110474382
20,AI,LOW_RATE,40,25,15,1,1.3,0.9,1.80913154065689,9.44939465589216,7.62702688385445,8.43480220628478,-1.24894413013782,0,0,96.0632707478767,0,4,1.38511043473488,1.34886987808382
20,PID,MID_RATE,130,25,15,1,1.3,0.9,3.78832458702112,23.4568700071481,16.7901747970958,9.99927484237934,-0.211724328134858,0,0,102.225074899516,0,8,2.65743398080325,0.0347578591312302
20,ADRC,MID_RATE,130,25,15,1,1.3,0.9,4.30171043121269,20.2441430979967,16.8617591378152,9.76509566289006,0.678606508187567,0,0,103.22985447954,0,1,0.159147532692123,0.728312541734214
20,AI,MID_RATE,130,25,15,1,1.3,0.9,121.799872339784,51.0254632726442,205.727642379274,9.5474947680827,-205.727642379274,1,0,81.4097013752806,0,0,3.39887204541497,0
20,PID,HIGH_RATE,250,25,15,1,1.3,0.9,11.6242286466447,54.002318922547,41.7182777493746,9.99999978929788,-0.234286065478909,0,0,110.925369833669,0,0,2.46787661674834,0
20,ADRC,HIGH_RATE,250,25,15,1,1.3,0.9,12.3459653246522,48.7592057553832,41.7182777493746,9.99997582849037,1.93536016735586,0,0,110.890784617371,0,1,0.180160285687849,2.27889162319496
20,AI,HIGH_RATE,250,25,15,1,1.3,0.9,141.527373996213,63.1242336052054,227.640356106828,9.41615461971222,-227.640356106828,1,0,79.8189642992466,0,0,3.20469924326867,0
21,PID,LOW_RATE,40,8,3,6,1.3,0.9,1.30210702934885,6.68821479539156,6.974712271315,9.999834390791,-0.234109336535791,0,1,96.335969303339,0,0,0.0796762828977417,0
21,ADRC,LOW_RATE,40,8,3,6,1.3,0.9,2.07087575017177,5.58161847625147,7.57133566763311,5.86392126387334,0.365841051570026,0,0,98.4075831190857,0,1,0.0302620389841617,0.376364033454782
21,AI,LOW_RATE,40,8,3,6,1.3,0.9,4.50077824428016,4.36246747773174,7.13526256489789,9.63233600254878,-5.0452547655691,0,0,101.395668379715,0,0,1.12216915716596,0
21,PID,MID_RATE,130,8,3,6,1.3,0.9,3.35871093136672,19.0376615753642,14.8693765395822,9.99999999999103,-0.243736744233323,0,0,101.859295246741,0,0,0.0985684945982307,0
21,ADRC,MID_RATE,130,8,3,6,1.3,0.9,4.20391417052148,17.1290859151715,15.0459113239923,9.99990241549128,0.685247321449666,0,0,103.344233021007,0,1,0.0528521049676065,0.736799547238101
21,AI,MID_RATE,130,8,3,6,1.3,0.9,116.607359523415,48.5396344829867,197.163664878406,9.9933388694106,-197.163664878406,1,0,83.2061061236209,0,0,4.48570188912581,0
21,PID,HIGH_RATE,250,8,3,6,1.3,0.9,10.3479993057637,47.143705197817,37.5743051385603,10,-0.257726564188412,0,0,110.417115365634,0,0,0.112100714192828,0
21,ADRC,HIGH_RATE,250,8,3,6,1.3,0.9,11.2461612642973,43.8436970203842,37.5743051385603,10,1.76568282306352,0,0,110.46118309885,0,1,0.0564247682347459,2.06395140671655
21,AI,HIGH_RATE,250,8,3,6,1.3,0.9,134.771153113321,59.7998108307165,217.346983776397,9.99821193758488,-217.346983776397,1,0,82.0519636237131,0,0,4.08520798331969,0
22,PID,LOW_RATE,40,25,3,6,1.3,0.9,1.41450934633707,7.64697549745348,7.40037236643193,9.81141355808721,-0.234674078234335,0,1,96.550481032442,0,0,0.328999719319857,0
22,ADRC,LOW_RATE,40,25,3,6,1.3,0.9,2.1120399049613,6.2805413272702,7.99019565484827,5.06326598731912,0.371984599842605,0,0,98.4724469729094,0,1,0.0779498639492405,0.382288700766737
22,AI,LOW_RATE,40,25,3,6,1.3,0.9,2.01739931029092,6.61170773943701,7.62288051366227,8.11171128071033,-0.991302842303052,0,0,98.479689620385,0,0,1.90431405038108,0
