scenario,controller,cop_uncertainty,wind_scale,sensor_noise_scale,actuator_delay_ms,adrc_wo_rad_s,success_rate,rms_theta_deg_mean,rms_theta_deg_std,sat_fraction_mean,eso_error_rms,mean_loop_us,loop_utilization
CoP30_Wind25,ADRC,0.3,0.25,1.25,60,18,0.333333333333333,1.55297014768885,0.0933906240032568,0,0.338053657855694,4.99765740740741,0.000999531481481481
CoP30_Wind25,ADRC,0.3,0.25,1.5,60,6,0,1.70783058799589,0.113933732225993,0,0.265830166499719,5.18183333333333,0.00103636666666667
CoP30_Wind25,ADRC,0.3,0.25,1.5,60,8,0.0555555555555556,1.62319742106109,0.0810360281710717,0,0.271989776866494,4.99274537037037,0.000998549074074074
CoP30_Wind25,ADRC,0.3,0.25,1.5,60,10,0.0555555555555556,1.58831351197792,0.0783434332589922,0,0.279529359950892,4.95734722222222,0.000991469444444444
CoP30_Wind25,ADRC,0.3,0.25,1.5,60,12,0.0555555555555556,1.5734521270526,0.0905109960902309,0,0.289013740913149,4.98199537037037,0.000996399074074074
CoP30_Wind25,ADRC,0.3,0.25,1.5,60,14,0.166666666666667,1.56741994209314,0.105680753158751,0,0.302243993823422,4.9916712962963,0.000998334259259259
CoP30_Wind25,ADRC,0.3,0.25,1.5,60,16,0.222222222222222,1.57117739473029,0.126262238023302,0,0.3222600483795,5.08475,0.00101695
CoP30_Wind25,ADRC,0.3,0.25,1.5,60,18,0.166666666666667,1.57775405051782,0.140666639875599,0,0.351368645739032,5.00170833333333,0.00100034166666667
CoP30_Wind25,ADRC,0.3,0.25,1.75,60,6,0,1.76957295698323,0.122778552285762,0,0.27597211164102,5.19606944444445,0.00103921388888889
CoP30_Wind25,ADRC,0.3,0.25,1.75,60,8,0,1.66327771855911,0.083809635406301,0,0.280565226325681,5.39464814814815,0.00107892962962963
CoP30_Wind25,ADRC,0.3,0.25,1.75,60,10,0,1.62124148245095,0.0786396478089925,0,0.289018568405912,5.39549074074074,0.00107909814814815
CoP30_Wind25,ADRC,0.3,0.25,1.75,60,12,0,1.61048839389967,0.0971755690578062,0,0.302163937340431,5.15078240740741,0.00103015648148148
CoP30_Wind25,ADRC,0.3,0.25,1.75,60,14,0.0555555555555556,1.62043753210212,0.141144832749934,0,0.32209100810662,5.18318981481481,0.00103663796296296
CoP30_Wind25,ADRC,0.3,0.25,1.75,60,16,0.111111111111111,1.64474199190083,0.20349342437781,0,0.35102913498637,5.2465,0.0010493
CoP30_Wind25,ADRC,0.3,0.25,1.75,60,18,0.111111111111111,1.66985247564611,0.255413679434113,0,0.390385767022306,5.57352777777778,0.00111470555555556
CoP45_Wind40,ADRC,0.45,0.4,0.8,30,6,0.111111111111111,1.67056672717327,0.128275015050441,0,0.380852435404681,5.48872685185185,0.00109774537037037
CoP45_Wind40,ADRC,0.45,0.4,0.8,30,8,0.333333333333333,1.54547685417403,0.08787709048532,0,0.38355878536573,5.77942592592593,0.00115588518518519
CoP45_Wind40,ADRC,0.45,0.4,0.8,30,10,0.666666666666667,1.47531075304124,0.0677749275073988,0,0.384577126182299,6.27646296296296,0.00125529259259259
CoP45_Wind40,ADRC,0.45,0.4,0.8,30,12,0.888888888888889,1.43099721960467,0.0562822289002805,0,0.385424703679856,6.51765277777778,0.00130353055555556
CoP45_Wind40,ADRC,0.45,0.4,0.8,30,14,1,1.40014246389917,0.0496248931687953,0,0.387026488614566,6.71425925925926,0.00134285185185185
CoP45_Wind40,ADRC,0.45,0.4,0.8,30,16,1,1.37806931906353,0.0454039918635407,0,0.390115760212393,6.51604166666667,0.00130320833333333
CoP45_Wind40,ADRC,0.45,0.4,0.8,30,18,1,1.36167626086497,0.0426943356763774,0,0.395603046371422,5.96996759259259,0.00119399351851852
CoP45_Wind40,ADRC,0.45,0.4,1,30,6,0.166666666666667,1.60132186031737,0.111430634078897,0,0.382394920749474,5.632125,0.001126425
CoP45_Wind40,ADRC,0.45,0.4,1,30,8,0.444444444444444,1.50435414122852,0.0813065390545636,0,0.387841959159988,6.62467592592592,0.00132493518518518
CoP45_Wind40,ADRC,0.45,0.4,1,30,10,0.888888888888889,1.44873438469497,0.0638633572140499,0,0.391050720893579,7.19881018518519,0.00143976203703704
CoP45_Wind40,ADRC,0.45,0.4,1,30,12,0.944444444444444,1.41232356723375,0.0533739694637609,0,0.393450456536657,6.97531481481482,0.00139506296296296
CoP45_Wind40,ADRC,0.45,0.4,1,30,14,1,1.3868497559054,0.046864857736538,0,0.396390409701324,6.5505,0.0013101
CoP45_Wind40,ADRC,0.45,0.4,1,30,16,1,1.36849139009054,0.0427589795322793,0,0.401205204681587,6.17807407407408,0.00123561481481482
CoP45_Wind40,ADRC,0.45,0.4,1,30,18,1,1.35493601838316,0.0398204084033137,0,0.40926387807211,5.63975462962963,0.00112795092592593
CoP45_Wind40,ADRC,0.45,0.4,1.25,30,6,0.166666666666667,1.61149480625548,0.121197913010545,0,0.379416911413217,5.58301388888889,0.00111660277777778
CoP45_Wind40,ADRC,0.45,0.4,1.25,30,8,0.444444444444444,1.50624153091321,0.0836390992600267,0,0.383818180727158,5.30310648148148,0.0010606212962963
CoP45_Wind40,ADRC,0.45,0.4,1.25,30,10,0.833333333333333,1.44946087202892,0.0657162086524068,0,0.386839020585261,5.44160648148148,0.0010883212962963
CoP45_Wind40,ADRC,0.45,0.4,1.25,30,12,0.944444444444444,1.41347224271689,0.0560589496230213,0,0.390029171141743,6.37264351851852,0.0012745287037037
CoP45_Wind40,ADRC,0.45,0.4,1.25,30,14,1,1.38934095661327,0.0503090643026834,0,0.394964721958172,6.17206944444444,0.00123441388888889
CoP45_Wind40,ADRC,0.45,0.4,1.25,30,16,1,1.37176414822346,0.0465915101698201,0,0.403312218821718,6.3547962962963,0.00127095925925926
CoP45_Wind40,ADRC,0.45,0.4,1.25,30,18,1,1.35881969384004,0.0447400573057538,0,0.417203715618233,6.80923148148148,0.0013618462962963
CoP45_Wind40,ADRC,0.45,0.4,1.5,30,6,0.166666666666667,1.68471540590843,0.155545635170084,0,0.386823663670622,6.95066666666666,0.00139013333333333
CoP45_Wind40,ADRC,0.45,0.4,1.5,30,8,0.333333333333333,1.54479195986293,0.102991635046487,0,0.387727234202386,6.32097685185185,0.00126419537037037
CoP45_Wind40,ADRC,0.45,0.4,1.5,30,10,0.611111111111111,1.4747229513509,0.0803510149174022,0,0.390032087522758,5.99532407407408,0.00119906481481482
CoP45_Wind40,ADRC,0.45,0.4,1.5,30,12,0.833333333333333,1.43239426643326,0.0675866557923107,0,0.393967285963836,5.45873611111111,0.00109174722222222
CoP45_Wind40,ADRC,0.45,0.4,1.5,30,14,0.944444444444444,1.40470360424447,0.0600080936801609,0,0.401067674650474,5.52323611111111,0.00110464722222222
CoP45_Wind40,ADRC,0.45,0.4,1.5,30,16,1,1.38587671595124,0.0557323961738568,0,0.413320690604745,6.12544907407408,0.00122508981481482
CoP45_Wind40,ADRC,0.45,0.4,1.5,30,18,1,1.37274699153126,0.0529299765582704,0,0.433138307870832,5.63306018518519,0.00112661203703704
CoP45_Wind40,ADRC,0.45,0.4,1.75,30,6,0.111111111111111,1.7009989613175,0.143214907852364,0,0.393703849506498,5.40876851851852,0.0010817537037037
